,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
,,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,Tottenham,2017-09-23 West Ham-Tottenham,2017-09-23,Matchweek 6,Sat,Away,W,3,2,West Ham,4,1,1,20,10,5,16,9,13,0,0,0,62,22,15,59.5,12:30:00
ENG-Premier League,1718,Tottenham,2017-09-30 Huddersfield-Tottenham,2017-09-30,Matchweek 7,Sat,Away,W,4,0,Huddersfield,1,0,0,4,6,2,16,7,11,0,0,0,59,14,11,56.0,12:30:00
ENG-Premier League,1718,Tottenham,2017-10-14 Tottenham-Bournemouth,2017-10-14,Matchweek 8,Sat,Home,W,1,0,Bournemouth,1,0,0,9,7,3,32,7,9,0,0,0,43,18,16,52.9,15:00:00
ENG-Premier League,1718,Tottenham,2017-10-22 Tottenham-Liverpool,2017-10-22,Matchweek 9,Sun,Home,W,4,1,Liverpool,0,0,0,2,8,1,11,9,19,0,0,0,57,10,8,55.6,16:00:00
ENG-Premier League,1718,Tottenham,2017-10-28 Manchester Utd-Tottenham,2017-10-28,Matchweek 10,Sat,Away,L,0,1,Manchester Utd,0,0,0,14,11,1,17,14,6,0,0,0,60,12,16,42.9,12:30:00
ENG-Premier League,1718,Tottenham,2017-11-05 Tottenham-Crystal Palace,2017-11-05,Matchweek 11,Sun,Home,W,1,0,Crystal Palace,0,0,0,6,6,3,30,13,10,0,0,0,49,16,14,53.3,12:00:00
ENG-Premier League,1718,Tottenham,2017-11-18 Arsenal-Tottenham,2017-11-18,Matchweek 12,Sat,Away,L,0,2,Arsenal,1,0,0,16,11,1,20,17,7,0,0,0,61,19,16,54.3,12:30:00
ENG-Premier League,1718,Tottenham,2017-11-25 Tottenham-West Brom,2017-11-25,Matchweek 13,Sat,Home,D,1,1,West Brom,1,0,0,10,12,2,35,5,12,0,0,0,49,21,26,44.7,15:00:00
ENG-Premier League,1718,Tottenham,2017-11-28 Leicester City-Tottenham,2017-11-28,Matchweek 14,Tue,Away,L,1,2,Leicester City,2,0,0,10,7,1,27,11,12,0,0,0,70,18,16,52.9,19:45:00
ENG-Premier League,1718,Tottenham,2017-12-02 Watford-Tottenham,2017-12-02,Matchweek 15,Sat,Away,D,1,1,Watford,1,1,0,8,16,10,15,11,13,0,0,0,57,15,19,44.1,15:00:00
ENG-Premier League,1718,Tottenham,2017-12-09 Tottenham-Stoke City,2017-12-09,Matchweek 16,Sat,Home,W,5,1,Stoke City,1,0,0,12,8,7,26,10,11,0,0,0,52,19,21,47.5,15:00:00
ENG-Premier League,1718,Tottenham,2017-12-13 Tottenham-Brighton,2017-12-13,Matchweek 17,Wed,Home,W,2,0,Brighton,1,0,0,5,10,3,26,6,9,0,0,0,44,20,20,50.0,20:00:00
ENG-Premier League,1718,Tottenham,2017-12-16 Manchester City-Tottenham,2017-12-16,Matchweek 18,Sat,Away,L,1,4,Manchester City,4,0,0,20,13,2,7,17,10,0,1,0,47,6,3,66.7,17:30:00
ENG-Premier League,1718,Tottenham,2017-12-23 Burnley-Tottenham,2017-12-23,Matchweek 19,Sat,Away,W,3,0,Burnley,2,0,0,10,10,1,11,6,8,1,0,0,64,31,18,63.3,17:30:00
ENG-Premier League,1718,Tottenham,2017-12-26 Tottenham-Southampton,2017-12-26,Matchweek 20,Tue,Home,W,5,2,Southampton,0,0,0,8,15,1,9,10,5,0,0,0,53,15,9,62.5,12:30:00
ENG-Premier League,1718,Tottenham,2018-01-02 Swansea City-Tottenham,2018-01-02,Matchweek 22,Tue,Away,W,2,0,Swansea City,2,0,0,9,11,2,18,9,14,0,0,0,50,17,11,60.7,19:45:00
ENG-Premier League,1718,Tottenham,2018-01-04 Tottenham-West Ham,2018-01-04,Matchweek 21,Thu,Home,D,1,1,West Ham,0,0,0,10,6,3,27,13,15,0,0,0,66,18,16,52.9,20:00:00
ENG-Premier League,1718,Tottenham,2018-01-13 Tottenham-Everton,2018-01-13,Matchweek 23,Sat,Home,W,4,0,Everton,0,0,0,11,15,2,18,7,10,0,0,0,66,21,16,56.8,17:30:00
ENG-Premier League,1718,Tottenham,2018-01-21 Southampton-Tottenham,2018-01-21,Matchweek 24,Sun,Away,D,1,1,Southampton,3,0,0,15,7,1,24,11,10,0,0,1,62,16,9,64.0,16:00:00
ENG-Premier League,1718,Tottenham,2018-01-31 Tottenham-Manchester Utd,2018-01-31,Matchweek 25,Wed,Home,W,2,0,Manchester Utd,2,0,0,10,13,1,16,18,14,0,0,0,69,10,15,40.0,20:00:00
ENG-Premier League,1718,Tottenham,2018-02-04 Liverpool-Tottenham,2018-02-04,Matchweek 26,Sun,Away,D,2,2,Liverpool,1,0,0,9,15,2,27,6,8,2,0,0,63,16,14,53.3,16:30:00
ENG-Premier League,1718,Tottenham,2018-02-10 Tottenham-Arsenal,2018-02-10,Matchweek 27,Sat,Home,W,1,0,Arsenal,2,0,0,13,8,1,34,7,8,0,0,0,58,16,13,55.2,12:30:00
ENG-Premier League,1718,Tottenham,2018-02-25 Crystal Palace-Tottenham,2018-02-25,Matchweek 28,Sun,Away,W,1,0,Crystal Palace,1,0,0,5,10,1,28,6,9,0,0,0,60,14,24,36.8,12:00:00
ENG-Premier League,1718,Tottenham,2018-03-03 Tottenham-Huddersfield,2018-03-03,Matchweek 29,Sat,Home,W,2,0,Huddersfield,1,0,0,6,8,4,20,18,8,0,0,0,74,13,16,44.8,15:00:00
ENG-Premier League,1718,Tottenham,2018-03-11 Bournemouth-Tottenham,2018-03-11,Matchweek 30,Sun,Away,W,4,1,Bournemouth,1,0,0,7,10,3,24,13,14,0,0,0,59,14,13,51.9,16:00:00
ENG-Premier League,1718,Tottenham,2018-04-01 Chelsea-Tottenham,2018-04-01,Matchweek 32,Sun,Away,W,3,1,Chelsea,1,0,0,11,4,3,14,20,16,0,0,0,63,13,13,50.0,16:00:00
ENG-Premier League,1718,Tottenham,2018-04-07 Stoke City-Tottenham,2018-04-07,Matchweek 33,Sat,Away,W,2,1,Stoke City,3,0,0,8,19,3,13,10,13,0,0,0,61,22,13,62.9,15:00:00
ENG-Premier League,1718,Tottenham,2018-04-14 Tottenham-Manchester City,2018-04-14,Matchweek 34,Sat,Home,L,1,3,Manchester City,3,0,0,11,12,5,24,17,15,0,1,0,57,8,13,38.1,19:45:00
ENG-Premier League,1718,Tottenham,2018-04-17 Brighton-Tottenham,2018-04-17,Matchweek 35,Tue,Away,D,1,1,Brighton,0,0,0,5,5,0,18,9,6,0,1,0,56,19,15,55.9,19:45:00
ENG-Premier League,1718,Tottenham,2018-04-30 Tottenham-Watford,2018-04-30,Matchweek 36,Mon,Home,W,2,0,Watford,1,0,0,11,10,3,20,17,10,0,0,0,57,17,15,53.1,20:00:00
ENG-Premier League,1718,Tottenham,2018-05-05 West Brom-Tottenham,2018-05-05,Matchweek 37,Sat,Away,L,0,1,West Brom,1,0,0,12,12,0,30,0,9,0,0,0,51,18,20,47.4,15:00:00
ENG-Premier League,1718,Tottenham,2018-05-09 Tottenham-Newcastle Utd,2018-05-09,Matchweek 31,Wed,Home,W,1,0,Newcastle Utd,2,0,0,10,8,4,18,8,7,0,0,0,53,18,24,42.9,20:00:00
ENG-Premier League,1718,Tottenham,2018-05-13 Tottenham-Leicester City,2018-05-13,Matchweek 38,Sun,Home,W,5,4,Leicester City,1,0,0,9,13,2,13,9,14,0,0,0,54,10,15,40.0,15:00:00
ENG-Premier League,1718,Watford,2017-08-12 Watford-Liverpool,2017-08-12,Matchweek 1,Sat,Home,D,3,3,Liverpool,0,0,0,14,8,3,16,11,12,0,1,0,47,22,25,46.8,12:30:00
ENG-Premier League,1718,Watford,2017-08-19 Bournemouth-Watford,2017-08-19,Matchweek 2,Sat,Away,W,2,0,Bournemouth,3,0,0,14,6,7,20,18,13,0,0,0,53,16,15,51.6,15:00:00
ENG-Premier League,1718,Watford,2017-08-26 Watford-Brighton,2017-08-26,Matchweek 3,Sat,Home,D,0,0,Brighton,0,1,0,7,18,0,11,8,4,0,0,0,36,19,20,48.7,15:00:00
ENG-Premier League,1718,Watford,2017-09-09 Southampton-Watford,2017-09-09,Matchweek 4,Sat,Away,W,2,0,Southampton,0,0,0,11,8,1,9,19,13,0,0,0,51,23,19,54.8,15:00:00
ENG-Premier League,1718,Watford,2017-09-16 Watford-Manchester City,2017-09-16,Matchweek 5,Sat,Home,L,0,6,Manchester City,2,0,0,8,6,2,10,22,3,0,1,0,40,11,14,44.0,15:00:00
ENG-Premier League,1718,Watford,2017-09-23 Swansea City-Watford,2017-09-23,Matchweek 6,Sat,Away,W,2,1,Swansea City,3,0,0,16,8,3,12,12,7,0,0,0,50,28,23,54.9,15:00:00
ENG-Premier League,1718,Watford,2017-09-30 West Brom-Watford,2017-09-30,Matchweek 7,Sat,Away,D,2,2,West Brom,0,0,0,11,12,1,27,5,13,0,0,0,63,26,31,45.6,15:00:00
ENG-Premier League,1718,Watford,2017-10-14 Watford-Arsenal,2017-10-14,Matchweek 8,Sat,Home,W,2,1,Arsenal,1,0,0,8,9,1,19,16,12,1,0,0,55,22,29,43.1,17:30:00
ENG-Premier League,1718,Watford,2017-10-21 Chelsea-Watford,2017-10-21,Matchweek 9,Sat,Away,L,2,4,Chelsea,3,0,0,16,13,3,22,17,12,0,0,0,48,16,22,42.1,12:30:00
ENG-Premier League,1718,Watford,2017-10-28 Watford-Stoke City,2017-10-28,Matchweek 10,Sat,Home,L,0,1,Stoke City,4,0,0,10,9,4,30,5,9,0,0,0,59,21,30,41.2,15:00:00
ENG-Premier League,1718,Watford,2017-11-05 Everton-Watford,2017-11-05,Matchweek 11,Sun,Away,L,2,3,Everton,2,0,0,12,14,1,25,6,11,1,1,0,62,34,24,58.6,16:30:00
ENG-Premier League,1718,Watford,2017-11-19 Watford-West Ham,2017-11-19,Matchweek 12,Sun,Home,W,2,0,West Ham,1,0,0,13,9,0,21,9,9,0,0,0,67,22,23,48.9,16:00:00
ENG-Premier League,1718,Watford,2017-11-25 Newcastle Utd-Watford,2017-11-25,Matchweek 13,Sat,Away,W,3,0,Newcastle Utd,2,0,0,13,7,1,15,13,19,0,0,0,56,23,28,45.1,15:00:00
ENG-Premier League,1718,Watford,2017-11-28 Watford-Manchester Utd,2017-11-28,Matchweek 14,Tue,Home,L,2,4,Manchester Utd,2,0,0,12,9,0,25,13,12,1,0,0,64,16,15,51.6,20:00:00
ENG-Premier League,1718,Watford,2017-12-02 Watford-Tottenham,2017-12-02,Matchweek 15,Sat,Home,D,1,1,Tottenham,4,0,0,16,8,1,26,11,12,0,0,0,52,19,15,55.9,15:00:00
ENG-Premier League,1718,Watford,2017-12-09 Burnley-Watford,2017-12-09,Matchweek 16,Sat,Away,L,0,1,Burnley,0,1,0,12,10,3,21,14,3,0,0,0,48,34,41,45.3,15:00:00
ENG-Premier League,1718,Watford,2017-12-12 Crystal Palace-Watford,2017-12-12,Matchweek 17,Tue,Away,L,1,2,Crystal Palace,3,1,1,18,14,0,20,17,8,0,0,0,64,16,33,32.7,20:00:00
ENG-Premier League,1718,Watford,2017-12-16 Watford-Huddersfield,2017-12-16,Matchweek 18,Sat,Home,L,1,4,Huddersfield,2,1,0,12,17,3,22,12,9,0,1,0,52,20,24,45.5,15:00:00
ENG-Premier League,1718,Watford,2017-12-23 Brighton-Watford,2017-12-23,Matchweek 19,Sat,Away,L,0,1,Brighton,0,0,0,11,8,0,19,10,10,0,0,0,52,25,36,41.0,15:00:00
ENG-Premier League,1718,Watford,2017-12-26 Watford-Leicester City,2017-12-26,Matchweek 20,Tue,Home,W,2,1,Leicester City,3,0,0,7,13,4,20,16,14,0,0,0,71,22,30,42.3,15:00:00
ENG-Premier League,1718,Watford,2017-12-30 Watford-Swansea City,2017-12-30,Matchweek 21,Sat,Home,L,1,2,Swansea City,4,0,0,14,13,3,16,8,16,0,0,0,61,28,16,63.6,15:00:00
ENG-Premier League,1718,Watford,2018-01-02 Manchester City-Watford,2018-01-02,Matchweek 22,Tue,Away,L,1,3,Manchester City,1,0,0,12,8,3,3,18,20,0,0,1,59,5,6,45.5,20:00:00
ENG-Premier League,1718,Watford,2018-01-13 Watford-Southampton,2018-01-13,Matchweek 23,Sat,Home,D,2,2,Southampton,0,0,0,11,13,0,28,12,11,0,0,0,47,29,26,52.7,15:00:00
ENG-Premier League,1718,Watford,2018-01-20 Leicester City-Watford,2018-01-20,Matchweek 24,Sat,Away,L,0,2,Leicester City,0,0,0,10,11,3,21,9,16,0,1,0,50,21,13,61.8,15:00:00
ENG-Premier League,1718,Watford,2018-01-31 Stoke City-Watford,2018-01-31,Matchweek 25,Wed,Away,D,0,0,Stoke City,3,0,0,12,11,0,14,8,9,0,0,0,51,39,43,47.6,20:00:00
ENG-Premier League,1718,Watford,2018-02-05 Watford-Chelsea,2018-02-05,Matchweek 26,Mon,Home,W,4,1,Chelsea,2,0,0,11,7,1,18,17,10,1,0,0,55,18,16,52.9,20:00:00
ENG-Premier League,1718,Watford,2018-02-10 West Ham-Watford,2018-02-10,Matchweek 27,Sat,Away,L,0,2,West Ham,1,0,0,7,11,1,29,12,10,0,0,0,47,31,31,50.0,15:00:00
ENG-Premier League,1718,Watford,2018-02-24 Watford-Everton,2018-02-24,Matchweek 28,Sat,Home,W,1,0,Everton,3,0,0,10,9,0,15,13,14,0,0,0,70,34,12,73.9,17:30:00
ENG-Premier League,1718,Watford,2018-03-03 Watford-West Brom,2018-03-03,Matchweek 29,Sat,Home,W,1,0,West Brom,2,0,0,11,10,3,16,8,7,0,0,0,50,23,38,37.7,15:00:00
ENG-Premier League,1718,Watford,2018-03-11 Arsenal-Watford,2018-03-11,Matchweek 30,Sun,Away,L,0,3,Arsenal,1,0,0,9,12,3,24,15,4,1,0,0,49,17,20,45.9,13:30:00
ENG-Premier League,1718,Watford,2018-03-17 Liverpool-Watford,2018-03-17,Matchweek 31,Sat,Away,L,0,5,Liverpool,0,0,0,4,5,3,12,13,28,0,0,0,67,20,17,54.1,17:30:00
ENG-Premier League,1718,Watford,2018-03-31 Watford-Bournemouth,2018-03-31,Matchweek 32,Sat,Home,D,2,2,Bournemouth,4,0,0,16,6,3,24,14,12,0,1,0,63,15,20,42.9,15:00:00
ENG-Premier League,1718,Watford,2018-04-07 Watford-Burnley,2018-04-07,Matchweek 33,Sat,Home,L,1,2,Burnley,2,0,0,18,12,3,31,9,4,0,0,0,58,30,32,48.4,15:00:00
ENG-Premier League,1718,Watford,2018-04-14 Huddersfield-Watford,2018-04-14,Matchweek 34,Sat,Away,L,0,1,Huddersfield,2,0,0,8,8,1,11,7,16,0,0,0,43,19,21,47.5,15:00:00
ENG-Premier League,1718,Watford,2018-04-21 Watford-Crystal Palace,2018-04-21,Matchweek 35,Sat,Home,D,0,0,Crystal Palace,3,0,0,17,12,0,22,12,12,0,0,0,72,32,24,57.1,15:00:00
ENG-Premier League,1718,Watford,2018-04-30 Tottenham-Watford,2018-04-30,Matchweek 36,Mon,Away,L,0,2,Tottenham,0,0,0,10,10,3,7,15,15,0,0,0,61,15,17,46.9,20:00:00
ENG-Premier League,1718,Watford,2018-05-05 Watford-Newcastle Utd,2018-05-05,Matchweek 37,Sat,Home,W,2,1,Newcastle Utd,2,0,0,9,11,5,11,8,10,1,0,0,56,17,24,41.5,15:00:00
ENG-Premier League,1718,Watford,2018-05-13 Manchester Utd-Watford,2018-05-13,Matchweek 38,Sun,Away,L,0,1,Manchester Utd,0,0,0,11,6,1,21,15,13,0,0,0,56,13,10,56.5,15:00:00
ENG-Premier League,1718,West Brom,2017-08-12 West Brom-Bournemouth,2017-08-12,Matchweek 1,Sat,Home,W,1,0,Bournemouth,3,0,0,15,2,2,16,14,15,0,0,0,49,12,16,42.9,15:00:00
ENG-Premier League,1718,West Brom,2017-08-19 Burnley-West Brom,2017-08-19,Matchweek 2,Sat,Away,W,1,0,Burnley,0,1,0,11,11,3,13,8,3,0,0,0,33,18,23,43.9,15:00:00
ENG-Premier League,1718,West Brom,2017-08-27 West Brom-Stoke City,2017-08-27,Matchweek 3,Sun,Home,D,1,1,Stoke City,2,0,0,10,8,2,34,3,13,0,0,0,36,12,28,30.0,13:30:00
ENG-Premier League,1718,West Brom,2017-09-09 Brighton-West Brom,2017-09-09,Matchweek 4,Sat,Away,L,1,3,Brighton,0,0,0,4,8,1,35,10,4,0,0,0,49,23,14,62.2,15:00:00
ENG-Premier League,1718,West Brom,2017-09-16 West Brom-West Ham,2017-09-16,Matchweek 5,Sat,Home,D,0,0,West Ham,2,0,0,15,7,3,15,9,7,0,0,0,42,6,15,28.6,15:00:00
ENG-Premier League,1718,West Brom,2017-09-25 Arsenal-West Brom,2017-09-25,Matchweek 6,Mon,Away,L,0,2,Arsenal,4,0,0,17,6,0,13,20,12,0,1,0,47,21,24,46.7,20:00:00
ENG-Premier League,1718,West Brom,2017-09-30 West Brom-Watford,2017-09-30,Matchweek 7,Sat,Home,D,2,2,Watford,3,0,0,12,11,1,18,10,18,0,0,0,66,31,26,54.4,15:00:00
ENG-Premier League,1718,West Brom,2017-10-16 Leicester City-West Brom,2017-10-16,Matchweek 8,Mon,Away,D,1,1,Leicester City,2,0,0,6,13,1,13,19,8,0,0,0,74,20,19,51.3,20:00:00
ENG-Premier League,1718,West Brom,2017-10-21 Southampton-West Brom,2017-10-21,Matchweek 9,Sat,Away,L,0,1,Southampton,1,0,0,8,10,1,17,12,7,0,0,0,50,19,20,48.7,17:30:00
ENG-Premier League,1718,West Brom,2017-10-28 West Brom-Manchester City,2017-10-28,Matchweek 10,Sat,Home,L,2,3,Manchester City,2,0,0,10,7,5,6,17,11,0,0,0,52,11,17,39.3,15:00:00
ENG-Premier League,1718,West Brom,2017-11-04 Huddersfield-West Brom,2017-11-04,Matchweek 11,Sat,Away,L,0,1,Huddersfield,4,0,0,15,7,4,21,11,10,0,0,0,51,17,18,48.6,15:00:00
ENG-Premier League,1718,West Brom,2017-11-18 West Brom-Chelsea,2017-11-18,Matchweek 12,Sat,Home,L,0,4,Chelsea,2,0,0,13,9,3,21,13,13,0,0,0,55,19,13,59.4,15:00:00
ENG-Premier League,1718,West Brom,2017-11-25 Tottenham-West Brom,2017-11-25,Matchweek 13,Sat,Away,D,1,1,Tottenham,4,0,0,13,9,6,9,13,14,0,0,0,54,26,21,55.3,15:00:00
ENG-Premier League,1718,West Brom,2017-11-28 West Brom-Newcastle Utd,2017-11-28,Matchweek 14,Tue,Home,D,2,2,Newcastle Utd,0,0,0,13,12,0,21,13,18,0,0,1,72,27,26,50.9,20:00:00
ENG-Premier League,1718,West Brom,2017-12-02 West Brom-Crystal Palace,2017-12-02,Matchweek 15,Sat,Home,D,0,0,Crystal Palace,3,0,0,11,10,3,26,16,9,0,0,0,67,27,31,46.6,15:00:00
ENG-Premier League,1718,West Brom,2017-12-09 Swansea City-West Brom,2017-12-09,Matchweek 16,Sat,Away,L,0,1,Swansea City,5,0,0,18,8,2,17,6,8,0,0,0,43,26,20,56.5,15:00:00
ENG-Premier League,1718,West Brom,2017-12-13 Liverpool-West Brom,2017-12-13,Matchweek 17,Wed,Away,D,0,0,Liverpool,1,0,0,6,15,4,19,19,15,0,0,0,61,17,16,51.5,20:00:00
ENG-Premier League,1718,West Brom,2017-12-17 West Brom-Manchester Utd,2017-12-17,Matchweek 18,Sun,Home,L,1,2,Manchester Utd,1,0,0,14,7,1,22,20,9,0,0,0,54,8,13,38.1,14:15:00
ENG-Premier League,1718,West Brom,2017-12-23 Stoke City-West Brom,2017-12-23,Matchweek 19,Sat,Away,L,1,3,Stoke City,0,0,0,11,9,2,41,5,10,0,0,0,59,23,33,41.1,15:00:00
ENG-Premier League,1718,West Brom,2017-12-26 West Brom-Everton,2017-12-26,Matchweek 20,Tue,Home,D,0,0,Everton,2,0,0,14,13,1,41,8,6,0,0,0,52,37,22,62.7,15:00:00
ENG-Premier League,1718,West Brom,2017-12-31 West Brom-Arsenal,2017-12-31,Matchweek 21,Sun,Home,D,1,1,Arsenal,3,0,0,14,7,1,28,12,8,0,0,1,59,17,12,58.6,16:30:00
ENG-Premier League,1718,West Brom,2018-01-02 West Ham-West Brom,2018-01-02,Matchweek 22,Tue,Away,L,1,2,West Ham,2,0,0,12,12,1,23,9,10,0,0,0,55,15,24,38.5,19:45:00
ENG-Premier League,1718,West Brom,2018-01-13 West Brom-Brighton,2018-01-13,Matchweek 23,Sat,Home,W,2,0,Brighton,0,0,0,8,13,3,22,11,6,0,0,0,57,23,20,53.5,15:00:00
ENG-Premier League,1718,West Brom,2018-01-20 Everton-West Brom,2018-01-20,Matchweek 24,Sat,Away,D,1,1,Everton,1,0,0,10,14,0,18,15,8,0,0,0,61,34,23,59.6,15:00:00
ENG-Premier League,1718,West Brom,2018-01-31 Manchester City-West Brom,2018-01-31,Matchweek 25,Wed,Away,L,0,3,Manchester City,3,0,0,10,9,0,2,17,12,0,0,0,54,10,14,41.7,20:00:00
ENG-Premier League,1718,West Brom,2018-02-03 West Brom-Southampton,2018-02-03,Matchweek 26,Sat,Home,L,2,3,Southampton,2,0,0,12,10,1,24,16,7,0,0,0,46,29,25,53.7,15:00:00
ENG-Premier League,1718,West Brom,2018-02-12 Chelsea-West Brom,2018-02-12,Matchweek 27,Mon,Away,L,0,3,Chelsea,2,0,0,11,11,3,25,11,6,0,0,0,64,24,16,60.0,20:00:00
ENG-Premier League,1718,West Brom,2018-02-24 West Brom-Huddersfield,2018-02-24,Matchweek 28,Sat,Home,L,1,2,Huddersfield,1,0,0,11,9,7,18,12,7,0,0,0,66,27,31,46.6,15:00:00
ENG-Premier League,1718,West Brom,2018-03-03 Watford-West Brom,2018-03-03,Matchweek 29,Sat,Away,L,0,1,Watford,0,0,0,12,11,1,30,14,14,0,0,0,54,38,23,62.3,15:00:00
ENG-Premier League,1718,West Brom,2018-03-10 West Brom-Leicester City,2018-03-10,Matchweek 30,Sat,Home,L,1,4,Leicester City,1,0,0,6,7,1,21,7,10,0,0,0,47,18,30,37.5,15:00:00
ENG-Premier League,1718,West Brom,2018-03-17 Bournemouth-West Brom,2018-03-17,Matchweek 31,Sat,Away,L,1,2,Bournemouth,2,0,0,9,6,1,19,15,12,0,0,0,68,19,17,52.8,15:00:00
ENG-Premier League,1718,West Brom,2018-03-31 West Brom-Burnley,2018-03-31,Matchweek 32,Sat,Home,L,1,2,Burnley,1,0,0,12,9,2,26,6,13,0,0,0,62,29,24,54.7,15:00:00
ENG-Premier League,1718,West Brom,2018-04-07 West Brom-Swansea City,2018-04-07,Matchweek 33,Sat,Home,D,1,1,Swansea City,3,0,0,15,5,6,25,11,7,0,0,0,52,19,23,45.2,15:00:00
ENG-Premier League,1718,West Brom,2018-04-15 Manchester Utd-West Brom,2018-04-15,Matchweek 34,Sun,Away,W,1,0,Manchester Utd,1,0,0,13,7,1,14,14,7,0,0,0,57,14,15,48.3,16:00:00
ENG-Premier League,1718,West Brom,2018-04-21 West Brom-Liverpool,2018-04-21,Matchweek 35,Sat,Home,D,2,2,Liverpool,0,0,0,12,5,1,29,13,8,0,0,0,54,17,13,56.7,12:30:00
ENG-Premier League,1718,West Brom,2018-04-28 Newcastle Utd-West Brom,2018-04-28,Matchweek 36,Sat,Away,W,1,0,Newcastle Utd,3,0,0,13,8,2,10,14,13,0,0,0,56,20,28,41.7,15:00:00
ENG-Premier League,1718,West Brom,2018-05-05 West Brom-Tottenham,2018-05-05,Matchweek 37,Sat,Home,W,1,0,Tottenham,4,0,0,13,12,2,17,8,8,0,0,0,52,20,18,52.6,15:00:00
ENG-Premier League,1718,West Brom,2018-05-13 Crystal Palace-West Brom,2018-05-13,Matchweek 38,Sun,Away,L,0,2,Crystal Palace,3,0,0,11,8,1,15,19,19,0,0,0,64,12,13,48.0,15:00:00
ENG-Premier League,1718,West Ham,2017-08-13 Manchester Utd-West Ham,2017-08-13,Matchweek 1,Sun,Away,L,0,4,Manchester Utd,2,0,0,7,19,4,14,12,16,0,0,0,55,13,21,38.2,16:00:00
ENG-Premier League,1718,West Ham,2017-08-19 Southampton-West Ham,2017-08-19,Matchweek 2,Sat,Away,L,2,3,Southampton,1,1,0,10,18,0,18,12,9,0,2,0,35,25,16,61.0,15:00:00
ENG-Premier League,1718,West Ham,2017-08-26 Newcastle Utd-West Ham,2017-08-26,Matchweek 3,Sat,Away,L,0,3,Newcastle Utd,3,0,0,11,16,2,15,7,13,0,0,0,41,16,24,40.0,15:00:00
ENG-Premier League,1718,West Ham,2017-09-11 West Ham-Huddersfield,2017-09-11,Matchweek 4,Mon,Home,W,2,0,Huddersfield,1,0,0,11,12,0,32,10,11,0,0,0,46,34,26,56.7,20:00:00
ENG-Premier League,1718,West Ham,2017-09-16 West Brom-West Ham,2017-09-16,Matchweek 5,Sat,Away,D,0,0,West Brom,2,0,0,7,14,2,33,7,6,0,0,0,45,15,6,71.4,15:00:00
ENG-Premier League,1718,West Ham,2017-09-23 West Ham-Tottenham,2017-09-23,Matchweek 6,Sat,Home,L,2,3,Tottenham,4,0,0,10,20,6,26,18,15,0,0,0,60,15,22,40.5,12:30:00
ENG-Premier League,1718,West Ham,2017-09-30 West Ham-Swansea City,2017-09-30,Matchweek 7,Sat,Home,W,1,0,Swansea City,3,0,0,15,13,1,26,17,17,0,0,0,62,24,17,58.5,15:00:00
ENG-Premier League,1718,West Ham,2017-10-14 Burnley-West Ham,2017-10-14,Matchweek 8,Sat,Away,D,1,1,Burnley,4,1,1,14,9,1,10,13,6,0,0,0,37,24,28,46.2,15:00:00
ENG-Premier League,1718,West Ham,2017-10-20 West Ham-Brighton,2017-10-20,Matchweek 9,Fri,Home,L,0,3,Brighton,1,0,0,5,13,3,39,7,10,0,1,0,52,14,21,40.0,20:00:00
ENG-Premier League,1718,West Ham,2017-10-28 Crystal Palace-West Ham,2017-10-28,Matchweek 10,Sat,Away,D,2,2,Crystal Palace,2,0,0,15,18,1,17,14,13,0,1,0,56,19,19,50.0,15:00:00
ENG-Premier League,1718,West Ham,2017-11-04 West Ham-Liverpool,2017-11-04,Matchweek 11,Sat,Home,L,1,4,Liverpool,3,0,0,9,13,5,12,6,5,0,0,0,61,16,13,55.2,17:30:00
ENG-Premier League,1718,West Ham,2017-11-19 Watford-West Ham,2017-11-19,Matchweek 12,Sun,Away,L,0,2,Watford,4,0,0,10,13,3,16,22,5,0,0,0,59,23,22,51.1,16:00:00
ENG-Premier League,1718,West Ham,2017-11-24 West Ham-Leicester City,2017-11-24,Matchweek 13,Fri,Home,D,1,1,Leicester City,1,0,0,9,12,0,31,4,12,0,0,0,59,26,23,53.1,20:00:00
ENG-Premier League,1718,West Ham,2017-11-29 Everton-West Ham,2017-11-29,Matchweek 14,Wed,Away,L,0,4,Everton,1,0,0,6,16,1,31,7,7,1,1,0,60,21,26,44.7,20:00:00
ENG-Premier League,1718,West Ham,2017-12-03 Manchester City-West Ham,2017-12-03,Matchweek 15,Sun,Away,L,1,2,Manchester City,2,0,0,7,5,4,14,15,12,0,0,0,54,15,16,48.4,16:00:00
ENG-Premier League,1718,West Ham,2017-12-09 West Ham-Chelsea,2017-12-09,Matchweek 16,Sat,Home,W,1,0,Chelsea,6,0,0,10,10,3,13,21,14,0,0,0,57,13,17,43.3,12:30:00
ENG-Premier League,1718,West Ham,2017-12-13 West Ham-Arsenal,2017-12-13,Matchweek 17,Wed,Home,D,0,0,Arsenal,2,0,0,9,9,4,10,17,5,0,0,0,59,20,19,51.3,20:00:00
