,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
,,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,Everton,2017-12-13 Newcastle Utd-Everton,2017-12-13,Matchweek 17,Wed,Away,W,1,0,Newcastle Utd,2,0,0,11,9,3,7,14,18,0,0,0,64,36,33,52.2,19:45:00
ENG-Premier League,1718,Everton,2017-12-18 Everton-Swansea City,2017-12-18,Matchweek 18,Mon,Home,W,3,1,Swansea City,2,0,0,12,11,1,15,14,13,2,0,0,52,16,16,50.0,20:00:00
ENG-Premier League,1718,Everton,2017-12-23 Everton-Chelsea,2017-12-23,Matchweek 19,Sat,Home,D,0,0,Chelsea,3,0,0,8,3,2,10,26,14,0,0,0,66,22,16,57.9,12:30:00
ENG-Premier League,1718,Everton,2017-12-26 West Brom-Everton,2017-12-26,Matchweek 20,Tue,Away,D,0,0,West Brom,0,0,0,13,14,1,19,7,10,0,0,0,37,22,37,37.3,15:00:00
ENG-Premier League,1718,Everton,2017-12-30 Bournemouth-Everton,2017-12-30,Matchweek 21,Sat,Away,L,1,2,Bournemouth,0,0,0,13,7,5,15,14,10,0,0,0,58,22,24,47.8,15:00:00
ENG-Premier League,1718,Everton,2018-01-01 Everton-Manchester Utd,2018-01-01,Matchweek 22,Mon,Home,L,0,2,Manchester Utd,2,0,0,11,10,1,21,8,9,0,0,0,52,12,17,41.4,17:30:00
ENG-Premier League,1718,Everton,2018-01-13 Tottenham-Everton,2018-01-13,Matchweek 23,Sat,Away,L,0,4,Tottenham,2,0,0,15,11,7,11,19,14,0,0,0,63,16,21,43.2,17:30:00
ENG-Premier League,1718,Everton,2018-01-20 Everton-West Brom,2018-01-20,Matchweek 24,Sat,Home,D,1,1,West Brom,2,0,0,15,9,0,14,14,13,0,0,0,57,23,34,40.4,15:00:00
ENG-Premier League,1718,Everton,2018-01-31 Everton-Leicester City,2018-01-31,Matchweek 25,Wed,Home,W,2,1,Leicester City,0,0,0,10,9,3,15,14,19,0,1,0,46,13,23,36.1,19:45:00
ENG-Premier League,1718,Everton,2018-02-03 Arsenal-Everton,2018-02-03,Matchweek 26,Sat,Away,L,1,5,Arsenal,0,0,0,8,8,3,24,16,4,0,0,0,57,25,20,55.6,17:30:00
ENG-Premier League,1718,Everton,2018-02-10 Everton-Crystal Palace,2018-02-10,Matchweek 27,Sat,Home,W,3,1,Crystal Palace,1,0,0,14,15,2,22,7,10,0,1,0,51,14,27,34.1,15:00:00
ENG-Premier League,1718,Everton,2018-02-24 Watford-Everton,2018-02-24,Matchweek 28,Sat,Away,L,0,1,Watford,1,0,0,9,9,1,22,13,18,0,0,0,66,12,34,26.1,17:30:00
ENG-Premier League,1718,Everton,2018-03-03 Burnley-Everton,2018-03-03,Matchweek 29,Sat,Away,L,1,2,Burnley,1,1,0,12,9,2,20,14,10,0,0,0,67,26,24,52.0,12:30:00
ENG-Premier League,1718,Everton,2018-03-10 Everton-Brighton,2018-03-10,Matchweek 30,Sat,Home,W,2,0,Brighton,0,0,0,10,14,2,30,8,7,1,0,0,50,16,20,44.4,15:00:00
ENG-Premier League,1718,Everton,2018-03-17 Stoke City-Everton,2018-03-17,Matchweek 31,Sat,Away,W,2,1,Stoke City,1,0,0,12,12,4,26,7,11,0,0,0,66,9,20,31.0,15:00:00
ENG-Premier League,1718,Everton,2018-03-31 Everton-Manchester City,2018-03-31,Matchweek 32,Sat,Home,L,1,3,Manchester City,0,0,0,10,7,2,15,10,10,0,0,0,36,12,10,54.5,17:30:00
ENG-Premier League,1718,Everton,2018-04-07 Everton-Liverpool,2018-04-07,Matchweek 33,Sat,Home,D,0,0,Liverpool,0,0,0,12,7,4,15,11,9,0,0,0,46,25,23,52.1,12:30:00
ENG-Premier League,1718,Everton,2018-04-14 Swansea City-Everton,2018-04-14,Matchweek 34,Sat,Away,D,1,1,Swansea City,1,0,0,11,9,0,16,8,11,0,0,0,60,32,28,53.3,15:00:00
ENG-Premier League,1718,Everton,2018-04-23 Everton-Newcastle Utd,2018-04-23,Matchweek 35,Mon,Home,W,1,0,Newcastle Utd,2,0,0,10,9,4,18,13,8,0,0,0,59,30,27,52.6,20:00:00
ENG-Premier League,1718,Everton,2018-04-28 Huddersfield-Everton,2018-04-28,Matchweek 36,Sat,Away,W,2,0,Huddersfield,0,0,0,8,9,3,11,13,18,0,0,0,76,19,20,48.7,15:00:00
ENG-Premier League,1718,Everton,2018-05-05 Everton-Southampton,2018-05-05,Matchweek 37,Sat,Home,D,1,1,Southampton,2,0,0,14,12,2,26,11,6,0,0,0,53,31,22,58.5,17:30:00
ENG-Premier League,1718,Everton,2018-05-13 West Ham-Everton,2018-05-13,Matchweek 38,Sun,Away,L,1,3,West Ham,1,0,0,13,10,1,13,17,5,0,0,0,40,14,22,38.9,15:00:00
ENG-Premier League,1718,Huddersfield,2017-08-12 Crystal Palace-Huddersfield,2017-08-12,Matchweek 1,Sat,Away,W,3,0,Crystal Palace,3,0,0,19,7,2,14,9,19,0,0,0,43,16,18,47.1,15:00:00
ENG-Premier League,1718,Huddersfield,2017-08-20 Huddersfield-Newcastle Utd,2017-08-20,Matchweek 2,Sun,Home,W,1,0,Newcastle Utd,3,0,0,13,10,4,20,18,13,0,0,0,53,23,11,67.6,13:30:00
ENG-Premier League,1718,Huddersfield,2017-08-26 Huddersfield-Southampton,2017-08-26,Matchweek 3,Sat,Home,D,0,0,Southampton,0,0,0,10,10,0,32,11,14,0,0,0,64,24,17,58.5,15:00:00
ENG-Premier League,1718,Huddersfield,2017-09-11 West Ham-Huddersfield,2017-09-11,Matchweek 4,Mon,Away,L,0,2,West Ham,2,0,0,14,11,1,19,2,14,0,0,0,47,26,34,43.3,20:00:00
ENG-Premier League,1718,Huddersfield,2017-09-16 Huddersfield-Leicester City,2017-09-16,Matchweek 5,Sat,Home,D,1,1,Leicester City,1,0,0,6,6,3,38,10,11,0,1,0,57,24,27,47.1,15:00:00
ENG-Premier League,1718,Huddersfield,2017-09-23 Burnley-Huddersfield,2017-09-23,Matchweek 6,Sat,Away,D,0,0,Burnley,2,0,0,14,9,3,18,17,21,0,0,0,63,21,25,45.7,15:00:00
ENG-Premier League,1718,Huddersfield,2017-09-30 Huddersfield-Tottenham,2017-09-30,Matchweek 7,Sat,Home,L,0,4,Tottenham,1,0,0,7,3,4,23,21,16,0,0,0,61,11,14,44.0,12:30:00
ENG-Premier League,1718,Huddersfield,2017-10-14 Swansea City-Huddersfield,2017-10-14,Matchweek 8,Sat,Away,L,0,2,Swansea City,5,0,0,16,11,0,20,8,12,0,0,0,48,13,19,40.6,15:00:00
ENG-Premier League,1718,Huddersfield,2017-10-21 Huddersfield-Manchester Utd,2017-10-21,Matchweek 9,Sat,Home,W,2,1,Manchester Utd,4,0,0,10,12,2,9,13,20,0,0,0,52,14,15,48.3,15:00:00
ENG-Premier League,1718,Huddersfield,2017-10-28 Liverpool-Huddersfield,2017-10-28,Matchweek 10,Sat,Away,L,0,3,Liverpool,1,0,0,8,8,1,6,24,10,0,1,0,49,9,14,39.1,15:00:00
ENG-Premier League,1718,Huddersfield,2017-11-04 Huddersfield-West Brom,2017-11-04,Matchweek 11,Sat,Home,W,1,0,West Brom,3,1,1,8,15,4,16,17,12,0,0,0,47,18,17,51.4,15:00:00
ENG-Premier League,1718,Huddersfield,2017-11-18 Bournemouth-Huddersfield,2017-11-18,Matchweek 12,Sat,Away,L,0,4,Bournemouth,2,0,0,10,13,0,46,10,11,0,0,0,51,12,20,37.5,15:00:00
ENG-Premier League,1718,Huddersfield,2017-11-26 Huddersfield-Manchester City,2017-11-26,Matchweek 13,Sun,Home,L,1,2,Manchester City,2,1,0,10,8,3,10,23,11,0,1,0,48,19,11,63.3,16:00:00
ENG-Premier League,1718,Huddersfield,2017-11-29 Arsenal-Huddersfield,2017-11-29,Matchweek 14,Wed,Away,L,0,5,Arsenal,1,0,0,12,9,3,10,15,7,0,0,0,46,16,12,57.1,19:45:00
ENG-Premier League,1718,Huddersfield,2017-12-02 Everton-Huddersfield,2017-12-02,Matchweek 15,Sat,Away,L,0,2,Everton,1,0,0,9,12,0,27,13,15,0,0,0,51,28,39,41.8,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-09 Huddersfield-Brighton,2017-12-09,Matchweek 16,Sat,Home,W,2,0,Brighton,0,0,0,6,10,1,28,10,20,0,0,0,66,35,22,61.4,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-12 Huddersfield-Chelsea,2017-12-12,Matchweek 17,Tue,Home,L,1,3,Chelsea,0,0,0,11,3,2,9,11,4,0,0,0,37,11,11,50.0,20:00:00
ENG-Premier League,1718,Huddersfield,2017-12-16 Watford-Huddersfield,2017-12-16,Matchweek 18,Sat,Away,W,4,1,Watford,3,1,1,17,11,3,17,10,15,1,0,0,60,24,20,54.5,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-23 Southampton-Huddersfield,2017-12-23,Matchweek 19,Sat,Away,D,1,1,Southampton,1,0,0,9,16,4,21,19,11,0,0,0,75,18,21,46.2,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-26 Huddersfield-Stoke City,2017-12-26,Matchweek 20,Tue,Home,D,1,1,Stoke City,2,0,0,9,11,2,34,7,11,0,0,0,66,15,34,30.6,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-30 Huddersfield-Burnley,2017-12-30,Matchweek 21,Sat,Home,D,0,0,Burnley,2,0,0,14,12,0,22,16,11,0,0,0,54,31,23,57.4,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-01 Leicester City-Huddersfield,2018-01-01,Matchweek 22,Mon,Away,L,0,3,Leicester City,1,0,0,9,7,1,17,16,18,0,0,0,58,26,25,51.0,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-13 Huddersfield-West Ham,2018-01-13,Matchweek 23,Sat,Home,L,1,4,West Ham,1,0,0,7,9,0,23,9,9,0,0,0,55,18,17,51.4,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-20 Stoke City-Huddersfield,2018-01-20,Matchweek 24,Sat,Away,L,0,2,Stoke City,1,0,0,13,17,0,17,6,11,0,0,0,48,33,60,35.5,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-30 Huddersfield-Liverpool,2018-01-30,Matchweek 25,Tue,Home,L,0,3,Liverpool,0,0,0,8,8,3,8,12,10,0,1,0,46,16,15,51.6,20:00:00
ENG-Premier League,1718,Huddersfield,2018-02-03 Manchester Utd-Huddersfield,2018-02-03,Matchweek 26,Sat,Away,L,0,2,Manchester Utd,4,0,0,19,5,0,11,14,16,0,1,0,51,18,14,56.3,15:00:00
ENG-Premier League,1718,Huddersfield,2018-02-11 Huddersfield-Bournemouth,2018-02-11,Matchweek 27,Sun,Home,W,4,1,Bournemouth,0,0,0,12,12,3,18,21,15,1,0,0,78,22,13,62.9,12:00:00
ENG-Premier League,1718,Huddersfield,2018-02-24 West Brom-Huddersfield,2018-02-24,Matchweek 28,Sat,Away,W,2,1,West Brom,1,0,0,9,11,5,12,7,17,0,0,0,68,31,27,53.4,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-03 Tottenham-Huddersfield,2018-03-03,Matchweek 29,Sat,Away,L,0,2,Tottenham,1,0,0,8,6,2,14,12,16,0,0,0,68,16,13,55.2,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-10 Huddersfield-Swansea City,2018-03-10,Matchweek 30,Sat,Home,D,0,0,Swansea City,2,0,0,9,9,2,64,7,8,0,0,0,51,29,24,54.7,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-17 Huddersfield-Crystal Palace,2018-03-17,Matchweek 31,Sat,Home,L,0,2,Crystal Palace,3,0,0,11,12,1,19,12,14,0,1,0,68,20,32,38.5,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-31 Newcastle Utd-Huddersfield,2018-03-31,Matchweek 32,Sat,Away,L,0,1,Newcastle Utd,4,0,0,10,9,1,13,16,18,0,0,0,53,16,18,47.1,15:00:00
ENG-Premier League,1718,Huddersfield,2018-04-07 Brighton-Huddersfield,2018-04-07,Matchweek 33,Sat,Away,D,1,1,Brighton,0,0,0,7,13,3,25,11,12,0,0,1,52,32,34,48.5,15:00:00
ENG-Premier League,1718,Huddersfield,2018-04-14 Huddersfield-Watford,2018-04-14,Matchweek 34,Sat,Home,W,1,0,Watford,2,0,0,9,7,2,24,16,10,0,0,0,55,21,19,52.5,15:00:00
ENG-Premier League,1718,Huddersfield,2018-04-28 Huddersfield-Everton,2018-04-28,Matchweek 36,Sat,Home,L,0,2,Everton,1,0,0,9,8,1,16,20,11,0,0,0,66,20,19,51.3,15:00:00
ENG-Premier League,1718,Huddersfield,2018-05-06 Manchester City-Huddersfield,2018-05-06,Matchweek 37,Sun,Away,D,0,0,Manchester City,3,0,0,4,9,1,8,16,10,0,0,0,52,19,15,55.9,13:30:00
ENG-Premier League,1718,Huddersfield,2018-05-09 Chelsea-Huddersfield,2018-05-09,Matchweek 35,Wed,Away,D,1,1,Chelsea,1,0,0,10,7,0,4,17,17,0,0,0,73,20,19,51.3,19:45:00
ENG-Premier League,1718,Huddersfield,2018-05-13 Huddersfield-Arsenal,2018-05-13,Matchweek 38,Sun,Home,L,0,1,Arsenal,1,0,0,11,7,0,33,22,12,0,0,0,61,23,12,65.7,15:00:00
ENG-Premier League,1718,Leicester City,2017-08-11 Arsenal-Leicester City,2017-08-11,Matchweek 1,Fri,Away,L,3,4,Arsenal,1,0,0,12,9,3,18,11,8,0,0,0,47,17,18,48.6,19:45:00
ENG-Premier League,1718,Leicester City,2017-08-19 Leicester City-Brighton,2017-08-19,Matchweek 2,Sat,Home,W,2,0,Brighton,1,0,0,8,10,1,19,6,9,0,0,0,51,17,16,51.5,15:00:00
ENG-Premier League,1718,Leicester City,2017-08-26 Manchester Utd-Leicester City,2017-08-26,Matchweek 3,Sat,Away,L,0,2,Manchester Utd,2,0,0,7,8,3,10,13,14,0,1,0,47,23,22,51.1,17:30:00
ENG-Premier League,1718,Leicester City,2017-09-09 Leicester City-Chelsea,2017-09-09,Matchweek 4,Sat,Home,L,1,2,Chelsea,1,0,0,11,8,1,21,12,17,1,0,0,56,12,7,63.2,15:00:00
ENG-Premier League,1718,Leicester City,2017-09-16 Huddersfield-Leicester City,2017-09-16,Matchweek 5,Sat,Away,D,1,1,Huddersfield,1,0,0,6,6,1,9,9,4,1,0,0,55,27,24,52.9,15:00:00
ENG-Premier League,1718,Leicester City,2017-09-23 Leicester City-Liverpool,2017-09-23,Matchweek 6,Sat,Home,L,2,3,Liverpool,3,0,0,13,13,4,26,9,14,1,0,0,60,23,29,44.2,17:30:00
ENG-Premier League,1718,Leicester City,2017-09-30 Bournemouth-Leicester City,2017-09-30,Matchweek 7,Sat,Away,D,0,0,Bournemouth,0,0,0,10,6,3,15,13,13,0,0,0,66,26,24,52.0,15:00:00
ENG-Premier League,1718,Leicester City,2017-10-16 Leicester City-West Brom,2017-10-16,Matchweek 8,Mon,Home,D,1,1,West Brom,2,0,0,13,6,1,29,6,14,0,0,0,79,19,20,48.7,20:00:00
ENG-Premier League,1718,Leicester City,2017-10-21 Swansea City-Leicester City,2017-10-21,Matchweek 9,Sat,Away,W,2,1,Swansea City,1,0,0,9,6,3,17,13,16,0,0,0,49,20,18,52.6,15:00:00
ENG-Premier League,1718,Leicester City,2017-10-29 Leicester City-Everton,2017-10-29,Matchweek 10,Sun,Home,W,2,0,Everton,0,0,0,6,10,4,12,14,8,0,0,0,58,20,22,47.6,16:00:00
ENG-Premier League,1718,Leicester City,2017-11-04 Stoke City-Leicester City,2017-11-04,Matchweek 11,Sat,Away,D,2,2,Stoke City,0,0,0,8,12,5,21,4,11,0,0,0,54,26,27,49.1,12:30:00
ENG-Premier League,1718,Leicester City,2017-11-18 Leicester City-Manchester City,2017-11-18,Matchweek 12,Sat,Home,L,0,2,Manchester City,1,0,0,8,9,3,4,12,7,0,0,0,41,11,13,45.8,15:00:00
ENG-Premier League,1718,Leicester City,2017-11-24 West Ham-Leicester City,2017-11-24,Matchweek 13,Fri,Away,D,1,1,West Ham,1,0,0,12,9,1,18,9,16,0,0,0,56,23,26,46.9,20:00:00
ENG-Premier League,1718,Leicester City,2017-11-28 Leicester City-Tottenham,2017-11-28,Matchweek 14,Tue,Home,W,2,1,Tottenham,1,0,0,7,8,2,14,14,14,0,0,0,62,16,18,47.1,19:45:00
ENG-Premier League,1718,Leicester City,2017-12-02 Leicester City-Burnley,2017-12-02,Matchweek 15,Sat,Home,W,1,0,Burnley,0,0,0,3,11,1,25,4,7,0,0,0,45,25,21,54.3,15:00:00
ENG-Premier League,1718,Leicester City,2017-12-09 Newcastle Utd-Leicester City,2017-12-09,Matchweek 16,Sat,Away,W,3,2,Newcastle Utd,1,0,0,8,10,2,16,6,13,0,0,0,64,24,33,42.1,17:30:00
ENG-Premier League,1718,Leicester City,2017-12-13 Southampton-Leicester City,2017-12-13,Matchweek 17,Wed,Away,W,4,1,Southampton,0,0,0,9,13,1,13,11,15,0,0,0,45,16,20,44.4,19:45:00
ENG-Premier League,1718,Leicester City,2017-12-16 Leicester City-Crystal Palace,2017-12-16,Matchweek 18,Sat,Home,L,0,3,Crystal Palace,4,1,1,12,13,0,31,12,13,0,0,0,56,23,22,51.1,12:30:00
ENG-Premier League,1718,Leicester City,2017-12-23 Leicester City-Manchester Utd,2017-12-23,Matchweek 19,Sat,Home,D,2,2,Manchester Utd,4,1,1,19,8,0,15,16,3,0,0,0,55,7,14,33.3,19:45:00
ENG-Premier League,1718,Leicester City,2017-12-26 Watford-Leicester City,2017-12-26,Matchweek 20,Tue,Away,L,1,2,Watford,3,0,0,13,6,6,23,7,8,0,0,1,70,30,22,57.7,15:00:00
ENG-Premier League,1718,Leicester City,2017-12-30 Liverpool-Leicester City,2017-12-30,Matchweek 21,Sat,Away,L,1,2,Liverpool,2,0,0,3,7,3,12,12,9,0,0,0,61,17,17,50.0,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-01 Leicester City-Huddersfield,2018-01-01,Matchweek 22,Mon,Home,W,3,0,Huddersfield,1,0,0,7,9,4,20,8,9,0,0,0,67,25,26,49.0,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-13 Chelsea-Leicester City,2018-01-13,Matchweek 23,Sat,Away,D,0,0,Chelsea,4,1,1,13,12,3,10,12,11,0,0,0,60,16,11,59.3,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-20 Leicester City-Watford,2018-01-20,Matchweek 24,Sat,Home,W,2,0,Watford,0,0,0,11,10,5,12,9,5,1,0,0,55,13,21,38.2,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-31 Everton-Leicester City,2018-01-31,Matchweek 25,Wed,Away,L,1,2,Everton,2,0,0,10,9,0,20,14,9,1,0,0,44,23,13,63.9,19:45:00
ENG-Premier League,1718,Leicester City,2018-02-03 Leicester City-Swansea City,2018-02-03,Matchweek 26,Sat,Home,D,1,1,Swansea City,1,0,0,9,8,5,22,11,14,0,0,0,73,20,19,51.3,15:00:00
ENG-Premier League,1718,Leicester City,2018-02-10 Manchester City-Leicester City,2018-02-10,Matchweek 27,Sat,Away,L,1,5,Manchester City,3,0,0,12,10,2,8,14,11,0,0,0,63,17,10,63.0,17:30:00
ENG-Premier League,1718,Leicester City,2018-02-24 Leicester City-Stoke City,2018-02-24,Matchweek 28,Sat,Home,D,1,1,Stoke City,1,0,0,10,16,0,38,8,13,0,0,0,70,29,35,45.3,12:30:00
ENG-Premier League,1718,Leicester City,2018-03-03 Leicester City-Bournemouth,2018-03-03,Matchweek 29,Sat,Home,D,1,1,Bournemouth,2,0,0,11,6,3,36,15,14,0,1,0,59,31,35,47.0,15:00:00
ENG-Premier League,1718,Leicester City,2018-03-10 West Brom-Leicester City,2018-03-10,Matchweek 30,Sat,Away,W,4,1,West Brom,3,0,0,7,5,2,19,11,8,0,0,0,62,30,18,62.5,15:00:00
ENG-Premier League,1718,Leicester City,2018-03-31 Brighton-Leicester City,2018-03-31,Matchweek 32,Sat,Away,W,2,0,Brighton,6,1,1,13,11,1,14,11,10,0,1,0,58,21,15,58.3,15:00:00
ENG-Premier League,1718,Leicester City,2018-04-07 Leicester City-Newcastle Utd,2018-04-07,Matchweek 33,Sat,Home,L,1,2,Newcastle Utd,1,0,0,7,14,3,33,10,7,0,0,0,54,30,24,55.6,15:00:00
ENG-Premier League,1718,Leicester City,2018-04-14 Burnley-Leicester City,2018-04-14,Matchweek 34,Sat,Away,L,1,2,Burnley,1,0,0,10,9,1,34,8,6,0,0,0,57,27,27,50.0,15:00:00
ENG-Premier League,1718,Leicester City,2018-04-19 Leicester City-Southampton,2018-04-19,Matchweek 35,Thu,Home,D,0,0,Southampton,0,0,0,10,10,3,28,14,12,0,0,0,47,26,13,66.7,19:45:00
ENG-Premier League,1718,Leicester City,2018-04-28 Crystal Palace-Leicester City,2018-04-28,Matchweek 36,Sat,Away,L,0,5,Crystal Palace,1,1,0,9,11,0,24,12,15,0,1,0,43,11,8,57.9,15:00:00
ENG-Premier League,1718,Leicester City,2018-05-05 Leicester City-West Ham,2018-05-05,Matchweek 37,Sat,Home,L,0,2,West Ham,1,0,0,8,8,2,27,10,14,0,0,0,54,17,22,43.6,15:00:00
ENG-Premier League,1718,Leicester City,2018-05-09 Leicester City-Arsenal,2018-05-09,Matchweek 31,Wed,Home,W,3,1,Arsenal,2,0,0,7,12,6,22,18,13,1,0,0,57,14,12,53.8,19:45:00
ENG-Premier League,1718,Leicester City,2018-05-13 Tottenham-Leicester City,2018-05-13,Matchweek 38,Sun,Away,L,4,5,Tottenham,2,0,0,13,9,4,9,16,13,0,0,1,54,15,10,60.0,15:00:00
ENG-Premier League,1718,Liverpool,2017-08-12 Watford-Liverpool,2017-08-12,Matchweek 1,Sat,Away,D,3,3,Watford,3,0,0,8,13,1,14,11,15,1,0,0,44,25,22,53.2,12:30:00
ENG-Premier League,1718,Liverpool,2017-08-19 Liverpool-Crystal Palace,2017-08-19,Matchweek 2,Sat,Home,W,1,0,Crystal Palace,1,0,0,12,13,2,22,6,16,0,0,0,65,17,13,56.7,15:00:00
ENG-Premier League,1718,Liverpool,2017-08-27 Liverpool-Arsenal,2017-08-27,Matchweek 3,Sun,Home,W,4,0,Arsenal,2,0,0,6,8,3,16,12,16,0,0,0,55,11,14,44.0,16:00:00
ENG-Premier League,1718,Liverpool,2017-09-09 Manchester City-Liverpool,2017-09-09,Matchweek 4,Sat,Away,L,0,5,Manchester City,2,1,0,9,10,2,9,18,12,0,0,0,49,4,9,30.8,12:30:00
ENG-Premier League,1718,Liverpool,2017-09-16 Liverpool-Burnley,2017-09-16,Matchweek 5,Sat,Home,D,1,1,Burnley,1,0,0,7,8,1,34,6,5,0,0,0,53,8,14,36.4,15:00:00
ENG-Premier League,1718,Liverpool,2017-09-23 Leicester City-Liverpool,2017-09-23,Matchweek 6,Sat,Away,W,3,2,Leicester City,3,0,0,14,13,1,17,8,9,0,1,0,58,29,23,55.8,17:30:00
ENG-Premier League,1718,Liverpool,2017-10-01 Newcastle Utd-Liverpool,2017-10-01,Matchweek 7,Sun,Away,D,1,1,Newcastle Utd,1,0,0,6,11,2,27,13,10,0,0,0,47,20,16,55.6,16:30:00
ENG-Premier League,1718,Liverpool,2017-10-14 Liverpool-Manchester Utd,2017-10-14,Matchweek 8,Sat,Home,D,0,0,Manchester Utd,0,0,0,7,13,3,26,7,15,0,0,0,53,11,11,50.0,12:30:00
ENG-Premier League,1718,Liverpool,2017-10-22 Tottenham-Liverpool,2017-10-22,Matchweek 9,Sun,Away,L,1,4,Tottenham,1,0,0,8,2,2,28,2,17,0,0,0,61,8,10,44.4,16:00:00
ENG-Premier League,1718,Liverpool,2017-10-28 Liverpool-Huddersfield,2017-10-28,Matchweek 10,Sat,Home,W,3,0,Huddersfield,0,0,0,10,8,0,22,7,13,1,0,0,62,14,9,60.9,15:00:00
ENG-Premier League,1718,Liverpool,2017-11-04 West Ham-Liverpool,2017-11-04,Matchweek 11,Sat,Away,W,4,1,West Ham,0,0,0,13,8,1,5,7,16,0,0,0,58,13,16,44.8,17:30:00
ENG-Premier League,1718,Liverpool,2017-11-18 Liverpool-Southampton,2017-11-18,Matchweek 12,Sat,Home,W,3,0,Southampton,1,0,0,15,9,2,20,6,9,0,0,0,57,10,17,37.0,15:00:00
ENG-Premier League,1718,Liverpool,2017-11-25 Liverpool-Chelsea,2017-11-25,Matchweek 13,Sat,Home,D,1,1,Chelsea,0,0,0,10,6,0,18,10,11,0,0,0,53,7,12,36.8,17:30:00
ENG-Premier League,1718,Liverpool,2017-11-29 Stoke City-Liverpool,2017-11-29,Matchweek 14,Wed,Away,W,3,0,Stoke City,5,0,0,10,8,2,14,13,10,0,0,0,56,25,33,43.1,20:00:00
ENG-Premier League,1718,Liverpool,2017-12-02 Brighton-Liverpool,2017-12-02,Matchweek 15,Sat,Away,W,5,1,Brighton,0,0,0,7,8,2,12,15,12,0,1,0,60,12,16,42.9,15:00:00
ENG-Premier League,1718,Liverpool,2017-12-10 Liverpool-Everton,2017-12-10,Matchweek 16,Sun,Home,D,1,1,Everton,1,0,0,8,10,1,45,7,11,0,1,0,58,14,14,50.0,14:15:00
ENG-Premier League,1718,Liverpool,2017-12-13 Liverpool-West Brom,2017-12-13,Matchweek 17,Wed,Home,D,0,0,West Brom,1,0,0,16,6,1,16,11,11,0,0,0,53,16,17,48.5,20:00:00
ENG-Premier League,1718,Liverpool,2017-12-17 Bournemouth-Liverpool,2017-12-17,Matchweek 18,Sun,Away,W,4,0,Bournemouth,1,0,0,10,4,4,19,21,8,0,0,0,67,7,9,43.8,16:30:00
ENG-Premier League,1718,Liverpool,2017-12-22 Arsenal-Liverpool,2017-12-22,Matchweek 19,Fri,Away,D,3,3,Arsenal,0,0,0,11,8,1,20,22,15,0,0,0,78,23,17,57.5,19:45:00
ENG-Premier League,1718,Liverpool,2017-12-26 Liverpool-Swansea City,2017-12-26,Matchweek 20,Tue,Home,W,5,0,Swansea City,0,0,0,5,8,3,18,11,13,0,0,0,68,8,12,40.0,17:30:00
ENG-Premier League,1718,Liverpool,2017-12-30 Liverpool-Leicester City,2017-12-30,Matchweek 21,Sat,Home,W,2,1,Leicester City,3,0,0,7,3,4,19,8,12,0,0,0,62,17,17,50.0,15:00:00
ENG-Premier League,1718,Liverpool,2018-01-01 Burnley-Liverpool,2018-01-01,Matchweek 22,Mon,Away,W,2,1,Burnley,0,0,0,12,3,2,24,7,12,0,0,0,75,23,30,43.4,15:00:00
ENG-Premier League,1718,Liverpool,2018-01-14 Liverpool-Manchester City,2018-01-14,Matchweek 23,Sun,Home,W,4,3,Manchester City,2,0,0,10,6,3,12,19,22,0,0,0,73,4,22,15.4,16:00:00
ENG-Premier League,1718,Liverpool,2018-01-22 Swansea City-Liverpool,2018-01-22,Matchweek 24,Mon,Away,L,0,1,Swansea City,2,0,0,9,5,1,28,7,10,0,0,0,67,19,17,52.8,20:00:00
ENG-Premier League,1718,Liverpool,2018-01-30 Huddersfield-Liverpool,2018-01-30,Matchweek 25,Tue,Away,W,3,0,Huddersfield,0,0,0,8,8,2,20,9,8,1,0,0,47,15,16,48.4,20:00:00
ENG-Premier League,1718,Liverpool,2018-02-04 Liverpool-Tottenham,2018-02-04,Matchweek 26,Sun,Home,D,2,2,Tottenham,3,0,0,15,8,2,15,10,11,0,2,0,61,14,16,46.7,16:30:00
