,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,1718,Everton,2018-03-03 Burnley-Everton,2018-03-03,Matchweek 29,Sat,Away,L,1,2,Burnley,392,340,50,12,0,3,20,27,4,3,1,0,254,2,15,12:30:00
ENG-Premier League,1718,Everton,2018-03-10 Everton-Brighton,2018-03-10,Matchweek 30,Sat,Home,W,2,0,Brighton,486,423,61,14,1,2,30,28,10,4,5,0,362,2,11,15:00:00
ENG-Premier League,1718,Everton,2018-03-17 Stoke City-Everton,2018-03-17,Matchweek 31,Sat,Away,W,2,1,Stoke City,486,434,48,12,2,0,26,20,9,3,3,0,372,4,12,15:00:00
ENG-Premier League,1718,Everton,2018-03-31 Everton-Manchester City,2018-03-31,Matchweek 32,Sat,Home,L,1,3,Manchester City,234,187,45,10,0,1,15,14,2,1,0,1,151,2,6,17:30:00
ENG-Premier League,1718,Everton,2018-04-07 Everton-Liverpool,2018-04-07,Matchweek 33,Sat,Home,D,0,0,Liverpool,406,353,49,7,0,7,15,27,3,3,0,0,274,4,12,12:30:00
ENG-Premier League,1718,Everton,2018-04-14 Swansea City-Everton,2018-04-14,Matchweek 34,Sat,Away,D,1,1,Swansea City,479,439,40,10,0,2,16,19,3,2,1,0,359,0,16,15:00:00
ENG-Premier League,1718,Everton,2018-04-23 Everton-Newcastle Utd,2018-04-23,Matchweek 35,Mon,Home,W,1,0,Newcastle Utd,533,479,50,12,1,7,18,24,4,1,1,2,394,4,10,20:00:00
ENG-Premier League,1718,Everton,2018-04-28 Huddersfield-Everton,2018-04-28,Matchweek 36,Sat,Away,W,2,0,Huddersfield,476,426,47,10,1,2,11,24,3,0,3,0,328,3,15,15:00:00
ENG-Premier League,1718,Everton,2018-05-05 Everton-Southampton,2018-05-05,Matchweek 37,Sat,Home,D,1,1,Southampton,474,418,54,14,0,2,26,27,3,3,0,0,361,2,10,17:30:00
ENG-Premier League,1718,Everton,2018-05-13 West Ham-Everton,2018-05-13,Matchweek 38,Sun,Away,L,1,3,West Ham,393,350,42,14,1,6,13,11,6,4,2,0,299,1,4,15:00:00
ENG-Premier League,1718,Huddersfield,2017-08-12 Crystal Palace-Huddersfield,2017-08-12,Matchweek 1,Sat,Away,W,3,0,Crystal Palace,356,297,57,7,1,1,14,30,9,5,0,1,230,2,11,15:00:00
ENG-Premier League,1718,Huddersfield,2017-08-20 Huddersfield-Newcastle Utd,2017-08-20,Matchweek 2,Sun,Home,W,1,0,Newcastle Utd,505,451,50,15,1,3,20,23,7,4,1,0,375,4,15,13:30:00
ENG-Premier League,1718,Huddersfield,2017-08-26 Huddersfield-Southampton,2017-08-26,Matchweek 3,Sat,Home,D,0,0,Southampton,443,387,56,13,0,3,32,27,5,1,3,0,302,0,10,15:00:00
ENG-Premier League,1718,Huddersfield,2017-09-11 West Ham-Huddersfield,2017-09-11,Matchweek 4,Mon,Away,L,0,2,West Ham,471,422,48,11,0,0,19,20,3,0,2,0,354,1,15,20:00:00
ENG-Premier League,1718,Huddersfield,2017-09-16 Huddersfield-Leicester City,2017-09-16,Matchweek 5,Sat,Home,D,1,1,Leicester City,563,503,57,7,0,6,38,33,8,6,1,0,423,3,16,15:00:00
ENG-Premier League,1718,Huddersfield,2017-09-23 Burnley-Huddersfield,2017-09-23,Matchweek 6,Sat,Away,D,0,0,Burnley,472,415,54,13,0,2,18,31,4,1,1,0,348,3,11,15:00:00
ENG-Premier League,1718,Huddersfield,2017-09-30 Huddersfield-Tottenham,2017-09-30,Matchweek 7,Sat,Home,L,0,4,Tottenham,429,372,53,6,1,1,23,31,4,2,1,0,299,4,15,12:30:00
ENG-Premier League,1718,Huddersfield,2017-10-14 Swansea City-Huddersfield,2017-10-14,Matchweek 8,Sat,Away,L,0,2,Swansea City,582,540,42,13,0,3,20,18,3,3,0,0,481,0,12,15:00:00
ENG-Premier League,1718,Huddersfield,2017-10-21 Huddersfield-Manchester Utd,2017-10-21,Matchweek 9,Sat,Home,W,2,1,Manchester Utd,235,189,44,15,1,0,9,13,4,1,2,0,129,2,6,15:00:00
ENG-Premier League,1718,Huddersfield,2017-10-28 Liverpool-Huddersfield,2017-10-28,Matchweek 10,Sat,Away,L,0,3,Liverpool,316,263,52,9,0,0,6,27,2,2,0,0,196,1,8,15:00:00
ENG-Premier League,1718,Huddersfield,2017-11-04 Huddersfield-West Brom,2017-11-04,Matchweek 11,Sat,Home,W,1,0,West Brom,468,412,52,19,1,3,16,22,3,3,0,0,364,4,8,15:00:00
ENG-Premier League,1718,Huddersfield,2017-11-18 Bournemouth-Huddersfield,2017-11-18,Matchweek 12,Sat,Away,L,0,4,Bournemouth,611,550,61,14,1,4,46,25,11,4,3,0,476,0,11,15:00:00
ENG-Premier League,1718,Huddersfield,2017-11-26 Huddersfield-Manchester City,2017-11-26,Matchweek 13,Sun,Home,L,1,2,Manchester City,216,161,52,12,1,0,10,19,3,2,1,0,111,3,9,16:00:00
ENG-Premier League,1718,Huddersfield,2017-11-29 Arsenal-Huddersfield,2017-11-29,Matchweek 14,Wed,Away,L,0,5,Arsenal,375,322,50,11,1,1,10,22,2,2,0,0,282,3,7,19:45:00
ENG-Premier League,1718,Huddersfield,2017-12-02 Everton-Huddersfield,2017-12-02,Matchweek 15,Sat,Away,L,0,2,Everton,456,400,56,13,1,5,27,31,5,3,2,0,313,0,14,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-09 Huddersfield-Brighton,2017-12-09,Matchweek 16,Sat,Home,W,2,0,Brighton,600,541,58,15,0,2,28,28,8,6,1,0,433,1,17,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-12 Huddersfield-Chelsea,2017-12-12,Matchweek 17,Tue,Home,L,1,3,Chelsea,459,414,43,14,0,2,9,15,1,1,0,0,381,2,6,20:00:00
ENG-Premier League,1718,Huddersfield,2017-12-16 Watford-Huddersfield,2017-12-16,Matchweek 18,Sat,Away,W,4,1,Watford,349,295,51,13,1,0,17,19,7,5,0,0,240,3,9,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-23 Southampton-Huddersfield,2017-12-23,Matchweek 19,Sat,Away,D,1,1,Southampton,394,341,49,18,1,1,21,23,1,1,0,0,247,4,13,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-26 Huddersfield-Stoke City,2017-12-26,Matchweek 20,Tue,Home,D,1,1,Stoke City,569,512,55,12,2,3,34,29,8,5,2,0,449,2,14,15:00:00
ENG-Premier League,1718,Huddersfield,2017-12-30 Huddersfield-Burnley,2017-12-30,Matchweek 21,Sat,Home,D,0,0,Burnley,437,378,59,17,2,1,22,28,5,5,0,0,309,0,10,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-01 Leicester City-Huddersfield,2018-01-01,Matchweek 22,Mon,Away,L,0,3,Leicester City,497,454,42,11,1,2,17,20,1,1,0,0,387,1,12,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-13 Huddersfield-West Ham,2018-01-13,Matchweek 23,Sat,Home,L,1,4,West Ham,601,544,57,13,0,4,23,26,7,7,0,0,476,0,17,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-20 Stoke City-Huddersfield,2018-01-20,Matchweek 24,Sat,Away,L,0,2,Stoke City,415,331,84,28,0,1,17,41,2,2,0,0,229,0,14,15:00:00
ENG-Premier League,1718,Huddersfield,2018-01-30 Huddersfield-Liverpool,2018-01-30,Matchweek 25,Tue,Home,L,0,3,Liverpool,335,296,36,9,0,0,8,15,1,0,1,0,224,3,11,20:00:00
ENG-Premier League,1718,Huddersfield,2018-02-03 Manchester Utd-Huddersfield,2018-02-03,Matchweek 26,Sat,Away,L,0,2,Manchester Utd,286,257,29,9,0,1,11,8,2,0,2,0,201,0,4,15:00:00
ENG-Premier League,1718,Huddersfield,2018-02-11 Huddersfield-Bournemouth,2018-02-11,Matchweek 27,Sun,Home,W,4,1,Bournemouth,486,433,50,15,0,5,18,27,2,2,0,0,343,3,13,12:00:00
ENG-Premier League,1718,Huddersfield,2018-02-24 West Brom-Huddersfield,2018-02-24,Matchweek 28,Sat,Away,W,2,1,West Brom,402,342,55,16,1,1,12,24,3,2,1,0,247,5,6,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-03 Tottenham-Huddersfield,2018-03-03,Matchweek 29,Sat,Away,L,0,2,Tottenham,301,264,35,10,4,3,14,15,1,1,0,0,180,2,7,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-10 Huddersfield-Swansea City,2018-03-10,Matchweek 30,Sat,Home,D,0,0,Swansea City,783,722,59,10,2,3,64,34,12,7,3,0,658,2,14,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-17 Huddersfield-Crystal Palace,2018-03-17,Matchweek 31,Sat,Home,L,0,2,Crystal Palace,530,462,67,14,0,2,19,38,4,3,0,0,365,1,18,15:00:00
ENG-Premier League,1718,Huddersfield,2018-03-31 Newcastle Utd-Huddersfield,2018-03-31,Matchweek 32,Sat,Away,L,0,1,Newcastle Utd,376,323,52,12,0,2,13,22,3,0,1,2,240,1,7,15:00:00
ENG-Premier League,1718,Huddersfield,2018-04-07 Brighton-Huddersfield,2018-04-07,Matchweek 33,Sat,Away,D,1,1,Brighton,573,520,50,16,0,3,25,18,3,2,0,1,435,3,6,15:00:00
ENG-Premier League,1718,Huddersfield,2018-04-14 Huddersfield-Watford,2018-04-14,Matchweek 34,Sat,Home,W,1,0,Watford,427,368,57,9,0,4,24,29,9,5,1,1,283,2,13,15:00:00
ENG-Premier League,1718,Huddersfield,2018-04-28 Huddersfield-Everton,2018-04-28,Matchweek 36,Sat,Home,L,0,2,Everton,562,496,65,11,1,2,16,40,4,1,2,0,417,1,7,15:00:00
ENG-Premier League,1718,Huddersfield,2018-05-06 Manchester City-Huddersfield,2018-05-06,Matchweek 37,Sun,Away,D,0,0,Manchester City,225,174,50,10,1,0,8,23,1,1,0,0,123,1,10,13:30:00
ENG-Premier League,1718,Huddersfield,2018-05-09 Chelsea-Huddersfield,2018-05-09,Matchweek 35,Wed,Away,D,1,1,Chelsea,258,222,36,9,1,0,4,10,0,0,0,0,144,0,7,19:45:00
ENG-Premier League,1718,Huddersfield,2018-05-13 Huddersfield-Arsenal,2018-05-13,Matchweek 38,Sun,Home,L,0,1,Arsenal,459,412,47,9,0,8,33,23,7,5,1,1,342,0,12,15:00:00
ENG-Premier League,1718,Leicester City,2017-08-11 Arsenal-Leicester City,2017-08-11,Matchweek 1,Fri,Away,L,3,4,Arsenal,315,247,65,14,2,8,18,31,4,2,0,0,192,3,9,19:45:00
ENG-Premier League,1718,Leicester City,2017-08-19 Leicester City-Brighton,2017-08-19,Matchweek 2,Sat,Home,W,2,0,Brighton,470,429,40,11,1,2,19,17,6,5,0,0,355,1,5,15:00:00
ENG-Premier League,1718,Leicester City,2017-08-26 Manchester Utd-Leicester City,2017-08-26,Matchweek 3,Sat,Away,L,0,2,Manchester Utd,331,288,40,9,0,1,10,14,3,2,0,0,223,3,6,17:30:00
ENG-Premier League,1718,Leicester City,2017-09-09 Leicester City-Chelsea,2017-09-09,Matchweek 4,Sat,Home,L,1,2,Chelsea,397,349,47,10,0,6,21,23,2,2,0,0,288,1,6,15:00:00
ENG-Premier League,1718,Leicester City,2017-09-16 Huddersfield-Leicester City,2017-09-16,Matchweek 5,Sat,Away,D,1,1,Huddersfield,391,338,52,7,1,0,9,35,4,4,0,0,278,1,8,15:00:00
ENG-Premier League,1718,Leicester City,2017-09-23 Leicester City-Liverpool,2017-09-23,Matchweek 6,Sat,Home,L,2,3,Liverpool,433,360,69,13,1,1,26,41,3,2,0,0,274,4,4,17:30:00
ENG-Premier League,1718,Leicester City,2017-09-30 Bournemouth-Leicester City,2017-09-30,Matchweek 7,Sat,Away,D,0,0,Bournemouth,387,341,43,7,0,4,15,18,5,4,1,0,239,3,12,15:00:00
ENG-Premier League,1718,Leicester City,2017-10-16 Leicester City-West Brom,2017-10-16,Matchweek 8,Mon,Home,D,1,1,West Brom,554,503,50,7,0,5,29,35,4,3,1,0,398,1,8,20:00:00
ENG-Premier League,1718,Leicester City,2017-10-21 Swansea City-Leicester City,2017-10-21,Matchweek 9,Sat,Away,W,2,1,Swansea City,425,373,49,6,1,1,17,22,6,5,0,0,297,3,9,15:00:00
ENG-Premier League,1718,Leicester City,2017-10-29 Leicester City-Everton,2017-10-29,Matchweek 10,Sun,Home,W,2,0,Everton,362,312,46,11,0,2,12,20,3,3,0,0,236,4,6,16:00:00
ENG-Premier League,1718,Leicester City,2017-11-04 Stoke City-Leicester City,2017-11-04,Matchweek 11,Sat,Away,D,2,2,Stoke City,478,420,53,11,0,2,21,24,10,7,0,0,362,5,6,12:30:00
ENG-Premier League,1718,Leicester City,2017-11-18 Leicester City-Manchester City,2017-11-18,Matchweek 12,Sat,Home,L,0,2,Manchester City,300,244,53,11,1,1,4,26,1,0,0,0,199,3,9,15:00:00
ENG-Premier League,1718,Leicester City,2017-11-24 West Ham-Leicester City,2017-11-24,Matchweek 13,Fri,Away,D,1,1,West Ham,448,401,46,9,1,2,18,21,5,2,1,0,331,1,13,20:00:00
ENG-Premier League,1718,Leicester City,2017-11-28 Leicester City-Tottenham,2017-11-28,Matchweek 14,Tue,Home,W,2,1,Tottenham,378,326,50,11,3,5,14,22,4,3,0,0,264,2,12,19:45:00
ENG-Premier League,1718,Leicester City,2017-12-02 Leicester City-Burnley,2017-12-02,Matchweek 15,Sat,Home,W,1,0,Burnley,473,405,67,17,1,3,25,30,10,9,0,0,334,1,15,15:00:00
ENG-Premier League,1718,Leicester City,2017-12-09 Newcastle Utd-Leicester City,2017-12-09,Matchweek 16,Sat,Away,W,3,2,Newcastle Utd,601,552,47,11,1,3,16,21,5,3,0,0,468,2,16,17:30:00
ENG-Premier League,1718,Leicester City,2017-12-13 Southampton-Leicester City,2017-12-13,Matchweek 17,Wed,Away,W,4,1,Southampton,412,354,57,14,2,7,13,25,9,4,3,0,305,1,11,19:45:00
ENG-Premier League,1718,Leicester City,2017-12-16 Leicester City-Crystal Palace,2017-12-16,Matchweek 18,Sat,Home,L,0,3,Crystal Palace,513,459,54,12,1,6,31,27,6,6,0,0,391,0,9,12:30:00
ENG-Premier League,1718,Leicester City,2017-12-23 Leicester City-Manchester Utd,2017-12-23,Matchweek 19,Sat,Home,D,2,2,Manchester Utd,486,437,49,13,1,8,15,19,4,4,0,0,375,0,7,19:45:00
ENG-Premier League,1718,Leicester City,2017-12-26 Watford-Leicester City,2017-12-26,Matchweek 20,Tue,Away,L,1,2,Watford,432,356,70,10,3,8,23,43,8,5,2,0,283,6,4,15:00:00
ENG-Premier League,1718,Leicester City,2017-12-30 Liverpool-Leicester City,2017-12-30,Matchweek 21,Sat,Away,L,1,2,Liverpool,413,357,53,11,1,5,12,25,1,1,0,0,273,3,13,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-01 Leicester City-Huddersfield,2018-01-01,Matchweek 22,Mon,Home,W,3,0,Huddersfield,540,484,52,9,2,2,20,32,4,3,1,0,420,4,10,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-13 Chelsea-Leicester City,2018-01-13,Matchweek 23,Sat,Away,D,0,0,Chelsea,453,406,44,19,3,7,10,17,3,3,0,0,351,3,6,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-20 Leicester City-Watford,2018-01-20,Matchweek 24,Sat,Home,W,2,0,Watford,466,414,47,11,1,2,12,24,4,2,0,0,353,5,11,15:00:00
ENG-Premier League,1718,Leicester City,2018-01-31 Everton-Leicester City,2018-01-31,Matchweek 25,Wed,Away,L,1,2,Everton,504,437,67,12,2,5,20,38,5,1,3,0,358,0,13,19:45:00
ENG-Premier League,1718,Leicester City,2018-02-03 Leicester City-Swansea City,2018-02-03,Matchweek 26,Sat,Home,D,1,1,Swansea City,583,528,50,8,4,6,22,34,3,2,0,0,458,5,10,15:00:00
ENG-Premier League,1718,Leicester City,2018-02-10 Manchester City-Leicester City,2018-02-10,Matchweek 27,Sat,Away,L,1,5,Manchester City,316,274,40,11,2,2,8,11,2,2,0,0,207,2,9,17:30:00
ENG-Premier League,1718,Leicester City,2018-02-24 Leicester City-Stoke City,2018-02-24,Matchweek 28,Sat,Home,D,1,1,Stoke City,550,484,66,18,2,8,38,25,13,7,1,0,384,0,17,12:30:00
ENG-Premier League,1718,Leicester City,2018-03-03 Leicester City-Bournemouth,2018-03-03,Matchweek 29,Sat,Home,D,1,1,Bournemouth,508,445,60,8,3,2,36,26,13,13,0,0,327,3,17,15:00:00
ENG-Premier League,1718,Leicester City,2018-03-10 West Brom-Leicester City,2018-03-10,Matchweek 30,Sat,Away,W,4,1,West Brom,530,473,55,7,6,10,19,32,6,3,2,0,400,2,15,15:00:00
ENG-Premier League,1718,Leicester City,2018-03-31 Brighton-Leicester City,2018-03-31,Matchweek 32,Sat,Away,W,2,0,Brighton,483,432,50,16,1,3,14,18,1,1,0,0,360,1,5,15:00:00
ENG-Premier League,1718,Leicester City,2018-04-07 Leicester City-Newcastle Utd,2018-04-07,Matchweek 33,Sat,Home,L,1,2,Newcastle Utd,584,524,57,17,2,8,33,24,7,3,4,0,450,3,9,15:00:00
ENG-Premier League,1718,Leicester City,2018-04-14 Burnley-Leicester City,2018-04-14,Matchweek 34,Sat,Away,L,1,2,Burnley,516,458,57,8,2,7,34,31,8,5,0,0,362,1,12,15:00:00
ENG-Premier League,1718,Leicester City,2018-04-19 Leicester City-Southampton,2018-04-19,Matchweek 35,Thu,Home,D,0,0,Southampton,513,455,55,12,3,6,28,25,11,10,0,0,387,3,13,19:45:00
ENG-Premier League,1718,Leicester City,2018-04-28 Crystal Palace-Leicester City,2018-04-28,Matchweek 36,Sat,Away,L,0,5,Crystal Palace,443,395,48,12,1,8,24,22,2,1,1,0,345,0,13,15:00:00
ENG-Premier League,1718,Leicester City,2018-05-05 Leicester City-West Ham,2018-05-05,Matchweek 37,Sat,Home,L,0,2,West Ham,473,421,50,10,1,4,27,21,8,2,4,0,353,2,7,15:00:00
ENG-Premier League,1718,Leicester City,2018-05-09 Leicester City-Arsenal,2018-05-09,Matchweek 31,Wed,Home,W,3,1,Arsenal,364,317,41,10,5,3,22,18,6,0,4,0,267,6,9,19:45:00
ENG-Premier League,1718,Leicester City,2018-05-13 Tottenham-Leicester City,2018-05-13,Matchweek 38,Sun,Away,L,4,5,Tottenham,299,248,47,11,2,7,9,17,4,3,0,0,210,4,6,15:00:00
ENG-Premier League,1718,Liverpool,2017-08-12 Watford-Liverpool,2017-08-12,Matchweek 1,Sat,Away,D,3,3,Watford,527,470,56,15,2,3,14,27,3,2,1,0,386,1,14,12:30:00
ENG-Premier League,1718,Liverpool,2017-08-19 Liverpool-Crystal Palace,2017-08-19,Matchweek 2,Sat,Home,W,1,0,Crystal Palace,763,714,47,14,2,2,22,23,4,2,0,0,636,2,13,15:00:00
ENG-Premier League,1718,Liverpool,2017-08-27 Liverpool-Arsenal,2017-08-27,Matchweek 3,Sun,Home,W,4,0,Arsenal,544,495,46,13,2,3,16,17,4,0,2,0,433,3,5,16:00:00
ENG-Premier League,1718,Liverpool,2017-09-09 Manchester City-Liverpool,2017-09-09,Matchweek 4,Sat,Away,L,0,5,Manchester City,407,362,43,13,3,2,9,17,3,3,0,0,312,2,9,12:30:00
ENG-Premier League,1718,Liverpool,2017-09-16 Liverpool-Burnley,2017-09-16,Matchweek 5,Sat,Home,D,1,1,Burnley,748,686,61,14,1,3,34,29,12,4,3,0,624,1,15,15:00:00
ENG-Premier League,1718,Liverpool,2017-09-23 Leicester City-Liverpool,2017-09-23,Matchweek 6,Sat,Away,W,3,2,Leicester City,534,480,53,16,0,2,17,25,6,3,3,0,379,1,11,17:30:00
ENG-Premier League,1718,Liverpool,2017-10-01 Newcastle Utd-Liverpool,2017-10-01,Matchweek 7,Sun,Away,D,1,1,Newcastle Utd,676,625,49,11,0,5,27,24,5,2,3,0,553,2,10,16:30:00
ENG-Premier League,1718,Liverpool,2017-10-14 Liverpool-Manchester Utd,2017-10-14,Matchweek 8,Sat,Home,D,0,0,Manchester Utd,645,583,59,14,0,1,26,32,7,1,6,0,533,3,8,12:30:00
ENG-Premier League,1718,Liverpool,2017-10-22 Tottenham-Liverpool,2017-10-22,Matchweek 9,Sun,Away,L,1,4,Tottenham,696,645,49,3,0,12,28,32,5,3,1,0,581,2,13,16:00:00
ENG-Premier League,1718,Liverpool,2017-10-28 Liverpool-Huddersfield,2017-10-28,Matchweek 10,Sat,Home,W,3,0,Huddersfield,818,775,43,7,0,3,22,24,9,4,5,0,693,0,9,15:00:00
ENG-Premier League,1718,Liverpool,2017-11-04 West Ham-Liverpool,2017-11-04,Matchweek 11,Sat,Away,W,4,1,West Ham,523,471,51,14,2,2,5,25,3,1,1,0,401,1,15,17:30:00
ENG-Premier League,1718,Liverpool,2017-11-18 Liverpool-Southampton,2017-11-18,Matchweek 12,Sat,Home,W,3,0,Southampton,616,559,55,10,2,2,20,25,10,4,3,0,505,2,5,15:00:00
ENG-Premier League,1718,Liverpool,2017-11-25 Liverpool-Chelsea,2017-11-25,Matchweek 13,Sat,Home,D,1,1,Chelsea,632,581,51,10,1,2,18,22,7,4,2,0,536,0,5,17:30:00
ENG-Premier League,1718,Liverpool,2017-11-29 Stoke City-Liverpool,2017-11-29,Matchweek 14,Wed,Away,W,3,0,Stoke City,591,541,48,11,1,2,14,23,9,5,2,0,469,2,14,20:00:00
ENG-Premier League,1718,Liverpool,2017-12-02 Brighton-Liverpool,2017-12-02,Matchweek 15,Sat,Away,W,5,1,Brighton,700,660,38,6,3,4,12,21,2,1,1,0,608,2,4,15:00:00
ENG-Premier League,1718,Liverpool,2017-12-10 Liverpool-Everton,2017-12-10,Matchweek 16,Sun,Home,D,1,1,Everton,817,757,59,10,0,6,45,30,12,7,2,0,684,1,14,14:15:00
ENG-Premier League,1718,Liverpool,2017-12-13 Liverpool-West Brom,2017-12-13,Matchweek 17,Wed,Home,D,0,0,West Brom,762,715,46,9,8,2,16,24,5,3,1,0,645,1,14,20:00:00
ENG-Premier League,1718,Liverpool,2017-12-17 Bournemouth-Liverpool,2017-12-17,Matchweek 18,Sun,Away,W,4,0,Bournemouth,699,665,30,6,6,3,19,18,3,2,1,0,603,4,5,16:30:00
ENG-Premier League,1718,Liverpool,2017-12-22 Arsenal-Liverpool,2017-12-22,Matchweek 19,Fri,Away,D,3,3,Arsenal,482,432,49,12,2,2,20,22,8,3,4,0,362,1,12,19:45:00
ENG-Premier League,1718,Liverpool,2017-12-26 Liverpool-Swansea City,2017-12-26,Matchweek 20,Tue,Home,W,5,0,Swansea City,640,606,31,7,5,2,18,14,4,2,1,0,548,3,7,17:30:00
ENG-Premier League,1718,Liverpool,2017-12-30 Liverpool-Leicester City,2017-12-30,Matchweek 21,Sat,Home,W,2,1,Leicester City,636,570,62,6,4,4,19,41,7,3,3,0,500,4,17,15:00:00
ENG-Premier League,1718,Liverpool,2018-01-01 Burnley-Liverpool,2018-01-01,Matchweek 22,Mon,Away,W,2,1,Burnley,570,519,49,5,1,2,24,26,9,2,6,0,446,2,9,15:00:00
ENG-Premier League,1718,Liverpool,2018-01-14 Liverpool-Manchester City,2018-01-14,Matchweek 23,Sun,Home,W,4,3,Manchester City,398,359,36,10,9,4,12,11,5,4,1,0,290,3,4,16:00:00
ENG-Premier League,1718,Liverpool,2018-01-22 Swansea City-Liverpool,2018-01-22,Matchweek 24,Mon,Away,L,0,1,Swansea City,814,769,44,5,6,0,28,25,9,8,1,0,696,1,15,20:00:00
ENG-Premier League,1718,Liverpool,2018-01-30 Huddersfield-Liverpool,2018-01-30,Matchweek 25,Tue,Away,W,3,0,Huddersfield,964,919,43,10,1,5,20,24,4,4,0,0,840,2,15,20:00:00
ENG-Premier League,1718,Liverpool,2018-02-04 Liverpool-Tottenham,2018-02-04,Matchweek 26,Sun,Home,D,2,2,Tottenham,340,302,36,11,1,7,15,14,3,2,0,0,224,2,4,16:30:00
ENG-Premier League,1718,Liverpool,2018-02-11 Southampton-Liverpool,2018-02-11,Matchweek 27,Sun,Away,W,2,0,Southampton,551,504,47,10,3,0,9,28,1,1,0,0,426,0,12,16:30:00
ENG-Premier League,1718,Liverpool,2018-02-24 Liverpool-West Ham,2018-02-24,Matchweek 28,Sat,Home,W,4,1,West Ham,759,717,41,8,11,2,25,18,8,4,1,0,634,1,7,15:00:00
ENG-Premier League,1718,Liverpool,2018-03-03 Liverpool-Newcastle Utd,2018-03-03,Matchweek 29,Sat,Home,W,2,0,Newcastle Utd,817,772,41,10,6,8,16,17,8,6,0,0,688,4,10,17:30:00
ENG-Premier League,1718,Liverpool,2018-03-10 Manchester Utd-Liverpool,2018-03-10,Matchweek 30,Sat,Away,L,1,2,Manchester Utd,639,587,52,13,6,3,33,18,13,10,3,0,508,0,8,12:30:00
ENG-Premier League,1718,Liverpool,2018-03-17 Liverpool-Watford,2018-03-17,Matchweek 31,Sat,Home,W,5,0,Watford,631,581,44,7,4,4,13,26,6,4,1,0,505,6,10,17:30:00
ENG-Premier League,1718,Liverpool,2018-03-31 Crystal Palace-Liverpool,2018-03-31,Matchweek 32,Sat,Away,W,2,1,Crystal Palace,727,677,49,7,1,5,29,29,6,3,3,0,591,1,15,12:30:00
ENG-Premier League,1718,Liverpool,2018-04-07 Everton-Liverpool,2018-04-07,Matchweek 33,Sat,Away,D,0,0,Everton,639,585,53,14,1,1,17,29,2,0,2,0,499,1,8,12:30:00
ENG-Premier League,1718,Liverpool,2018-04-14 Liverpool-Bournemouth,2018-04-14,Matchweek 34,Sat,Home,W,3,0,Bournemouth,660,621,35,12,3,3,20,13,7,4,0,0,552,4,8,17:30:00
ENG-Premier League,1718,Liverpool,2018-04-21 West Brom-Liverpool,2018-04-21,Matchweek 35,Sat,Away,D,2,2,West Brom,620,577,41,12,1,9,13,14,4,3,0,0,517,2,9,12:30:00
ENG-Premier League,1718,Liverpool,2018-04-28 Liverpool-Stoke City,2018-04-28,Matchweek 36,Sat,Home,D,0,0,Stoke City,708,637,69,15,3,8,29,38,9,3,5,0,564,2,16,12:30:00
ENG-Premier League,1718,Liverpool,2018-05-06 Chelsea-Liverpool,2018-05-06,Matchweek 37,Sun,Away,L,0,1,Chelsea,825,773,52,14,0,14,22,30,1,1,0,0,709,0,5,16:30:00
ENG-Premier League,1718,Liverpool,2018-05-13 Liverpool-Brighton,2018-05-13,Matchweek 38,Sun,Home,W,4,0,Brighton,782,743,38,7,5,4,18,21,7,4,1,1,687,1,8,15:00:00
ENG-Premier League,1718,Manchester City,2017-08-12 Brighton-Manchester City,2017-08-12,Matchweek 1,Sat,Away,W,2,0,Brighton,820,777,42,10,3,10,27,17,10,1,5,0,718,1,9,17:30:00
ENG-Premier League,1718,Manchester City,2017-08-21 Manchester City-Everton,2017-08-21,Matchweek 2,Mon,Home,D,1,1,Everton,618,563,55,11,1,11,24,29,7,0,6,0,494,0,7,20:00:00
ENG-Premier League,1718,Manchester City,2017-08-26 Bournemouth-Manchester City,2017-08-26,Matchweek 3,Sat,Away,W,2,1,Bournemouth,675,617,55,12,2,6,27,35,5,2,2,0,569,3,18,12:30:00
ENG-Premier League,1718,Manchester City,2017-09-09 Manchester City-Liverpool,2017-09-09,Matchweek 4,Sat,Home,W,5,0,Liverpool,781,732,44,11,6,1,19,21,8,0,3,0,689,5,2,12:30:00
ENG-Premier League,1718,Manchester City,2017-09-16 Watford-Manchester City,2017-09-16,Matchweek 5,Sat,Away,W,6,0,Watford,684,643,41,9,3,4,26,15,11,0,3,0,602,0,9,15:00:00
