,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,1718,Bournemouth,2017-09-23 Everton-Bournemouth,2017-09-23,Matchweek 6,Sat,Away,L,1,2,Everton,462,409,52,15,0,4,21,20,6,3,1,0,342,1,9,15:00:00
ENG-Premier League,1718,Bournemouth,2017-09-30 Bournemouth-Leicester City,2017-09-30,Matchweek 7,Sat,Home,D,0,0,Leicester City,595,544,50,13,2,2,27,23,7,7,0,0,460,1,11,15:00:00
ENG-Premier League,1718,Bournemouth,2017-10-14 Tottenham-Bournemouth,2017-10-14,Matchweek 8,Sat,Away,L,0,1,Tottenham,289,238,50,12,0,2,11,19,5,1,4,0,190,1,13,15:00:00
ENG-Premier League,1718,Bournemouth,2017-10-21 Stoke City-Bournemouth,2017-10-21,Matchweek 9,Sat,Away,W,2,1,Stoke City,427,363,63,20,3,2,9,23,3,3,0,0,299,1,11,15:00:00
ENG-Premier League,1718,Bournemouth,2017-10-28 Bournemouth-Chelsea,2017-10-28,Matchweek 10,Sat,Home,L,0,1,Chelsea,508,456,52,10,0,5,15,25,5,4,0,0,407,0,6,17:30:00
ENG-Premier League,1718,Bournemouth,2017-11-04 Newcastle Utd-Bournemouth,2017-11-04,Matchweek 11,Sat,Away,W,1,0,Newcastle Utd,464,399,64,16,2,2,25,26,9,5,2,0,340,1,14,15:00:00
ENG-Premier League,1718,Bournemouth,2017-11-18 Bournemouth-Huddersfield,2017-11-18,Matchweek 12,Sat,Home,W,4,0,Huddersfield,275,227,47,10,1,1,10,15,8,4,0,0,165,1,4,15:00:00
ENG-Premier League,1718,Bournemouth,2017-11-25 Swansea City-Bournemouth,2017-11-25,Matchweek 13,Sat,Away,D,0,0,Swansea City,522,463,58,20,1,7,22,21,5,3,0,0,415,1,10,15:00:00
ENG-Premier League,1718,Bournemouth,2017-11-29 Bournemouth-Burnley,2017-11-29,Matchweek 14,Wed,Home,L,1,2,Burnley,630,578,52,12,0,3,30,28,4,2,0,0,489,0,13,19:45:00
ENG-Premier League,1718,Bournemouth,2017-12-03 Bournemouth-Southampton,2017-12-03,Matchweek 15,Sun,Home,D,1,1,Southampton,476,410,66,17,0,1,22,31,5,1,2,0,366,0,9,13:30:00
ENG-Premier League,1718,Bournemouth,2017-12-09 Crystal Palace-Bournemouth,2017-12-09,Matchweek 16,Sat,Away,D,2,2,Crystal Palace,482,422,57,18,2,6,15,21,3,2,0,0,376,3,14,15:00:00
ENG-Premier League,1718,Bournemouth,2017-12-13 Manchester Utd-Bournemouth,2017-12-13,Matchweek 17,Wed,Away,L,0,1,Manchester Utd,471,424,47,16,3,2,25,14,9,5,3,0,362,0,15,20:00:00
ENG-Premier League,1718,Bournemouth,2017-12-17 Bournemouth-Liverpool,2017-12-17,Matchweek 18,Sun,Home,L,0,4,Liverpool,558,500,56,14,4,6,11,24,2,2,0,0,441,2,11,16:30:00
ENG-Premier League,1718,Bournemouth,2017-12-23 Manchester City-Bournemouth,2017-12-23,Matchweek 19,Sat,Away,L,0,4,Manchester City,264,216,46,12,0,1,13,14,6,4,2,0,175,2,4,15:00:00
ENG-Premier League,1718,Bournemouth,2017-12-26 Bournemouth-West Ham,2017-12-26,Matchweek 20,Tue,Home,D,3,3,West Ham,477,422,55,15,0,2,27,19,7,1,4,0,366,0,9,15:00:00
ENG-Premier League,1718,Bournemouth,2017-12-30 Bournemouth-Everton,2017-12-30,Matchweek 21,Sat,Home,W,2,1,Everton,465,408,57,18,1,1,19,25,4,2,1,0,326,0,16,15:00:00
ENG-Premier League,1718,Bournemouth,2018-01-01 Brighton-Bournemouth,2018-01-01,Matchweek 22,Mon,Away,D,2,2,Brighton,452,398,54,12,1,1,24,19,12,4,6,1,357,0,10,12:30:00
ENG-Premier League,1718,Bournemouth,2018-01-14 Bournemouth-Arsenal,2018-01-14,Matchweek 23,Sun,Home,W,2,1,Arsenal,414,358,56,14,1,1,14,26,4,1,1,0,260,0,23,13:30:00
ENG-Premier League,1718,Bournemouth,2018-01-20 West Ham-Bournemouth,2018-01-20,Matchweek 24,Sat,Away,D,1,1,West Ham,478,427,46,13,1,6,10,22,3,1,1,0,360,5,13,15:00:00
ENG-Premier League,1718,Bournemouth,2018-01-31 Chelsea-Bournemouth,2018-01-31,Matchweek 25,Wed,Away,W,3,0,Chelsea,361,317,42,7,1,1,7,20,5,1,3,0,261,2,9,19:45:00
ENG-Premier League,1718,Bournemouth,2018-02-03 Bournemouth-Stoke City,2018-02-03,Matchweek 26,Sat,Home,W,2,1,Stoke City,491,418,71,23,0,1,20,27,8,3,2,0,348,2,10,15:00:00
ENG-Premier League,1718,Bournemouth,2018-02-11 Huddersfield-Bournemouth,2018-02-11,Matchweek 27,Sun,Away,L,1,4,Huddersfield,477,406,66,13,0,6,14,34,6,6,0,0,326,5,19,12:00:00
ENG-Premier League,1718,Bournemouth,2018-02-24 Bournemouth-Newcastle Utd,2018-02-24,Matchweek 28,Sat,Home,D,2,2,Newcastle Utd,623,561,62,13,1,5,37,30,8,4,4,0,480,0,10,15:00:00
ENG-Premier League,1718,Bournemouth,2018-03-03 Leicester City-Bournemouth,2018-03-03,Matchweek 29,Sat,Away,D,1,1,Leicester City,414,362,50,12,2,2,8,27,1,1,0,0,266,2,17,15:00:00
ENG-Premier League,1718,Bournemouth,2018-03-11 Bournemouth-Tottenham,2018-03-11,Matchweek 30,Sun,Home,L,1,4,Tottenham,364,316,48,10,0,2,10,21,4,1,3,0,247,0,14,16:00:00
ENG-Premier League,1718,Bournemouth,2018-03-17 Bournemouth-West Brom,2018-03-17,Matchweek 31,Sat,Home,W,2,1,West Brom,598,552,45,7,0,7,18,27,3,0,1,0,472,1,11,15:00:00
ENG-Premier League,1718,Bournemouth,2018-03-31 Watford-Bournemouth,2018-03-31,Matchweek 32,Sat,Away,D,2,2,Watford,473,420,49,16,0,0,16,20,4,1,2,0,362,4,11,15:00:00
ENG-Premier League,1718,Bournemouth,2018-04-07 Bournemouth-Crystal Palace,2018-04-07,Matchweek 33,Sat,Home,D,2,2,Crystal Palace,547,489,55,9,0,4,39,26,11,3,6,0,422,3,11,15:00:00
ENG-Premier League,1718,Bournemouth,2018-04-14 Liverpool-Bournemouth,2018-04-14,Matchweek 34,Sat,Away,L,0,3,Liverpool,418,362,52,12,1,9,14,17,5,2,2,0,315,4,10,17:30:00
ENG-Premier League,1718,Bournemouth,2018-04-18 Bournemouth-Manchester Utd,2018-04-18,Matchweek 35,Wed,Home,L,0,2,Manchester Utd,480,436,43,10,2,2,23,20,8,0,5,0,381,1,16,19:45:00
ENG-Premier League,1718,Bournemouth,2018-04-28 Southampton-Bournemouth,2018-04-28,Matchweek 36,Sat,Away,L,1,2,Southampton,569,510,57,13,1,3,25,30,8,4,2,0,434,2,13,15:00:00
ENG-Premier League,1718,Bournemouth,2018-05-05 Bournemouth-Swansea City,2018-05-05,Matchweek 37,Sat,Home,W,1,0,Swansea City,415,356,55,11,1,1,20,21,11,9,1,0,303,4,5,15:00:00
ENG-Premier League,1718,Bournemouth,2018-05-13 Burnley-Bournemouth,2018-05-13,Matchweek 38,Sun,Away,W,2,1,Burnley,453,395,57,17,0,4,20,25,8,5,3,0,338,1,8,15:00:00
ENG-Premier League,1718,Brighton,2017-08-12 Brighton-Manchester City,2017-08-12,Matchweek 1,Sat,Home,L,0,2,Manchester City,248,198,44,9,0,1,8,18,3,2,1,0,146,6,7,17:30:00
ENG-Premier League,1718,Brighton,2017-08-19 Leicester City-Brighton,2017-08-19,Matchweek 2,Sat,Away,L,0,2,Leicester City,573,526,45,9,0,9,17,22,2,0,2,0,463,2,7,15:00:00
ENG-Premier League,1718,Brighton,2017-08-26 Watford-Brighton,2017-08-26,Matchweek 3,Sat,Away,D,0,0,Watford,494,450,39,6,0,11,31,15,11,9,0,0,391,5,10,15:00:00
ENG-Premier League,1718,Brighton,2017-09-09 Brighton-West Brom,2017-09-09,Matchweek 4,Sat,Home,W,3,1,West Brom,487,448,38,5,0,6,13,16,2,2,0,0,386,1,9,15:00:00
ENG-Premier League,1718,Brighton,2017-09-15 Bournemouth-Brighton,2017-09-15,Matchweek 5,Fri,Away,L,1,2,Bournemouth,427,377,49,6,0,8,13,23,4,3,1,0,308,1,10,20:00:00
ENG-Premier League,1718,Brighton,2017-09-24 Brighton-Newcastle Utd,2017-09-24,Matchweek 6,Sun,Home,W,1,0,Newcastle Utd,487,439,47,8,1,6,21,25,2,2,0,0,365,1,6,16:00:00
ENG-Premier League,1718,Brighton,2017-10-01 Arsenal-Brighton,2017-10-01,Matchweek 7,Sun,Away,L,0,2,Arsenal,410,351,56,8,0,4,18,26,5,5,0,0,299,3,8,12:00:00
ENG-Premier League,1718,Brighton,2017-10-15 Brighton-Everton,2017-10-15,Matchweek 8,Sun,Home,D,1,1,Everton,439,389,45,9,1,4,27,18,7,6,0,0,307,5,9,13:30:00
ENG-Premier League,1718,Brighton,2017-10-20 West Ham-Brighton,2017-10-20,Matchweek 9,Fri,Away,W,3,0,West Ham,366,328,37,7,2,6,10,17,3,0,2,0,263,1,6,20:00:00
ENG-Premier League,1718,Brighton,2017-10-29 Brighton-Southampton,2017-10-29,Matchweek 10,Sun,Home,D,1,1,Southampton,537,495,42,11,0,5,21,23,2,0,2,0,421,0,13,13:30:00
ENG-Premier League,1718,Brighton,2017-11-04 Swansea City-Brighton,2017-11-04,Matchweek 11,Sat,Away,W,1,0,Swansea City,410,355,53,14,0,5,20,16,7,1,6,0,279,2,9,15:00:00
ENG-Premier League,1718,Brighton,2017-11-20 Brighton-Stoke City,2017-11-20,Matchweek 12,Mon,Home,D,2,2,Stoke City,513,474,36,6,3,7,23,17,6,3,3,0,393,3,9,20:00:00
ENG-Premier League,1718,Brighton,2017-11-25 Manchester Utd-Brighton,2017-11-25,Matchweek 13,Sat,Away,L,0,1,Manchester Utd,444,405,38,11,2,6,17,17,0,0,0,0,333,1,7,15:00:00
ENG-Premier League,1718,Brighton,2017-11-28 Brighton-Crystal Palace,2017-11-28,Matchweek 14,Tue,Home,D,0,0,Crystal Palace,517,457,55,6,0,5,29,28,10,7,3,0,369,5,14,19:45:00
ENG-Premier League,1718,Brighton,2017-12-02 Brighton-Liverpool,2017-12-02,Matchweek 15,Sat,Home,L,1,5,Liverpool,519,484,35,8,0,6,13,12,2,0,2,0,415,0,6,15:00:00
ENG-Premier League,1718,Brighton,2017-12-09 Huddersfield-Brighton,2017-12-09,Matchweek 16,Sat,Away,L,0,2,Huddersfield,440,385,50,6,0,1,11,29,1,0,1,0,294,5,10,15:00:00
ENG-Premier League,1718,Brighton,2017-12-13 Tottenham-Brighton,2017-12-13,Matchweek 17,Wed,Away,L,0,2,Tottenham,280,236,43,8,0,3,8,20,2,1,1,0,180,1,8,20:00:00
ENG-Premier League,1718,Brighton,2017-12-16 Brighton-Burnley,2017-12-16,Matchweek 18,Sat,Home,D,0,0,Burnley,548,486,60,14,0,5,36,33,8,6,1,1,408,2,14,15:00:00
ENG-Premier League,1718,Brighton,2017-12-23 Brighton-Watford,2017-12-23,Matchweek 19,Sat,Home,W,1,0,Watford,479,425,48,11,2,4,21,22,6,5,1,0,357,6,8,15:00:00
ENG-Premier League,1718,Brighton,2017-12-26 Chelsea-Brighton,2017-12-26,Matchweek 20,Tue,Away,L,0,2,Chelsea,368,327,39,9,0,7,8,14,1,1,0,0,277,2,4,15:00:00
ENG-Premier League,1718,Brighton,2017-12-30 Newcastle Utd-Brighton,2017-12-30,Matchweek 21,Sat,Away,D,0,0,Newcastle Utd,550,502,46,11,0,13,22,21,6,4,2,0,415,2,11,15:00:00
ENG-Premier League,1718,Brighton,2018-01-01 Brighton-Bournemouth,2018-01-01,Matchweek 22,Mon,Home,D,2,2,Bournemouth,440,391,48,9,5,6,20,21,5,2,2,1,324,1,9,12:30:00
ENG-Premier League,1718,Brighton,2018-01-13 West Brom-Brighton,2018-01-13,Matchweek 23,Sat,Away,L,0,2,West Brom,501,448,51,11,0,11,23,20,6,2,2,1,368,2,11,15:00:00
ENG-Premier League,1718,Brighton,2018-01-20 Brighton-Chelsea,2018-01-20,Matchweek 24,Sat,Home,L,0,4,Chelsea,421,375,42,4,2,5,29,23,5,4,1,0,317,4,15,12:30:00
ENG-Premier League,1718,Brighton,2018-01-31 Southampton-Brighton,2018-01-31,Matchweek 25,Wed,Away,D,1,1,Southampton,347,302,41,7,0,2,13,14,2,0,2,0,224,4,15,19:45:00
ENG-Premier League,1718,Brighton,2018-02-03 Brighton-West Ham,2018-02-03,Matchweek 26,Sat,Home,W,3,1,West Ham,518,454,61,10,1,6,21,40,4,3,1,0,375,3,13,15:00:00
ENG-Premier League,1718,Brighton,2018-02-10 Stoke City-Brighton,2018-02-10,Matchweek 27,Sat,Away,D,1,1,Stoke City,400,352,45,7,2,4,12,19,4,1,1,1,251,3,8,15:00:00
ENG-Premier League,1718,Brighton,2018-02-24 Brighton-Swansea City,2018-02-24,Matchweek 28,Sat,Home,W,4,1,Swansea City,434,399,32,4,3,1,10,12,3,1,1,0,323,3,11,15:00:00
ENG-Premier League,1718,Brighton,2018-03-04 Brighton-Arsenal,2018-03-04,Matchweek 29,Sun,Home,W,2,1,Arsenal,325,279,40,11,2,7,16,16,6,3,2,0,222,6,9,13:30:00
ENG-Premier League,1718,Brighton,2018-03-10 Everton-Brighton,2018-03-10,Matchweek 30,Sat,Away,L,0,2,Everton,336,287,48,12,0,6,11,18,3,0,2,0,205,1,5,15:00:00
ENG-Premier League,1718,Brighton,2018-03-31 Brighton-Leicester City,2018-03-31,Matchweek 32,Sat,Home,L,0,2,Leicester City,439,378,55,12,2,7,25,31,6,4,0,1,303,6,19,15:00:00
ENG-Premier League,1718,Brighton,2018-04-07 Brighton-Huddersfield,2018-04-07,Matchweek 33,Sat,Home,D,1,1,Huddersfield,410,354,53,10,3,3,15,26,5,1,4,0,268,3,9,15:00:00
ENG-Premier League,1718,Brighton,2018-04-14 Crystal Palace-Brighton,2018-04-14,Matchweek 34,Sat,Away,L,2,3,Crystal Palace,410,345,64,15,0,8,30,30,6,2,4,0,283,1,11,15:00:00
ENG-Premier League,1718,Brighton,2018-04-17 Brighton-Tottenham,2018-04-17,Matchweek 35,Tue,Home,D,1,1,Tottenham,398,355,43,4,0,2,14,26,3,1,2,0,270,0,11,19:45:00
ENG-Premier League,1718,Brighton,2018-04-28 Burnley-Brighton,2018-04-28,Matchweek 36,Sat,Away,D,0,0,Burnley,483,438,42,9,0,4,23,23,4,3,1,0,341,3,6,15:00:00
ENG-Premier League,1718,Brighton,2018-05-04 Brighton-Manchester Utd,2018-05-04,Matchweek 37,Fri,Home,W,1,0,Manchester Utd,341,301,39,5,0,1,10,17,5,2,3,0,233,1,8,20:00:00
ENG-Premier League,1718,Brighton,2018-05-09 Manchester City-Brighton,2018-05-09,Matchweek 31,Wed,Away,L,1,3,Manchester City,328,286,40,6,1,3,9,16,3,1,2,0,253,2,2,20:00:00
ENG-Premier League,1718,Brighton,2018-05-13 Liverpool-Brighton,2018-05-13,Matchweek 38,Sun,Away,L,0,4,Liverpool,305,268,36,4,0,5,12,13,3,2,1,0,209,1,8,15:00:00
ENG-Premier League,1718,Burnley,2017-08-12 Chelsea-Burnley,2017-08-12,Matchweek 1,Sat,Away,W,3,2,Chelsea,348,306,41,16,0,0,16,7,5,1,3,0,257,1,6,15:00:00
ENG-Premier League,1718,Burnley,2017-08-19 Burnley-West Brom,2017-08-19,Matchweek 2,Sat,Home,L,0,1,West Brom,533,481,51,13,0,3,33,22,5,3,1,0,406,1,6,15:00:00
ENG-Premier League,1718,Burnley,2017-08-27 Tottenham-Burnley,2017-08-27,Matchweek 3,Sun,Away,D,1,1,Tottenham,322,277,39,9,4,1,20,13,7,4,2,1,222,6,7,16:00:00
ENG-Premier League,1718,Burnley,2017-09-10 Burnley-Crystal Palace,2017-09-10,Matchweek 4,Sun,Home,W,1,0,Crystal Palace,299,241,50,12,0,3,12,24,3,1,0,1,175,8,9,13:30:00
ENG-Premier League,1718,Burnley,2017-09-16 Liverpool-Burnley,2017-09-16,Matchweek 5,Sat,Away,D,1,1,Liverpool,304,262,37,6,0,0,7,10,2,2,0,0,196,5,8,15:00:00
ENG-Premier League,1718,Burnley,2017-09-23 Burnley-Huddersfield,2017-09-23,Matchweek 6,Sat,Home,D,0,0,Huddersfield,510,448,57,15,1,1,12,31,3,1,1,1,367,5,7,15:00:00
ENG-Premier League,1718,Burnley,2017-10-01 Everton-Burnley,2017-10-01,Matchweek 7,Sun,Away,W,1,0,Everton,332,276,55,15,0,4,17,18,3,3,0,0,195,1,10,14:15:00
ENG-Premier League,1718,Burnley,2017-10-14 Burnley-West Ham,2017-10-14,Matchweek 8,Sat,Home,D,1,1,West Ham,509,461,46,13,1,3,22,21,7,2,2,2,394,2,6,15:00:00
ENG-Premier League,1718,Burnley,2017-10-21 Manchester City-Burnley,2017-10-21,Matchweek 9,Sat,Away,L,0,3,Manchester City,258,217,39,9,0,5,12,16,5,1,4,0,167,2,3,15:00:00
ENG-Premier League,1718,Burnley,2017-10-30 Burnley-Newcastle Utd,2017-10-30,Matchweek 10,Mon,Home,W,1,0,Newcastle Utd,506,459,43,11,1,3,26,22,5,3,1,1,367,4,8,20:00:00
ENG-Premier League,1718,Burnley,2017-11-04 Southampton-Burnley,2017-11-04,Matchweek 11,Sat,Away,W,1,0,Southampton,391,342,48,6,0,2,11,32,1,0,1,0,269,1,10,15:00:00
ENG-Premier League,1718,Burnley,2017-11-18 Burnley-Swansea City,2017-11-18,Matchweek 12,Sat,Home,W,2,0,Swansea City,345,290,52,13,0,3,27,16,8,4,4,0,224,3,9,15:00:00
ENG-Premier League,1718,Burnley,2017-11-26 Burnley-Arsenal,2017-11-26,Matchweek 13,Sun,Home,L,0,1,Arsenal,388,341,43,16,0,1,19,9,5,3,0,2,286,4,4,14:00:00
