,,,,date,round,day,venue,result,GF,GA,opponent,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,time
ENG-Premier League,2223,Brentford,2022-11-12 Manchester City-Brentford,2022-11-12,Matchweek 16,Sat,Away,W,2,1,Manchester City,17,12,3,1,0,1,0,4,2,1,0,0,1,0,12:30:00
ENG-Premier League,2223,Brentford,2022-12-26 Brentford-Tottenham,2022-12-26,Matchweek 17,Mon,Home,D,2,2,Tottenham,13,9,2,0,2,0,0,2,0,0,0,2,0,0,12:30:00
ENG-Premier League,2223,Brentford,2022-12-30 West Ham-Brentford,2022-12-30,Matchweek 18,Fri,Away,W,2,0,West Ham,13,5,3,0,4,1,0,3,1,1,0,1,0,0,19:45:00
ENG-Premier League,2223,Brentford,2023-01-02 Brentford-Liverpool,2023-01-02,Matchweek 19,Mon,Home,W,3,1,Liverpool,16,11,2,0,3,0,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Brentford,2023-01-14 Brentford-Bournemouth,2023-01-14,Matchweek 20,Sat,Home,W,2,0,Bournemouth,20,16,1,1,0,1,1,3,2,0,0,0,1,0,17:30:00
ENG-Premier League,2223,Brentford,2023-01-22 Leeds United-Brentford,2023-01-22,Matchweek 21,Sun,Away,D,0,0,Leeds United,11,9,1,0,0,1,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,2223,Brentford,2023-02-04 Brentford-Southampton,2023-02-04,Matchweek 22,Sat,Home,W,3,0,Southampton,27,22,2,1,1,1,0,6,6,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-02-11 Arsenal-Brentford,2023-02-11,Matchweek 23,Sat,Away,D,1,1,Arsenal,17,14,3,0,0,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-02-18 Brentford-Crystal Palace,2023-02-18,Matchweek 24,Sat,Home,D,1,1,Crystal Palace,21,16,3,1,0,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-03-06 Brentford-Fulham,2023-03-06,Matchweek 26,Mon,Home,W,3,2,Fulham,21,9,4,2,2,4,0,5,2,0,1,1,1,0,20:00:00
ENG-Premier League,2223,Brentford,2023-03-11 Everton-Brentford,2023-03-11,Matchweek 27,Sat,Away,L,0,1,Everton,21,16,3,0,1,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-03-15 Southampton-Brentford,2023-03-15,Matchweek 7,Wed,Away,W,2,0,Southampton,20,9,5,1,2,3,0,3,2,0,0,1,0,0,19:30:00
ENG-Premier League,2223,Brentford,2023-03-18 Brentford-Leicester City,2023-03-18,Matchweek 28,Sat,Home,D,1,1,Leicester City,22,20,1,1,0,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-04-01 Brighton-Brentford,2023-04-01,Matchweek 29,Sat,Away,D,3,3,Brighton,10,7,2,0,0,1,0,6,4,1,0,0,1,0,15:00:00
ENG-Premier League,2223,Brentford,2023-04-05 Manchester Utd-Brentford,2023-04-05,Matchweek 25,Wed,Away,L,0,1,Manchester Utd,12,7,2,2,1,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Brentford,2023-04-08 Brentford-Newcastle Utd,2023-04-08,Matchweek 30,Sat,Home,L,1,2,Newcastle Utd,22,11,6,1,0,4,0,2,0,1,0,0,1,0,15:00:00
ENG-Premier League,2223,Brentford,2023-04-15 Wolves-Brentford,2023-04-15,Matchweek 31,Sat,Away,L,0,2,Wolves,17,12,2,1,1,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-04-22 Brentford-Aston Villa,2023-04-22,Matchweek 32,Sat,Home,D,1,1,Aston Villa,30,23,2,2,1,2,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brentford,2023-04-26 Chelsea-Brentford,2023-04-26,Matchweek 33,Wed,Away,W,2,0,Chelsea,12,8,1,1,1,0,1,2,1,0,1,0,0,0,19:45:00
ENG-Premier League,2223,Brentford,2023-04-29 Brentford-Nott'ham Forest,2023-04-29,Matchweek 34,Sat,Home,W,2,1,Nott'ham Forest,25,16,4,1,1,3,0,4,2,0,1,0,1,0,15:00:00
ENG-Premier League,2223,Brentford,2023-05-06 Liverpool-Brentford,2023-05-06,Matchweek 35,Sat,Away,L,0,1,Liverpool,10,8,0,1,0,1,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Brentford,2023-05-14 Brentford-West Ham,2023-05-14,Matchweek 36,Sun,Home,W,2,0,West Ham,41,25,5,4,6,0,1,4,3,1,0,0,0,0,14:00:00
ENG-Premier League,2223,Brentford,2023-05-20 Tottenham-Brentford,2023-05-20,Matchweek 37,Sat,Away,W,3,1,Tottenham,18,17,1,0,0,0,0,6,6,0,0,0,0,0,12:30:00
ENG-Premier League,2223,Brentford,2023-05-28 Brentford-Manchester City,2023-05-28,Matchweek 38,Sun,Home,W,1,0,Manchester City,16,9,4,0,2,0,1,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,2223,Brighton,2022-08-07 Manchester Utd-Brighton,2022-08-07,Matchweek 1,Sun,Away,W,2,1,Manchester Utd,23,19,1,0,3,0,0,3,2,0,0,1,0,0,14:00:00
ENG-Premier League,2223,Brighton,2022-08-13 Brighton-Newcastle Utd,2022-08-13,Matchweek 2,Sat,Home,D,0,0,Newcastle Utd,23,18,2,2,0,0,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-08-21 West Ham-Brighton,2022-08-21,Matchweek 3,Sun,Away,W,2,0,West Ham,21,17,2,0,1,1,0,4,3,0,0,0,1,0,14:00:00
ENG-Premier League,2223,Brighton,2022-08-27 Brighton-Leeds United,2022-08-27,Matchweek 4,Sat,Home,W,1,0,Leeds United,23,16,4,2,0,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-08-30 Fulham-Brighton,2022-08-30,Matchweek 5,Tue,Away,L,1,2,Fulham,13,11,0,0,1,1,0,2,1,0,0,0,1,0,19:30:00
ENG-Premier League,2223,Brighton,2022-09-04 Brighton-Leicester City,2022-09-04,Matchweek 6,Sun,Home,W,5,2,Leicester City,39,25,2,6,1,4,1,8,4,0,2,0,2,0,14:00:00
ENG-Premier League,2223,Brighton,2022-10-01 Liverpool-Brighton,2022-10-01,Matchweek 9,Sat,Away,D,3,3,Liverpool,12,11,0,1,0,0,0,6,5,0,1,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-10-08 Brighton-Tottenham,2022-10-08,Matchweek 10,Sat,Home,L,0,1,Tottenham,26,22,2,1,0,0,1,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Brighton,2022-10-14 Brentford-Brighton,2022-10-14,Matchweek 11,Fri,Away,L,0,2,Brentford,39,31,4,0,4,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Brighton,2022-10-18 Brighton-Nott'ham Forest,2022-10-18,Matchweek 12,Tue,Home,D,0,0,Nott'ham Forest,35,24,5,1,3,2,0,0,0,0,0,0,0,0,19:30:00
ENG-Premier League,2223,Brighton,2022-10-22 Manchester City-Brighton,2022-10-22,Matchweek 13,Sat,Away,L,1,3,Manchester City,14,10,1,2,0,0,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-10-29 Brighton-Chelsea,2022-10-29,Matchweek 14,Sat,Home,W,4,1,Chelsea,30,23,1,2,4,0,0,2,0,0,1,1,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-11-05 Wolves-Brighton,2022-11-05,Matchweek 15,Sat,Away,W,3,2,Wolves,33,21,4,1,2,4,1,6,5,0,1,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-11-13 Brighton-Aston Villa,2022-11-13,Matchweek 16,Sun,Home,L,1,2,Aston Villa,8,8,0,0,0,0,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,2223,Brighton,2022-12-26 Southampton-Brighton,2022-12-26,Matchweek 17,Mon,Away,W,3,1,Southampton,14,13,0,1,0,0,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2022-12-31 Brighton-Arsenal,2022-12-31,Matchweek 18,Sat,Home,L,2,4,Arsenal,16,15,1,0,0,0,0,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Brighton,2023-01-03 Everton-Brighton,2023-01-03,Matchweek 19,Tue,Away,W,4,1,Everton,35,29,2,1,1,2,0,6,6,0,0,0,0,0,19:45:00
ENG-Premier League,2223,Brighton,2023-01-14 Brighton-Liverpool,2023-01-14,Matchweek 20,Sat,Home,W,3,0,Liverpool,31,23,3,2,3,0,0,5,3,0,1,1,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-01-21 Leicester City-Brighton,2023-01-21,Matchweek 21,Sat,Away,D,2,2,Leicester City,23,17,1,3,2,0,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-02-04 Brighton-Bournemouth,2023-02-04,Matchweek 22,Sat,Home,W,1,0,Bournemouth,31,25,0,1,5,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-02-11 Crystal Palace-Brighton,2023-02-11,Matchweek 23,Sat,Away,D,1,1,Crystal Palace,31,26,2,1,0,1,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-02-18 Brighton-Fulham,2023-02-18,Matchweek 24,Sat,Home,L,0,1,Fulham,38,28,2,5,2,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-03-04 Brighton-West Ham,2023-03-04,Matchweek 26,Sat,Home,W,4,0,West Ham,39,33,2,3,0,1,0,8,5,1,1,0,1,0,15:00:00
ENG-Premier League,2223,Brighton,2023-03-11 Leeds United-Brighton,2023-03-11,Matchweek 27,Sat,Away,D,2,2,Leeds United,23,15,2,3,3,0,0,4,3,0,1,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-03-15 Brighton-Crystal Palace,2023-03-15,Matchweek 8,Wed,Home,W,1,0,Crystal Palace,21,16,3,0,0,2,0,2,2,0,0,0,0,0,19:30:00
ENG-Premier League,2223,Brighton,2023-04-01 Brighton-Brentford,2023-04-01,Matchweek 29,Sat,Home,D,3,3,Brentford,57,40,3,7,6,1,0,5,3,0,1,1,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-04-04 Bournemouth-Brighton,2023-04-04,Matchweek 7,Tue,Away,W,2,0,Bournemouth,30,27,0,3,0,0,0,4,3,0,1,0,0,0,19:45:00
ENG-Premier League,2223,Brighton,2023-04-08 Tottenham-Brighton,2023-04-08,Matchweek 30,Sat,Away,L,1,2,Tottenham,32,23,4,2,1,1,1,2,1,1,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-04-15 Chelsea-Brighton,2023-04-15,Matchweek 31,Sat,Away,W,2,1,Chelsea,45,33,3,5,3,0,1,3,3,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Brighton,2023-04-26 Nott'ham Forest-Brighton,2023-04-26,Matchweek 33,Wed,Away,L,1,3,Nott'ham Forest,30,20,3,4,3,0,0,1,0,0,0,1,0,0,19:30:00
ENG-Premier League,2223,Brighton,2023-04-29 Brighton-Wolves,2023-04-29,Matchweek 34,Sat,Home,W,6,0,Wolves,33,24,1,3,3,1,1,8,5,0,1,1,0,1,15:00:00
ENG-Premier League,2223,Brighton,2023-05-04 Brighton-Manchester Utd,2023-05-04,Matchweek 28,Thu,Home,W,1,0,Manchester Utd,37,25,2,6,1,1,2,1,0,0,0,0,1,0,20:00:00
ENG-Premier League,2223,Brighton,2023-05-08 Brighton-Everton,2023-05-08,Matchweek 35,Mon,Home,L,1,5,Everton,41,28,5,4,4,0,0,1,0,0,0,1,0,0,17:30:00
ENG-Premier League,2223,Brighton,2023-05-14 Arsenal-Brighton,2023-05-14,Matchweek 36,Sun,Away,W,3,0,Arsenal,19,15,0,3,1,0,0,3,2,0,0,1,0,0,16:30:00
ENG-Premier League,2223,Brighton,2023-05-18 Newcastle Utd-Brighton,2023-05-18,Matchweek 25,Thu,Away,L,1,4,Newcastle Utd,16,14,1,1,0,0,0,2,2,0,0,0,0,0,19:30:00
ENG-Premier League,2223,Brighton,2023-05-21 Brighton-Southampton,2023-05-21,Matchweek 37,Sun,Home,W,3,1,Southampton,44,39,2,1,1,1,0,4,3,0,0,1,0,0,14:00:00
ENG-Premier League,2223,Brighton,2023-05-24 Brighton-Manchester City,2023-05-24,Matchweek 32,Wed,Home,D,1,1,Manchester City,34,22,2,2,5,2,1,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Brighton,2023-05-28 Aston Villa-Brighton,2023-05-28,Matchweek 38,Sun,Away,L,1,2,Aston Villa,15,13,1,1,0,0,0,2,0,1,1,0,0,0,16:30:00
ENG-Premier League,2223,Chelsea,2022-08-06 Everton-Chelsea,2022-08-06,Matchweek 1,Sat,Away,W,1,0,Everton,28,20,4,0,0,4,0,2,1,0,0,0,1,0,17:30:00
ENG-Premier League,2223,Chelsea,2022-08-14 Chelsea-Tottenham,2022-08-14,Matchweek 2,Sun,Home,D,2,2,Tottenham,29,24,2,1,1,0,1,4,2,1,0,1,0,0,16:30:00
ENG-Premier League,2223,Chelsea,2022-08-21 Leeds United-Chelsea,2022-08-21,Matchweek 3,Sun,Away,L,0,3,Leeds United,27,20,3,2,1,1,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,2223,Chelsea,2022-08-27 Chelsea-Leicester City,2022-08-27,Matchweek 4,Sat,Home,W,2,1,Leicester City,14,12,1,0,0,1,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2022-08-30 Southampton-Chelsea,2022-08-30,Matchweek 5,Tue,Away,L,1,2,Southampton,18,16,0,1,1,0,0,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,2223,Chelsea,2022-09-03 Chelsea-West Ham,2022-09-03,Matchweek 6,Sat,Home,W,2,1,West Ham,16,13,1,1,1,0,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2022-10-01 Crystal Palace-Chelsea,2022-10-01,Matchweek 9,Sat,Away,W,2,1,Crystal Palace,23,18,2,1,2,0,0,4,3,0,1,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2022-10-08 Chelsea-Wolves,2022-10-08,Matchweek 10,Sat,Home,W,3,0,Wolves,36,31,1,1,2,0,1,6,6,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2022-10-16 Aston Villa-Chelsea,2022-10-16,Matchweek 11,Sun,Away,W,2,0,Aston Villa,16,14,0,1,0,1,0,4,3,0,0,0,1,0,14:00:00
ENG-Premier League,2223,Chelsea,2022-10-19 Brentford-Chelsea,2022-10-19,Matchweek 12,Wed,Away,D,0,0,Brentford,26,26,0,0,0,0,0,0,0,0,0,0,0,0,19:30:00
ENG-Premier League,2223,Chelsea,2022-10-22 Chelsea-Manchester Utd,2022-10-22,Matchweek 13,Sat,Home,D,1,1,Manchester Utd,7,5,1,0,0,1,0,2,1,0,0,0,1,0,17:30:00
ENG-Premier League,2223,Chelsea,2022-10-29 Brighton-Chelsea,2022-10-29,Matchweek 14,Sat,Away,L,1,4,Brighton,27,22,2,0,3,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2022-11-06 Chelsea-Arsenal,2022-11-06,Matchweek 15,Sun,Home,L,0,1,Arsenal,6,4,2,0,0,0,0,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,2223,Chelsea,2022-11-12 Newcastle Utd-Chelsea,2022-11-12,Matchweek 16,Sat,Away,L,0,1,Newcastle Utd,10,6,2,0,1,0,1,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Chelsea,2022-12-27 Chelsea-Bournemouth,2022-12-27,Matchweek 17,Tue,Home,W,2,0,Bournemouth,28,25,2,1,0,0,0,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Chelsea,2023-01-01 Nott'ham Forest-Chelsea,2023-01-01,Matchweek 18,Sun,Away,D,1,1,Nott'ham Forest,14,14,0,0,0,0,0,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,2223,Chelsea,2023-01-05 Chelsea-Manchester City,2023-01-05,Matchweek 19,Thu,Home,L,0,1,Manchester City,15,14,0,0,1,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Chelsea,2023-01-12 Fulham-Chelsea,2023-01-12,Matchweek 7,Thu,Away,L,1,2,Fulham,31,19,2,2,6,2,0,1,0,0,0,1,0,0,20:00:00
ENG-Premier League,2223,Chelsea,2023-01-15 Chelsea-Crystal Palace,2023-01-15,Matchweek 20,Sun,Home,W,1,0,Crystal Palace,26,22,2,0,0,1,1,2,2,0,0,0,0,0,14:00:00
ENG-Premier League,2223,Chelsea,2023-01-21 Liverpool-Chelsea,2023-01-21,Matchweek 21,Sat,Away,D,0,0,Liverpool,21,14,3,2,0,2,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2223,Chelsea,2023-02-03 Chelsea-Fulham,2023-02-03,Matchweek 22,Fri,Home,D,0,0,Fulham,15,10,3,2,0,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Chelsea,2023-02-11 West Ham-Chelsea,2023-02-11,Matchweek 23,Sat,Away,D,1,1,West Ham,19,12,2,2,1,2,0,2,2,0,0,0,0,0,12:30:00
ENG-Premier League,2223,Chelsea,2023-02-18 Chelsea-Southampton,2023-02-18,Matchweek 24,Sat,Home,L,0,1,Southampton,27,19,0,3,3,1,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-02-26 Tottenham-Chelsea,2023-02-26,Matchweek 25,Sun,Away,L,0,2,Tottenham,17,16,0,0,0,0,1,0,0,0,0,0,0,0,13:30:00
ENG-Premier League,2223,Chelsea,2023-03-04 Chelsea-Leeds United,2023-03-04,Matchweek 26,Sat,Home,W,1,0,Leeds United,23,18,2,1,1,1,0,1,0,1,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-03-11 Leicester City-Chelsea,2023-03-11,Matchweek 27,Sat,Away,W,3,1,Leicester City,21,15,3,1,1,0,1,5,5,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-03-18 Chelsea-Everton,2023-03-18,Matchweek 28,Sat,Home,D,2,2,Everton,36,23,5,1,4,3,0,4,3,0,0,0,1,0,17:30:00
ENG-Premier League,2223,Chelsea,2023-04-01 Chelsea-Aston Villa,2023-04-01,Matchweek 29,Sat,Home,L,0,2,Aston Villa,46,36,2,2,5,1,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Chelsea,2023-04-04 Chelsea-Liverpool,2023-04-04,Matchweek 8,Tue,Home,D,0,0,Liverpool,23,17,2,3,0,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Chelsea,2023-04-08 Wolves-Chelsea,2023-04-08,Matchweek 30,Sat,Away,L,0,1,Wolves,26,23,3,0,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-04-15 Chelsea-Brighton,2023-04-15,Matchweek 31,Sat,Home,L,1,2,Brighton,13,10,1,0,0,1,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-04-26 Chelsea-Brentford,2023-04-26,Matchweek 33,Wed,Home,L,0,2,Brentford,30,21,3,2,2,2,0,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,2223,Chelsea,2023-05-02 Arsenal-Chelsea,2023-05-02,Matchweek 34,Tue,Away,L,1,3,Arsenal,12,9,1,1,0,1,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Chelsea,2023-05-06 Bournemouth-Chelsea,2023-05-06,Matchweek 35,Sat,Away,W,3,1,Bournemouth,14,11,1,1,0,0,1,5,4,1,0,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-05-13 Chelsea-Nott'ham Forest,2023-05-13,Matchweek 36,Sat,Home,D,2,2,Nott'ham Forest,27,19,1,5,0,2,0,4,3,0,1,0,0,0,15:00:00
ENG-Premier League,2223,Chelsea,2023-05-21 Manchester City-Chelsea,2023-05-21,Matchweek 37,Sun,Away,L,0,1,Manchester City,24,16,3,1,1,2,1,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,2223,Chelsea,2023-05-25 Manchester Utd-Chelsea,2023-05-25,Matchweek 32,Thu,Away,L,1,4,Manchester Utd,25,23,0,1,1,0,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Chelsea,2023-05-28 Chelsea-Newcastle Utd,2023-05-28,Matchweek 38,Sun,Home,D,1,1,Newcastle Utd,43,30,4,3,4,1,1,0,0,0,0,0,0,0,16:30:00
ENG-Premier League,2223,Crystal Palace,2022-08-05 Crystal Palace-Arsenal,2022-08-05,Matchweek 1,Fri,Home,L,0,2,Arsenal,18,11,1,4,2,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Crystal Palace,2022-08-15 Liverpool-Crystal Palace,2022-08-15,Matchweek 2,Mon,Away,D,1,1,Liverpool,11,8,1,1,1,0,0,2,1,0,1,0,0,0,20:00:00
ENG-Premier League,2223,Crystal Palace,2022-08-20 Crystal Palace-Aston Villa,2022-08-20,Matchweek 3,Sat,Home,W,3,1,Aston Villa,29,21,2,2,2,1,1,5,3,0,0,1,0,1,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-08-27 Manchester City-Crystal Palace,2022-08-27,Matchweek 4,Sat,Away,L,2,4,Manchester City,3,2,1,0,0,0,0,1,0,1,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-08-30 Crystal Palace-Brentford,2022-08-30,Matchweek 5,Tue,Home,D,1,1,Brentford,23,16,2,3,0,0,2,2,2,0,0,0,0,0,19:30:00
ENG-Premier League,2223,Crystal Palace,2022-09-03 Newcastle Utd-Crystal Palace,2022-09-03,Matchweek 6,Sat,Away,D,0,0,Newcastle Utd,30,19,2,2,4,2,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-10-01 Crystal Palace-Chelsea,2022-10-01,Matchweek 9,Sat,Home,L,1,2,Chelsea,14,11,2,1,0,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-10-09 Crystal Palace-Leeds United,2022-10-09,Matchweek 10,Sun,Home,W,2,1,Leeds United,25,14,4,2,1,4,0,4,1,1,1,0,1,0,14:00:00
ENG-Premier League,2223,Crystal Palace,2022-10-15 Leicester City-Crystal Palace,2022-10-15,Matchweek 11,Sat,Away,D,0,0,Leicester City,15,10,2,1,1,1,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2223,Crystal Palace,2022-10-18 Crystal Palace-Wolves,2022-10-18,Matchweek 12,Tue,Home,W,2,1,Wolves,27,22,1,1,1,2,0,4,4,0,0,0,0,0,20:15:00
ENG-Premier League,2223,Crystal Palace,2022-10-22 Everton-Crystal Palace,2022-10-22,Matchweek 13,Sat,Away,L,0,3,Everton,17,11,1,2,0,3,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-10-29 Crystal Palace-Southampton,2022-10-29,Matchweek 14,Sat,Home,W,1,0,Southampton,24,18,1,2,1,1,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-11-06 West Ham-Crystal Palace,2022-11-06,Matchweek 15,Sun,Away,W,2,1,West Ham,29,22,1,3,1,2,0,4,3,0,1,0,0,0,14:00:00
ENG-Premier League,2223,Crystal Palace,2022-11-12 Nott'ham Forest-Crystal Palace,2022-11-12,Matchweek 16,Sat,Away,L,0,1,Nott'ham Forest,14,12,0,0,0,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-12-26 Crystal Palace-Fulham,2022-12-26,Matchweek 17,Mon,Home,L,0,3,Fulham,5,3,1,0,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2022-12-31 Bournemouth-Crystal Palace,2022-12-31,Matchweek 18,Sat,Away,W,2,0,Bournemouth,25,12,5,0,3,3,2,4,0,3,0,1,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2023-01-04 Crystal Palace-Tottenham,2023-01-04,Matchweek 19,Wed,Home,L,0,4,Tottenham,30,19,3,3,3,1,1,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2223,Crystal Palace,2023-01-15 Chelsea-Crystal Palace,2023-01-15,Matchweek 20,Sun,Away,L,0,1,Chelsea,17,11,2,1,2,1,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,2223,Crystal Palace,2023-01-18 Crystal Palace-Manchester Utd,2023-01-18,Matchweek 7,Wed,Home,D,1,1,Manchester Utd,17,11,3,0,0,3,0,1,0,0,0,0,1,0,20:00:00
ENG-Premier League,2223,Crystal Palace,2023-01-21 Crystal Palace-Newcastle Utd,2023-01-21,Matchweek 21,Sat,Home,D,0,0,Newcastle Utd,9,7,1,0,1,0,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Crystal Palace,2023-02-04 Manchester Utd-Crystal Palace,2023-02-04,Matchweek 22,Sat,Away,L,1,2,Manchester Utd,16,8,2,1,4,1,0,1,0,0,0,1,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2023-02-11 Crystal Palace-Brighton,2023-02-11,Matchweek 23,Sat,Home,D,1,1,Brighton,9,6,0,0,0,1,2,2,1,0,0,0,1,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2023-02-18 Brentford-Crystal Palace,2023-02-18,Matchweek 24,Sat,Away,D,1,1,Brentford,19,14,2,2,1,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2023-02-25 Crystal Palace-Liverpool,2023-02-25,Matchweek 25,Sat,Home,D,0,0,Liverpool,10,7,1,1,0,1,0,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,2223,Crystal Palace,2023-03-04 Aston Villa-Crystal Palace,2023-03-04,Matchweek 26,Sat,Away,L,0,1,Aston Villa,6,4,1,0,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2023-03-11 Crystal Palace-Manchester City,2023-03-11,Matchweek 27,Sat,Home,L,0,1,Manchester City,8,5,1,0,0,1,1,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2223,Crystal Palace,2023-03-15 Brighton-Crystal Palace,2023-03-15,Matchweek 8,Wed,Away,L,0,1,Brighton,20,13,2,2,1,2,0,0,0,0,0,0,0,0,19:30:00
ENG-Premier League,2223,Crystal Palace,2023-03-19 Arsenal-Crystal Palace,2023-03-19,Matchweek 28,Sun,Away,L,1,4,Arsenal,15,11,2,0,0,2,0,2,1,1,0,0,0,0,14:00:00
ENG-Premier League,2223,Crystal Palace,2023-04-01 Crystal Palace-Leicester City,2023-04-01,Matchweek 29,Sat,Home,W,2,1,Leicester City,52,37,3,2,6,3,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2223,Crystal Palace,2023-04-09 Leeds United-Crystal Palace,2023-04-09,Matchweek 30,Sun,Away,W,5,1,Leeds United,28,14,3,5,4,2,0,7,5,0,0,2,0,0,14:00:00
ENG-Premier League,2223,Crystal Palace,2023-04-15 Southampton-Crystal Palace,2023-04-15,Matchweek 31,Sat,Away,W,2,0,Southampton,14,8,0,1,1,3,1,4,3,0,1,0,0,0,15:00:00
