,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,2223,Newcastle Utd,2022-11-12 Newcastle Utd-Chelsea,2022-11-12,Matchweek 16,Sat,Home,W,1,0,Chelsea,1,10,3,30.0,0.1,0.33,15.4,0,0,0,1.0,1.0,0.11,0.0,0.0,17:30:00
ENG-Premier League,2223,Newcastle Utd,2022-12-26 Leicester City-Newcastle Utd,2022-12-26,Matchweek 17,Mon,Away,W,3,0,Leicester City,3,11,4,36.4,0.18,0.5,16.8,0,1,1,1.9,1.1,0.1,1.1,0.9,15:00:00
ENG-Premier League,2223,Newcastle Utd,2022-12-31 Newcastle Utd-Leeds United,2022-12-31,Matchweek 18,Sat,Home,D,0,0,Leeds United,0,16,5,31.3,0.0,0.0,15.4,1,0,0,2.2,2.2,0.14,-2.2,-2.2,15:00:00
ENG-Premier League,2223,Newcastle Utd,2023-01-03 Arsenal-Newcastle Utd,2023-01-03,Matchweek 19,Tue,Away,D,0,0,Arsenal,0,8,1,12.5,0.0,0.0,13.4,0,0,0,1.0,1.0,0.13,-1.0,-1.0,19:45:00
ENG-Premier League,2223,Newcastle Utd,2023-01-15 Newcastle Utd-Fulham,2023-01-15,Matchweek 20,Sun,Home,W,1,0,Fulham,1,20,5,25.0,0.05,0.2,16.7,2,0,0,2.2,2.2,0.12,-1.2,-1.2,14:00:00
ENG-Premier League,2223,Newcastle Utd,2023-01-21 Crystal Palace-Newcastle Utd,2023-01-21,Matchweek 21,Sat,Away,D,0,0,Crystal Palace,0,16,7,43.8,0.0,0.0,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,17:30:00
ENG-Premier League,2223,Newcastle Utd,2023-02-04 Newcastle Utd-West Ham,2023-02-04,Matchweek 22,Sat,Home,D,1,1,West Ham,1,8,2,25.0,0.13,0.5,13.5,0,0,0,1.0,1.0,0.13,0.0,0.0,17:30:00
ENG-Premier League,2223,Newcastle Utd,2023-02-11 Bournemouth-Newcastle Utd,2023-02-11,Matchweek 23,Sat,Away,D,1,1,Bournemouth,1,15,7,46.7,0.07,0.14,16.9,0,0,0,1.3,1.3,0.1,-0.3,-0.3,17:30:00
ENG-Premier League,2223,Newcastle Utd,2023-02-18 Newcastle Utd-Liverpool,2023-02-18,Matchweek 24,Sat,Home,L,0,2,Liverpool,0,14,4,28.6,0.0,0.0,12.9,0,0,0,2.0,2.0,0.15,-2.0,-2.0,17:30:00
ENG-Premier League,2223,Newcastle Utd,2023-03-04 Manchester City-Newcastle Utd,2023-03-04,Matchweek 26,Sat,Away,L,0,2,Manchester City,0,5,2,40.0,0.0,0.0,15.0,1,0,0,0.4,0.4,0.09,-0.4,-0.4,12:30:00
ENG-Premier League,2223,Newcastle Utd,2023-03-12 Newcastle Utd-Wolves,2023-03-12,Matchweek 27,Sun,Home,W,2,1,Wolves,2,19,8,42.1,0.11,0.25,15.9,2,0,0,1.8,1.8,0.1,0.2,0.2,16:30:00
ENG-Premier League,2223,Newcastle Utd,2023-03-17 Nott'ham Forest-Newcastle Utd,2023-03-17,Matchweek 28,Fri,Away,W,2,1,Nott'ham Forest,2,14,3,21.4,0.07,0.33,15.2,0,1,1,2.4,1.7,0.12,-0.4,-0.7,20:00:00
ENG-Premier League,2223,Newcastle Utd,2023-04-02 Newcastle Utd-Manchester Utd,2023-04-02,Matchweek 29,Sun,Home,W,2,0,Manchester Utd,2,22,6,27.3,0.09,0.33,13.2,0,0,0,3.7,3.7,0.17,-1.7,-1.7,16:30:00
ENG-Premier League,2223,Newcastle Utd,2023-04-05 West Ham-Newcastle Utd,2023-04-05,Matchweek 7,Wed,Away,W,5,1,West Ham,5,15,7,46.7,0.33,0.71,20.4,0,0,0,3.3,3.3,0.22,1.7,1.7,20:00:00
ENG-Premier League,2223,Newcastle Utd,2023-04-08 Brentford-Newcastle Utd,2023-04-08,Matchweek 30,Sat,Away,W,2,1,Brentford,1,10,4,40.0,0.1,0.25,14.8,0,0,0,1.3,1.3,0.13,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Newcastle Utd,2023-04-15 Aston Villa-Newcastle Utd,2023-04-15,Matchweek 31,Sat,Away,L,0,3,Aston Villa,0,8,2,25.0,0.0,0.0,16.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,12:30:00
ENG-Premier League,2223,Newcastle Utd,2023-04-23 Newcastle Utd-Tottenham,2023-04-23,Matchweek 32,Sun,Home,W,6,1,Tottenham,6,25,8,32.0,0.24,0.75,14.3,0,0,0,3.7,3.7,0.16,2.3,2.3,14:00:00
ENG-Premier League,2223,Newcastle Utd,2023-04-27 Everton-Newcastle Utd,2023-04-27,Matchweek 33,Thu,Away,W,4,1,Everton,4,15,7,46.7,0.27,0.57,14.3,0,0,0,2.4,2.4,0.16,1.6,1.6,19:45:00
ENG-Premier League,2223,Newcastle Utd,2023-04-30 Newcastle Utd-Southampton,2023-04-30,Matchweek 34,Sun,Home,W,3,1,Southampton,2,22,5,22.7,0.09,0.4,13.3,0,0,0,4.3,4.3,0.22,-2.3,-2.3,14:00:00
ENG-Premier League,2223,Newcastle Utd,2023-05-07 Newcastle Utd-Arsenal,2023-05-07,Matchweek 35,Sun,Home,L,0,2,Arsenal,0,12,5,41.7,0.0,0.0,14.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,16:30:00
ENG-Premier League,2223,Newcastle Utd,2023-05-13 Leeds United-Newcastle Utd,2023-05-13,Matchweek 36,Sat,Away,D,2,2,Leeds United,2,16,3,18.8,0.0,0.0,19.1,1,2,2,2.4,0.8,0.05,-0.4,-0.8,12:30:00
ENG-Premier League,2223,Newcastle Utd,2023-05-18 Newcastle Utd-Brighton,2023-05-18,Matchweek 25,Thu,Home,W,4,1,Brighton,3,22,8,36.4,0.14,0.38,13.3,1,0,0,3.6,3.6,0.17,-0.6,-0.6,19:30:00
ENG-Premier League,2223,Newcastle Utd,2023-05-22 Newcastle Utd-Leicester City,2023-05-22,Matchweek 37,Mon,Home,D,0,0,Leicester City,0,23,3,13.0,0.0,0.0,15.9,0,0,0,2.1,2.1,0.1,-2.1,-2.1,20:00:00
ENG-Premier League,2223,Newcastle Utd,2023-05-28 Chelsea-Newcastle Utd,2023-05-28,Matchweek 38,Sun,Away,D,1,1,Chelsea,1,13,4,30.8,0.08,0.25,17.1,0,0,0,1.7,1.7,0.13,-0.7,-0.7,16:30:00
ENG-Premier League,2223,Nott'ham Forest,2022-08-06 Newcastle Utd-Nott'ham Forest,2022-08-06,Matchweek 1,Sat,Away,L,0,2,Newcastle Utd,0,5,0,0.0,0.0,,16.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-08-14 Nott'ham Forest-West Ham,2022-08-14,Matchweek 2,Sun,Home,W,1,0,West Ham,1,13,6,46.2,0.08,0.17,14.1,1,0,0,1.3,1.3,0.1,-0.3,-0.3,14:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-08-20 Everton-Nott'ham Forest,2022-08-20,Matchweek 3,Sat,Away,D,1,1,Everton,1,14,5,35.7,0.07,0.2,19.3,1,0,0,1.0,1.0,0.07,0.0,0.0,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-08-28 Nott'ham Forest-Tottenham,2022-08-28,Matchweek 4,Sun,Home,L,0,2,Tottenham,0,17,1,5.9,0.0,0.0,20.0,1,0,0,0.9,0.9,0.06,-0.9,-0.9,16:30:00
ENG-Premier League,2223,Nott'ham Forest,2022-08-31 Manchester City-Nott'ham Forest,2022-08-31,Matchweek 5,Wed,Away,L,0,6,Manchester City,0,8,1,12.5,0.0,0.0,18.4,1,0,0,0.7,0.7,0.08,-0.7,-0.7,19:30:00
ENG-Premier League,2223,Nott'ham Forest,2022-09-03 Nott'ham Forest-Bournemouth,2022-09-03,Matchweek 6,Sat,Home,L,2,3,Bournemouth,2,10,2,20.0,0.1,0.5,17.5,0,1,1,1.9,1.1,0.11,0.1,-0.1,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-09-16 Nott'ham Forest-Fulham,2022-09-16,Matchweek 8,Fri,Home,L,2,3,Fulham,2,11,3,27.3,0.18,0.67,16.4,1,0,0,1.4,1.4,0.13,0.6,0.6,20:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-10-03 Leicester City-Nott'ham Forest,2022-10-03,Matchweek 9,Mon,Away,L,0,4,Leicester City,0,10,3,30.0,0.0,0.0,15.7,0,0,0,1.1,1.1,0.12,-1.1,-1.1,20:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-10-10 Nott'ham Forest-Aston Villa,2022-10-10,Matchweek 10,Mon,Home,D,1,1,Aston Villa,1,6,3,50.0,0.17,0.33,18.7,0,0,0,0.3,0.3,0.05,0.7,0.7,20:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-10-15 Wolves-Nott'ham Forest,2022-10-15,Matchweek 11,Sat,Away,L,0,1,Wolves,0,9,1,11.1,0.0,0.0,19.9,1,0,1,1.5,0.7,0.08,-1.5,-0.7,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-10-18 Brighton-Nott'ham Forest,2022-10-18,Matchweek 12,Tue,Away,D,0,0,Brighton,0,3,0,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,19:30:00
ENG-Premier League,2223,Nott'ham Forest,2022-10-22 Nott'ham Forest-Liverpool,2022-10-22,Matchweek 13,Sat,Home,W,1,0,Liverpool,1,10,7,70.0,0.1,0.14,15.9,0,0,0,1.9,1.9,0.2,-0.9,-0.9,12:30:00
ENG-Premier League,2223,Nott'ham Forest,2022-10-30 Arsenal-Nott'ham Forest,2022-10-30,Matchweek 14,Sun,Away,L,0,5,Arsenal,0,5,2,40.0,0.0,0.0,20.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,14:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-11-05 Nott'ham Forest-Brentford,2022-11-05,Matchweek 15,Sat,Home,D,2,2,Brentford,1,15,6,40.0,0.07,0.17,17.8,0,0,0,1.5,1.5,0.1,-0.5,-0.5,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-11-12 Nott'ham Forest-Crystal Palace,2022-11-12,Matchweek 16,Sat,Home,W,1,0,Crystal Palace,1,9,2,22.2,0.11,0.5,15.2,1,0,0,1.1,1.1,0.13,-0.1,-0.1,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2022-12-27 Manchester Utd-Nott'ham Forest,2022-12-27,Matchweek 17,Tue,Away,L,0,3,Manchester Utd,0,8,3,37.5,0.0,0.0,15.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7,20:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-01-01 Nott'ham Forest-Chelsea,2023-01-01,Matchweek 18,Sun,Home,D,1,1,Chelsea,1,12,5,41.7,0.08,0.2,15.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4,16:30:00
ENG-Premier League,2223,Nott'ham Forest,2023-01-04 Southampton-Nott'ham Forest,2023-01-04,Matchweek 19,Wed,Away,W,1,0,Southampton,1,11,1,9.1,0.09,1.0,22.3,0,0,0,1.4,1.4,0.13,-0.4,-0.4,19:30:00
ENG-Premier League,2223,Nott'ham Forest,2023-01-14 Nott'ham Forest-Leicester City,2023-01-14,Matchweek 20,Sat,Home,W,2,0,Leicester City,2,15,5,33.3,0.13,0.4,19.3,2,0,0,2.4,2.4,0.16,-0.4,-0.4,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-01-21 Bournemouth-Nott'ham Forest,2023-01-21,Matchweek 21,Sat,Away,D,1,1,Bournemouth,1,20,5,25.0,0.05,0.2,17.9,0,0,0,1.9,1.9,0.1,-0.9,-0.9,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-02-05 Nott'ham Forest-Leeds United,2023-02-05,Matchweek 22,Sun,Home,W,1,0,Leeds United,1,6,2,33.3,0.17,0.5,18.9,0,0,0,0.4,0.4,0.07,0.6,0.6,14:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-02-11 Fulham-Nott'ham Forest,2023-02-11,Matchweek 23,Sat,Away,L,0,2,Fulham,0,10,1,10.0,0.0,0.0,15.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-02-18 Nott'ham Forest-Manchester City,2023-02-18,Matchweek 24,Sat,Home,D,1,1,Manchester City,1,4,1,25.0,0.25,1.0,14.7,0,0,0,0.9,0.9,0.24,0.1,0.1,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-02-25 West Ham-Nott'ham Forest,2023-02-25,Matchweek 25,Sat,Away,L,0,4,West Ham,0,8,3,37.5,0.0,0.0,18.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-03-05 Nott'ham Forest-Everton,2023-03-05,Matchweek 26,Sun,Home,D,2,2,Everton,2,10,4,40.0,0.2,0.5,18.4,0,0,0,0.8,0.8,0.09,1.2,1.2,14:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-03-11 Tottenham-Nott'ham Forest,2023-03-11,Matchweek 27,Sat,Away,L,1,3,Tottenham,1,8,4,50.0,0.13,0.25,15.2,0,0,1,1.5,0.7,0.09,-0.5,0.3,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-03-17 Nott'ham Forest-Newcastle Utd,2023-03-17,Matchweek 28,Fri,Home,L,1,2,Newcastle Utd,1,5,3,60.0,0.2,0.33,18.4,0,0,0,0.4,0.4,0.07,0.6,0.6,20:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-01 Nott'ham Forest-Wolves,2023-04-01,Matchweek 29,Sat,Home,D,1,1,Wolves,1,17,7,41.2,0.06,0.14,16.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-04 Leeds United-Nott'ham Forest,2023-04-04,Matchweek 7,Tue,Away,L,1,2,Leeds United,1,13,1,7.7,0.08,1.0,16.5,0,0,0,0.8,0.8,0.06,0.2,0.2,19:45:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-08 Aston Villa-Nott'ham Forest,2023-04-08,Matchweek 30,Sat,Away,L,0,2,Aston Villa,0,6,2,33.3,0.0,0.0,22.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-16 Nott'ham Forest-Manchester Utd,2023-04-16,Matchweek 31,Sun,Home,L,0,2,Manchester Utd,0,6,0,0.0,0.0,,16.0,0,0,0,0.7,0.7,0.12,-0.7,-0.7,16:30:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-22 Liverpool-Nott'ham Forest,2023-04-22,Matchweek 32,Sat,Away,L,2,3,Liverpool,2,11,5,45.5,0.18,0.4,17.4,0,0,0,0.9,0.9,0.08,1.1,1.1,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-26 Nott'ham Forest-Brighton,2023-04-26,Matchweek 33,Wed,Home,W,3,1,Brighton,2,10,3,30.0,0.1,0.33,18.4,0,1,2,2.4,0.8,0.09,-0.4,0.2,19:30:00
ENG-Premier League,2223,Nott'ham Forest,2023-04-29 Brentford-Nott'ham Forest,2023-04-29,Matchweek 34,Sat,Away,L,1,2,Brentford,1,5,3,60.0,0.2,0.33,16.6,0,0,0,0.7,0.7,0.14,0.3,0.3,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-05-08 Nott'ham Forest-Southampton,2023-05-08,Matchweek 35,Mon,Home,W,4,3,Southampton,4,8,3,37.5,0.38,1.0,16.0,0,1,1,1.8,1.0,0.13,2.2,2.0,20:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-05-13 Chelsea-Nott'ham Forest,2023-05-13,Matchweek 36,Sat,Away,D,2,2,Chelsea,2,11,2,18.2,0.18,1.0,11.2,0,0,0,1.3,1.3,0.12,0.7,0.7,15:00:00
ENG-Premier League,2223,Nott'ham Forest,2023-05-20 Nott'ham Forest-Arsenal,2023-05-20,Matchweek 37,Sat,Home,W,1,0,Arsenal,1,6,2,33.3,0.17,0.5,13.5,0,0,0,0.6,0.6,0.09,0.4,0.4,17:30:00
ENG-Premier League,2223,Nott'ham Forest,2023-05-28 Crystal Palace-Nott'ham Forest,2023-05-28,Matchweek 38,Sun,Away,D,1,1,Crystal Palace,1,7,4,57.1,0.14,0.25,17.0,0,0,0,0.5,0.5,0.07,0.5,0.5,16:30:00
ENG-Premier League,2223,Southampton,2022-08-06 Tottenham-Southampton,2022-08-06,Matchweek 1,Sat,Away,L,1,4,Tottenham,1,10,2,20.0,0.1,0.5,17.1,0,0,0,0.5,0.5,0.05,0.5,0.5,15:00:00
ENG-Premier League,2223,Southampton,2022-08-13 Southampton-Leeds United,2022-08-13,Matchweek 2,Sat,Home,D,2,2,Leeds United,2,14,4,28.6,0.14,0.5,18.1,1,0,0,1.2,1.2,0.09,0.8,0.8,15:00:00
ENG-Premier League,2223,Southampton,2022-08-20 Leicester City-Southampton,2022-08-20,Matchweek 3,Sat,Away,W,2,1,Leicester City,2,9,3,33.3,0.22,0.67,15.0,0,0,0,0.9,0.9,0.1,1.1,1.1,15:00:00
ENG-Premier League,2223,Southampton,2022-08-27 Southampton-Manchester Utd,2022-08-27,Matchweek 4,Sat,Home,L,0,1,Manchester Utd,0,17,4,23.5,0.0,0.0,13.8,0,0,0,1.4,1.4,0.09,-1.4,-1.4,12:30:00
ENG-Premier League,2223,Southampton,2022-08-30 Southampton-Chelsea,2022-08-30,Matchweek 5,Tue,Home,W,2,1,Chelsea,2,9,5,55.6,0.22,0.4,17.8,0,0,0,1.1,1.1,0.13,0.9,0.9,19:45:00
ENG-Premier League,2223,Southampton,2022-09-03 Wolves-Southampton,2022-09-03,Matchweek 6,Sat,Away,L,0,1,Wolves,0,12,1,8.3,0.0,0.0,16.4,1,0,0,1.2,1.2,0.1,-1.2,-1.2,15:00:00
ENG-Premier League,2223,Southampton,2022-09-16 Aston Villa-Southampton,2022-09-16,Matchweek 8,Fri,Away,L,0,1,Aston Villa,0,7,1,14.3,0.0,0.0,20.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,20:00:00
ENG-Premier League,2223,Southampton,2022-10-01 Southampton-Everton,2022-10-01,Matchweek 9,Sat,Home,L,1,2,Everton,1,22,6,27.3,0.05,0.17,16.4,1,0,0,1.7,1.7,0.08,-0.7,-0.7,15:00:00
ENG-Premier League,2223,Southampton,2022-10-08 Manchester City-Southampton,2022-10-08,Matchweek 10,Sat,Away,L,0,4,Manchester City,0,5,0,0.0,0.0,,28.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,15:00:00
ENG-Premier League,2223,Southampton,2022-10-16 Southampton-West Ham,2022-10-16,Matchweek 11,Sun,Home,D,1,1,West Ham,1,10,8,80.0,0.1,0.13,19.6,0,0,0,0.5,0.5,0.05,0.5,0.5,14:00:00
ENG-Premier League,2223,Southampton,2022-10-19 Bournemouth-Southampton,2022-10-19,Matchweek 12,Wed,Away,W,1,0,Bournemouth,1,9,3,33.3,0.11,0.33,13.0,0,0,0,1.0,1.0,0.11,0.0,0.0,19:30:00
ENG-Premier League,2223,Southampton,2022-10-23 Southampton-Arsenal,2022-10-23,Matchweek 13,Sun,Home,D,1,1,Arsenal,1,10,3,30.0,0.1,0.33,19.4,0,0,0,0.7,0.7,0.07,0.3,0.3,14:00:00
ENG-Premier League,2223,Southampton,2022-10-29 Crystal Palace-Southampton,2022-10-29,Matchweek 14,Sat,Away,L,0,1,Crystal Palace,0,14,4,28.6,0.0,0.0,18.1,0,0,0,1.3,1.3,0.09,-1.3,-1.3,15:00:00
ENG-Premier League,2223,Southampton,2022-11-06 Southampton-Newcastle Utd,2022-11-06,Matchweek 15,Sun,Home,L,1,4,Newcastle Utd,1,16,5,31.3,0.06,0.2,17.6,1,0,0,1.7,1.7,0.11,-0.7,-0.7,14:00:00
ENG-Premier League,2223,Southampton,2022-11-12 Liverpool-Southampton,2022-11-12,Matchweek 16,Sat,Away,L,1,3,Liverpool,1,9,5,55.6,0.11,0.2,11.9,0,0,0,1.1,1.1,0.12,-0.1,-0.1,15:00:00
ENG-Premier League,2223,Southampton,2022-12-26 Southampton-Brighton,2022-12-26,Matchweek 17,Mon,Home,L,1,3,Brighton,1,13,3,23.1,0.08,0.33,16.1,1,0,1,1.9,1.0,0.08,-0.9,0.0,15:00:00
ENG-Premier League,2223,Southampton,2022-12-31 Fulham-Southampton,2022-12-31,Matchweek 18,Sat,Away,L,1,2,Fulham,1,9,3,33.3,0.11,0.33,24.5,1,0,0,0.8,0.8,0.09,0.2,0.2,15:00:00
ENG-Premier League,2223,Southampton,2023-01-04 Southampton-Nott'ham Forest,2023-01-04,Matchweek 19,Wed,Home,L,0,1,Nott'ham Forest,0,8,0,0.0,0.0,,14.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,19:30:00
ENG-Premier League,2223,Southampton,2023-01-14 Everton-Southampton,2023-01-14,Matchweek 20,Sat,Away,W,2,1,Everton,2,13,5,38.5,0.15,0.4,20.7,2,0,0,1.2,1.2,0.09,0.8,0.8,15:00:00
ENG-Premier League,2223,Southampton,2023-01-21 Southampton-Aston Villa,2023-01-21,Matchweek 21,Sat,Home,L,0,1,Aston Villa,0,8,5,62.5,0.0,0.0,15.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,15:00:00
ENG-Premier League,2223,Southampton,2023-02-04 Brentford-Southampton,2023-02-04,Matchweek 22,Sat,Away,L,0,3,Brentford,0,14,5,35.7,0.0,0.0,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,15:00:00
ENG-Premier League,2223,Southampton,2023-02-11 Southampton-Wolves,2023-02-11,Matchweek 23,Sat,Home,L,1,2,Wolves,1,17,2,11.8,0.06,0.5,17.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1,15:00:00
ENG-Premier League,2223,Southampton,2023-02-18 Chelsea-Southampton,2023-02-18,Matchweek 24,Sat,Away,W,1,0,Chelsea,1,8,4,50.0,0.13,0.25,19.7,1,0,0,0.6,0.6,0.08,0.4,0.4,15:00:00
ENG-Premier League,2223,Southampton,2023-02-25 Leeds United-Southampton,2023-02-25,Matchweek 25,Sat,Away,L,0,1,Leeds United,0,8,2,25.0,0.0,0.0,18.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,15:00:00
ENG-Premier League,2223,Southampton,2023-03-04 Southampton-Leicester City,2023-03-04,Matchweek 26,Sat,Home,W,1,0,Leicester City,1,10,4,40.0,0.1,0.25,23.6,1,0,1,1.4,0.6,0.06,-0.4,0.4,17:30:00
ENG-Premier League,2223,Southampton,2023-03-12 Manchester Utd-Southampton,2023-03-12,Matchweek 27,Sun,Away,D,0,0,Manchester Utd,0,17,4,23.5,0.0,0.0,21.2,2,0,0,1.0,1.0,0.07,-1.0,-1.0,14:00:00
ENG-Premier League,2223,Southampton,2023-03-15 Southampton-Brentford,2023-03-15,Matchweek 7,Wed,Home,L,0,2,Brentford,0,7,0,0.0,0.0,,19.2,1,0,0,0.5,0.5,0.07,-0.5,-0.5,19:30:00
ENG-Premier League,2223,Southampton,2023-03-18 Southampton-Tottenham,2023-03-18,Matchweek 28,Sat,Home,D,3,3,Tottenham,3,18,6,33.3,0.11,0.33,19.6,1,1,1,2.4,1.6,0.1,0.6,0.4,15:00:00
ENG-Premier League,2223,Southampton,2023-04-02 West Ham-Southampton,2023-04-02,Matchweek 29,Sun,Away,L,0,1,West Ham,0,9,3,33.3,0.0,0.0,21.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,14:00:00
ENG-Premier League,2223,Southampton,2023-04-08 Southampton-Manchester City,2023-04-08,Matchweek 30,Sat,Home,L,1,4,Manchester City,1,4,1,25.0,0.25,1.0,17.0,0,0,0,0.4,0.4,0.1,0.6,0.6,17:30:00
ENG-Premier League,2223,Southampton,2023-04-15 Southampton-Crystal Palace,2023-04-15,Matchweek 31,Sat,Home,L,0,2,Crystal Palace,0,11,4,36.4,0.0,0.0,18.0,0,0,0,0.8,0.8,0.07,-0.8,-0.8,15:00:00
ENG-Premier League,2223,Southampton,2023-04-21 Arsenal-Southampton,2023-04-21,Matchweek 32,Fri,Away,D,3,3,Arsenal,3,8,6,75.0,0.38,0.5,12.4,0,0,0,1.3,1.3,0.17,1.7,1.7,20:00:00
ENG-Premier League,2223,Southampton,2023-04-27 Southampton-Bournemouth,2023-04-27,Matchweek 33,Thu,Home,L,0,1,Bournemouth,0,11,2,18.2,0.0,0.0,19.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,19:45:00
ENG-Premier League,2223,Southampton,2023-04-30 Newcastle Utd-Southampton,2023-04-30,Matchweek 34,Sun,Away,L,1,3,Newcastle Utd,1,4,3,75.0,0.25,0.33,17.3,0,0,0,0.8,0.8,0.21,0.2,0.2,14:00:00
ENG-Premier League,2223,Southampton,2023-05-08 Nott'ham Forest-Southampton,2023-05-08,Matchweek 35,Mon,Away,L,3,4,Nott'ham Forest,3,18,4,22.2,0.11,0.5,14.0,0,1,1,3.1,2.4,0.14,-0.1,-0.4,20:00:00
ENG-Premier League,2223,Southampton,2023-05-13 Southampton-Fulham,2023-05-13,Matchweek 36,Sat,Home,L,0,2,Fulham,0,5,1,20.0,0.0,0.0,24.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,15:00:00
ENG-Premier League,2223,Southampton,2023-05-21 Brighton-Southampton,2023-05-21,Matchweek 37,Sun,Away,L,1,3,Brighton,1,5,1,20.0,0.2,1.0,13.8,1,0,0,0.6,0.6,0.12,0.4,0.4,14:00:00
ENG-Premier League,2223,Southampton,2023-05-28 Southampton-Liverpool,2023-05-28,Matchweek 38,Sun,Home,D,4,4,Liverpool,4,15,10,66.7,0.27,0.4,17.5,1,0,0,1.8,1.8,0.12,2.2,2.2,16:30:00
ENG-Premier League,2223,Tottenham,2022-08-06 Tottenham-Southampton,2022-08-06,Matchweek 1,Sat,Home,W,4,1,Southampton,3,18,8,44.4,0.17,0.38,16.5,0,0,0,1.5,1.5,0.09,1.5,1.5,15:00:00
ENG-Premier League,2223,Tottenham,2022-08-14 Chelsea-Tottenham,2022-08-14,Matchweek 2,Sun,Away,D,2,2,Chelsea,2,10,5,50.0,0.2,0.4,13.4,0,0,0,1.0,1.0,0.1,1.0,1.0,16:30:00
ENG-Premier League,2223,Tottenham,2022-08-20 Tottenham-Wolves,2022-08-20,Matchweek 3,Sat,Home,W,1,0,Wolves,1,11,4,36.4,0.09,0.25,11.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7,12:30:00
ENG-Premier League,2223,Tottenham,2022-08-28 Nott'ham Forest-Tottenham,2022-08-28,Matchweek 4,Sun,Away,W,2,0,Nott'ham Forest,2,17,5,29.4,0.12,0.4,19.7,0,0,1,2.4,1.6,0.1,-0.4,0.4,16:30:00
ENG-Premier League,2223,Tottenham,2022-08-31 West Ham-Tottenham,2022-08-31,Matchweek 5,Wed,Away,D,1,1,West Ham,0,12,3,25.0,0.0,0.0,16.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,19:45:00
ENG-Premier League,2223,Tottenham,2022-09-03 Tottenham-Fulham,2022-09-03,Matchweek 6,Sat,Home,W,2,1,Fulham,2,23,10,43.5,0.09,0.2,15.5,1,0,0,2.9,2.9,0.14,-0.9,-0.9,15:00:00
ENG-Premier League,2223,Tottenham,2022-09-17 Tottenham-Leicester City,2022-09-17,Matchweek 8,Sat,Home,W,6,2,Leicester City,6,16,11,68.8,0.38,0.55,16.5,0,0,0,2.2,2.2,0.14,3.8,3.8,17:30:00
