,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,2021,Burnley,2020-12-27 Leeds United-Burnley,2020-12-27,Matchweek 15,Sun,Away,L,0,1,Leeds United,443,384,57,12,0,4,36,22,12,8,3,0,301,2,14,12:00:00
ENG-Premier League,2021,Burnley,2020-12-29 Burnley-Sheffield Utd,2020-12-29,Matchweek 16,Tue,Home,W,1,0,Sheffield Utd,353,312,39,18,0,0,12,11,3,2,0,0,245,2,7,18:00:00
ENG-Premier League,2021,Burnley,2021-01-12 Burnley-Manchester Utd,2021-01-12,Matchweek 1,Tue,Home,L,0,1,Manchester Utd,377,328,46,15,0,3,14,22,3,3,0,0,244,3,9,20:15:00
ENG-Premier League,2021,Burnley,2021-01-16 West Ham-Burnley,2021-01-16,Matchweek 19,Sat,Away,L,0,1,West Ham,507,459,47,16,0,8,28,19,4,4,0,0,360,1,4,15:00:00
ENG-Premier League,2021,Burnley,2021-01-21 Liverpool-Burnley,2021-01-21,Matchweek 18,Thu,Away,W,1,0,Liverpool,300,261,33,11,2,2,10,6,0,0,0,0,192,6,4,20:00:00
ENG-Premier League,2021,Burnley,2021-01-27 Burnley-Aston Villa,2021-01-27,Matchweek 20,Wed,Home,W,3,2,Aston Villa,340,289,48,9,0,3,18,27,2,1,0,0,197,3,6,18:00:00
ENG-Premier League,2021,Burnley,2021-01-31 Chelsea-Burnley,2021-01-31,Matchweek 21,Sun,Away,L,0,2,Chelsea,324,270,52,9,0,2,11,21,2,2,0,0,209,2,12,12:00:00
ENG-Premier League,2021,Burnley,2021-02-03 Burnley-Manchester City,2021-02-03,Matchweek 22,Wed,Home,L,0,2,Manchester City,299,269,27,7,0,3,10,12,1,1,0,0,214,3,5,18:00:00
ENG-Premier League,2021,Burnley,2021-02-06 Burnley-Brighton,2021-02-06,Matchweek 23,Sat,Home,D,1,1,Brighton,500,455,42,9,1,2,29,17,8,6,0,0,383,3,10,15:00:00
ENG-Premier League,2021,Burnley,2021-02-13 Crystal Palace-Burnley,2021-02-13,Matchweek 24,Sat,Away,W,3,0,Crystal Palace,418,376,41,18,0,3,14,11,4,4,0,0,302,1,6,15:00:00
ENG-Premier League,2021,Burnley,2021-02-17 Burnley-Fulham,2021-02-17,Matchweek 17,Wed,Home,D,1,1,Fulham,455,397,52,12,0,2,21,28,5,5,0,0,303,6,9,18:00:00
ENG-Premier League,2021,Burnley,2021-02-20 Burnley-West Brom,2021-02-20,Matchweek 25,Sat,Home,D,0,0,West Brom,493,433,56,12,0,3,22,27,5,5,0,0,364,4,10,15:00:00
ENG-Premier League,2021,Burnley,2021-02-28 Tottenham-Burnley,2021-02-28,Matchweek 26,Sun,Away,L,0,4,Tottenham,478,440,38,6,1,2,21,14,4,4,0,0,362,0,8,14:00:00
ENG-Premier League,2021,Burnley,2021-03-03 Burnley-Leicester City,2021-03-03,Matchweek 29,Wed,Home,D,1,1,Leicester City,405,356,46,13,1,7,23,20,5,5,0,0,280,3,8,18:00:00
ENG-Premier League,2021,Burnley,2021-03-06 Burnley-Arsenal,2021-03-06,Matchweek 27,Sat,Home,D,1,1,Arsenal,459,414,43,14,0,6,16,21,2,1,0,0,322,2,8,12:30:00
ENG-Premier League,2021,Burnley,2021-03-13 Everton-Burnley,2021-03-13,Matchweek 28,Sat,Away,W,2,1,Everton,333,283,49,10,0,2,13,24,4,4,0,0,222,1,3,17:30:00
ENG-Premier League,2021,Burnley,2021-04-04 Southampton-Burnley,2021-04-04,Matchweek 30,Sun,Away,L,2,3,Southampton,409,364,44,9,0,4,33,18,7,7,0,0,267,1,7,12:00:00
ENG-Premier League,2021,Burnley,2021-04-11 Burnley-Newcastle Utd,2021-04-11,Matchweek 31,Sun,Home,L,1,2,Newcastle Utd,511,454,57,13,0,4,45,21,13,13,0,0,371,0,7,12:00:00
ENG-Premier League,2021,Burnley,2021-04-18 Manchester Utd-Burnley,2021-04-18,Matchweek 32,Sun,Away,L,1,3,Manchester Utd,296,256,36,11,0,4,13,11,3,2,1,0,210,4,4,16:00:00
ENG-Premier League,2021,Burnley,2021-04-25 Wolves-Burnley,2021-04-25,Matchweek 33,Sun,Away,W,4,0,Wolves,375,327,46,10,1,2,21,23,5,5,0,0,262,2,8,12:00:00
ENG-Premier League,2021,Burnley,2021-05-03 Burnley-West Ham,2021-05-03,Matchweek 34,Mon,Home,L,1,2,West Ham,480,431,47,9,0,1,29,18,5,5,0,0,329,2,8,20:15:00
ENG-Premier League,2021,Burnley,2021-05-10 Fulham-Burnley,2021-05-10,Matchweek 35,Mon,Away,W,2,0,Fulham,284,232,51,15,0,1,9,19,4,4,0,0,143,1,4,20:00:00
ENG-Premier League,2021,Burnley,2021-05-15 Burnley-Leeds United,2021-05-15,Matchweek 36,Sat,Home,L,0,4,Leeds United,458,408,48,15,0,0,19,16,6,6,0,0,336,2,5,12:30:00
ENG-Premier League,2021,Burnley,2021-05-19 Burnley-Liverpool,2021-05-19,Matchweek 37,Wed,Home,L,0,3,Liverpool,441,399,41,7,0,4,36,15,6,6,0,0,318,1,4,20:15:00
ENG-Premier League,2021,Burnley,2021-05-23 Sheffield Utd-Burnley,2021-05-23,Matchweek 38,Sun,Away,L,0,1,Sheffield Utd,533,476,56,13,0,4,26,23,9,7,0,1,374,1,8,16:00:00
ENG-Premier League,2021,Chelsea,2020-09-14 Brighton-Chelsea,2020-09-14,Matchweek 1,Mon,Away,W,3,1,Brighton,506,461,42,7,1,10,13,21,3,1,2,0,415,3,7,20:15:00
ENG-Premier League,2021,Chelsea,2020-09-20 Chelsea-Liverpool,2020-09-20,Matchweek 2,Sun,Home,L,0,2,Liverpool,512,481,30,6,1,5,4,10,1,0,0,0,432,1,9,16:30:00
ENG-Premier League,2021,Chelsea,2020-09-26 West Brom-Chelsea,2020-09-26,Matchweek 3,Sat,Away,D,3,3,West Brom,854,809,45,8,0,2,37,18,9,4,5,0,738,0,13,17:30:00
ENG-Premier League,2021,Chelsea,2020-10-03 Chelsea-Crystal Palace,2020-10-03,Matchweek 4,Sat,Home,W,4,0,Crystal Palace,751,707,43,11,2,6,23,18,8,5,2,0,662,1,10,12:30:00
ENG-Premier League,2021,Chelsea,2020-10-17 Chelsea-Southampton,2020-10-17,Matchweek 5,Sat,Home,D,3,3,Southampton,618,565,50,10,1,2,13,22,6,3,3,0,501,3,11,15:00:00
ENG-Premier League,2021,Chelsea,2020-10-24 Manchester Utd-Chelsea,2020-10-24,Matchweek 6,Sat,Away,D,0,0,Manchester Utd,620,582,38,10,0,3,19,17,6,2,3,0,503,0,17,17:30:00
ENG-Premier League,2021,Chelsea,2020-10-31 Burnley-Chelsea,2020-10-31,Matchweek 7,Sat,Away,W,3,0,Burnley,734,687,43,10,0,12,16,19,4,0,2,0,632,4,6,15:00:00
ENG-Premier League,2021,Chelsea,2020-11-07 Chelsea-Sheffield Utd,2020-11-07,Matchweek 8,Sat,Home,W,4,1,Sheffield Utd,805,759,45,14,1,7,16,20,6,0,4,0,700,1,6,17:30:00
ENG-Premier League,2021,Chelsea,2020-11-21 Newcastle Utd-Chelsea,2020-11-21,Matchweek 9,Sat,Away,W,2,0,Newcastle Utd,778,741,35,13,1,2,15,13,4,0,2,0,690,2,4,12:30:00
ENG-Premier League,2021,Chelsea,2020-11-29 Chelsea-Tottenham,2020-11-29,Matchweek 10,Sun,Home,D,0,0,Tottenham,701,670,28,10,0,4,26,11,3,1,2,0,608,3,7,16:30:00
ENG-Premier League,2021,Chelsea,2020-12-05 Chelsea-Leeds United,2020-12-05,Matchweek 11,Sat,Home,W,3,1,Leeds United,451,396,54,13,0,2,15,25,8,3,5,0,350,1,11,20:00:00
ENG-Premier League,2021,Chelsea,2020-12-12 Everton-Chelsea,2020-12-12,Matchweek 12,Sat,Away,L,0,1,Everton,707,644,62,12,0,3,32,35,6,2,2,0,577,1,12,20:00:00
ENG-Premier League,2021,Chelsea,2020-12-15 Wolves-Chelsea,2020-12-15,Matchweek 13,Tue,Away,L,1,2,Wolves,551,506,45,12,0,9,34,17,6,2,4,0,454,0,8,18:00:00
ENG-Premier League,2021,Chelsea,2020-12-21 Chelsea-West Ham,2020-12-21,Matchweek 14,Mon,Home,W,3,0,West Ham,571,525,46,10,0,3,19,22,5,0,4,0,464,0,10,20:00:00
ENG-Premier League,2021,Chelsea,2020-12-26 Arsenal-Chelsea,2020-12-26,Matchweek 15,Sat,Away,L,1,3,Arsenal,556,512,44,12,0,5,34,12,9,1,5,1,452,0,8,17:30:00
ENG-Premier League,2021,Chelsea,2020-12-28 Chelsea-Aston Villa,2020-12-28,Matchweek 16,Mon,Home,D,1,1,Aston Villa,608,558,49,4,0,8,27,26,11,7,2,0,486,1,15,17:30:00
ENG-Premier League,2021,Chelsea,2021-01-03 Chelsea-Manchester City,2021-01-03,Matchweek 17,Sun,Home,L,1,3,Manchester City,697,652,43,10,1,8,19,16,5,3,2,0,615,2,9,16:30:00
ENG-Premier League,2021,Chelsea,2021-01-16 Fulham-Chelsea,2021-01-16,Matchweek 19,Sat,Away,W,1,0,Fulham,816,760,53,12,0,1,30,22,12,0,9,0,698,3,7,17:30:00
ENG-Premier League,2021,Chelsea,2021-01-19 Leicester City-Chelsea,2021-01-19,Matchweek 18,Tue,Away,L,0,2,Leicester City,682,639,40,6,0,11,15,23,3,2,1,0,592,3,11,20:15:00
ENG-Premier League,2021,Chelsea,2021-01-27 Chelsea-Wolves,2021-01-27,Matchweek 20,Wed,Home,D,0,0,Wolves,955,909,44,7,0,3,36,17,12,2,9,0,857,2,12,18:00:00
ENG-Premier League,2021,Chelsea,2021-01-31 Chelsea-Burnley,2021-01-31,Matchweek 21,Sun,Home,W,2,0,Burnley,766,722,42,11,0,3,14,22,4,0,4,0,655,2,6,12:00:00
ENG-Premier League,2021,Chelsea,2021-02-04 Tottenham-Chelsea,2021-02-04,Matchweek 22,Thu,Away,W,1,0,Tottenham,667,622,42,18,0,4,19,11,7,1,2,1,578,3,5,20:00:00
ENG-Premier League,2021,Chelsea,2021-02-07 Sheffield Utd-Chelsea,2021-02-07,Matchweek 23,Sun,Away,W,2,1,Sheffield Utd,796,750,44,8,2,3,14,20,8,1,6,0,681,2,13,19:15:00
ENG-Premier League,2021,Chelsea,2021-02-15 Chelsea-Newcastle Utd,2021-02-15,Matchweek 24,Mon,Home,W,2,0,Newcastle Utd,605,557,48,15,2,2,23,15,10,3,5,0,519,0,12,20:00:00
ENG-Premier League,2021,Chelsea,2021-02-20 Southampton-Chelsea,2021-02-20,Matchweek 25,Sat,Away,D,1,1,Southampton,774,725,45,8,0,4,15,24,6,0,3,0,650,4,14,12:30:00
ENG-Premier League,2021,Chelsea,2021-02-28 Chelsea-Manchester Utd,2021-02-28,Matchweek 26,Sun,Home,D,0,0,Manchester Utd,645,602,42,15,0,4,16,18,3,0,1,0,561,1,9,16:30:00
ENG-Premier League,2021,Chelsea,2021-03-04 Liverpool-Chelsea,2021-03-04,Matchweek 29,Thu,Away,W,1,0,Liverpool,593,553,36,9,2,1,12,16,2,2,0,0,496,4,9,20:15:00
ENG-Premier League,2021,Chelsea,2021-03-08 Chelsea-Everton,2021-03-08,Matchweek 27,Mon,Home,W,2,0,Everton,751,706,44,10,4,1,11,20,7,0,5,0,664,1,10,18:00:00
ENG-Premier League,2021,Chelsea,2021-03-13 Leeds United-Chelsea,2021-03-13,Matchweek 28,Sat,Away,D,0,0,Leeds United,630,576,51,21,1,2,15,20,5,2,3,0,520,3,11,12:30:00
ENG-Premier League,2021,Chelsea,2021-04-03 Chelsea-West Brom,2021-04-03,Matchweek 30,Sat,Home,L,2,5,West Brom,627,575,51,8,2,2,18,22,10,5,5,0,525,1,7,12:30:00
ENG-Premier League,2021,Chelsea,2021-04-10 Crystal Palace-Chelsea,2021-04-10,Matchweek 31,Sat,Away,W,4,1,Crystal Palace,827,786,39,8,1,6,25,17,8,3,5,0,725,2,6,17:30:00
ENG-Premier League,2021,Chelsea,2021-04-20 Chelsea-Brighton,2021-04-20,Matchweek 32,Tue,Home,D,0,0,Brighton,785,746,36,9,2,2,11,19,0,0,0,0,687,3,10,20:15:00
ENG-Premier League,2021,Chelsea,2021-04-24 West Ham-Chelsea,2021-04-24,Matchweek 33,Sat,Away,W,1,0,West Ham,603,560,40,11,0,1,9,21,2,1,0,0,497,3,9,17:30:00
ENG-Premier League,2021,Chelsea,2021-05-01 Chelsea-Fulham,2021-05-01,Matchweek 34,Sat,Home,W,2,0,Fulham,542,501,34,8,3,6,3,16,1,0,1,0,454,7,11,17:30:00
ENG-Premier League,2021,Chelsea,2021-05-08 Manchester City-Chelsea,2021-05-08,Matchweek 35,Sat,Away,W,2,1,Manchester City,619,574,40,12,0,2,12,15,2,2,0,0,545,5,10,17:30:00
ENG-Premier League,2021,Chelsea,2021-05-12 Chelsea-Arsenal,2021-05-12,Matchweek 36,Wed,Home,L,0,1,Arsenal,828,781,43,8,1,2,32,20,9,5,4,0,722,4,9,20:15:00
ENG-Premier League,2021,Chelsea,2021-05-18 Chelsea-Leicester City,2021-05-18,Matchweek 37,Tue,Home,W,2,1,Leicester City,597,541,55,15,1,1,17,25,6,5,1,0,498,1,6,20:15:00
ENG-Premier League,2021,Chelsea,2021-05-23 Aston Villa-Chelsea,2021-05-23,Matchweek 38,Sun,Away,L,1,2,Aston Villa,671,615,54,11,0,2,40,27,9,9,0,0,566,2,12,16:00:00
ENG-Premier League,2021,Crystal Palace,2020-09-12 Crystal Palace-Southampton,2020-09-12,Matchweek 1,Sat,Home,W,1,0,Southampton,289,228,57,10,1,0,16,33,7,1,0,4,150,4,10,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-09-19 Manchester Utd-Crystal Palace,2020-09-19,Matchweek 2,Sat,Away,W,3,1,Manchester Utd,250,209,39,13,0,2,9,14,3,3,0,0,146,2,10,17:30:00
ENG-Premier League,2021,Crystal Palace,2020-09-26 Crystal Palace-Everton,2020-09-26,Matchweek 3,Sat,Home,L,1,2,Everton,412,367,44,15,0,4,26,14,7,6,0,1,300,1,12,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-10-03 Chelsea-Crystal Palace,2020-10-03,Matchweek 4,Sat,Away,L,0,4,Chelsea,327,265,62,18,0,1,18,26,5,4,0,0,233,0,6,12:30:00
ENG-Premier League,2021,Crystal Palace,2020-10-18 Crystal Palace-Brighton,2020-10-18,Matchweek 5,Sun,Home,D,1,1,Brighton,309,260,48,14,0,0,12,13,2,0,0,1,206,1,10,14:00:00
ENG-Premier League,2021,Crystal Palace,2020-10-24 Fulham-Crystal Palace,2020-10-24,Matchweek 6,Sat,Away,W,2,1,Fulham,401,346,53,11,2,4,7,22,4,2,0,0,320,2,7,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-10-30 Wolves-Crystal Palace,2020-10-30,Matchweek 7,Fri,Away,L,0,2,Wolves,590,546,42,11,0,3,18,12,6,6,0,0,521,2,8,20:00:00
ENG-Premier League,2021,Crystal Palace,2020-11-07 Crystal Palace-Leeds United,2020-11-07,Matchweek 8,Sat,Home,W,4,1,Leeds United,361,313,47,16,0,0,10,17,3,3,0,0,256,1,10,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-11-23 Burnley-Crystal Palace,2020-11-23,Matchweek 9,Mon,Away,L,0,1,Burnley,524,465,57,15,0,0,24,28,7,2,0,3,395,2,7,17:30:00
ENG-Premier League,2021,Crystal Palace,2020-11-27 Crystal Palace-Newcastle Utd,2020-11-27,Matchweek 10,Fri,Home,L,0,2,Newcastle Utd,555,511,44,9,0,2,26,21,7,1,5,0,445,0,5,20:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-06 West Brom-Crystal Palace,2020-12-06,Matchweek 11,Sun,Away,W,5,1,West Brom,524,486,35,12,1,1,12,11,6,4,2,0,453,3,9,12:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-13 Crystal Palace-Tottenham,2020-12-13,Matchweek 12,Sun,Home,D,1,1,Tottenham,390,340,46,9,0,2,14,23,4,0,0,4,304,4,9,14:15:00
ENG-Premier League,2021,Crystal Palace,2020-12-16 West Ham-Crystal Palace,2020-12-16,Matchweek 13,Wed,Away,D,1,1,West Ham,459,414,45,8,0,0,14,20,3,2,1,0,351,0,9,20:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-19 Crystal Palace-Liverpool,2020-12-19,Matchweek 14,Sat,Home,L,0,7,Liverpool,436,388,41,10,0,1,12,14,5,1,2,0,323,7,10,12:30:00
ENG-Premier League,2021,Crystal Palace,2020-12-26 Aston Villa-Crystal Palace,2020-12-26,Matchweek 15,Sat,Away,L,0,3,Aston Villa,528,478,48,17,0,2,27,17,4,1,3,0,413,2,7,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-28 Crystal Palace-Leicester City,2020-12-28,Matchweek 16,Mon,Home,D,1,1,Leicester City,348,286,59,9,0,1,13,31,2,2,0,0,210,3,5,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-02 Crystal Palace-Sheffield Utd,2021-01-02,Matchweek 17,Sat,Home,W,2,0,Sheffield Utd,462,395,67,21,0,1,11,35,3,3,0,0,332,0,14,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-14 Arsenal-Crystal Palace,2021-01-14,Matchweek 18,Thu,Away,D,0,0,Arsenal,364,329,34,11,0,1,9,12,3,2,0,1,275,1,9,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-17 Manchester City-Crystal Palace,2021-01-17,Matchweek 19,Sun,Away,L,0,4,Manchester City,321,280,41,9,0,1,5,21,1,0,0,1,233,0,12,19:15:00
ENG-Premier League,2021,Crystal Palace,2021-01-26 Crystal Palace-West Ham,2021-01-26,Matchweek 20,Tue,Home,L,2,3,West Ham,581,538,43,10,0,0,18,22,3,3,0,0,452,0,13,18:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-30 Crystal Palace-Wolves,2021-01-30,Matchweek 21,Sat,Home,W,1,0,Wolves,547,513,33,8,0,1,5,18,1,0,1,0,471,1,8,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-02 Newcastle Utd-Crystal Palace,2021-02-02,Matchweek 22,Tue,Away,W,2,1,Newcastle Utd,422,381,39,15,0,0,8,11,1,1,0,0,320,2,5,20:15:00
ENG-Premier League,2021,Crystal Palace,2021-02-08 Leeds United-Crystal Palace,2021-02-08,Matchweek 23,Mon,Away,L,0,2,Leeds United,367,320,46,8,0,1,10,20,3,1,2,0,279,1,10,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-13 Crystal Palace-Burnley,2021-02-13,Matchweek 24,Sat,Home,L,0,3,Burnley,491,431,57,15,0,1,31,25,7,1,4,1,358,3,8,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-22 Brighton-Crystal Palace,2021-02-22,Matchweek 25,Mon,Away,W,2,1,Brighton,276,227,48,13,0,0,5,18,0,0,0,0,182,1,9,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-28 Crystal Palace-Fulham,2021-02-28,Matchweek 26,Sun,Home,D,0,0,Fulham,404,352,51,14,1,4,11,21,1,0,0,1,308,1,5,12:00:00
ENG-Premier League,2021,Crystal Palace,2021-03-03 Crystal Palace-Manchester Utd,2021-03-03,Matchweek 29,Wed,Home,D,0,0,Manchester Utd,391,344,46,13,1,1,13,20,4,3,0,0,300,1,10,20:15:00
ENG-Premier League,2021,Crystal Palace,2021-03-07 Tottenham-Crystal Palace,2021-03-07,Matchweek 27,Sun,Away,L,1,4,Tottenham,422,370,48,9,0,1,17,23,5,2,1,1,307,4,11,19:15:00
ENG-Premier League,2021,Crystal Palace,2021-03-13 Crystal Palace-West Brom,2021-03-13,Matchweek 28,Sat,Home,W,1,0,West Brom,372,310,61,15,0,2,7,32,3,1,0,2,251,1,10,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-04-05 Everton-Crystal Palace,2021-04-05,Matchweek 30,Mon,Away,D,1,1,Everton,548,505,42,12,0,1,14,15,4,1,1,0,447,1,14,18:00:00
ENG-Premier League,2021,Crystal Palace,2021-04-10 Crystal Palace-Chelsea,2021-04-10,Matchweek 31,Sat,Home,L,1,4,Chelsea,469,420,48,14,0,3,10,20,0,0,0,0,360,1,19,17:30:00
ENG-Premier League,2021,Crystal Palace,2021-04-26 Leicester City-Crystal Palace,2021-04-26,Matchweek 33,Mon,Away,L,1,2,Leicester City,335,278,54,15,2,2,6,25,2,1,0,0,217,3,10,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-01 Crystal Palace-Manchester City,2021-05-01,Matchweek 34,Sat,Home,L,0,2,Manchester City,342,283,56,11,0,0,10,30,2,1,0,1,241,3,8,12:30:00
ENG-Premier League,2021,Crystal Palace,2021-05-08 Sheffield Utd-Crystal Palace,2021-05-08,Matchweek 35,Sat,Away,W,2,0,Sheffield Utd,464,408,55,12,0,1,15,21,11,2,3,2,361,1,8,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-11 Southampton-Crystal Palace,2021-05-11,Matchweek 32,Tue,Away,L,1,3,Southampton,346,291,53,19,0,1,15,15,8,0,3,1,257,2,12,20:15:00
ENG-Premier League,2021,Crystal Palace,2021-05-16 Crystal Palace-Aston Villa,2021-05-16,Matchweek 36,Sun,Home,W,3,2,Aston Villa,369,322,45,12,0,0,25,15,7,5,0,0,259,2,6,12:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-19 Crystal Palace-Arsenal,2021-05-19,Matchweek 37,Wed,Home,L,1,3,Arsenal,312,265,44,9,0,0,28,20,6,2,1,3,208,3,7,19:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-23 Liverpool-Crystal Palace,2021-05-23,Matchweek 38,Sun,Away,L,0,2,Liverpool,289,243,45,11,0,2,2,17,1,0,0,0,183,1,9,16:00:00
ENG-Premier League,2021,Everton,2020-09-13 Tottenham-Everton,2020-09-13,Matchweek 1,Sun,Away,W,1,0,Tottenham,564,523,40,15,1,7,12,17,3,1,2,0,470,1,9,16:30:00
ENG-Premier League,2021,Everton,2020-09-19 Everton-West Brom,2020-09-19,Matchweek 2,Sat,Home,W,5,2,West Brom,854,806,47,11,3,5,32,17,11,4,5,1,751,1,10,12:30:00
ENG-Premier League,2021,Everton,2020-09-26 Crystal Palace-Everton,2020-09-26,Matchweek 3,Sat,Away,W,2,1,Crystal Palace,567,512,55,15,0,6,14,25,6,1,3,0,460,0,14,15:00:00
ENG-Premier League,2021,Everton,2020-10-03 Everton-Brighton,2020-10-03,Matchweek 4,Sat,Home,W,4,2,Brighton,503,460,43,16,0,2,12,13,3,2,0,0,423,0,8,15:00:00
ENG-Premier League,2021,Everton,2020-10-17 Everton-Liverpool,2020-10-17,Matchweek 5,Sat,Home,D,2,2,Liverpool,410,365,43,12,1,3,12,12,2,1,1,0,302,2,9,12:30:00
ENG-Premier League,2021,Everton,2020-10-25 Southampton-Everton,2020-10-25,Matchweek 6,Sun,Away,L,0,2,Southampton,550,507,42,11,0,3,21,17,5,3,0,0,454,1,8,14:00:00
ENG-Premier League,2021,Everton,2020-11-01 Newcastle Utd-Everton,2020-11-01,Matchweek 7,Sun,Away,L,1,2,Newcastle Utd,660,617,43,10,1,2,27,23,4,2,0,2,577,0,10,14:00:00
ENG-Premier League,2021,Everton,2020-11-07 Everton-Manchester Utd,2020-11-07,Matchweek 8,Sat,Home,L,1,3,Manchester Utd,584,527,54,20,0,4,29,19,5,3,1,0,475,3,14,12:30:00
ENG-Premier League,2021,Everton,2020-11-22 Fulham-Everton,2020-11-22,Matchweek 9,Sun,Away,W,3,2,Fulham,563,516,44,16,0,2,21,16,5,3,2,0,426,3,14,12:00:00
ENG-Premier League,2021,Everton,2020-11-28 Everton-Leeds United,2020-11-28,Matchweek 10,Sat,Home,L,0,1,Leeds United,424,378,44,20,1,2,13,11,4,3,1,0,327,2,4,17:30:00
ENG-Premier League,2021,Everton,2020-12-05 Burnley-Everton,2020-12-05,Matchweek 11,Sat,Away,D,1,1,Burnley,629,591,35,6,1,6,18,20,4,1,2,0,506,3,11,12:30:00
ENG-Premier League,2021,Everton,2020-12-12 Everton-Chelsea,2020-12-12,Matchweek 12,Sat,Home,W,1,0,Chelsea,289,238,47,10,0,0,17,24,6,3,2,0,183,4,8,20:00:00
ENG-Premier League,2021,Everton,2020-12-16 Leicester City-Everton,2020-12-16,Matchweek 13,Wed,Away,W,2,0,Leicester City,383,336,45,13,0,4,16,19,6,2,4,0,285,2,5,18:00:00
ENG-Premier League,2021,Everton,2020-12-19 Everton-Arsenal,2020-12-19,Matchweek 14,Sat,Home,W,2,1,Arsenal,439,394,44,8,0,5,18,17,4,2,1,0,347,1,11,17:30:00
ENG-Premier League,2021,Everton,2020-12-26 Sheffield Utd-Everton,2020-12-26,Matchweek 15,Sat,Away,W,1,0,Sheffield Utd,587,541,44,11,0,4,13,24,3,1,1,0,456,2,14,20:00:00
ENG-Premier League,2021,Everton,2021-01-01 Everton-West Ham,2021-01-01,Matchweek 17,Fri,Home,L,0,1,West Ham,639,599,38,7,1,1,23,18,5,3,2,0,521,2,11,17:30:00
ENG-Premier League,2021,Everton,2021-01-12 Wolves-Everton,2021-01-12,Matchweek 18,Tue,Away,W,2,1,Wolves,545,504,40,5,1,5,20,18,5,3,0,0,467,1,8,20:15:00
ENG-Premier League,2021,Everton,2021-01-27 Everton-Leicester City,2021-01-27,Matchweek 20,Wed,Home,D,1,1,Leicester City,341,295,44,11,0,2,22,17,5,3,1,0,244,2,11,20:15:00
ENG-Premier League,2021,Everton,2021-01-30 Everton-Newcastle Utd,2021-01-30,Matchweek 21,Sat,Home,L,0,2,Newcastle Utd,538,496,38,6,1,4,25,14,7,4,2,0,436,4,4,12:30:00
ENG-Premier League,2021,Everton,2021-02-03 Leeds United-Everton,2021-02-03,Matchweek 22,Wed,Away,W,2,1,Leeds United,366,318,47,12,1,0,12,21,1,1,0,0,266,1,13,19:30:00
ENG-Premier League,2021,Everton,2021-02-06 Manchester Utd-Everton,2021-02-06,Matchweek 23,Sat,Away,D,3,3,Manchester Utd,439,389,46,14,0,3,15,20,1,0,1,0,344,4,14,20:00:00
ENG-Premier League,2021,Everton,2021-02-14 Everton-Fulham,2021-02-14,Matchweek 24,Sun,Home,L,0,2,Fulham,580,525,52,17,0,5,21,21,5,1,3,0,469,3,11,19:00:00
ENG-Premier League,2021,Everton,2021-02-17 Everton-Manchester City,2021-02-17,Matchweek 16,Wed,Home,L,1,3,Manchester City,336,307,29,8,0,3,12,6,0,0,0,0,242,0,6,20:15:00
ENG-Premier League,2021,Everton,2021-02-20 Liverpool-Everton,2021-02-20,Matchweek 25,Sat,Away,W,2,0,Liverpool,307,266,39,10,1,4,8,15,2,1,1,0,200,2,9,17:30:00
ENG-Premier League,2021,Everton,2021-03-01 Everton-Southampton,2021-03-01,Matchweek 26,Mon,Home,W,1,0,Southampton,452,407,41,6,3,2,13,22,4,4,0,0,328,4,6,20:00:00
ENG-Premier League,2021,Everton,2021-03-04 West Brom-Everton,2021-03-04,Matchweek 29,Thu,Away,W,1,0,West Brom,537,501,34,12,2,1,15,14,3,2,1,0,421,2,12,18:00:00
ENG-Premier League,2021,Everton,2021-03-08 Chelsea-Everton,2021-03-08,Matchweek 27,Mon,Away,L,0,2,Chelsea,400,362,38,11,1,3,11,15,3,2,1,0,316,0,5,18:00:00
ENG-Premier League,2021,Everton,2021-03-13 Everton-Burnley,2021-03-13,Matchweek 28,Sat,Home,L,1,2,Burnley,614,562,50,7,1,7,32,26,7,5,2,0,483,2,11,17:30:00
