,,,,date,round,day,venue,result,GF,GA,opponent,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,time
ENG-Premier League,1920,Tottenham,2019-10-05 Brighton-Tottenham,2019-10-05,Matchweek 8,Sat,Away,L,0,3,Brighton,23,11,14,8,1,10,20,50.0,10,19,6,13,11,34,15,1,12:30:00
ENG-Premier League,1920,Tottenham,2019-10-19 Tottenham-Watford,2019-10-19,Matchweek 9,Sat,Home,D,1,1,Watford,11,8,4,6,1,2,16,12.5,14,9,3,6,11,22,6,1,15:00:00
ENG-Premier League,1920,Tottenham,2019-10-27 Liverpool-Tottenham,2019-10-27,Matchweek 10,Sun,Away,L,1,2,Liverpool,16,9,8,8,0,11,17,64.7,6,17,5,12,10,26,38,2,16:30:00
ENG-Premier League,1920,Tottenham,2019-11-03 Everton-Tottenham,2019-11-03,Matchweek 11,Sun,Away,D,1,1,Everton,15,13,10,4,1,3,19,15.8,16,14,1,13,11,26,30,0,16:30:00
ENG-Premier League,1920,Tottenham,2019-11-09 Tottenham-Sheffield Utd,2019-11-09,Matchweek 12,Sat,Home,D,1,1,Sheffield Utd,19,13,9,7,3,9,21,42.9,12,11,3,8,5,24,19,1,15:00:00
ENG-Premier League,1920,Tottenham,2019-11-23 West Ham-Tottenham,2019-11-23,Matchweek 13,Sat,Away,W,3,2,West Ham,19,8,5,12,2,7,19,36.8,12,9,3,6,9,28,20,0,12:30:00
ENG-Premier League,1920,Tottenham,2019-11-30 Tottenham-Bournemouth,2019-11-30,Matchweek 14,Sat,Home,W,3,2,Bournemouth,19,13,5,13,1,8,22,36.4,14,15,5,10,15,34,30,0,15:00:00
ENG-Premier League,1920,Tottenham,2019-12-04 Manchester Utd-Tottenham,2019-12-04,Matchweek 15,Wed,Away,L,1,2,Manchester Utd,18,15,11,6,1,11,24,45.8,13,9,2,7,14,32,20,1,19:30:00
ENG-Premier League,1920,Tottenham,2019-12-07 Tottenham-Burnley,2019-12-07,Matchweek 16,Sat,Home,W,5,0,Burnley,19,13,10,7,2,13,24,54.2,11,7,1,6,15,34,22,0,15:00:00
ENG-Premier League,1920,Tottenham,2019-12-15 Wolves-Tottenham,2019-12-15,Matchweek 17,Sun,Away,W,2,1,Wolves,18,10,5,13,0,5,25,20.0,20,16,10,6,11,29,42,1,14:00:00
ENG-Premier League,1920,Tottenham,2019-12-22 Tottenham-Chelsea,2019-12-22,Matchweek 18,Sun,Home,L,0,2,Chelsea,19,13,13,5,1,9,23,39.1,14,7,3,4,12,31,24,0,16:30:00
ENG-Premier League,1920,Tottenham,2019-12-26 Tottenham-Brighton,2019-12-26,Matchweek 19,Thu,Home,W,2,1,Brighton,19,15,8,7,4,6,23,26.1,17,11,1,10,12,31,20,0,12:30:00
ENG-Premier League,1920,Tottenham,2019-12-28 Norwich City-Tottenham,2019-12-28,Matchweek 20,Sat,Away,D,2,2,Norwich City,22,12,12,7,3,13,21,61.9,8,9,0,9,9,31,13,1,17:30:00
ENG-Premier League,1920,Tottenham,2020-01-01 Southampton-Tottenham,2020-01-01,Matchweek 21,Wed,Away,L,0,1,Southampton,23,15,10,11,2,8,16,50.0,8,11,5,6,8,31,25,0,15:00:00
ENG-Premier League,1920,Tottenham,2020-01-11 Tottenham-Liverpool,2020-01-11,Matchweek 22,Sat,Home,L,0,1,Liverpool,13,10,3,8,2,4,24,16.7,20,12,2,10,13,26,39,2,17:30:00
ENG-Premier League,1920,Tottenham,2020-01-18 Watford-Tottenham,2020-01-18,Matchweek 23,Sat,Away,D,0,0,Watford,17,9,10,5,2,10,21,47.6,11,14,4,10,8,25,41,2,12:30:00
ENG-Premier League,1920,Tottenham,2020-01-22 Tottenham-Norwich City,2020-01-22,Matchweek 24,Wed,Home,W,2,1,Norwich City,11,6,3,6,2,3,16,18.8,13,14,4,10,12,23,15,0,19:30:00
ENG-Premier League,1920,Tottenham,2020-02-02 Tottenham-Manchester City,2020-02-02,Matchweek 25,Sun,Home,W,2,0,Manchester City,21,13,15,6,0,12,22,54.5,10,15,8,7,12,33,32,1,16:30:00
ENG-Premier League,1920,Tottenham,2020-02-16 Aston Villa-Tottenham,2020-02-16,Matchweek 26,Sun,Away,W,3,2,Aston Villa,24,11,11,12,1,11,27,40.7,16,19,6,13,11,35,30,0,14:00:00
ENG-Premier League,1920,Tottenham,2020-02-22 Chelsea-Tottenham,2020-02-22,Matchweek 27,Sat,Away,L,1,2,Chelsea,24,15,6,16,2,5,17,29.4,12,7,2,5,8,32,17,0,12:30:00
ENG-Premier League,1920,Tottenham,2020-03-01 Tottenham-Wolves,2020-03-01,Matchweek 28,Sun,Home,L,2,3,Wolves,22,12,12,10,0,12,26,46.2,14,9,2,7,6,28,20,1,14:00:00
ENG-Premier League,1920,Tottenham,2020-03-07 Burnley-Tottenham,2020-03-07,Matchweek 29,Sat,Away,D,1,1,Burnley,14,8,9,3,2,5,17,29.4,12,12,10,2,8,22,36,1,17:30:00
ENG-Premier League,1920,Tottenham,2020-06-19 Tottenham-Manchester Utd,2020-06-19,Matchweek 30,Fri,Home,D,1,1,Manchester Utd,14,9,8,5,1,5,19,26.3,14,8,2,6,12,26,31,1,20:15:00
ENG-Premier League,1920,Tottenham,2020-06-23 Tottenham-West Ham,2020-06-23,Matchweek 31,Tue,Home,W,2,0,West Ham,9,4,5,4,0,5,14,35.7,9,8,1,7,8,17,12,0,20:15:00
ENG-Premier League,1920,Tottenham,2020-07-02 Sheffield Utd-Tottenham,2020-07-02,Matchweek 32,Thu,Away,L,1,3,Sheffield Utd,14,11,9,5,0,5,13,38.5,8,5,0,5,15,29,9,0,18:00:00
ENG-Premier League,1920,Tottenham,2020-07-06 Tottenham-Everton,2020-07-06,Matchweek 33,Mon,Home,W,1,0,Everton,13,7,3,8,2,0,7,0.0,7,11,4,7,7,20,26,0,20:00:00
ENG-Premier League,1920,Tottenham,2020-07-09 Bournemouth-Tottenham,2020-07-09,Matchweek 34,Thu,Away,D,0,0,Bournemouth,21,16,13,6,2,7,13,53.8,6,18,3,15,12,33,39,0,18:00:00
ENG-Premier League,1920,Tottenham,2020-07-12 Tottenham-Arsenal,2020-07-12,Matchweek 35,Sun,Home,W,2,1,Arsenal,22,13,11,8,3,3,18,16.7,15,9,3,6,5,27,22,0,16:30:00
ENG-Premier League,1920,Tottenham,2020-07-15 Newcastle Utd-Tottenham,2020-07-15,Matchweek 36,Wed,Away,W,3,1,Newcastle Utd,14,5,6,6,2,2,18,11.1,16,9,6,3,5,19,22,1,18:00:00
ENG-Premier League,1920,Tottenham,2020-07-19 Tottenham-Leicester City,2020-07-19,Matchweek 37,Sun,Home,W,3,0,Leicester City,17,12,8,9,0,5,12,41.7,7,14,9,5,7,24,31,1,16:00:00
ENG-Premier League,1920,Tottenham,2020-07-26 Crystal Palace-Tottenham,2020-07-26,Matchweek 38,Sun,Away,D,1,1,Crystal Palace,26,21,14,9,3,8,16,50.0,8,11,2,9,22,48,18,1,16:00:00
ENG-Premier League,1920,Watford,2019-08-10 Watford-Brighton,2019-08-10,Matchweek 1,Sat,Home,L,0,3,Brighton,12,4,6,4,2,6,12,50.0,6,11,0,11,12,24,13,0,15:00:00
ENG-Premier League,1920,Watford,2019-08-17 Everton-Watford,2019-08-17,Matchweek 2,Sat,Away,L,0,1,Everton,34,19,13,16,5,10,29,34.5,19,16,4,12,9,43,13,0,15:00:00
ENG-Premier League,1920,Watford,2019-08-24 Watford-West Ham,2019-08-24,Matchweek 3,Sat,Home,L,1,3,West Ham,17,12,5,10,2,4,14,28.6,10,11,2,9,11,28,13,0,15:00:00
ENG-Premier League,1920,Watford,2019-08-31 Newcastle Utd-Watford,2019-08-31,Matchweek 4,Sat,Away,D,1,1,Newcastle Utd,14,9,10,4,0,6,19,31.6,13,14,5,9,12,26,25,0,15:00:00
ENG-Premier League,1920,Watford,2019-09-15 Watford-Arsenal,2019-09-15,Matchweek 5,Sun,Home,D,2,2,Arsenal,17,9,9,6,2,6,19,31.6,13,9,1,8,10,27,15,0,16:30:00
ENG-Premier League,1920,Watford,2019-09-21 Manchester City-Watford,2019-09-21,Matchweek 6,Sat,Away,L,0,8,Manchester City,12,5,6,4,2,4,22,18.2,18,10,4,6,12,24,21,0,15:00:00
ENG-Premier League,1920,Watford,2019-09-28 Wolves-Watford,2019-09-28,Matchweek 7,Sat,Away,L,0,2,Wolves,15,10,3,10,2,6,14,42.9,8,8,0,8,5,20,7,0,15:00:00
ENG-Premier League,1920,Watford,2019-10-05 Watford-Sheffield Utd,2019-10-05,Matchweek 8,Sat,Home,D,0,0,Sheffield Utd,17,7,10,7,0,3,10,30.0,7,4,2,2,9,26,36,0,15:00:00
ENG-Premier League,1920,Watford,2019-10-19 Tottenham-Watford,2019-10-19,Matchweek 9,Sat,Away,D,1,1,Tottenham,20,12,9,11,0,7,19,36.8,12,9,6,3,14,34,55,1,15:00:00
ENG-Premier League,1920,Watford,2019-10-26 Watford-Bournemouth,2019-10-26,Matchweek 10,Sat,Home,D,0,0,Bournemouth,20,13,7,12,1,6,16,37.5,10,14,7,7,12,32,25,0,15:00:00
ENG-Premier League,1920,Watford,2019-11-02 Watford-Chelsea,2019-11-02,Matchweek 11,Sat,Home,L,1,2,Chelsea,16,6,7,5,4,6,20,30.0,14,10,4,6,8,24,20,0,17:30:00
ENG-Premier League,1920,Watford,2019-11-08 Norwich City-Watford,2019-11-08,Matchweek 12,Fri,Away,W,2,0,Norwich City,25,13,15,10,0,14,31,45.2,17,13,5,8,15,40,38,0,20:00:00
ENG-Premier League,1920,Watford,2019-11-23 Watford-Burnley,2019-11-23,Matchweek 13,Sat,Home,L,0,3,Burnley,11,9,7,2,2,3,11,27.3,8,5,3,2,1,12,23,1,15:00:00
ENG-Premier League,1920,Watford,2019-11-30 Southampton-Watford,2019-11-30,Matchweek 14,Sat,Away,L,1,2,Southampton,18,10,11,7,0,7,27,25.9,20,10,3,7,13,31,35,0,17:30:00
ENG-Premier League,1920,Watford,2019-12-04 Leicester City-Watford,2019-12-04,Matchweek 15,Wed,Away,L,0,2,Leicester City,17,12,10,7,0,7,20,35.0,13,10,3,7,15,32,31,0,19:30:00
ENG-Premier League,1920,Watford,2019-12-07 Watford-Crystal Palace,2019-12-07,Matchweek 16,Sat,Home,D,0,0,Crystal Palace,14,10,7,6,1,2,14,14.3,12,6,1,5,11,25,16,0,15:00:00
ENG-Premier League,1920,Watford,2019-12-14 Liverpool-Watford,2019-12-14,Matchweek 17,Sat,Away,L,0,2,Liverpool,21,15,15,5,1,15,25,60.0,10,13,2,11,13,34,37,0,12:30:00
ENG-Premier League,1920,Watford,2019-12-22 Watford-Manchester Utd,2019-12-22,Matchweek 18,Sun,Home,W,2,0,Manchester Utd,19,9,8,5,6,11,28,39.3,17,10,3,7,14,33,16,0,14:00:00
ENG-Premier League,1920,Watford,2019-12-26 Sheffield Utd-Watford,2019-12-26,Matchweek 19,Thu,Away,D,1,1,Sheffield Utd,7,3,2,5,0,1,13,7.7,12,16,6,10,8,15,30,0,15:00:00
ENG-Premier League,1920,Watford,2019-12-28 Watford-Aston Villa,2019-12-28,Matchweek 20,Sat,Home,W,3,0,Aston Villa,14,10,7,6,1,9,19,47.4,10,9,6,3,9,23,23,0,15:00:00
ENG-Premier League,1920,Watford,2020-01-01 Watford-Wolves,2020-01-01,Matchweek 21,Wed,Home,W,2,1,Wolves,13,7,11,2,0,6,25,24.0,19,11,5,6,12,25,37,0,15:00:00
ENG-Premier League,1920,Watford,2020-01-12 Bournemouth-Watford,2020-01-12,Matchweek 22,Sun,Away,W,3,0,Bournemouth,27,15,14,12,1,13,22,59.1,9,14,2,12,7,34,37,0,14:00:00
ENG-Premier League,1920,Watford,2020-01-18 Watford-Tottenham,2020-01-18,Matchweek 23,Sat,Home,D,0,0,Tottenham,25,7,15,6,4,10,26,38.5,16,9,6,3,13,38,12,0,12:30:00
ENG-Premier League,1920,Watford,2020-01-21 Aston Villa-Watford,2020-01-21,Matchweek 24,Tue,Away,L,1,2,Aston Villa,21,11,13,8,0,10,21,47.6,11,14,2,12,22,43,38,0,19:30:00
ENG-Premier League,1920,Watford,2020-02-01 Watford-Everton,2020-02-01,Matchweek 25,Sat,Home,L,2,3,Everton,15,7,10,4,1,5,16,31.3,11,9,3,6,9,24,20,0,15:00:00
ENG-Premier League,1920,Watford,2020-02-08 Brighton-Watford,2020-02-08,Matchweek 26,Sat,Away,D,1,1,Brighton,25,15,18,6,1,10,15,66.7,5,7,3,4,18,43,26,0,17:30:00
ENG-Premier League,1920,Watford,2020-02-23 Manchester Utd-Watford,2020-02-23,Matchweek 27,Sun,Away,L,0,3,Manchester Utd,16,9,7,9,0,3,17,17.6,14,13,4,9,17,33,6,1,14:00:00
ENG-Premier League,1920,Watford,2020-02-29 Watford-Liverpool,2020-02-29,Matchweek 28,Sat,Home,W,3,0,Liverpool,13,7,12,0,1,7,16,43.8,9,5,2,3,17,30,43,0,17:30:00
ENG-Premier League,1920,Watford,2020-03-07 Crystal Palace-Watford,2020-03-07,Matchweek 29,Sat,Away,L,0,1,Crystal Palace,22,11,10,10,2,9,23,39.1,14,8,4,4,6,28,18,0,15:00:00
ENG-Premier League,1920,Watford,2020-06-20 Watford-Leicester City,2020-06-20,Matchweek 30,Sat,Home,D,1,1,Leicester City,13,9,4,6,3,6,11,54.5,5,18,6,12,10,23,24,0,12:30:00
ENG-Premier League,1920,Watford,2020-06-25 Burnley-Watford,2020-06-25,Matchweek 31,Thu,Away,L,0,1,Burnley,16,9,3,11,2,8,12,66.7,4,6,1,5,4,20,14,0,18:00:00
ENG-Premier League,1920,Watford,2020-06-28 Watford-Southampton,2020-06-28,Matchweek 32,Sun,Home,L,1,3,Southampton,13,8,6,4,3,4,13,30.8,9,10,1,9,14,27,10,1,16:30:00
ENG-Premier League,1920,Watford,2020-07-04 Chelsea-Watford,2020-07-04,Matchweek 33,Sat,Away,L,0,3,Chelsea,24,15,10,8,6,6,13,46.2,7,11,8,3,11,35,20,0,20:00:00
ENG-Premier League,1920,Watford,2020-07-07 Watford-Norwich City,2020-07-07,Matchweek 34,Tue,Home,W,2,1,Norwich City,21,10,14,6,1,11,27,40.7,16,10,3,7,14,35,9,0,18:00:00
ENG-Premier League,1920,Watford,2020-07-11 Watford-Newcastle Utd,2020-07-11,Matchweek 35,Sat,Home,W,2,1,Newcastle Utd,12,9,8,3,1,5,13,38.5,8,8,0,8,5,17,10,0,12:30:00
ENG-Premier League,1920,Watford,2020-07-17 West Ham-Watford,2020-07-17,Matchweek 36,Fri,Away,L,1,3,West Ham,16,9,9,7,0,5,16,31.3,11,9,4,5,11,27,24,0,20:00:00
ENG-Premier League,1920,Watford,2020-07-21 Watford-Manchester City,2020-07-21,Matchweek 37,Tue,Home,L,0,4,Manchester City,18,9,12,4,2,10,23,43.5,13,17,10,7,11,29,23,0,18:00:00
ENG-Premier League,1920,Watford,2020-07-26 Arsenal-Watford,2020-07-26,Matchweek 38,Sun,Away,L,2,3,Arsenal,7,5,4,1,2,6,22,27.3,16,9,4,5,10,17,6,0,16:00:00
ENG-Premier League,1920,West Ham,2019-08-10 West Ham-Manchester City,2019-08-10,Matchweek 1,Sat,Home,L,0,5,Manchester City,18,10,7,7,4,5,18,27.8,13,7,2,5,9,27,10,1,12:30:00
ENG-Premier League,1920,West Ham,2019-08-17 Brighton-West Ham,2019-08-17,Matchweek 2,Sat,Away,D,1,1,Brighton,22,15,11,11,0,10,16,62.5,6,11,3,8,15,37,13,0,15:00:00
ENG-Premier League,1920,West Ham,2019-08-24 Watford-West Ham,2019-08-24,Matchweek 3,Sat,Away,W,3,1,Watford,17,11,11,6,0,5,13,38.5,8,16,10,6,11,28,23,0,15:00:00
ENG-Premier League,1920,West Ham,2019-08-31 West Ham-Norwich City,2019-08-31,Matchweek 4,Sat,Home,W,2,0,Norwich City,29,19,13,13,3,8,27,29.6,19,7,2,5,11,40,9,1,15:00:00
ENG-Premier League,1920,West Ham,2019-09-16 Aston Villa-West Ham,2019-09-16,Matchweek 5,Mon,Away,D,0,0,Aston Villa,21,14,14,5,2,8,19,42.1,11,13,1,12,8,29,15,0,20:00:00
ENG-Premier League,1920,West Ham,2019-09-22 West Ham-Manchester Utd,2019-09-22,Matchweek 6,Sun,Home,W,2,0,Manchester Utd,16,10,12,3,1,3,14,21.4,11,13,4,9,10,26,19,0,14:00:00
ENG-Premier League,1920,West Ham,2019-09-28 Bournemouth-West Ham,2019-09-28,Matchweek 7,Sat,Away,D,2,2,Bournemouth,23,16,12,10,1,8,19,42.1,11,10,4,6,12,35,19,0,15:00:00
ENG-Premier League,1920,West Ham,2019-10-05 West Ham-Crystal Palace,2019-10-05,Matchweek 8,Sat,Home,L,1,2,Crystal Palace,19,11,10,9,0,5,18,27.8,13,9,2,7,9,28,14,0,17:30:00
ENG-Premier League,1920,West Ham,2019-10-19 Everton-West Ham,2019-10-19,Matchweek 9,Sat,Away,L,0,2,Everton,13,10,9,3,1,10,19,52.6,9,11,4,7,8,21,26,0,12:30:00
ENG-Premier League,1920,West Ham,2019-10-26 West Ham-Sheffield Utd,2019-10-26,Matchweek 10,Sat,Home,D,1,1,Sheffield Utd,12,8,6,5,1,5,18,27.8,13,8,4,4,9,21,11,0,15:00:00
ENG-Premier League,1920,West Ham,2019-11-02 West Ham-Newcastle Utd,2019-11-02,Matchweek 11,Sat,Home,L,2,3,Newcastle Utd,13,8,6,5,2,8,24,33.3,16,4,0,4,5,18,12,1,15:00:00
ENG-Premier League,1920,West Ham,2019-11-09 Burnley-West Ham,2019-11-09,Matchweek 12,Sat,Away,L,0,3,Burnley,14,8,7,7,0,11,25,44.0,14,6,1,5,12,26,20,2,15:00:00
ENG-Premier League,1920,West Ham,2019-11-23 West Ham-Tottenham,2019-11-23,Matchweek 13,Sat,Home,L,2,3,Tottenham,18,6,7,8,3,7,18,38.9,11,14,3,11,5,23,13,0,12:30:00
ENG-Premier League,1920,West Ham,2019-11-30 Chelsea-West Ham,2019-11-30,Matchweek 14,Sat,Away,W,1,0,Chelsea,26,13,17,4,5,14,41,34.1,27,12,4,8,15,41,35,1,15:00:00
ENG-Premier League,1920,West Ham,2019-12-04 Wolves-West Ham,2019-12-04,Matchweek 15,Wed,Away,L,0,2,Wolves,23,15,13,9,1,12,28,42.9,16,6,0,6,13,36,21,1,19:30:00
ENG-Premier League,1920,West Ham,2019-12-09 West Ham-Arsenal,2019-12-09,Matchweek 16,Mon,Home,L,1,3,Arsenal,27,16,11,13,3,14,26,53.8,12,11,3,8,17,44,10,0,20:00:00
ENG-Premier League,1920,West Ham,2019-12-14 Southampton-West Ham,2019-12-14,Matchweek 17,Sat,Away,W,1,0,Southampton,17,11,9,7,1,10,18,55.6,8,6,0,6,12,29,31,0,17:30:00
ENG-Premier League,1920,West Ham,2019-12-26 Crystal Palace-West Ham,2019-12-26,Matchweek 19,Thu,Away,L,1,2,Crystal Palace,30,15,15,10,5,16,40,40.0,24,8,1,7,20,50,24,2,15:00:00
ENG-Premier League,1920,West Ham,2019-12-28 West Ham-Leicester City,2019-12-28,Matchweek 20,Sat,Home,L,1,2,Leicester City,24,14,8,11,5,9,20,45.0,11,15,3,12,10,34,18,0,17:30:00
ENG-Premier League,1920,West Ham,2020-01-01 West Ham-Bournemouth,2020-01-01,Matchweek 21,Wed,Home,W,4,0,Bournemouth,23,16,12,10,1,7,20,35.0,13,9,0,9,9,32,16,0,17:30:00
ENG-Premier League,1920,West Ham,2020-01-10 Sheffield Utd-West Ham,2020-01-10,Matchweek 22,Fri,Away,L,0,1,Sheffield Utd,16,12,8,8,0,6,15,40.0,9,7,4,3,14,30,19,2,20:00:00
ENG-Premier League,1920,West Ham,2020-01-18 West Ham-Everton,2020-01-18,Matchweek 23,Sat,Home,D,1,1,Everton,16,13,6,7,3,4,10,40.0,6,9,3,6,9,25,20,0,15:00:00
ENG-Premier League,1920,West Ham,2020-01-22 Leicester City-West Ham,2020-01-22,Matchweek 24,Wed,Away,L,1,4,Leicester City,9,3,6,2,1,5,15,33.3,10,14,7,7,10,19,24,0,19:30:00
ENG-Premier League,1920,West Ham,2020-01-29 West Ham-Liverpool,2020-01-29,Matchweek 18,Wed,Home,L,0,2,Liverpool,17,9,10,7,0,7,17,41.2,10,12,3,9,9,26,19,0,19:45:00
ENG-Premier League,1920,West Ham,2020-02-01 West Ham-Brighton,2020-02-01,Matchweek 25,Sat,Home,D,3,3,Brighton,23,16,9,14,0,9,16,56.3,7,6,3,3,15,38,20,2,15:00:00
ENG-Premier League,1920,West Ham,2020-02-19 Manchester City-West Ham,2020-02-19,Matchweek 26,Wed,Away,L,0,2,Manchester City,15,7,10,5,0,6,24,25.0,18,15,8,7,14,29,37,0,19:30:00
ENG-Premier League,1920,West Ham,2020-02-24 Liverpool-West Ham,2020-02-24,Matchweek 27,Mon,Away,L,2,3,Liverpool,19,11,14,5,0,11,27,40.7,16,12,8,4,14,33,42,1,20:00:00
ENG-Premier League,1920,West Ham,2020-02-29 West Ham-Southampton,2020-02-29,Matchweek 28,Sat,Home,W,3,1,Southampton,16,10,10,5,1,6,19,31.6,13,21,5,16,10,26,36,0,15:00:00
ENG-Premier League,1920,West Ham,2020-03-07 Arsenal-West Ham,2020-03-07,Matchweek 29,Sat,Away,L,0,1,Arsenal,11,9,7,4,0,5,17,29.4,12,8,4,4,15,26,21,0,15:00:00
ENG-Premier League,1920,West Ham,2020-06-20 West Ham-Wolves,2020-06-20,Matchweek 30,Sat,Home,L,0,2,Wolves,15,9,6,7,2,10,23,43.5,13,10,3,7,7,22,15,0,17:30:00
ENG-Premier League,1920,West Ham,2020-06-23 Tottenham-West Ham,2020-06-23,Matchweek 31,Tue,Away,L,0,2,Tottenham,21,11,17,4,0,8,21,38.1,13,6,0,6,12,33,24,1,20:15:00
ENG-Premier League,1920,West Ham,2020-07-01 West Ham-Chelsea,2020-07-01,Matchweek 32,Wed,Home,W,3,2,Chelsea,16,4,11,4,1,8,19,42.1,11,10,2,8,15,31,33,0,20:15:00
ENG-Premier League,1920,West Ham,2020-07-05 Newcastle Utd-West Ham,2020-07-05,Matchweek 33,Sun,Away,D,2,2,Newcastle Utd,18,9,8,6,4,6,18,33.3,12,11,2,9,9,27,17,0,14:15:00
ENG-Premier League,1920,West Ham,2020-07-08 West Ham-Burnley,2020-07-08,Matchweek 34,Wed,Home,L,0,1,Burnley,19,16,8,7,4,6,14,42.9,8,5,1,4,7,26,17,0,18:00:00
ENG-Premier League,1920,West Ham,2020-07-11 Norwich City-West Ham,2020-07-11,Matchweek 35,Sat,Away,W,4,0,Norwich City,12,8,3,8,1,4,6,66.7,2,9,3,6,9,21,11,0,12:30:00
ENG-Premier League,1920,West Ham,2020-07-17 West Ham-Watford,2020-07-17,Matchweek 36,Fri,Home,W,3,1,Watford,13,10,5,7,1,5,12,41.7,7,11,5,6,12,25,30,0,20:00:00
ENG-Premier League,1920,West Ham,2020-07-22 Manchester Utd-West Ham,2020-07-22,Matchweek 37,Wed,Away,D,1,1,Manchester Utd,20,6,14,4,2,13,22,59.1,9,12,2,10,14,34,19,0,18:00:00
ENG-Premier League,1920,West Ham,2020-07-26 West Ham-Aston Villa,2020-07-26,Matchweek 38,Sun,Home,D,1,1,Aston Villa,15,8,12,3,0,6,9,66.7,3,9,3,6,6,21,26,1,16:00:00
ENG-Premier League,1920,Wolves,2019-08-11 Leicester City-Wolves,2019-08-11,Matchweek 1,Sun,Away,D,0,0,Leicester City,19,11,14,4,1,12,28,42.9,16,18,5,13,9,28,35,0,14:00:00
ENG-Premier League,1920,Wolves,2019-08-19 Wolves-Manchester Utd,2019-08-19,Matchweek 2,Mon,Home,D,1,1,Manchester Utd,17,9,13,3,1,8,15,53.3,7,11,3,8,14,31,17,0,20:00:00
ENG-Premier League,1920,Wolves,2019-08-25 Wolves-Burnley,2019-08-25,Matchweek 3,Sun,Home,D,1,1,Burnley,9,7,7,2,0,5,10,50.0,5,6,3,3,6,15,29,0,16:30:00
ENG-Premier League,1920,Wolves,2019-09-01 Everton-Wolves,2019-09-01,Matchweek 4,Sun,Away,L,2,3,Everton,19,8,12,7,0,7,16,43.8,9,10,6,4,11,30,24,2,14:00:00
ENG-Premier League,1920,Wolves,2019-09-14 Wolves-Chelsea,2019-09-14,Matchweek 5,Sat,Home,L,2,5,Chelsea,17,10,7,8,2,5,20,25.0,15,10,2,8,14,31,12,0,15:00:00
ENG-Premier League,1920,Wolves,2019-09-22 Crystal Palace-Wolves,2019-09-22,Matchweek 6,Sun,Away,D,1,1,Crystal Palace,31,16,19,8,4,10,32,31.3,22,12,4,8,15,46,18,0,14:00:00
ENG-Premier League,1920,Wolves,2019-09-28 Wolves-Watford,2019-09-28,Matchweek 7,Sat,Home,W,2,0,Watford,21,9,11,7,3,8,16,50.0,8,5,3,2,17,38,27,0,15:00:00
ENG-Premier League,1920,Wolves,2019-10-06 Manchester City-Wolves,2019-10-06,Matchweek 8,Sun,Away,W,2,0,Manchester City,18,12,14,3,1,9,19,47.4,10,16,9,7,15,33,43,0,14:00:00
ENG-Premier League,1920,Wolves,2019-10-19 Wolves-Southampton,2019-10-19,Matchweek 9,Sat,Home,D,1,1,Southampton,11,7,7,4,0,6,15,40.0,9,9,4,5,10,21,11,3,15:00:00
ENG-Premier League,1920,Wolves,2019-10-27 Newcastle Utd-Wolves,2019-10-27,Matchweek 10,Sun,Away,D,1,1,Newcastle Utd,18,12,8,8,2,7,20,35.0,13,9,4,5,7,25,19,0,14:00:00
ENG-Premier League,1920,Wolves,2019-11-02 Arsenal-Wolves,2019-11-02,Matchweek 11,Sat,Away,D,1,1,Arsenal,22,13,11,8,3,5,15,33.3,10,7,1,6,14,36,24,2,15:00:00
ENG-Premier League,1920,Wolves,2019-11-10 Wolves-Aston Villa,2019-11-10,Matchweek 12,Sun,Home,W,2,1,Aston Villa,14,8,7,6,1,7,24,29.2,17,10,4,6,11,25,30,0,14:00:00
ENG-Premier League,1920,Wolves,2019-11-23 Bournemouth-Wolves,2019-11-23,Matchweek 13,Sat,Away,W,2,1,Bournemouth,11,6,4,6,1,5,14,35.7,9,14,3,11,6,17,29,0,15:00:00
ENG-Premier League,1920,Wolves,2019-12-01 Wolves-Sheffield Utd,2019-12-01,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,17,8,10,7,0,9,16,56.3,7,4,0,4,11,28,13,0,14:00:00
ENG-Premier League,1920,Wolves,2019-12-04 Wolves-West Ham,2019-12-04,Matchweek 15,Wed,Home,W,2,0,West Ham,12,5,6,3,3,4,21,19.0,17,10,1,9,17,29,17,0,19:30:00
ENG-Premier League,1920,Wolves,2019-12-08 Brighton-Wolves,2019-12-08,Matchweek 16,Sun,Away,D,2,2,Brighton,9,5,5,4,0,3,9,33.3,6,14,3,11,10,19,13,4,16:30:00
ENG-Premier League,1920,Wolves,2019-12-15 Wolves-Tottenham,2019-12-15,Matchweek 17,Sun,Home,L,1,2,Tottenham,18,9,6,11,1,6,24,25.0,18,5,1,4,13,31,9,0,14:00:00
ENG-Premier League,1920,Wolves,2019-12-21 Norwich City-Wolves,2019-12-21,Matchweek 18,Sat,Away,W,2,1,Norwich City,13,8,2,6,5,6,24,25.0,18,10,1,9,10,23,13,2,15:00:00
ENG-Premier League,1920,Wolves,2019-12-27 Wolves-Manchester City,2019-12-27,Matchweek 19,Fri,Home,W,3,2,Manchester City,13,7,6,4,3,8,17,47.1,9,8,1,7,7,20,2,0,19:45:00
ENG-Premier League,1920,Wolves,2019-12-29 Liverpool-Wolves,2019-12-29,Matchweek 20,Sun,Away,L,0,1,Liverpool,23,12,11,6,6,8,15,53.3,7,10,3,7,10,33,21,0,16:30:00
