,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,time
ENG-Premier League,2122,Brentford,2021-12-05 Leeds United-Brentford,2021-12-05,Matchweek 15,Sun,Away,D,2,2,Leeds United,6,2,4,66.7,0,1.6,-0.4,0,0,0,0,6,16,37.5,31,2,45.2,33.2,5,40.0,28.6,27,1,3.7,1,10.8,14:00:00
ENG-Premier League,2122,Brentford,2021-12-10 Brentford-Watford,2021-12-10,Matchweek 16,Fri,Home,W,2,1,Watford,2,1,1,50.0,0,0.6,-0.4,0,0,0,0,0,14,0.0,32,5,40.6,31.7,4,25.0,22.5,9,0,0.0,0,,20:00:00
ENG-Premier League,2122,Brentford,2021-12-26 Brighton-Brentford,2021-12-26,Matchweek 19,Sun,Away,L,0,2,Brighton,5,2,3,60.0,0,1.2,-0.8,0,0,0,0,6,17,35.3,30,7,46.7,35.4,10,30.0,27.2,13,1,7.7,1,16.5,20:00:00
ENG-Premier League,2122,Brentford,2021-12-29 Brentford-Manchester City,2021-12-29,Matchweek 20,Wed,Home,L,0,1,Manchester City,3,1,2,66.7,0,1.2,0.2,0,0,0,0,8,27,29.6,32,3,50.0,35.3,11,100.0,56.9,15,0,0.0,2,26.0,20:15:00
ENG-Premier League,2122,Brentford,2022-01-02 Brentford-Aston Villa,2022-01-02,Matchweek 21,Sun,Home,W,2,1,Aston Villa,5,1,4,80.0,0,1.3,0.3,0,0,0,0,2,12,16.7,29,5,34.5,33.3,8,25.0,28.1,9,0,0.0,0,5.0,14:00:00
ENG-Premier League,2122,Brentford,2022-01-11 Southampton-Brentford,2022-01-11,Matchweek 18,Tue,Away,L,1,4,Southampton,6,4,3,33.3,0,1.8,-1.2,0,0,0,0,2,10,20.0,40,6,22.5,30.5,6,16.7,26.7,14,1,7.1,2,20.8,19:45:00
ENG-Premier League,2122,Brentford,2022-01-16 Liverpool-Brentford,2022-01-16,Matchweek 22,Sun,Away,L,0,3,Liverpool,13,3,10,76.9,0,3.7,0.7,0,0,0,0,6,35,17.1,43,3,65.1,40.8,9,77.8,51.1,26,0,0.0,1,14.0,14:00:00
ENG-Premier League,2122,Brentford,2022-01-19 Brentford-Manchester Utd,2022-01-19,Matchweek 17,Wed,Home,L,1,3,Manchester Utd,5,3,2,40.0,0,2.8,-0.2,0,0,0,0,3,12,25.0,17,3,52.9,39.4,8,37.5,31.3,24,1,4.2,2,18.0,20:00:00
ENG-Premier League,2122,Brentford,2022-01-22 Brentford-Wolves,2022-01-22,Matchweek 23,Sat,Home,L,1,2,Wolves,2,2,0,0.0,0,0.4,-1.6,0,0,0,0,6,13,46.2,31,3,38.7,33.6,5,20.0,32.4,6,0,0.0,3,29.0,15:00:00
ENG-Premier League,2122,Brentford,2022-02-09 Manchester City-Brentford,2022-02-09,Matchweek 24,Wed,Away,L,0,2,Manchester City,7,2,5,85.7,0,1.9,-0.1,1,1,0,0,11,33,33.3,36,3,69.4,44.3,8,100.0,65.0,17,1,5.9,2,17.4,19:45:00
ENG-Premier League,2122,Brentford,2022-02-12 Brentford-Crystal Palace,2022-02-12,Matchweek 25,Sat,Home,D,0,0,Crystal Palace,3,0,3,100.0,1,0.5,0.5,0,0,0,0,11,26,42.3,41,8,56.1,39.9,4,75.0,53.0,17,1,5.9,0,7.0,15:00:00
ENG-Premier League,2122,Brentford,2022-02-19 Arsenal-Brentford,2022-02-19,Matchweek 26,Sat,Away,L,1,2,Arsenal,7,2,5,71.4,0,1.5,-0.5,0,0,0,0,7,20,35.0,35,7,37.1,33.7,8,87.5,48.5,34,1,2.9,2,18.6,15:00:00
ENG-Premier League,2122,Brentford,2022-02-26 Brentford-Newcastle Utd,2022-02-26,Matchweek 27,Sat,Home,L,0,2,Newcastle Utd,11,2,9,81.8,0,2.4,0.4,0,0,0,0,16,39,41.0,33,2,78.8,49.4,15,86.7,57.6,22,1,4.5,0,5.5,15:00:00
ENG-Premier League,2122,Brentford,2022-03-05 Norwich City-Brentford,2022-03-05,Matchweek 28,Sat,Away,W,3,1,Norwich City,7,1,6,85.7,0,1.3,0.3,0,0,0,0,6,15,40.0,31,5,38.7,34.8,5,60.0,46.4,19,1,5.3,0,4.0,15:00:00
ENG-Premier League,2122,Brentford,2022-03-12 Brentford-Burnley,2022-03-12,Matchweek 29,Sat,Home,W,2,0,Burnley,1,0,1,100.0,1,0.2,0.2,0,0,0,0,11,23,47.8,41,6,43.9,37.0,5,100.0,64.0,24,2,8.3,4,17.1,15:00:00
ENG-Premier League,2122,Brentford,2022-03-20 Leicester City-Brentford,2022-03-20,Matchweek 30,Sun,Away,L,1,2,Leicester City,4,2,2,50.0,0,1.6,-0.4,0,0,0,0,10,22,45.5,48,4,43.8,32.8,8,12.5,24.3,11,2,18.2,1,18.0,14:00:00
ENG-Premier League,2122,Brentford,2022-04-02 Chelsea-Brentford,2022-04-02,Matchweek 31,Sat,Away,W,4,1,Chelsea,8,1,7,87.5,0,1.3,0.3,0,0,0,0,10,21,47.6,25,5,52.0,38.4,12,66.7,47.5,28,1,3.6,0,4.3,15:00:00
ENG-Premier League,2122,Brentford,2022-04-10 Brentford-West Ham,2022-04-10,Matchweek 32,Sun,Home,W,2,0,West Ham,1,0,1,100.0,1,0.0,0.0,0,0,0,0,4,8,50.0,38,5,18.4,26.2,9,11.1,22.6,15,0,0.0,0,8.0,14:00:00
ENG-Premier League,2122,Brentford,2022-04-16 Watford-Brentford,2022-04-16,Matchweek 33,Sat,Away,W,2,1,Watford,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,11,14,78.6,30,6,33.3,32.9,9,44.4,39.8,18,1,5.6,1,14.3,15:00:00
ENG-Premier League,2122,Brentford,2022-04-23 Brentford-Tottenham,2022-04-23,Matchweek 34,Sat,Home,D,0,0,Tottenham,0,0,0,,1,0.0,0.0,0,0,0,0,15,29,51.7,38,1,55.3,38.9,9,88.9,64.2,18,0,0.0,0,17.0,17:30:00
ENG-Premier League,2122,Brentford,2022-05-02 Manchester Utd-Brentford,2022-05-02,Matchweek 35,Mon,Away,L,0,3,Manchester Utd,5,3,2,60.0,0,1.7,-1.3,1,1,0,0,7,13,53.8,28,3,39.3,34.2,6,33.3,32.8,5,1,20.0,0,8.0,20:00:00
ENG-Premier League,2122,Brentford,2022-05-07 Brentford-Southampton,2022-05-07,Matchweek 36,Sat,Home,W,3,0,Southampton,4,0,4,100.0,1,0.9,0.9,0,0,0,0,9,24,37.5,33,7,48.5,39.6,10,80.0,56.9,27,4,14.8,0,8.0,15:00:00
ENG-Premier League,2122,Brentford,2022-05-15 Everton-Brentford,2022-05-15,Matchweek 37,Sun,Away,W,3,2,Everton,5,2,3,80.0,0,3.3,1.3,1,1,0,0,9,15,60.0,41,4,26.8,30.9,8,50.0,49.1,13,2,15.4,2,16.0,16:30:00
ENG-Premier League,2122,Brentford,2022-05-22 Brentford-Leeds United,2022-05-22,Matchweek 38,Sun,Home,L,1,2,Leeds United,6,2,4,83.3,0,1.8,-0.2,1,1,0,0,6,17,35.3,27,8,29.6,32.5,9,100.0,63.1,8,0,0.0,1,11.3,16:00:00
ENG-Premier League,2122,Brighton,2021-08-14 Burnley-Brighton,2021-08-14,Matchweek 1,Sat,Away,W,2,1,Burnley,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,5,26,19.2,48,8,41.7,35.0,8,75.0,51.4,29,4,13.8,0,5.6,15:00:00
ENG-Premier League,2122,Brighton,2021-08-21 Brighton-Watford,2021-08-21,Matchweek 2,Sat,Home,W,2,0,Watford,1,0,1,100.0,1,0.2,0.2,0,0,0,0,2,11,18.2,32,5,25.0,27.9,8,37.5,33.4,12,2,16.7,2,16.3,17:30:00
ENG-Premier League,2122,Brighton,2021-08-28 Brighton-Everton,2021-08-28,Matchweek 3,Sat,Home,L,0,2,Everton,5,2,3,80.0,0,1.9,-0.1,1,1,0,0,0,7,0.0,37,7,16.2,29.8,6,16.7,26.7,9,4,44.4,0,6.1,15:00:00
ENG-Premier League,2122,Brighton,2021-09-11 Brentford-Brighton,2021-09-11,Matchweek 4,Sat,Away,W,1,0,Brentford,1,0,1,100.0,1,0.0,0.0,0,0,0,0,6,21,28.6,31,3,51.6,41.5,7,71.4,53.0,15,3,20.0,0,8.8,15:00:00
ENG-Premier League,2122,Brighton,2021-09-19 Brighton-Leicester City,2021-09-19,Matchweek 5,Sun,Home,W,2,1,Leicester City,3,1,2,66.7,0,1.1,0.1,0,0,0,0,7,15,46.7,21,3,47.6,36.9,8,62.5,45.9,22,2,9.1,1,12.8,14:00:00
ENG-Premier League,2122,Brighton,2021-09-27 Crystal Palace-Brighton,2021-09-27,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,3,1,2,100.0,0,1.3,0.3,1,1,0,0,12,27,44.4,61,6,41.0,33.2,6,33.3,34.0,14,3,21.4,2,11.4,20:00:00
ENG-Premier League,2122,Brighton,2021-10-02 Brighton-Arsenal,2021-10-02,Matchweek 7,Sat,Home,D,0,0,Arsenal,2,0,2,100.0,1,0.1,0.1,0,0,0,0,11,19,57.9,36,1,33.3,33.3,7,100.0,65.9,11,1,9.1,0,12.0,17:30:00
ENG-Premier League,2122,Brighton,2021-10-16 Norwich City-Brighton,2021-10-16,Matchweek 8,Sat,Away,D,0,0,Norwich City,2,0,2,100.0,1,0.1,0.1,0,0,0,0,4,11,36.4,32,6,12.5,26.2,7,100.0,67.3,20,5,25.0,4,14.9,15:00:00
ENG-Premier League,2122,Brighton,2021-10-23 Brighton-Manchester City,2021-10-23,Matchweek 9,Sat,Home,L,1,4,Manchester City,12,4,8,66.7,0,3.8,-0.2,0,0,0,0,3,13,23.1,72,9,16.7,28.5,5,20.0,29.8,7,3,42.9,2,16.1,17:30:00
ENG-Premier League,2122,Brighton,2021-10-30 Liverpool-Brighton,2021-10-30,Matchweek 10,Sat,Away,D,2,2,Liverpool,3,2,1,33.3,0,1.0,-1.0,0,0,0,0,6,22,27.3,42,4,35.7,36.9,7,100.0,68.1,13,1,7.7,2,14.8,15:00:00
ENG-Premier League,2122,Brighton,2021-11-06 Brighton-Newcastle Utd,2021-11-06,Matchweek 11,Sat,Home,D,1,1,Newcastle Utd,1,1,0,0.0,0,0.2,0.0,0,0,0,0,3,12,25.0,41,6,26.8,29.5,3,33.3,33.7,14,2,14.3,0,5.5,17:30:00
ENG-Premier League,2122,Brighton,2021-11-20 Aston Villa-Brighton,2021-11-20,Matchweek 12,Sat,Away,L,0,2,Aston Villa,5,2,3,60.0,0,1.6,-0.4,0,0,0,0,2,6,33.3,32,2,9.4,23.9,6,50.0,40.0,16,0,0.0,0,9.3,15:00:00
ENG-Premier League,2122,Brighton,2021-11-27 Brighton-Leeds United,2021-11-27,Matchweek 13,Sat,Home,D,0,0,Leeds United,4,0,4,100.0,1,1.1,1.1,0,0,0,0,2,11,18.2,32,2,28.1,31.4,9,22.2,26.2,9,0,0.0,1,23.0,17:30:00
ENG-Premier League,2122,Brighton,2021-12-01 West Ham-Brighton,2021-12-01,Matchweek 14,Wed,Away,D,1,1,West Ham,5,1,4,80.0,0,1.4,0.4,0,0,0,0,3,7,42.9,42,10,11.9,23.5,7,28.6,28.4,21,1,4.8,0,3.7,19:30:00
ENG-Premier League,2122,Brighton,2021-12-04 Southampton-Brighton,2021-12-04,Matchweek 15,Sat,Away,D,1,1,Southampton,4,1,3,75.0,0,1.3,0.3,0,0,0,0,4,26,15.4,38,2,42.1,35.7,10,100.0,62.7,12,0,0.0,2,20.8,15:00:00
ENG-Premier League,2122,Brighton,2021-12-15 Brighton-Wolves,2021-12-15,Matchweek 17,Wed,Home,L,0,1,Wolves,5,1,4,80.0,0,1.4,0.4,0,0,0,0,3,10,30.0,31,7,25.8,31.6,3,66.7,42.7,9,1,11.1,3,23.5,19:30:00
ENG-Premier League,2122,Brighton,2021-12-26 Brighton-Brentford,2021-12-26,Matchweek 19,Sun,Home,W,2,0,Brentford,5,0,5,100.0,1,0.6,0.6,0,0,0,0,3,12,25.0,30,6,30.0,36.8,4,75.0,57.3,18,1,5.6,0,9.8,20:00:00
ENG-Premier League,2122,Brighton,2021-12-29 Chelsea-Brighton,2021-12-29,Matchweek 20,Wed,Away,D,1,1,Chelsea,5,1,4,80.0,0,1.0,0.0,0,0,0,0,5,8,62.5,36,6,22.2,28.6,4,0.0,14.0,20,1,5.0,1,16.3,19:30:00
ENG-Premier League,2122,Brighton,2022-01-02 Everton-Brighton,2022-01-02,Matchweek 21,Sun,Away,W,3,2,Everton,6,2,4,66.7,0,1.3,-0.7,1,0,0,1,5,25,20.0,23,0,52.2,43.7,13,100.0,72.4,23,2,8.7,0,8.0,14:00:00
ENG-Premier League,2122,Brighton,2022-01-14 Brighton-Crystal Palace,2022-01-14,Matchweek 22,Fri,Home,D,1,1,Crystal Palace,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,1,8,12.5,23,1,34.8,31.7,5,0.0,20.8,2,0,0.0,0,,20:00:00
ENG-Premier League,2122,Brighton,2022-01-18 Brighton-Chelsea,2022-01-18,Matchweek 24,Tue,Home,D,1,1,Chelsea,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,4,6,66.7,23,5,17.4,29.2,7,28.6,29.3,21,1,4.8,2,15.8,20:00:00
ENG-Premier League,2122,Brighton,2022-01-23 Leicester City-Brighton,2022-01-23,Matchweek 23,Sun,Away,D,1,1,Leicester City,5,1,4,80.0,0,1.5,0.5,0,0,0,0,6,11,54.5,53,8,20.8,29.1,2,0.0,19.5,8,0,0.0,4,21.7,14:00:00
ENG-Premier League,2122,Brighton,2022-02-12 Watford-Brighton,2022-02-12,Matchweek 25,Sat,Away,W,2,0,Watford,1,0,1,100.0,1,0.1,0.1,0,0,0,0,5,17,29.4,34,6,35.3,36.9,6,83.3,59.0,17,3,17.6,0,8.5,15:00:00
ENG-Premier League,2122,Brighton,2022-02-15 Manchester Utd-Brighton,2022-02-15,Matchweek 18,Tue,Away,L,0,2,Manchester Utd,7,2,5,71.4,0,1.8,-0.2,0,0,0,0,5,14,35.7,38,5,26.3,29.6,5,80.0,53.6,13,0,0.0,1,23.0,20:15:00
ENG-Premier League,2122,Brighton,2022-02-19 Brighton-Burnley,2022-02-19,Matchweek 26,Sat,Home,L,0,3,Burnley,4,3,1,25.0,0,1.2,-1.8,0,0,0,0,6,14,42.9,38,4,31.6,33.7,4,50.0,38.5,12,2,16.7,2,15.3,15:00:00
ENG-Premier League,2122,Brighton,2022-02-26 Brighton-Aston Villa,2022-02-26,Matchweek 27,Sat,Home,L,0,2,Aston Villa,4,2,2,50.0,0,2.1,0.1,0,0,0,0,3,9,33.3,37,2,16.2,27.5,6,50.0,37.5,6,0,0.0,2,29.5,15:00:00
ENG-Premier League,2122,Brighton,2022-03-05 Newcastle Utd-Brighton,2022-03-05,Matchweek 28,Sat,Away,L,1,2,Newcastle Utd,4,2,2,50.0,0,1.7,-0.3,0,0,0,0,5,14,35.7,30,5,36.7,30.9,4,75.0,55.0,11,2,18.2,0,5.5,15:00:00
ENG-Premier League,2122,Brighton,2022-03-12 Brighton-Liverpool,2022-03-12,Matchweek 29,Sat,Home,L,0,2,Liverpool,9,2,7,88.9,0,2.6,0.6,1,1,0,0,4,27,14.8,51,7,39.2,33.3,7,100.0,66.9,12,1,8.3,0,9.3,12:30:00
ENG-Premier League,2122,Brighton,2022-03-16 Brighton-Tottenham,2022-03-16,Matchweek 16,Wed,Home,L,0,2,Tottenham,7,2,5,71.4,0,3.6,1.6,0,0,0,0,1,15,6.7,28,5,32.1,34.6,7,85.7,57.7,5,0,0.0,2,19.7,19:30:00
ENG-Premier League,2122,Brighton,2022-04-02 Brighton-Norwich City,2022-04-02,Matchweek 31,Sat,Home,D,0,0,Norwich City,0,0,0,,1,0.0,0.0,0,0,0,0,1,8,12.5,14,5,21.4,31.4,6,83.3,61.3,8,2,25.0,0,7.3,15:00:00
ENG-Premier League,2122,Brighton,2022-04-09 Arsenal-Brighton,2022-04-09,Matchweek 32,Sat,Away,W,2,1,Arsenal,4,1,3,75.0,0,0.7,-0.3,0,0,0,0,1,19,5.3,26,2,57.7,45.5,4,100.0,63.3,22,2,9.1,0,8.7,15:00:00
ENG-Premier League,2122,Brighton,2022-04-16 Tottenham-Brighton,2022-04-16,Matchweek 33,Sat,Away,W,1,0,Tottenham,0,0,0,,1,0.0,0.0,0,0,0,0,3,21,14.3,38,4,47.4,38.1,3,100.0,68.0,4,1,25.0,1,13.4,12:30:00
ENG-Premier League,2122,Brighton,2022-04-20 Manchester City-Brighton,2022-04-20,Matchweek 30,Wed,Away,L,0,3,Manchester City,5,3,2,40.0,0,1.7,-1.3,0,0,0,0,5,16,31.3,36,5,30.6,33.8,9,55.6,40.9,10,1,10.0,1,18.3,20:00:00
ENG-Premier League,2122,Brighton,2022-04-24 Brighton-Southampton,2022-04-24,Matchweek 34,Sun,Home,D,2,2,Southampton,5,2,3,60.0,0,1.0,-1.0,0,0,0,0,5,20,25.0,25,6,48.0,41.6,9,88.9,68.2,18,2,11.1,0,5.0,14:00:00
ENG-Premier League,2122,Brighton,2022-04-30 Wolves-Brighton,2022-04-30,Matchweek 35,Sat,Away,W,3,0,Wolves,1,0,1,100.0,1,0.1,0.1,0,0,0,0,4,14,28.6,27,7,37.0,37.0,8,50.0,46.3,16,2,12.5,0,6.5,15:00:00
ENG-Premier League,2122,Brighton,2022-05-07 Brighton-Manchester Utd,2022-05-07,Matchweek 36,Sat,Home,W,4,0,Manchester Utd,5,0,5,100.0,1,1.0,1.0,0,0,0,0,5,15,33.3,26,5,42.3,35.0,6,66.7,50.8,15,2,13.3,1,12.8,17:30:00
ENG-Premier League,2122,Brighton,2022-05-15 Leeds United-Brighton,2022-05-15,Matchweek 37,Sun,Away,D,1,1,Leeds United,4,1,3,75.0,0,1.1,0.1,0,0,0,0,10,26,38.5,30,7,53.3,41.8,10,100.0,65.6,19,1,5.3,0,8.3,14:00:00
ENG-Premier League,2122,Brighton,2022-05-22 Brighton-West Ham,2022-05-22,Matchweek 38,Sun,Home,W,3,1,West Ham,2,1,1,50.0,0,0.7,-0.3,0,0,0,0,1,5,20.0,23,6,21.7,29.7,5,0.0,16.8,22,2,9.1,0,10.5,16:00:00
ENG-Premier League,2122,Burnley,2021-08-14 Burnley-Brighton,2021-08-14,Matchweek 1,Sat,Home,L,1,2,Brighton,6,2,4,66.7,0,1.1,-0.9,0,0,0,0,4,8,50.0,17,7,35.3,36.5,4,50.0,43.0,12,1,8.3,2,15.0,15:00:00
ENG-Premier League,2122,Burnley,2021-08-21 Liverpool-Burnley,2021-08-21,Matchweek 2,Sat,Away,L,0,2,Liverpool,8,2,6,75.0,0,1.5,-0.5,0,0,0,0,12,31,38.7,22,1,81.8,55.8,13,100.0,68.3,20,2,10.0,3,16.0,12:30:00
ENG-Premier League,2122,Burnley,2021-08-29 Burnley-Leeds United,2021-08-29,Matchweek 3,Sun,Home,D,1,1,Leeds United,2,1,1,50.0,0,1.0,0.0,0,0,0,0,14,30,46.7,24,1,87.5,53.9,9,100.0,64.6,17,1,5.9,2,15.8,14:00:00
ENG-Premier League,2122,Burnley,2021-09-13 Everton-Burnley,2021-09-13,Matchweek 4,Mon,Away,L,1,3,Everton,6,3,3,50.0,0,2.0,-1.0,0,0,0,0,6,13,46.2,16,5,62.5,46.4,5,60.0,55.0,9,0,0.0,0,,20:00:00
ENG-Premier League,2122,Burnley,2021-09-18 Burnley-Arsenal,2021-09-18,Matchweek 5,Sat,Home,L,0,1,Arsenal,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,12,17,70.6,25,10,52.0,38.6,5,80.0,57.4,8,0,0.0,5,20.7,15:00:00
ENG-Premier League,2122,Burnley,2021-09-25 Leicester City-Burnley,2021-09-25,Matchweek 6,Sat,Away,D,2,2,Leicester City,4,2,2,50.0,0,0.9,-1.1,0,0,0,0,7,24,29.2,14,1,85.7,53.1,13,92.3,63.5,15,2,13.3,0,9.0,15:00:00
ENG-Premier League,2122,Burnley,2021-10-02 Burnley-Norwich City,2021-10-02,Matchweek 7,Sat,Home,D,0,0,Norwich City,2,0,2,100.0,1,0.6,0.6,0,0,0,0,4,10,40.0,26,12,26.9,32.4,4,75.0,54.8,15,2,13.3,4,19.3,15:00:00
ENG-Premier League,2122,Burnley,2021-10-16 Manchester City-Burnley,2021-10-16,Matchweek 8,Sat,Away,L,0,2,Manchester City,6,2,4,66.7,0,1.8,-0.2,0,0,0,0,9,27,33.3,26,3,80.8,49.2,8,75.0,55.0,15,0,0.0,1,10.8,15:00:00
ENG-Premier League,2122,Burnley,2021-10-23 Southampton-Burnley,2021-10-23,Matchweek 9,Sat,Away,D,2,2,Southampton,4,2,2,50.0,0,0.9,-1.1,0,0,0,0,12,26,46.2,19,4,84.2,52.7,11,90.9,64.5,23,4,17.4,0,4.8,15:00:00
ENG-Premier League,2122,Burnley,2021-10-30 Burnley-Brentford,2021-10-30,Matchweek 10,Sat,Home,W,3,1,Brentford,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,10,23,43.5,29,5,69.0,46.3,3,100.0,68.3,19,4,21.1,1,13.1,15:00:00
ENG-Premier League,2122,Burnley,2021-11-06 Chelsea-Burnley,2021-11-06,Matchweek 11,Sat,Away,D,1,1,Chelsea,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,12,31,38.7,17,0,100.0,58.8,14,100.0,63.8,23,2,8.7,1,10.3,15:00:00
ENG-Premier League,2122,Burnley,2021-11-20 Burnley-Crystal Palace,2021-11-20,Matchweek 12,Sat,Home,D,3,3,Crystal Palace,8,3,5,62.5,0,1.4,-1.6,0,0,0,0,7,16,43.8,15,3,80.0,43.9,5,80.0,49.0,16,0,0.0,1,15.5,15:00:00
ENG-Premier League,2122,Burnley,2021-12-01 Wolves-Burnley,2021-12-01,Matchweek 14,Wed,Away,D,0,0,Wolves,2,0,2,100.0,1,0.1,0.1,0,0,0,0,6,22,27.3,18,3,77.8,47.6,10,80.0,59.3,25,2,8.0,0,10.5,19:30:00
ENG-Premier League,2122,Burnley,2021-12-04 Newcastle Utd-Burnley,2021-12-04,Matchweek 15,Sat,Away,L,0,1,Newcastle Utd,4,1,3,75.0,0,0.6,-0.4,0,0,0,0,11,24,45.8,22,1,81.8,48.8,6,100.0,59.8,17,2,11.8,7,23.6,15:00:00
ENG-Premier League,2122,Burnley,2021-12-12 Burnley-West Ham,2021-12-12,Matchweek 16,Sun,Home,D,0,0,West Ham,3,0,3,100.0,1,0.6,0.6,0,0,0,0,11,25,44.0,20,5,75.0,49.2,12,83.3,60.0,25,2,8.0,0,6.3,14:00:00
ENG-Premier League,2122,Burnley,2021-12-30 Manchester Utd-Burnley,2021-12-30,Matchweek 20,Thu,Away,L,1,3,Manchester Utd,6,3,4,50.0,0,1.2,-0.8,0,0,0,0,10,24,41.7,25,4,72.0,44.8,8,75.0,60.9,18,0,0.0,1,15.5,20:15:00
ENG-Premier League,2122,Burnley,2022-01-02 Leeds United-Burnley,2022-01-02,Matchweek 21,Sun,Away,L,1,3,Leeds United,7,3,4,57.1,0,1.9,-1.1,0,0,0,0,17,39,43.6,32,3,81.3,55.4,13,100.0,65.3,19,0,0.0,3,17.6,14:00:00
ENG-Premier League,2122,Burnley,2022-01-23 Arsenal-Burnley,2022-01-23,Matchweek 23,Sun,Away,D,0,0,Arsenal,5,0,5,100.0,1,0.6,0.6,0,0,0,0,10,26,38.5,20,3,80.0,48.7,10,100.0,60.8,22,0,0.0,2,27.3,14:00:00
ENG-Premier League,2122,Burnley,2022-02-05 Burnley-Watford,2022-02-05,Matchweek 17,Sat,Home,D,0,0,Watford,5,0,5,100.0,1,1.0,1.0,0,0,0,0,7,18,38.9,26,4,46.2,35.4,6,100.0,58.8,17,1,5.9,2,20.7,18:00:00
ENG-Premier League,2122,Burnley,2022-02-08 Burnley-Manchester Utd,2022-02-08,Matchweek 24,Tue,Home,D,1,1,Manchester Utd,5,1,4,80.0,0,2.0,1.0,0,0,0,0,8,25,32.0,20,3,80.0,46.9,9,100.0,64.4,18,1,5.6,1,17.0,20:00:00
ENG-Premier League,2122,Burnley,2022-02-13 Burnley-Liverpool,2022-02-13,Matchweek 25,Sun,Home,L,0,1,Liverpool,4,1,3,75.0,0,1.4,0.4,0,0,0,0,10,28,35.7,29,6,72.4,44.1,8,87.5,54.9,14,0,0.0,1,18.0,14:00:00
ENG-Premier League,2122,Burnley,2022-02-19 Brighton-Burnley,2022-02-19,Matchweek 26,Sat,Away,W,3,0,Brighton,1,0,1,100.0,1,0.0,0.0,0,0,0,0,6,25,24.0,22,4,81.8,51.3,7,100.0,65.1,27,2,7.4,4,17.4,15:00:00
ENG-Premier League,2122,Burnley,2022-02-23 Burnley-Tottenham,2022-02-23,Matchweek 13,Wed,Home,W,1,0,Tottenham,2,0,2,100.0,1,0.2,0.2,0,0,0,0,9,20,45.0,14,0,78.6,52.1,10,90.0,59.9,13,0,0.0,0,,19:30:00
ENG-Premier League,2122,Burnley,2022-02-26 Crystal Palace-Burnley,2022-02-26,Matchweek 27,Sat,Away,D,1,1,Crystal Palace,4,1,3,75.0,0,0.9,-0.1,0,0,0,0,11,18,61.1,22,5,59.1,40.5,5,100.0,62.2,13,1,7.7,2,21.5,15:00:00
ENG-Premier League,2122,Burnley,2022-03-01 Burnley-Leicester City,2022-03-01,Matchweek 22,Tue,Home,L,0,2,Leicester City,6,2,4,66.7,0,1.4,-0.6,0,0,0,0,14,31,45.2,33,2,81.8,49.2,4,100.0,61.5,16,2,12.5,4,23.5,19:45:00
ENG-Premier League,2122,Burnley,2022-03-05 Burnley-Chelsea,2022-03-05,Matchweek 28,Sat,Home,L,0,4,Chelsea,5,4,1,20.0,0,3.6,-0.4,0,0,0,0,3,12,25.0,17,4,58.8,43.8,2,100.0,60.0,7,0,0.0,1,34.0,15:00:00
ENG-Premier League,2122,Burnley,2022-03-12 Brentford-Burnley,2022-03-12,Matchweek 29,Sat,Away,L,0,2,Brentford,3,2,1,66.7,0,2.0,0.0,1,1,0,0,7,27,25.9,29,2,79.3,48.1,4,100.0,63.3,11,2,18.2,3,18.3,15:00:00
ENG-Premier League,2122,Burnley,2022-04-02 Burnley-Manchester City,2022-04-02,Matchweek 31,Sat,Home,L,0,2,Manchester City,6,2,4,66.7,0,1.1,-0.9,0,0,0,0,13,30,43.3,22,2,81.8,50.5,12,100.0,57.3,13,2,15.4,1,14.0,15:00:00
ENG-Premier League,2122,Burnley,2022-04-06 Burnley-Everton,2022-04-06,Matchweek 19,Wed,Home,W,3,2,Everton,4,2,2,100.0,0,2.2,0.2,2,2,0,0,9,24,37.5,24,4,62.5,41.8,10,90.0,64.3,18,3,16.7,3,19.7,19:30:00
ENG-Premier League,2122,Burnley,2022-04-10 Norwich City-Burnley,2022-04-10,Matchweek 32,Sun,Away,L,0,2,Norwich City,6,2,4,66.7,0,1.5,-0.5,0,0,0,0,9,27,33.3,27,3,81.5,52.2,6,83.3,56.7,8,0,0.0,5,27.6,14:00:00
ENG-Premier League,2122,Burnley,2022-04-17 West Ham-Burnley,2022-04-17,Matchweek 33,Sun,Away,D,1,1,West Ham,6,1,5,83.3,0,1.6,0.6,0,0,0,0,11,26,42.3,21,4,71.4,50.0,11,100.0,67.9,29,2,6.9,2,16.5,14:15:00
ENG-Premier League,2122,Burnley,2022-04-21 Burnley-Southampton,2022-04-21,Matchweek 30,Thu,Home,W,2,0,Southampton,3,0,3,100.0,1,0.8,0.8,0,0,0,0,8,21,38.1,28,8,60.7,42.0,6,66.7,52.7,23,1,4.3,1,13.3,19:45:00
