,league,season,team,game,date,round,day,venue,result,GF,GA,opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,time,teams_home_name,teams_home_logo,teams_away_name,teams_away_logo
10,ENG-Premier League,2122,Arsenal,2021-11-07 Arsenal-Watford,11/7/2021,Matchweek 11,Sun,Home,W,1,0,Watford,4,0,0,6,19,3,25,7,12,1,0,0,49,17,9,65.4,14:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Watford,https://media-4.api-sports.io/football/teams/38.png
11,ENG-Premier League,2122,Arsenal,2021-11-20 Liverpool-Arsenal,11/20/2021,Matchweek 12,Sat,Away,L,0,4,Liverpool,0,0,0,12,15,8,7,8,6,0,0,0,53,10,10,50.0,17:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
12,ENG-Premier League,2122,Arsenal,2021-11-27 Arsenal-Newcastle Utd,11/27/2021,Matchweek 13,Sat,Home,W,2,0,Newcastle Utd,1,0,0,6,12,0,18,3,8,0,0,0,53,11,5,68.8,12:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
13,ENG-Premier League,2122,Arsenal,2021-12-02 Manchester Utd-Arsenal,12/2/2021,Matchweek 14,Thu,Away,L,2,3,Manchester Utd,0,0,0,10,8,1,18,9,6,0,1,0,47,16,22,42.1,20:15:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
14,ENG-Premier League,2122,Arsenal,2021-12-06 Everton-Arsenal,12/6/2021,Matchweek 15,Mon,Away,L,1,2,Everton,2,0,0,12,8,1,15,10,4,0,0,0,49,14,15,48.3,20:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Everton,https://media-4.api-sports.io/football/teams/45.png
15,ENG-Premier League,2122,Arsenal,2021-12-11 Arsenal-Southampton,12/11/2021,Matchweek 16,Sat,Home,W,3,0,Southampton,2,0,0,5,8,3,20,7,4,0,0,0,63,21,22,48.8,15:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
16,ENG-Premier League,2122,Arsenal,2021-12-15 Arsenal-West Ham,12/15/2021,Matchweek 17,Wed,Home,W,2,0,West Ham,2,0,0,9,9,0,16,5,13,1,0,0,49,18,20,47.4,20:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
17,ENG-Premier League,2122,Arsenal,2021-12-18 Leeds United-Arsenal,12/18/2021,Matchweek 18,Sat,Away,W,4,1,Leeds United,1,0,0,7,11,1,7,11,7,0,1,0,52,11,6,64.7,17:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Leeds United,https://media-4.api-sports.io/football/teams/63.png
18,ENG-Premier League,2122,Arsenal,2021-12-26 Norwich City-Arsenal,12/26/2021,Matchweek 19,Sun,Away,W,5,0,Norwich City,2,0,0,7,13,2,9,8,11,1,0,0,60,22,10,68.8,15:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Norwich City,https://media-4.api-sports.io/football/teams/71.png
19,ENG-Premier League,2122,Arsenal,2022-01-01 Arsenal-Manchester City,1/1/2022,Matchweek 21,Sat,Home,L,1,2,Manchester City,5,1,1,13,4,1,15,10,6,0,1,0,43,5,16,23.8,12:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
20,ENG-Premier League,2122,Arsenal,2022-01-23 Arsenal-Burnley,1/23/2022,Matchweek 23,Sun,Home,D,0,0,Burnley,0,0,0,9,12,0,34,4,3,0,0,0,38,17,25,40.5,14:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
21,ENG-Premier League,2122,Arsenal,2022-02-10 Wolves-Arsenal,2/10/2022,Matchweek 24,Thu,Away,W,1,0,Wolves,5,1,1,13,12,2,13,7,10,0,0,0,48,14,17,45.2,19:45:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
22,ENG-Premier League,2122,Arsenal,2022-02-19 Arsenal-Brentford,2/19/2022,Matchweek 26,Sat,Home,W,2,1,Brentford,1,0,0,10,4,1,43,8,11,0,0,0,46,10,17,37.0,15:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Brentford,https://media-4.api-sports.io/football/teams/55.png
23,ENG-Premier League,2122,Arsenal,2022-02-24 Arsenal-Wolves,2/24/2022,Matchweek 20,Thu,Home,W,2,1,Wolves,1,0,0,8,8,2,18,4,6,0,0,0,67,11,12,47.8,19:45:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
24,ENG-Premier League,2122,Arsenal,2022-03-06 Watford-Arsenal,3/6/2022,Matchweek 28,Sun,Away,W,3,2,Watford,2,0,0,12,5,0,21,18,13,0,0,0,64,9,30,23.1,14:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Watford,https://media-4.api-sports.io/football/teams/38.png
25,ENG-Premier League,2122,Arsenal,2022-03-13 Arsenal-Leicester City,3/13/2022,Matchweek 29,Sun,Home,W,2,0,Leicester City,0,0,0,8,9,2,12,11,9,0,0,0,51,6,8,42.9,16:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
26,ENG-Premier League,2122,Arsenal,2022-03-16 Arsenal-Liverpool,3/16/2022,Matchweek 27,Wed,Home,L,0,2,Liverpool,0,0,0,9,9,4,10,5,12,0,0,0,63,6,15,28.6,20:15:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
27,ENG-Premier League,2122,Arsenal,2022-03-19 Aston Villa-Arsenal,3/19/2022,Matchweek 30,Sat,Away,W,1,0,Aston Villa,3,0,0,14,12,1,14,5,10,0,0,0,38,6,5,54.5,12:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Aston Villa,https://media-4.api-sports.io/football/teams/66.png
28,ENG-Premier League,2122,Arsenal,2022-04-04 Crystal Palace-Arsenal,4/4/2022,Matchweek 31,Mon,Away,L,0,3,Crystal Palace,2,0,0,15,10,4,9,8,9,0,1,0,61,10,11,47.6,20:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
29,ENG-Premier League,2122,Arsenal,2022-04-09 Arsenal-Brighton,4/9/2022,Matchweek 32,Sat,Home,L,1,2,Brighton,3,0,0,12,17,2,23,6,6,0,0,0,52,9,16,36.0,15:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
30,ENG-Premier League,2122,Arsenal,2022-04-16 Southampton-Arsenal,4/16/2022,Matchweek 33,Sat,Away,L,0,1,Southampton,1,0,0,6,6,0,31,5,7,0,0,0,42,19,18,51.4,15:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
31,ENG-Premier League,2122,Arsenal,2022-04-20 Chelsea-Arsenal,4/20/2022,Matchweek 25,Wed,Away,W,4,2,Chelsea,1,0,0,6,7,4,8,15,9,1,0,0,59,14,14,50.0,19:45:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
32,ENG-Premier League,2122,Arsenal,2022-04-23 Arsenal-Manchester Utd,4/23/2022,Matchweek 34,Sat,Home,W,3,1,Manchester Utd,3,0,0,9,12,2,11,7,7,1,1,0,42,5,15,25.0,12:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
33,ENG-Premier League,2122,Arsenal,2022-05-01 West Ham-Arsenal,5/1/2022,Matchweek 35,Sun,Away,W,2,1,West Ham,2,0,0,9,6,0,13,10,9,0,0,0,53,18,14,56.3,16:30:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
34,ENG-Premier League,2122,Arsenal,2022-05-08 Arsenal-Leeds United,5/8/2022,Matchweek 36,Sun,Home,W,2,1,Leeds United,2,0,0,13,14,1,26,5,10,0,0,0,50,7,8,46.7,14:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Leeds United,https://media-4.api-sports.io/football/teams/63.png
35,ENG-Premier League,2122,Arsenal,2022-05-12 Tottenham-Arsenal,5/12/2022,Matchweek 22,Thu,Away,L,0,3,Tottenham,5,1,1,15,8,0,13,9,2,0,1,0,30,9,9,50.0,19:45:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
36,ENG-Premier League,2122,Arsenal,2022-05-16 Newcastle Utd-Arsenal,5/16/2022,Matchweek 37,Mon,Away,L,0,2,Newcastle Utd,3,0,0,8,11,1,15,4,8,0,0,1,29,9,18,33.3,20:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
37,ENG-Premier League,2122,Arsenal,2022-05-22 Arsenal-Everton,5/22/2022,Matchweek 38,Sun,Home,W,5,1,Everton,0,0,0,8,7,2,25,5,6,0,0,0,51,8,15,34.8,16:00:00,Arsenal,https://media-4.api-sports.io/football/teams/42.png,Everton,https://media-4.api-sports.io/football/teams/45.png
38,ENG-Premier League,2122,Aston Villa,2021-08-14 Watford-Aston Villa,8/14/2021,Matchweek 1,Sat,Away,L,2,3,Watford,1,0,0,13,18,2,26,11,11,1,0,0,46,17,24,41.5,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Watford,https://media-4.api-sports.io/football/teams/38.png
39,ENG-Premier League,2122,Aston Villa,2021-08-21 Aston Villa-Newcastle Utd,8/21/2021,Matchweek 2,Sat,Home,W,2,0,Newcastle Utd,3,0,0,8,17,3,16,4,10,0,0,0,39,17,18,48.6,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
40,ENG-Premier League,2122,Aston Villa,2021-08-28 Aston Villa-Brentford,8/28/2021,Matchweek 3,Sat,Home,D,1,1,Brentford,3,0,0,15,14,1,21,4,6,0,0,0,52,21,20,51.2,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Brentford,https://media-4.api-sports.io/football/teams/55.png
41,ENG-Premier League,2122,Aston Villa,2021-09-11 Chelsea-Aston Villa,9/11/2021,Matchweek 4,Sat,Away,L,0,3,Chelsea,4,0,0,11,11,1,30,12,9,0,0,0,48,14,16,46.7,17:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
42,ENG-Premier League,2122,Aston Villa,2021-09-18 Aston Villa-Everton,9/18/2021,Matchweek 5,Sat,Home,W,3,0,Everton,1,0,0,7,10,0,24,9,7,0,0,0,44,23,16,59.0,17:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Everton,https://media-4.api-sports.io/football/teams/45.png
43,ENG-Premier League,2122,Aston Villa,2021-09-25 Manchester Utd-Aston Villa,9/25/2021,Matchweek 6,Sat,Away,W,1,0,Manchester Utd,2,0,0,13,9,3,20,15,3,0,1,0,37,11,19,36.7,12:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
44,ENG-Premier League,2122,Aston Villa,2021-10-03 Tottenham-Aston Villa,10/3/2021,Matchweek 7,Sun,Away,L,1,2,Tottenham,1,0,0,14,11,1,27,12,12,0,0,1,60,22,21,51.2,14:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
45,ENG-Premier League,2122,Aston Villa,2021-10-16 Aston Villa-Wolves,10/16/2021,Matchweek 8,Sat,Home,L,2,3,Wolves,2,0,0,8,17,1,23,9,7,0,0,0,56,13,12,52.0,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
46,ENG-Premier League,2122,Aston Villa,2021-10-22 Arsenal-Aston Villa,10/22/2021,Matchweek 9,Fri,Away,L,1,3,Arsenal,5,0,0,10,17,0,12,11,8,0,1,0,49,15,11,57.7,20:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
47,ENG-Premier League,2122,Aston Villa,2021-10-31 Aston Villa-West Ham,10/31/2021,Matchweek 10,Sun,Home,L,1,4,West Ham,1,1,0,7,13,2,15,5,8,0,0,0,54,25,16,61.0,16:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
48,ENG-Premier League,2122,Aston Villa,2021-11-05 Southampton-Aston Villa,11/5/2021,Matchweek 11,Fri,Away,L,0,1,Southampton,2,0,0,12,12,2,23,11,10,0,0,0,50,24,20,54.5,20:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
49,ENG-Premier League,2122,Aston Villa,2021-11-20 Aston Villa-Brighton,11/20/2021,Matchweek 12,Sat,Home,W,2,0,Brighton,3,0,0,7,13,1,19,9,10,0,0,0,48,9,16,36.0,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
50,ENG-Premier League,2122,Aston Villa,2021-11-27 Crystal Palace-Aston Villa,11/27/2021,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,3,0,0,10,11,0,9,6,18,0,0,0,63,12,13,48.0,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
51,ENG-Premier League,2122,Aston Villa,2021-12-01 Aston Villa-Manchester City,12/1/2021,Matchweek 14,Wed,Home,L,1,2,Manchester City,0,0,0,8,11,1,14,11,14,0,0,0,43,15,10,60.0,20:15:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
52,ENG-Premier League,2122,Aston Villa,2021-12-05 Aston Villa-Leicester City,12/5/2021,Matchweek 15,Sun,Home,W,2,1,Leicester City,1,0,0,8,25,1,16,10,13,0,0,0,54,15,21,41.7,16:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
53,ENG-Premier League,2122,Aston Villa,2021-12-11 Liverpool-Aston Villa,12/11/2021,Matchweek 16,Sat,Away,L,0,1,Liverpool,2,0,0,6,13,1,15,7,9,0,1,0,39,7,21,25.0,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
54,ENG-Premier League,2122,Aston Villa,2021-12-14 Norwich City-Aston Villa,12/14/2021,Matchweek 17,Tue,Away,W,2,0,Norwich City,1,0,0,9,12,0,19,7,8,0,0,0,44,12,14,46.2,19:45:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Norwich City,https://media-4.api-sports.io/football/teams/71.png
55,ENG-Premier League,2122,Aston Villa,2021-12-26 Aston Villa-Chelsea,12/26/2021,Matchweek 19,Sun,Home,L,1,3,Chelsea,3,0,0,8,11,2,12,12,9,0,2,0,46,7,8,46.7,17:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
56,ENG-Premier League,2122,Aston Villa,2022-01-02 Brentford-Aston Villa,1/2/2022,Matchweek 21,Sun,Away,L,1,2,Brentford,2,0,0,11,17,4,10,6,6,0,0,0,50,15,10,60.0,14:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Brentford,https://media-4.api-sports.io/football/teams/55.png
57,ENG-Premier League,2122,Aston Villa,2022-01-15 Aston Villa-Manchester Utd,1/15/2022,Matchweek 22,Sat,Home,D,2,2,Manchester Utd,1,0,0,8,13,1,18,12,13,0,0,0,58,14,12,53.8,17:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
58,ENG-Premier League,2122,Aston Villa,2022-01-22 Everton-Aston Villa,1/22/2022,Matchweek 23,Sat,Away,W,1,0,Everton,4,0,0,16,13,1,7,10,18,0,0,0,54,30,29,50.8,12:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Everton,https://media-4.api-sports.io/football/teams/45.png
59,ENG-Premier League,2122,Aston Villa,2022-02-09 Aston Villa-Leeds United,2/9/2022,Matchweek 24,Wed,Home,D,3,3,Leeds United,3,1,1,11,9,1,15,9,13,0,0,0,44,15,6,71.4,20:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Leeds United,https://media-4.api-sports.io/football/teams/63.png
60,ENG-Premier League,2122,Aston Villa,2022-02-13 Newcastle Utd-Aston Villa,2/13/2022,Matchweek 25,Sun,Away,L,0,1,Newcastle Utd,4,0,0,15,21,2,17,10,7,0,0,0,54,12,22,35.3,14:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
61,ENG-Premier League,2122,Aston Villa,2022-02-19 Aston Villa-Watford,2/19/2022,Matchweek 26,Sat,Home,L,0,1,Watford,1,0,0,12,7,0,36,4,12,0,0,0,55,16,17,48.5,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Watford,https://media-4.api-sports.io/football/teams/38.png
62,ENG-Premier League,2122,Aston Villa,2022-02-26 Brighton-Aston Villa,2/26/2022,Matchweek 27,Sat,Away,W,2,0,Brighton,5,0,0,11,16,0,6,8,14,0,0,0,46,11,12,47.8,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
63,ENG-Premier League,2122,Aston Villa,2022-03-05 Aston Villa-Southampton,3/5/2022,Matchweek 28,Sat,Home,W,4,0,Southampton,1,0,0,10,8,0,7,12,11,0,0,0,57,10,10,50.0,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
64,ENG-Premier League,2122,Aston Villa,2022-03-10 Leeds United-Aston Villa,3/10/2022,Matchweek 20,Thu,Away,W,3,0,Leeds United,3,0,0,11,17,5,14,9,8,0,0,0,55,9,6,60.0,19:45:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Leeds United,https://media-4.api-sports.io/football/teams/63.png
65,ENG-Premier League,2122,Aston Villa,2022-03-13 West Ham-Aston Villa,3/13/2022,Matchweek 29,Sun,Away,L,1,2,West Ham,0,0,0,3,8,0,21,14,10,0,0,0,46,14,14,50.0,14:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
66,ENG-Premier League,2122,Aston Villa,2022-03-19 Aston Villa-Arsenal,3/19/2022,Matchweek 30,Sat,Home,L,0,1,Arsenal,3,0,0,13,14,1,27,4,6,0,0,0,39,5,6,45.5,12:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
67,ENG-Premier League,2122,Aston Villa,2022-04-02 Wolves-Aston Villa,4/2/2022,Matchweek 31,Sat,Away,L,1,2,Wolves,3,0,0,8,15,1,22,8,7,1,0,1,53,9,15,37.5,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
68,ENG-Premier League,2122,Aston Villa,2022-04-09 Aston Villa-Tottenham,4/9/2022,Matchweek 32,Sat,Home,L,0,4,Tottenham,2,0,0,12,14,1,27,3,10,0,0,0,37,10,6,62.5,17:30:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
69,ENG-Premier League,2122,Aston Villa,2022-04-23 Leicester City-Aston Villa,4/23/2022,Matchweek 34,Sat,Away,D,0,0,Leicester City,2,0,0,16,14,1,15,8,12,0,0,0,47,10,10,50.0,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
70,ENG-Premier League,2122,Aston Villa,2022-04-30 Aston Villa-Norwich City,4/30/2022,Matchweek 35,Sat,Home,W,2,0,Norwich City,4,0,0,16,8,3,12,13,19,0,0,0,52,10,9,52.6,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Norwich City,https://media-4.api-sports.io/football/teams/71.png
71,ENG-Premier League,2122,Aston Villa,2022-05-07 Burnley-Aston Villa,5/7/2022,Matchweek 36,Sat,Away,W,3,1,Burnley,2,0,0,11,13,2,13,6,6,0,0,0,56,17,15,53.1,15:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
72,ENG-Premier League,2122,Aston Villa,2022-05-10 Aston Villa-Liverpool,5/10/2022,Matchweek 33,Tue,Home,L,1,2,Liverpool,0,0,0,10,12,3,11,12,7,0,0,0,50,12,10,54.5,20:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
73,ENG-Premier League,2122,Aston Villa,2022-05-15 Aston Villa-Crystal Palace,5/15/2022,Matchweek 37,Sun,Home,D,1,1,Crystal Palace,1,0,0,11,15,1,11,12,12,0,0,0,49,9,18,33.3,14:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
74,ENG-Premier League,2122,Aston Villa,2022-05-19 Aston Villa-Burnley,5/19/2022,Matchweek 18,Thu,Home,D,1,1,Burnley,0,0,0,11,20,1,35,3,10,0,1,0,37,13,15,46.4,20:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
75,ENG-Premier League,2122,Aston Villa,2022-05-22 Manchester City-Aston Villa,5/22/2022,Matchweek 38,Sun,Away,L,2,3,Manchester City,2,0,0,11,5,2,5,11,9,0,0,0,39,18,23,43.9,16:00:00,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
76,ENG-Premier League,2122,Brentford,2021-08-13 Brentford-Arsenal,8/13/2021,Matchweek 1,Fri,Home,W,2,0,Arsenal,0,0,0,12,7,1,9,9,12,0,0,0,44,17,20,45.9,20:00:00,Brentford,https://media-4.api-sports.io/football/teams/55.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
77,ENG-Premier League,2122,Brentford,2021-08-21 Crystal Palace-Brentford,8/21/2021,Matchweek 2,Sat,Away,D,0,0,Crystal Palace,1,0,0,9,10,2,15,11,8,0,0,0,69,20,26,43.5,15:00:00,Brentford,https://media-4.api-sports.io/football/teams/55.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
78,ENG-Premier League,2122,Brentford,2021-08-28 Aston Villa-Brentford,8/28/2021,Matchweek 3,Sat,Away,D,1,1,Aston Villa,3,0,0,14,14,2,7,6,12,0,0,0,48,20,21,48.8,15:00:00,Brentford,https://media-4.api-sports.io/football/teams/55.png,Aston Villa,https://media-4.api-sports.io/football/teams/66.png
79,ENG-Premier League,2122,Brentford,2021-09-11 Brentford-Brighton,9/11/2021,Matchweek 4,Sat,Home,L,0,1,Brighton,3,0,0,9,12,0,20,13,17,0,0,0,48,15,11,57.7,15:00:00,Brentford,https://media-4.api-sports.io/football/teams/55.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
