,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,2122,Leeds United,2022-02-26 Leeds United-Tottenham,2022-02-26,Matchweek 27,Sat,Home,L,0,4,Tottenham,0,19,2,10.5,0.0,0.0,18.0,1,0,0,1.5,1.5,0.08,-1.5,-1.5,12:30:00
ENG-Premier League,2122,Leeds United,2022-03-05 Leicester City-Leeds United,2022-03-05,Matchweek 28,Sat,Away,L,0,1,Leicester City,0,19,4,21.1,0.0,0.0,13.3,0,0,0,1.7,1.7,0.09,-1.7,-1.7,12:30:00
ENG-Premier League,2122,Leeds United,2022-03-10 Leeds United-Aston Villa,2022-03-10,Matchweek 20,Thu,Home,L,0,3,Aston Villa,0,4,1,25.0,0.0,0.0,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,19:45:00
ENG-Premier League,2122,Leeds United,2022-03-13 Leeds United-Norwich City,2022-03-13,Matchweek 29,Sun,Home,W,2,1,Norwich City,2,13,7,53.8,0.15,0.29,14.4,1,0,0,2.5,2.5,0.22,-0.5,-0.5,14:00:00
ENG-Premier League,2122,Leeds United,2022-03-18 Wolves-Leeds United,2022-03-18,Matchweek 30,Fri,Away,W,3,2,Wolves,3,15,5,33.3,0.2,0.6,13.8,1,0,0,2.0,2.0,0.15,1.0,1.0,20:00:00
ENG-Premier League,2122,Leeds United,2022-04-02 Leeds United-Southampton,2022-04-02,Matchweek 31,Sat,Home,D,1,1,Southampton,1,12,3,25.0,0.08,0.33,17.8,0,0,0,1.2,1.2,0.1,-0.2,-0.2,15:00:00
ENG-Premier League,2122,Leeds United,2022-04-09 Watford-Leeds United,2022-04-09,Matchweek 32,Sat,Away,W,3,0,Watford,3,10,5,50.0,0.3,0.6,17.9,0,0,0,0.7,0.7,0.07,2.3,2.3,15:00:00
ENG-Premier League,2122,Leeds United,2022-04-25 Crystal Palace-Leeds United,2022-04-25,Matchweek 34,Mon,Away,D,0,0,Crystal Palace,0,9,2,22.2,0.0,0.0,17.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,20:00:00
ENG-Premier League,2122,Leeds United,2022-04-30 Leeds United-Manchester City,2022-04-30,Matchweek 35,Sat,Home,L,0,4,Manchester City,0,7,1,14.3,0.0,0.0,12.2,0,0,0,1.3,1.3,0.2,-1.3,-1.3,17:30:00
ENG-Premier League,2122,Leeds United,2022-05-08 Arsenal-Leeds United,2022-05-08,Matchweek 36,Sun,Away,L,1,2,Arsenal,1,3,2,66.7,0.33,0.5,11.0,0,0,0,0.3,0.3,0.1,0.7,0.7,14:00:00
ENG-Premier League,2122,Leeds United,2022-05-11 Leeds United-Chelsea,2022-05-11,Matchweek 33,Wed,Home,L,0,3,Chelsea,0,5,0,0.0,0.0,,19.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,19:30:00
ENG-Premier League,2122,Leeds United,2022-05-15 Leeds United-Brighton,2022-05-15,Matchweek 37,Sun,Home,D,1,1,Brighton,1,19,4,21.1,0.05,0.25,15.1,1,0,0,1.6,1.6,0.09,-0.6,-0.6,14:00:00
ENG-Premier League,2122,Leeds United,2022-05-22 Brentford-Leeds United,2022-05-22,Matchweek 38,Sun,Away,W,2,1,Brentford,2,13,5,38.5,0.08,0.2,24.7,0,1,1,1.3,0.5,0.04,0.7,0.5,16:00:00
ENG-Premier League,2122,Leicester City,2021-08-14 Leicester City-Wolves,2021-08-14,Matchweek 1,Sat,Home,W,1,0,Wolves,1,9,5,55.6,0.11,0.2,17.1,0,0,0,0.5,0.5,0.05,0.5,0.5,15:00:00
ENG-Premier League,2122,Leicester City,2021-08-23 West Ham-Leicester City,2021-08-23,Matchweek 2,Mon,Away,L,1,4,West Ham,1,5,1,20.0,0.2,1.0,14.3,0,0,0,0.6,0.6,0.12,0.4,0.4,20:00:00
ENG-Premier League,2122,Leicester City,2021-08-28 Norwich City-Leicester City,2021-08-28,Matchweek 3,Sat,Away,W,2,1,Norwich City,2,9,3,33.3,0.22,0.67,16.0,0,0,0,1.5,1.5,0.16,0.5,0.5,15:00:00
ENG-Premier League,2122,Leicester City,2021-09-11 Leicester City-Manchester City,2021-09-11,Matchweek 4,Sat,Home,L,0,1,Manchester City,0,6,1,16.7,0.0,0.0,12.1,0,0,0,0.6,0.6,0.11,-0.6,-0.6,15:00:00
ENG-Premier League,2122,Leicester City,2021-09-19 Brighton-Leicester City,2021-09-19,Matchweek 5,Sun,Away,L,1,2,Brighton,1,14,3,21.4,0.07,0.33,19.9,0,0,0,1.6,1.6,0.11,-0.6,-0.6,14:00:00
ENG-Premier League,2122,Leicester City,2021-09-25 Leicester City-Burnley,2021-09-25,Matchweek 6,Sat,Home,D,2,2,Burnley,2,22,4,18.2,0.09,0.5,16.8,0,0,0,2.4,2.4,0.11,-0.4,-0.4,15:00:00
ENG-Premier League,2122,Leicester City,2021-10-03 Crystal Palace-Leicester City,2021-10-03,Matchweek 7,Sun,Away,D,2,2,Crystal Palace,2,9,5,55.6,0.22,0.4,17.9,0,0,0,1.2,1.2,0.13,0.8,0.8,14:00:00
ENG-Premier League,2122,Leicester City,2021-10-16 Leicester City-Manchester Utd,2021-10-16,Matchweek 8,Sat,Home,W,4,2,Manchester Utd,4,22,11,50.0,0.18,0.36,18.4,1,0,0,2.4,2.4,0.12,1.6,1.6,15:00:00
ENG-Premier League,2122,Leicester City,2021-10-24 Brentford-Leicester City,2021-10-24,Matchweek 9,Sun,Away,W,2,1,Brentford,2,10,6,60.0,0.2,0.33,21.9,0,0,0,1.5,1.5,0.15,0.5,0.5,14:00:00
ENG-Premier League,2122,Leicester City,2021-10-30 Leicester City-Arsenal,2021-10-30,Matchweek 10,Sat,Home,L,0,2,Arsenal,0,16,8,50.0,0.0,0.0,17.3,2,0,0,1.3,1.3,0.08,-1.3,-1.3,12:30:00
ENG-Premier League,2122,Leicester City,2021-11-07 Leeds United-Leicester City,2021-11-07,Matchweek 11,Sun,Away,D,1,1,Leeds United,1,9,3,33.3,0.11,0.33,16.5,0,0,0,0.7,0.7,0.08,0.3,0.3,14:00:00
ENG-Premier League,2122,Leicester City,2021-11-20 Leicester City-Chelsea,2021-11-20,Matchweek 12,Sat,Home,L,0,3,Chelsea,0,4,3,75.0,0.0,0.0,24.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,12:30:00
ENG-Premier League,2122,Leicester City,2021-11-28 Leicester City-Watford,2021-11-28,Matchweek 13,Sun,Home,W,4,2,Watford,4,18,8,44.4,0.22,0.5,14.6,0,0,0,2.1,2.1,0.13,1.9,1.9,14:00:00
ENG-Premier League,2122,Leicester City,2021-12-01 Southampton-Leicester City,2021-12-01,Matchweek 14,Wed,Away,D,2,2,Southampton,2,15,6,40.0,0.13,0.33,17.3,0,0,0,1.5,1.5,0.1,0.5,0.5,19:30:00
ENG-Premier League,2122,Leicester City,2021-12-05 Aston Villa-Leicester City,2021-12-05,Matchweek 15,Sun,Away,L,1,2,Aston Villa,1,12,4,33.3,0.08,0.25,15.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1,16:30:00
ENG-Premier League,2122,Leicester City,2021-12-12 Leicester City-Newcastle Utd,2021-12-12,Matchweek 16,Sun,Home,W,4,0,Newcastle Utd,4,7,4,57.1,0.43,0.75,19.1,1,1,1,2.6,1.8,0.26,1.4,1.2,14:00:00
ENG-Premier League,2122,Leicester City,2021-12-26 Manchester City-Leicester City,2021-12-26,Matchweek 19,Sun,Away,L,3,6,Manchester City,3,14,8,57.1,0.21,0.38,16.9,1,0,0,2.7,2.7,0.19,0.3,0.3,15:00:00
ENG-Premier League,2122,Leicester City,2021-12-28 Leicester City-Liverpool,2021-12-28,Matchweek 20,Tue,Home,W,1,0,Liverpool,1,6,1,16.7,0.17,1.0,14.9,0,0,0,0.4,0.4,0.07,0.6,0.6,20:00:00
ENG-Premier League,2122,Leicester City,2022-01-19 Leicester City-Tottenham,2022-01-19,Matchweek 17,Wed,Home,L,2,3,Tottenham,2,14,4,28.6,0.14,0.5,18.2,0,0,0,1.2,1.2,0.08,0.8,0.8,19:30:00
ENG-Premier League,2122,Leicester City,2022-01-23 Leicester City-Brighton,2022-01-23,Matchweek 23,Sun,Home,D,1,1,Brighton,1,15,5,33.3,0.07,0.2,19.8,1,0,0,1.4,1.4,0.1,-0.4,-0.4,14:00:00
ENG-Premier League,2122,Leicester City,2022-02-10 Liverpool-Leicester City,2022-02-10,Matchweek 24,Thu,Away,L,0,2,Liverpool,0,5,1,20.0,0.0,0.0,17.3,1,0,0,0.5,0.5,0.1,-0.5,-0.5,19:45:00
ENG-Premier League,2122,Leicester City,2022-02-13 Leicester City-West Ham,2022-02-13,Matchweek 25,Sun,Home,D,2,2,West Ham,2,12,1,8.3,0.08,1.0,19.6,0,1,1,1.4,0.6,0.05,0.6,0.4,16:30:00
ENG-Premier League,2122,Leicester City,2022-02-20 Wolves-Leicester City,2022-02-20,Matchweek 26,Sun,Away,L,1,2,Wolves,1,17,7,41.2,0.06,0.14,19.6,1,0,0,1.7,1.7,0.1,-0.7,-0.7,16:30:00
ENG-Premier League,2122,Leicester City,2022-03-01 Burnley-Leicester City,2022-03-01,Matchweek 22,Tue,Away,W,2,0,Burnley,2,22,6,27.3,0.09,0.33,17.7,1,0,0,1.5,1.5,0.07,0.5,0.5,19:45:00
ENG-Premier League,2122,Leicester City,2022-03-05 Leicester City-Leeds United,2022-03-05,Matchweek 28,Sat,Home,W,1,0,Leeds United,1,7,4,57.1,0.14,0.25,19.1,0,0,0,0.4,0.4,0.06,0.6,0.6,12:30:00
ENG-Premier League,2122,Leicester City,2022-03-13 Arsenal-Leicester City,2022-03-13,Matchweek 29,Sun,Away,L,0,2,Arsenal,0,6,3,50.0,0.0,0.0,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,16:30:00
ENG-Premier League,2122,Leicester City,2022-03-20 Leicester City-Brentford,2022-03-20,Matchweek 30,Sun,Home,W,2,1,Brentford,2,12,4,33.3,0.17,0.5,19.2,1,0,0,1.0,1.0,0.08,1.0,1.0,14:00:00
ENG-Premier League,2122,Leicester City,2022-04-02 Manchester Utd-Leicester City,2022-04-02,Matchweek 31,Sat,Away,D,1,1,Manchester Utd,1,11,3,27.3,0.09,0.33,16.7,0,0,0,0.8,0.8,0.07,0.2,0.2,17:30:00
ENG-Premier League,2122,Leicester City,2022-04-10 Leicester City-Crystal Palace,2022-04-10,Matchweek 32,Sun,Home,W,2,1,Crystal Palace,2,12,3,25.0,0.17,0.67,21.1,2,0,0,1.0,1.0,0.08,1.0,1.0,14:00:00
ENG-Premier League,2122,Leicester City,2022-04-17 Newcastle Utd-Leicester City,2022-04-17,Matchweek 33,Sun,Away,L,1,2,Newcastle Utd,1,8,2,25.0,0.13,0.5,16.4,0,0,0,0.6,0.6,0.08,0.4,0.4,14:15:00
ENG-Premier League,2122,Leicester City,2022-04-20 Everton-Leicester City,2022-04-20,Matchweek 18,Wed,Away,D,1,1,Everton,1,11,3,27.3,0.09,0.33,16.5,0,0,0,0.9,0.9,0.08,0.1,0.1,19:45:00
ENG-Premier League,2122,Leicester City,2022-04-23 Leicester City-Aston Villa,2022-04-23,Matchweek 34,Sat,Home,D,0,0,Aston Villa,0,5,2,40.0,0.0,0.0,24.2,2,0,0,0.3,0.3,0.06,-0.3,-0.3,15:00:00
ENG-Premier League,2122,Leicester City,2022-05-01 Tottenham-Leicester City,2022-05-01,Matchweek 35,Sun,Away,L,1,3,Tottenham,1,6,2,33.3,0.17,0.5,20.4,0,0,0,0.5,0.5,0.08,0.5,0.5,14:00:00
ENG-Premier League,2122,Leicester City,2022-05-08 Leicester City-Everton,2022-05-08,Matchweek 36,Sun,Home,L,1,2,Everton,1,16,8,50.0,0.06,0.13,19.8,0,0,0,1.5,1.5,0.09,-0.5,-0.5,14:00:00
ENG-Premier League,2122,Leicester City,2022-05-11 Leicester City-Norwich City,2022-05-11,Matchweek 21,Wed,Home,W,3,0,Norwich City,3,20,8,40.0,0.15,0.38,18.5,0,0,0,2.0,2.0,0.1,1.0,1.0,19:45:00
ENG-Premier League,2122,Leicester City,2022-05-15 Watford-Leicester City,2022-05-15,Matchweek 37,Sun,Away,W,5,1,Watford,5,13,7,53.8,0.38,0.71,16.4,0,0,0,2.5,2.5,0.19,2.5,2.5,14:00:00
ENG-Premier League,2122,Leicester City,2022-05-19 Chelsea-Leicester City,2022-05-19,Matchweek 27,Thu,Away,D,1,1,Chelsea,1,2,1,50.0,0.5,1.0,25.1,0,0,0,0.1,0.1,0.04,0.9,0.9,20:00:00
ENG-Premier League,2122,Leicester City,2022-05-22 Leicester City-Southampton,2022-05-22,Matchweek 38,Sun,Home,W,4,1,Southampton,4,12,6,50.0,0.33,0.67,12.8,0,0,0,3.4,3.4,0.32,0.6,0.6,16:00:00
ENG-Premier League,2122,Liverpool,2021-08-14 Norwich City-Liverpool,2021-08-14,Matchweek 1,Sat,Away,W,3,0,Norwich City,3,19,6,31.6,0.16,0.5,17.3,1,0,0,1.6,1.6,0.09,1.4,1.4,17:30:00
ENG-Premier League,2122,Liverpool,2021-08-21 Liverpool-Burnley,2021-08-21,Matchweek 2,Sat,Home,W,2,0,Burnley,2,27,8,29.6,0.07,0.25,16.1,0,0,0,2.7,2.7,0.1,-0.7,-0.7,12:30:00
ENG-Premier League,2122,Liverpool,2021-08-28 Liverpool-Chelsea,2021-08-28,Matchweek 3,Sat,Home,D,1,1,Chelsea,1,23,6,26.1,0.0,0.0,16.2,0,1,1,2.5,2.1,0.1,-1.5,-2.1,17:30:00
ENG-Premier League,2122,Liverpool,2021-09-12 Leeds United-Liverpool,2021-09-12,Matchweek 4,Sun,Away,W,3,0,Leeds United,3,30,8,26.7,0.1,0.38,16.1,1,0,0,4.3,4.3,0.15,-1.3,-1.3,16:30:00
ENG-Premier League,2122,Liverpool,2021-09-18 Liverpool-Crystal Palace,2021-09-18,Matchweek 5,Sat,Home,W,3,0,Crystal Palace,3,25,10,40.0,0.12,0.3,16.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1,15:00:00
ENG-Premier League,2122,Liverpool,2021-09-25 Brentford-Liverpool,2021-09-25,Matchweek 6,Sat,Away,D,3,3,Brentford,3,16,5,31.3,0.19,0.6,17.0,1,0,0,2.8,2.8,0.19,0.2,0.2,17:30:00
ENG-Premier League,2122,Liverpool,2021-10-03 Liverpool-Manchester City,2021-10-03,Matchweek 7,Sun,Home,D,2,2,Manchester City,2,6,3,50.0,0.33,0.67,15.0,1,0,0,0.9,0.9,0.15,1.1,1.1,16:30:00
ENG-Premier League,2122,Liverpool,2021-10-16 Watford-Liverpool,2021-10-16,Matchweek 8,Sat,Away,W,5,0,Watford,5,19,8,42.1,0.26,0.63,16.0,0,0,0,3.3,3.3,0.17,1.7,1.7,12:30:00
ENG-Premier League,2122,Liverpool,2021-10-24 Manchester Utd-Liverpool,2021-10-24,Matchweek 9,Sun,Away,W,5,0,Manchester Utd,5,19,8,42.1,0.26,0.63,16.6,0,0,0,3.4,3.4,0.18,1.6,1.6,16:30:00
ENG-Premier League,2122,Liverpool,2021-10-30 Liverpool-Brighton,2021-10-30,Matchweek 10,Sat,Home,D,2,2,Brighton,2,14,3,21.4,0.14,0.67,20.8,0,0,0,1.5,1.5,0.1,0.5,0.5,15:00:00
ENG-Premier League,2122,Liverpool,2021-11-07 West Ham-Liverpool,2021-11-07,Matchweek 11,Sun,Away,L,2,3,West Ham,2,16,5,31.3,0.13,0.4,16.7,1,0,0,1.2,1.2,0.08,0.8,0.8,16:30:00
ENG-Premier League,2122,Liverpool,2021-11-20 Liverpool-Arsenal,2021-11-20,Matchweek 12,Sat,Home,W,4,0,Arsenal,4,19,9,47.4,0.21,0.44,13.4,0,0,0,4.3,4.3,0.23,-0.3,-0.3,17:30:00
ENG-Premier League,2122,Liverpool,2021-11-27 Liverpool-Southampton,2021-11-27,Matchweek 13,Sat,Home,W,4,0,Southampton,4,20,6,30.0,0.2,0.67,15.5,0,0,0,2.9,2.9,0.15,1.1,1.1,15:00:00
ENG-Premier League,2122,Liverpool,2021-12-01 Everton-Liverpool,2021-12-01,Matchweek 14,Wed,Away,W,4,1,Everton,4,16,7,43.8,0.25,0.57,16.5,1,0,0,2.4,2.4,0.15,1.6,1.6,20:15:00
ENG-Premier League,2122,Liverpool,2021-12-04 Wolves-Liverpool,2021-12-04,Matchweek 15,Sat,Away,W,1,0,Wolves,1,17,4,23.5,0.06,0.25,13.6,0,0,0,2.7,2.7,0.17,-1.7,-1.7,15:00:00
ENG-Premier League,2122,Liverpool,2021-12-11 Liverpool-Aston Villa,2021-12-11,Matchweek 16,Sat,Home,W,1,0,Aston Villa,1,19,4,21.1,0.0,0.0,16.1,0,1,1,2.2,1.4,0.07,-1.2,-1.4,15:00:00
ENG-Premier League,2122,Liverpool,2021-12-16 Liverpool-Newcastle Utd,2021-12-16,Matchweek 17,Thu,Home,W,3,1,Newcastle Utd,3,23,8,34.8,0.13,0.38,16.4,0,0,0,2.7,2.7,0.14,0.3,0.3,20:00:00
ENG-Premier League,2122,Liverpool,2021-12-19 Tottenham-Liverpool,2021-12-19,Matchweek 18,Sun,Away,D,2,2,Tottenham,2,18,6,33.3,0.11,0.33,16.7,0,0,0,1.1,1.1,0.06,0.9,0.9,16:30:00
ENG-Premier League,2122,Liverpool,2021-12-28 Leicester City-Liverpool,2021-12-28,Matchweek 20,Tue,Away,L,0,1,Leicester City,0,20,3,15.0,0.0,0.0,15.0,0,0,1,2.3,1.4,0.07,-2.3,-1.4,20:00:00
ENG-Premier League,2122,Liverpool,2022-01-02 Chelsea-Liverpool,2022-01-02,Matchweek 21,Sun,Away,D,2,2,Chelsea,2,10,6,60.0,0.2,0.33,17.9,0,0,0,1.3,1.3,0.13,0.7,0.7,16:30:00
ENG-Premier League,2122,Liverpool,2022-01-16 Liverpool-Brentford,2022-01-16,Matchweek 22,Sun,Home,W,3,0,Brentford,3,27,13,48.1,0.11,0.23,16.7,0,0,0,2.7,2.7,0.1,0.3,0.3,14:00:00
ENG-Premier League,2122,Liverpool,2022-01-23 Crystal Palace-Liverpool,2022-01-23,Matchweek 23,Sun,Away,W,3,1,Crystal Palace,3,13,6,46.2,0.15,0.33,21.6,0,1,1,1.9,1.1,0.08,1.1,0.9,14:00:00
ENG-Premier League,2122,Liverpool,2022-02-10 Liverpool-Leicester City,2022-02-10,Matchweek 24,Thu,Home,W,2,0,Leicester City,2,22,11,50.0,0.09,0.18,15.7,0,0,0,1.8,1.8,0.08,0.2,0.2,19:45:00
ENG-Premier League,2122,Liverpool,2022-02-13 Burnley-Liverpool,2022-02-13,Matchweek 25,Sun,Away,W,1,0,Burnley,1,12,4,33.3,0.08,0.25,14.4,0,0,0,1.7,1.7,0.18,-0.7,-0.7,14:00:00
ENG-Premier League,2122,Liverpool,2022-02-19 Liverpool-Norwich City,2022-02-19,Matchweek 26,Sat,Home,W,3,1,Norwich City,3,29,7,24.1,0.1,0.43,17.8,0,0,0,3.6,3.6,0.13,-0.6,-0.6,15:00:00
ENG-Premier League,2122,Liverpool,2022-02-23 Liverpool-Leeds United,2022-02-23,Matchweek 19,Wed,Home,W,6,0,Leeds United,6,21,12,57.1,0.19,0.33,17.7,0,2,2,5.9,4.3,0.21,0.1,-0.3,19:45:00
ENG-Premier League,2122,Liverpool,2022-03-05 Liverpool-West Ham,2022-03-05,Matchweek 28,Sat,Home,W,1,0,West Ham,1,22,5,22.7,0.05,0.2,19.1,1,0,0,2.4,2.4,0.11,-1.4,-1.4,17:30:00
ENG-Premier League,2122,Liverpool,2022-03-12 Brighton-Liverpool,2022-03-12,Matchweek 29,Sat,Away,W,2,0,Brighton,2,17,8,47.1,0.06,0.13,15.2,0,1,1,2.2,1.5,0.09,-0.2,-0.5,12:30:00
ENG-Premier League,2122,Liverpool,2022-03-16 Arsenal-Liverpool,2022-03-16,Matchweek 27,Wed,Away,W,2,0,Arsenal,2,9,3,33.3,0.22,0.67,14.4,0,0,0,0.8,0.8,0.09,1.2,1.2,20:15:00
ENG-Premier League,2122,Liverpool,2022-04-02 Liverpool-Watford,2022-04-02,Matchweek 31,Sat,Home,W,2,0,Watford,2,19,2,10.5,0.05,0.5,18.7,0,1,1,2.2,1.4,0.08,-0.2,-0.4,12:30:00
ENG-Premier League,2122,Liverpool,2022-04-10 Manchester City-Liverpool,2022-04-10,Matchweek 32,Sun,Away,D,2,2,Manchester City,2,6,4,66.7,0.33,0.5,22.9,0,0,0,1.3,1.3,0.22,0.7,0.7,16:30:00
ENG-Premier League,2122,Liverpool,2022-04-19 Liverpool-Manchester Utd,2022-04-19,Matchweek 30,Tue,Home,W,4,0,Manchester Utd,4,14,5,35.7,0.29,0.8,15.5,0,0,0,2.0,2.0,0.14,2.0,2.0,20:00:00
ENG-Premier League,2122,Liverpool,2022-04-24 Liverpool-Everton,2022-04-24,Matchweek 34,Sun,Home,W,2,0,Everton,2,18,4,22.2,0.11,0.5,15.3,0,0,0,1.7,1.7,0.11,0.3,0.3,16:30:00
ENG-Premier League,2122,Liverpool,2022-04-30 Newcastle Utd-Liverpool,2022-04-30,Matchweek 35,Sat,Away,W,1,0,Newcastle Utd,1,24,10,41.7,0.04,0.1,17.7,2,0,0,2.3,2.3,0.1,-1.3,-1.3,12:30:00
ENG-Premier League,2122,Liverpool,2022-05-07 Liverpool-Tottenham,2022-05-07,Matchweek 36,Sat,Home,D,1,1,Tottenham,1,22,3,13.6,0.05,0.33,19.6,1,0,0,1.3,1.3,0.06,-0.3,-0.3,19:45:00
ENG-Premier League,2122,Liverpool,2022-05-10 Aston Villa-Liverpool,2022-05-10,Matchweek 33,Tue,Away,W,2,1,Aston Villa,2,17,5,29.4,0.12,0.4,17.0,2,0,0,1.8,1.8,0.12,0.2,0.2,20:00:00
ENG-Premier League,2122,Liverpool,2022-05-17 Southampton-Liverpool,2022-05-17,Matchweek 37,Tue,Away,W,2,1,Southampton,2,24,5,20.8,0.08,0.4,18.6,0,0,0,1.3,1.3,0.05,0.7,0.7,19:45:00
ENG-Premier League,2122,Liverpool,2022-05-22 Liverpool-Wolves,2022-05-22,Matchweek 38,Sun,Home,W,3,1,Wolves,3,29,7,24.1,0.1,0.43,15.6,0,0,0,2.7,2.7,0.1,0.3,0.3,16:00:00
ENG-Premier League,2122,Manchester City,2021-08-15 Tottenham-Manchester City,2021-08-15,Matchweek 1,Sun,Away,L,0,1,Tottenham,0,18,4,22.2,0.0,0.0,17.3,1,0,0,1.8,1.8,0.1,-1.8,-1.8,16:30:00
ENG-Premier League,2122,Manchester City,2021-08-21 Manchester City-Norwich City,2021-08-21,Matchweek 2,Sat,Home,W,5,0,Norwich City,4,16,4,25.0,0.25,1.0,18.5,1,0,0,2.6,2.6,0.17,1.4,1.4,15:00:00
ENG-Premier League,2122,Manchester City,2021-08-28 Manchester City-Arsenal,2021-08-28,Matchweek 3,Sat,Home,W,5,0,Arsenal,5,25,10,40.0,0.2,0.5,14.8,0,0,0,4.4,4.4,0.18,0.6,0.6,12:30:00
ENG-Premier League,2122,Manchester City,2021-09-11 Leicester City-Manchester City,2021-09-11,Matchweek 4,Sat,Away,W,1,0,Leicester City,1,25,8,32.0,0.04,0.13,14.3,0,0,0,2.8,2.8,0.12,-1.8,-1.8,15:00:00
ENG-Premier League,2122,Manchester City,2021-09-18 Manchester City-Southampton,2021-09-18,Matchweek 5,Sat,Home,D,0,0,Southampton,0,16,1,6.3,0.0,0.0,16.4,1,0,0,1.0,1.0,0.06,-1.0,-1.0,15:00:00
ENG-Premier League,2122,Manchester City,2021-09-25 Chelsea-Manchester City,2021-09-25,Matchweek 6,Sat,Away,W,1,0,Chelsea,1,15,3,20.0,0.07,0.33,17.1,0,0,0,1.7,1.7,0.11,-0.7,-0.7,12:30:00
ENG-Premier League,2122,Manchester City,2021-10-03 Liverpool-Manchester City,2021-10-03,Matchweek 7,Sun,Away,D,2,2,Liverpool,2,12,3,25.0,0.17,0.67,17.0,1,0,0,1.2,1.2,0.1,0.8,0.8,16:30:00
ENG-Premier League,2122,Manchester City,2021-10-16 Manchester City-Burnley,2021-10-16,Matchweek 8,Sat,Home,W,2,0,Burnley,2,15,6,40.0,0.13,0.33,14.4,0,0,0,2.1,2.1,0.15,-0.1,-0.1,15:00:00
ENG-Premier League,2122,Manchester City,2021-10-23 Brighton-Manchester City,2021-10-23,Matchweek 9,Sat,Away,W,4,1,Brighton,4,23,12,52.2,0.17,0.33,16.0,1,0,0,3.8,3.8,0.18,0.2,0.2,17:30:00
ENG-Premier League,2122,Manchester City,2021-10-30 Manchester City-Crystal Palace,2021-10-30,Matchweek 10,Sat,Home,L,0,2,Crystal Palace,0,14,3,21.4,0.0,0.0,17.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,15:00:00
ENG-Premier League,2122,Manchester City,2021-11-06 Manchester Utd-Manchester City,2021-11-06,Matchweek 11,Sat,Away,W,2,0,Manchester Utd,1,16,5,31.3,0.06,0.2,14.7,0,0,0,1.6,1.6,0.1,-0.6,-0.6,12:30:00
ENG-Premier League,2122,Manchester City,2021-11-21 Manchester City-Everton,2021-11-21,Matchweek 12,Sun,Home,W,3,0,Everton,3,17,7,41.2,0.18,0.43,16.4,1,0,0,2.5,2.5,0.15,0.5,0.5,14:00:00
ENG-Premier League,2122,Manchester City,2021-11-28 Manchester City-West Ham,2021-11-28,Matchweek 13,Sun,Home,W,2,1,West Ham,2,19,8,42.1,0.11,0.25,16.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1,14:00:00
ENG-Premier League,2122,Manchester City,2021-12-01 Aston Villa-Manchester City,2021-12-01,Matchweek 14,Wed,Away,W,2,1,Aston Villa,2,17,7,41.2,0.12,0.29,19.2,1,0,0,1.0,1.0,0.06,1.0,1.0,20:15:00
ENG-Premier League,2122,Manchester City,2021-12-04 Watford-Manchester City,2021-12-04,Matchweek 15,Sat,Away,W,3,1,Watford,3,26,12,46.2,0.12,0.25,14.4,0,0,0,3.1,3.1,0.12,-0.1,-0.1,17:30:00
ENG-Premier League,2122,Manchester City,2021-12-11 Manchester City-Wolves,2021-12-11,Matchweek 16,Sat,Home,W,1,0,Wolves,1,23,8,34.8,0.0,0.0,15.7,0,1,1,3.2,2.4,0.11,-2.2,-2.4,12:30:00
ENG-Premier League,2122,Manchester City,2021-12-14 Manchester City-Leeds United,2021-12-14,Matchweek 17,Tue,Home,W,7,0,Leeds United,7,31,15,48.4,0.23,0.47,17.3,2,0,0,3.1,3.1,0.1,3.9,3.9,20:00:00
ENG-Premier League,2122,Manchester City,2021-12-19 Newcastle Utd-Manchester City,2021-12-19,Matchweek 18,Sun,Away,W,4,0,Newcastle Utd,4,18,7,38.9,0.22,0.57,12.9,0,0,0,2.9,2.9,0.17,1.1,1.1,14:15:00
ENG-Premier League,2122,Manchester City,2021-12-26 Manchester City-Leicester City,2021-12-26,Matchweek 19,Sun,Home,W,6,3,Leicester City,6,15,6,40.0,0.27,0.67,17.5,1,2,2,3.6,2.0,0.14,2.4,2.0,15:00:00
ENG-Premier League,2122,Manchester City,2021-12-29 Brentford-Manchester City,2021-12-29,Matchweek 20,Wed,Away,W,1,0,Brentford,1,12,3,25.0,0.08,0.33,19.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1,20:15:00
ENG-Premier League,2122,Manchester City,2022-01-01 Arsenal-Manchester City,2022-01-01,Matchweek 21,Sat,Away,W,2,1,Arsenal,2,14,1,7.1,0.07,1.0,18.7,0,1,1,2.0,1.2,0.09,0.0,-0.2,12:30:00
