,,,,date,round,day,venue,result,GF,GA,opponent,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,time
ENG-Premier League,2021,Arsenal,2020-12-26 Arsenal-Chelsea,2020-12-26,Matchweek 15,Sat,Home,W,3,1,Chelsea,24,17,0,1,4,2,0,6,3,0,1,0,2,0,17:30:00
ENG-Premier League,2021,Arsenal,2020-12-29 Brighton-Arsenal,2020-12-29,Matchweek 16,Tue,Away,W,1,0,Brighton,19,12,1,2,1,2,1,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Arsenal,2021-01-02 West Brom-Arsenal,2021-01-02,Matchweek 17,Sat,Away,W,4,0,West Brom,36,25,1,5,3,1,1,7,4,0,2,1,0,0,20:00:00
ENG-Premier League,2021,Arsenal,2021-01-14 Arsenal-Crystal Palace,2021-01-14,Matchweek 18,Thu,Home,D,0,0,Crystal Palace,18,10,2,3,2,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Arsenal,2021-01-18 Arsenal-Newcastle Utd,2021-01-18,Matchweek 19,Mon,Home,W,3,0,Newcastle Utd,35,27,3,1,2,2,0,6,6,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Arsenal,2021-01-26 Southampton-Arsenal,2021-01-26,Matchweek 20,Tue,Away,W,3,1,Southampton,15,11,1,3,0,0,0,6,5,0,1,0,0,0,20:15:00
ENG-Premier League,2021,Arsenal,2021-01-30 Arsenal-Manchester Utd,2021-01-30,Matchweek 21,Sat,Home,D,0,0,Manchester Utd,29,20,2,1,2,4,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Arsenal,2021-02-02 Wolves-Arsenal,2021-02-02,Matchweek 22,Tue,Away,L,1,2,Wolves,15,10,1,3,1,0,0,2,0,0,2,0,0,0,18:00:00
ENG-Premier League,2021,Arsenal,2021-02-06 Aston Villa-Arsenal,2021-02-06,Matchweek 23,Sat,Away,L,0,1,Aston Villa,26,19,1,3,1,2,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Arsenal,2021-02-14 Arsenal-Leeds United,2021-02-14,Matchweek 24,Sun,Home,W,4,2,Leeds United,21,18,0,1,1,1,0,6,5,0,0,0,1,0,16:30:00
ENG-Premier League,2021,Arsenal,2021-02-21 Arsenal-Manchester City,2021-02-21,Matchweek 25,Sun,Home,L,0,1,Manchester City,9,8,0,1,0,0,0,0,0,0,0,0,0,0,16:30:00
ENG-Premier League,2021,Arsenal,2021-02-28 Leicester City-Arsenal,2021-02-28,Matchweek 26,Sun,Away,W,3,1,Leicester City,21,15,2,1,2,1,0,4,1,1,0,1,1,0,12:00:00
ENG-Premier League,2021,Arsenal,2021-03-06 Burnley-Arsenal,2021-03-06,Matchweek 27,Sat,Away,D,1,1,Burnley,22,19,0,1,2,0,0,2,1,0,1,0,0,0,12:30:00
ENG-Premier League,2021,Arsenal,2021-03-14 Arsenal-Tottenham,2021-03-14,Matchweek 28,Sun,Home,W,2,1,Tottenham,25,19,0,4,1,1,0,4,2,0,1,0,1,0,16:30:00
ENG-Premier League,2021,Arsenal,2021-03-21 West Ham-Arsenal,2021-03-21,Matchweek 29,Sun,Away,D,3,3,West Ham,28,25,1,2,0,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Arsenal,2021-04-03 Arsenal-Liverpool,2021-04-03,Matchweek 30,Sat,Home,L,0,3,Liverpool,6,5,0,1,0,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Arsenal,2021-04-11 Sheffield Utd-Arsenal,2021-04-11,Matchweek 31,Sun,Away,W,3,0,Sheffield Utd,23,19,1,1,1,1,0,5,4,0,0,1,0,0,19:00:00
ENG-Premier League,2021,Arsenal,2021-04-18 Arsenal-Fulham,2021-04-18,Matchweek 32,Sun,Home,D,1,1,Fulham,30,22,1,3,3,1,0,1,0,0,0,1,0,0,13:30:00
ENG-Premier League,2021,Arsenal,2021-04-23 Arsenal-Everton,2021-04-23,Matchweek 33,Fri,Home,L,0,1,Everton,26,22,2,0,1,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Arsenal,2021-05-02 Newcastle Utd-Arsenal,2021-05-02,Matchweek 34,Sun,Away,W,2,0,Newcastle Utd,38,26,6,2,2,2,0,4,4,0,0,0,0,0,14:00:00
ENG-Premier League,2021,Arsenal,2021-05-09 Arsenal-West Brom,2021-05-09,Matchweek 35,Sun,Home,W,3,1,West Brom,26,21,0,0,4,1,0,6,4,0,0,1,1,0,19:00:00
ENG-Premier League,2021,Arsenal,2021-05-12 Chelsea-Arsenal,2021-05-12,Matchweek 36,Wed,Away,W,1,0,Chelsea,9,8,0,0,0,1,0,1,1,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Arsenal,2021-05-19 Crystal Palace-Arsenal,2021-05-19,Matchweek 37,Wed,Away,W,3,1,Crystal Palace,10,10,0,0,0,0,0,4,4,0,0,0,0,0,19:00:00
ENG-Premier League,2021,Arsenal,2021-05-23 Arsenal-Brighton,2021-05-23,Matchweek 38,Sun,Home,W,2,0,Brighton,29,26,1,0,0,1,1,4,3,0,0,0,0,1,16:00:00
ENG-Premier League,2021,Aston Villa,2020-09-21 Aston Villa-Sheffield Utd,2020-09-21,Matchweek 2,Mon,Home,W,1,0,Sheffield Utd,36,30,3,0,1,1,1,2,1,1,0,0,0,0,18:00:00
ENG-Premier League,2021,Aston Villa,2020-09-28 Fulham-Aston Villa,2020-09-28,Matchweek 3,Mon,Away,W,3,0,Fulham,23,17,2,1,0,3,0,5,3,1,0,0,1,0,17:45:00
ENG-Premier League,2021,Aston Villa,2020-10-04 Aston Villa-Liverpool,2020-10-04,Matchweek 4,Sun,Home,W,7,2,Liverpool,29,25,1,0,3,0,0,11,9,1,0,1,0,0,19:15:00
ENG-Premier League,2021,Aston Villa,2020-10-18 Leicester City-Aston Villa,2020-10-18,Matchweek 5,Sun,Away,W,1,0,Leicester City,20,14,2,2,0,2,0,2,2,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Aston Villa,2020-10-23 Aston Villa-Leeds United,2020-10-23,Matchweek 6,Fri,Home,L,0,3,Leeds United,21,11,3,4,2,0,1,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2020-11-01 Aston Villa-Southampton,2020-11-01,Matchweek 7,Sun,Home,L,3,4,Southampton,35,21,7,2,2,3,0,6,3,1,0,1,1,0,12:00:00
ENG-Premier League,2021,Aston Villa,2020-11-08 Arsenal-Aston Villa,2020-11-08,Matchweek 8,Sun,Away,W,3,0,Arsenal,26,22,2,2,0,0,0,4,4,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Aston Villa,2020-11-21 Aston Villa-Brighton,2020-11-21,Matchweek 9,Sat,Home,L,1,2,Brighton,27,17,5,1,1,3,0,2,0,1,0,0,1,0,15:00:00
ENG-Premier League,2021,Aston Villa,2020-11-30 West Ham-Aston Villa,2020-11-30,Matchweek 10,Mon,Away,L,1,2,West Ham,29,20,2,4,0,3,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2020-12-12 Wolves-Aston Villa,2020-12-12,Matchweek 12,Sat,Away,W,1,0,Wolves,26,17,2,2,2,3,0,2,0,0,1,0,1,0,12:30:00
ENG-Premier League,2021,Aston Villa,2020-12-17 Aston Villa-Burnley,2020-12-17,Matchweek 13,Thu,Home,D,0,0,Burnley,49,33,5,6,3,1,1,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Aston Villa,2020-12-20 West Brom-Aston Villa,2020-12-20,Matchweek 14,Sun,Away,W,3,0,West Brom,37,32,1,1,0,3,0,5,4,0,0,0,1,0,19:15:00
ENG-Premier League,2021,Aston Villa,2020-12-26 Aston Villa-Crystal Palace,2020-12-26,Matchweek 15,Sat,Home,W,3,0,Crystal Palace,33,20,2,4,5,2,0,4,2,0,0,2,0,0,15:00:00
ENG-Premier League,2021,Aston Villa,2020-12-28 Chelsea-Aston Villa,2020-12-28,Matchweek 16,Mon,Away,D,1,1,Chelsea,19,13,3,1,1,1,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Aston Villa,2021-01-01 Manchester Utd-Aston Villa,2021-01-01,Matchweek 17,Fri,Away,L,1,2,Manchester Utd,28,20,2,2,2,2,0,2,1,1,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-01-20 Manchester City-Aston Villa,2021-01-20,Matchweek 1,Wed,Away,L,0,2,Manchester City,19,13,0,2,2,2,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Aston Villa,2021-01-23 Aston Villa-Newcastle Utd,2021-01-23,Matchweek 11,Sat,Home,W,2,0,Newcastle Utd,24,17,3,0,1,3,0,4,4,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-01-27 Burnley-Aston Villa,2021-01-27,Matchweek 20,Wed,Away,L,2,3,Burnley,32,24,3,2,2,1,0,4,4,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Aston Villa,2021-01-30 Southampton-Aston Villa,2021-01-30,Matchweek 21,Sat,Away,W,1,0,Southampton,16,11,1,1,1,1,1,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-02-03 Aston Villa-West Ham,2021-02-03,Matchweek 22,Wed,Home,L,1,3,West Ham,16,12,1,0,0,3,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Aston Villa,2021-02-06 Aston Villa-Arsenal,2021-02-06,Matchweek 23,Sat,Home,W,1,0,Arsenal,20,15,0,3,1,0,1,1,1,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Aston Villa,2021-02-13 Brighton-Aston Villa,2021-02-13,Matchweek 24,Sat,Away,D,0,0,Brighton,6,6,0,0,0,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-02-21 Aston Villa-Leicester City,2021-02-21,Matchweek 25,Sun,Home,L,1,2,Leicester City,19,14,3,0,1,1,0,1,0,0,0,1,0,0,14:05:00
ENG-Premier League,2021,Aston Villa,2021-02-27 Leeds United-Aston Villa,2021-02-27,Matchweek 26,Sat,Away,W,1,0,Leeds United,13,7,3,1,1,1,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Aston Villa,2021-03-03 Sheffield Utd-Aston Villa,2021-03-03,Matchweek 29,Wed,Away,L,0,1,Sheffield Utd,32,25,2,3,1,1,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Aston Villa,2021-03-06 Aston Villa-Wolves,2021-03-06,Matchweek 27,Sat,Home,D,0,0,Wolves,13,8,3,0,1,0,1,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Aston Villa,2021-03-12 Newcastle Utd-Aston Villa,2021-03-12,Matchweek 28,Fri,Away,D,1,1,Newcastle Utd,27,20,3,2,1,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-03-21 Aston Villa-Tottenham,2021-03-21,Matchweek 18,Sun,Home,L,0,2,Tottenham,15,13,0,1,1,0,0,0,0,0,0,0,0,0,19:30:00
ENG-Premier League,2021,Aston Villa,2021-04-04 Aston Villa-Fulham,2021-04-04,Matchweek 30,Sun,Home,W,3,1,Fulham,26,19,3,2,0,2,0,6,5,0,1,0,0,0,16:30:00
ENG-Premier League,2021,Aston Villa,2021-04-10 Liverpool-Aston Villa,2021-04-10,Matchweek 31,Sat,Away,L,1,2,Liverpool,17,12,2,0,1,2,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Aston Villa,2021-04-21 Aston Villa-Manchester City,2021-04-21,Matchweek 32,Wed,Home,L,1,2,Manchester City,15,13,1,0,0,1,0,2,1,0,0,0,1,0,20:15:00
ENG-Premier League,2021,Aston Villa,2021-04-25 Aston Villa-West Brom,2021-04-25,Matchweek 33,Sun,Home,D,2,2,West Brom,46,33,4,3,3,2,1,4,2,0,0,1,1,0,19:00:00
ENG-Premier League,2021,Aston Villa,2021-05-01 Everton-Aston Villa,2021-05-01,Matchweek 34,Sat,Away,W,2,1,Everton,23,16,0,3,2,1,1,3,2,0,1,0,0,0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-05-09 Aston Villa-Manchester Utd,2021-05-09,Matchweek 35,Sun,Home,L,1,3,Manchester Utd,19,17,1,0,0,0,1,2,2,0,0,0,0,0,14:05:00
ENG-Premier League,2021,Aston Villa,2021-05-13 Aston Villa-Everton,2021-05-13,Matchweek 19,Thu,Home,D,0,0,Everton,23,17,3,0,2,1,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Aston Villa,2021-05-16 Crystal Palace-Aston Villa,2021-05-16,Matchweek 36,Sun,Away,L,2,3,Crystal Palace,35,18,8,1,3,5,0,4,1,1,1,0,1,0,12:00:00
ENG-Premier League,2021,Aston Villa,2021-05-19 Tottenham-Aston Villa,2021-05-19,Matchweek 37,Wed,Away,W,2,1,Tottenham,35,25,3,4,1,1,1,2,1,0,0,0,0,1,18:00:00
ENG-Premier League,2021,Aston Villa,2021-05-23 Aston Villa-Chelsea,2021-05-23,Matchweek 38,Sun,Home,W,2,1,Chelsea,11,3,2,3,0,2,1,4,2,1,0,0,1,0,16:00:00
ENG-Premier League,2021,Brighton,2020-09-14 Brighton-Chelsea,2020-09-14,Matchweek 1,Mon,Home,L,1,3,Chelsea,24,20,2,1,1,0,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Brighton,2020-09-20 Newcastle Utd-Brighton,2020-09-20,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,20,18,0,0,0,2,0,6,5,0,0,0,1,0,14:00:00
ENG-Premier League,2021,Brighton,2020-09-26 Brighton-Manchester Utd,2020-09-26,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,33,27,0,2,2,2,0,4,3,0,0,0,1,0,12:30:00
ENG-Premier League,2021,Brighton,2020-10-03 Everton-Brighton,2020-10-03,Matchweek 4,Sat,Away,L,2,4,Everton,15,13,0,0,1,0,1,2,1,0,0,1,0,0,15:00:00
ENG-Premier League,2021,Brighton,2020-10-18 Crystal Palace-Brighton,2020-10-18,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,38,30,4,1,1,2,0,2,2,0,0,0,0,0,14:00:00
ENG-Premier League,2021,Brighton,2020-10-26 Brighton-West Brom,2020-10-26,Matchweek 6,Mon,Home,D,1,1,West Brom,9,8,0,1,0,0,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Brighton,2020-11-01 Tottenham-Brighton,2020-11-01,Matchweek 7,Sun,Away,L,1,2,Tottenham,11,7,3,0,0,0,1,2,2,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Brighton,2020-11-06 Brighton-Burnley,2020-11-06,Matchweek 8,Fri,Home,D,0,0,Burnley,35,30,1,0,2,1,1,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Brighton,2020-11-21 Aston Villa-Brighton,2020-11-21,Matchweek 9,Sat,Away,W,2,1,Aston Villa,11,10,0,0,1,0,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Brighton,2020-11-28 Brighton-Liverpool,2020-11-28,Matchweek 10,Sat,Home,D,1,1,Liverpool,21,10,1,6,1,3,0,2,1,0,0,0,1,0,12:30:00
ENG-Premier League,2021,Brighton,2020-12-07 Brighton-Southampton,2020-12-07,Matchweek 11,Mon,Home,L,1,2,Southampton,22,15,3,0,1,2,1,1,1,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2020-12-13 Leicester City-Brighton,2020-12-13,Matchweek 12,Sun,Away,L,0,3,Leicester City,20,11,3,0,2,3,1,0,0,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Brighton,2020-12-16 Fulham-Brighton,2020-12-16,Matchweek 13,Wed,Away,D,0,0,Fulham,16,9,3,0,2,1,1,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2020-12-20 Brighton-Sheffield Utd,2020-12-20,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,39,28,8,1,2,0,0,2,1,1,0,0,0,0,12:00:00
ENG-Premier League,2021,Brighton,2020-12-27 West Ham-Brighton,2020-12-27,Matchweek 15,Sun,Away,D,2,2,West Ham,22,19,2,0,1,0,0,1,0,1,0,0,0,0,14:15:00
ENG-Premier League,2021,Brighton,2020-12-29 Brighton-Arsenal,2020-12-29,Matchweek 16,Tue,Home,L,0,1,Arsenal,22,17,2,0,3,0,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Brighton,2021-01-02 Brighton-Wolves,2021-01-02,Matchweek 17,Sat,Home,D,3,3,Wolves,22,17,2,1,1,1,0,5,3,1,0,0,1,0,17:30:00
ENG-Premier League,2021,Brighton,2021-01-13 Manchester City-Brighton,2021-01-13,Matchweek 18,Wed,Away,L,0,1,Manchester City,10,9,0,1,0,0,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Brighton,2021-01-16 Leeds United-Brighton,2021-01-16,Matchweek 19,Sat,Away,W,1,0,Leeds United,13,10,0,2,0,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Brighton,2021-01-27 Brighton-Fulham,2021-01-27,Matchweek 20,Wed,Home,D,0,0,Fulham,31,20,4,3,1,2,1,0,0,0,0,0,0,0,19:30:00
ENG-Premier League,2021,Brighton,2021-01-31 Brighton-Tottenham,2021-01-31,Matchweek 21,Sun,Home,W,1,0,Tottenham,31,26,2,1,2,0,0,2,2,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Brighton,2021-02-03 Liverpool-Brighton,2021-02-03,Matchweek 22,Wed,Away,W,1,0,Liverpool,24,16,4,1,2,1,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Brighton,2021-02-06 Burnley-Brighton,2021-02-06,Matchweek 23,Sat,Away,D,1,1,Burnley,16,11,2,0,1,1,1,1,0,1,0,0,0,0,15:00:00
ENG-Premier League,2021,Brighton,2021-02-13 Brighton-Aston Villa,2021-02-13,Matchweek 24,Sat,Home,D,0,0,Aston Villa,42,31,2,2,3,4,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2021-02-22 Brighton-Crystal Palace,2021-02-22,Matchweek 25,Mon,Home,L,1,2,Crystal Palace,36,21,1,2,10,1,1,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2021-02-27 West Brom-Brighton,2021-02-27,Matchweek 26,Sat,Away,L,0,1,West Brom,24,20,0,0,2,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Brighton,2021-03-06 Brighton-Leicester City,2021-03-06,Matchweek 27,Sat,Home,L,1,2,Leicester City,11,7,2,0,0,2,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2021-03-14 Southampton-Brighton,2021-03-14,Matchweek 28,Sun,Away,W,2,1,Southampton,15,7,5,0,1,2,0,4,2,1,0,1,0,0,12:00:00
ENG-Premier League,2021,Brighton,2021-03-20 Brighton-Newcastle Utd,2021-03-20,Matchweek 29,Sat,Home,W,3,0,Newcastle Utd,21,20,1,0,0,0,0,6,6,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2021-04-04 Manchester Utd-Brighton,2021-04-04,Matchweek 30,Sun,Away,L,1,2,Manchester Utd,8,4,2,0,1,0,1,1,0,0,0,1,0,0,19:30:00
ENG-Premier League,2021,Brighton,2021-04-12 Brighton-Everton,2021-04-12,Matchweek 31,Mon,Home,D,0,0,Everton,41,30,4,1,3,2,1,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Brighton,2021-04-20 Chelsea-Brighton,2021-04-20,Matchweek 32,Tue,Away,D,0,0,Chelsea,17,12,0,0,2,2,1,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Brighton,2021-04-24 Sheffield Utd-Brighton,2021-04-24,Matchweek 33,Sat,Away,L,0,1,Sheffield Utd,33,24,4,3,1,0,1,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2021-05-01 Brighton-Leeds United,2021-05-01,Matchweek 34,Sat,Home,W,2,0,Leeds United,29,23,2,0,0,4,0,2,1,0,0,0,1,0,15:00:00
ENG-Premier League,2021,Brighton,2021-05-09 Wolves-Brighton,2021-05-09,Matchweek 35,Sun,Away,L,1,2,Wolves,10,6,3,0,1,0,0,2,1,1,0,0,0,0,12:00:00
ENG-Premier League,2021,Brighton,2021-05-15 Brighton-West Ham,2021-05-15,Matchweek 36,Sat,Home,D,1,1,West Ham,17,16,0,0,1,0,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Brighton,2021-05-18 Brighton-Manchester City,2021-05-18,Matchweek 37,Tue,Home,W,3,2,Manchester City,31,21,3,3,3,1,0,4,2,0,1,1,0,0,19:00:00
ENG-Premier League,2021,Brighton,2021-05-23 Arsenal-Brighton,2021-05-23,Matchweek 38,Sun,Away,L,0,2,Arsenal,7,5,0,2,0,0,0,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,2021,Burnley,2020-09-20 Leicester City-Burnley,2020-09-20,Matchweek 2,Sun,Away,L,2,4,Leicester City,30,18,4,3,2,3,0,4,2,1,0,0,1,0,19:00:00
ENG-Premier League,2021,Burnley,2020-09-26 Burnley-Southampton,2020-09-26,Matchweek 3,Sat,Home,L,0,1,Southampton,18,12,0,1,3,2,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Burnley,2020-10-03 Newcastle Utd-Burnley,2020-10-03,Matchweek 4,Sat,Away,L,1,3,Newcastle Utd,12,10,1,0,0,1,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Burnley,2020-10-19 West Brom-Burnley,2020-10-19,Matchweek 5,Mon,Away,D,0,0,West Brom,16,11,0,1,2,2,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Burnley,2020-10-26 Burnley-Tottenham,2020-10-26,Matchweek 6,Mon,Home,L,0,1,Tottenham,24,18,2,1,1,2,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Burnley,2020-10-31 Burnley-Chelsea,2020-10-31,Matchweek 7,Sat,Home,L,0,3,Chelsea,9,8,0,1,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Burnley,2020-11-06 Brighton-Burnley,2020-11-06,Matchweek 8,Fri,Away,D,0,0,Brighton,8,6,1,0,0,1,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Burnley,2020-11-23 Burnley-Crystal Palace,2020-11-23,Matchweek 9,Mon,Home,W,1,0,Crystal Palace,18,13,3,0,0,2,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Burnley,2020-11-28 Manchester City-Burnley,2020-11-28,Matchweek 10,Sat,Away,L,0,5,Manchester City,15,12,1,0,1,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Burnley,2020-12-05 Burnley-Everton,2020-12-05,Matchweek 11,Sat,Home,D,1,1,Everton,13,9,1,3,0,0,0,1,1,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Burnley,2020-12-13 Arsenal-Burnley,2020-12-13,Matchweek 12,Sun,Away,W,1,0,Arsenal,19,12,3,0,2,2,0,0,0,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Burnley,2020-12-17 Aston Villa-Burnley,2020-12-17,Matchweek 13,Thu,Away,D,0,0,Aston Villa,11,7,2,0,0,1,1,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Burnley,2020-12-21 Burnley-Wolves,2020-12-21,Matchweek 14,Mon,Home,W,2,1,Wolves,17,11,2,1,0,3,0,3,2,0,0,0,1,0,17:30:00
ENG-Premier League,2021,Burnley,2020-12-27 Leeds United-Burnley,2020-12-27,Matchweek 15,Sun,Away,L,0,1,Leeds United,26,21,3,0,1,1,0,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,2021,Burnley,2020-12-29 Burnley-Sheffield Utd,2020-12-29,Matchweek 16,Tue,Home,W,1,0,Sheffield Utd,9,4,3,0,1,1,0,2,0,1,0,1,0,0,18:00:00
ENG-Premier League,2021,Burnley,2021-01-12 Burnley-Manchester Utd,2021-01-12,Matchweek 1,Tue,Home,L,0,1,Manchester Utd,18,16,1,0,1,0,0,0,0,0,0,0,0,0,20:15:00
