,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
,,,,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,,,,,,,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,Sheffield Utd,2021-05-16 Everton-Sheffield Utd,2021-05-16,Matchweek 36,Sun,Away,W,1,0,Everton,320,422,75.8,5238,1896,173,189,91.5,98,121,81.0,33,80,41.3,1,1.0,1.2,7,14,3,0,24,19:00:00
ENG-Premier League,2021,Sheffield Utd,2021-05-19 Newcastle Utd-Sheffield Utd,2021-05-19,Matchweek 37,Wed,Away,L,0,1,Newcastle Utd,419,511,82.0,6594,2104,230,250,92.0,147,167,88.0,26,64,40.6,0,0.8,0.6,10,24,7,4,24,18:00:00
ENG-Premier League,2021,Sheffield Utd,2021-05-23 Sheffield Utd-Burnley,2021-05-23,Matchweek 38,Sun,Home,W,1,0,Burnley,268,400,67.0,5134,2278,124,139,89.2,102,139,73.4,37,102,36.3,1,0.3,0.5,8,21,6,2,23,16:00:00
ENG-Premier League,2021,Southampton,2020-09-12 Crystal Palace-Southampton,2020-09-12,Matchweek 1,Sat,Away,L,0,1,Crystal Palace,497,638,77.9,8685,2965,227,263,86.3,208,252,82.5,46,92,50.0,0,0.7,0.8,6,34,10,0,51,15:00:00
ENG-Premier League,2021,Southampton,2020-09-20 Southampton-Tottenham,2020-09-20,Matchweek 2,Sun,Home,L,2,5,Tottenham,363,489,74.2,5980,2040,167,200,83.5,161,193,83.4,24,64,37.5,1,0.3,0.2,7,31,2,0,43,12:00:00
ENG-Premier League,2021,Southampton,2020-09-26 Burnley-Southampton,2020-09-26,Matchweek 3,Sat,Away,W,1,0,Burnley,370,521,71.0,4946,1884,231,278,83.1,95,136,69.9,19,59,32.2,1,0.6,0.5,4,21,5,1,24,20:00:00
ENG-Premier League,2021,Southampton,2020-10-04 Southampton-West Brom,2020-10-04,Matchweek 4,Sun,Home,W,2,0,West Brom,437,576,75.9,6969,2682,220,255,86.3,156,182,85.7,36,75,48.0,1,0.5,0.7,9,23,7,1,31,12:00:00
ENG-Premier League,2021,Southampton,2020-10-17 Chelsea-Southampton,2020-10-17,Matchweek 5,Sat,Away,D,3,3,Chelsea,407,550,74.0,7035,2175,176,203,86.7,174,212,82.1,40,89,44.9,2,1.1,0.5,8,31,4,0,39,15:00:00
ENG-Premier League,2021,Southampton,2020-10-25 Southampton-Everton,2020-10-25,Matchweek 6,Sun,Home,W,2,0,Everton,564,650,86.8,8176,2723,307,326,94.2,205,222,92.3,23,52,44.2,2,0.6,0.7,12,19,13,1,41,14:00:00
ENG-Premier League,2021,Southampton,2020-11-01 Aston Villa-Southampton,2020-11-01,Matchweek 7,Sun,Away,W,4,3,Aston Villa,233,339,68.7,3641,1182,114,142,80.3,90,112,80.4,14,54,25.9,2,0.5,0.4,7,15,3,0,17,12:00:00
ENG-Premier League,2021,Southampton,2020-11-06 Southampton-Newcastle Utd,2020-11-06,Matchweek 8,Fri,Home,W,2,0,Newcastle Utd,491,604,81.3,7812,2392,231,257,89.9,208,238,87.4,29,62,46.8,1,0.6,0.6,12,17,5,1,22,20:00:00
ENG-Premier League,2021,Southampton,2020-11-23 Wolves-Southampton,2020-11-23,Matchweek 9,Mon,Away,D,1,1,Wolves,442,549,80.5,6688,2118,240,266,90.2,138,165,83.6,36,72,50.0,1,1.0,1.2,7,15,7,2,28,20:00:00
ENG-Premier League,2021,Southampton,2020-11-29 Southampton-Manchester Utd,2020-11-29,Matchweek 10,Sun,Home,L,2,3,Manchester Utd,440,561,78.4,6723,2343,225,253,88.9,152,184,82.6,31,62,50.0,1,0.3,0.2,6,14,3,0,22,14:00:00
ENG-Premier League,2021,Southampton,2020-12-07 Brighton-Southampton,2020-12-07,Matchweek 11,Mon,Away,W,2,1,Brighton,347,465,74.6,5665,2307,172,206,83.5,123,150,82.0,33,71,46.5,1,0.6,0.4,8,26,7,3,31,20:00:00
ENG-Premier League,2021,Southampton,2020-12-13 Southampton-Sheffield Utd,2020-12-13,Matchweek 12,Sun,Home,W,3,0,Sheffield Utd,519,617,84.1,8492,2748,262,286,91.6,203,223,91.0,37,74,50.0,3,1.8,1.7,13,23,6,1,35,12:00:00
ENG-Premier League,2021,Southampton,2020-12-16 Arsenal-Southampton,2020-12-16,Matchweek 13,Wed,Away,D,1,1,Arsenal,565,680,83.1,9252,2761,282,312,90.4,222,256,86.7,45,80,56.3,1,1.0,1.2,6,53,11,0,45,18:00:00
ENG-Premier League,2021,Southampton,2020-12-19 Southampton-Manchester City,2020-12-19,Matchweek 14,Sat,Home,L,0,1,Manchester City,437,549,79.6,6852,2300,230,251,91.6,156,180,86.7,31,73,42.5,0,0.4,0.9,7,26,9,2,28,15:00:00
ENG-Premier League,2021,Southampton,2020-12-26 Fulham-Southampton,2020-12-26,Matchweek 15,Sat,Away,D,0,0,Fulham,311,443,70.2,5554,2085,137,159,86.2,136,171,79.5,33,88,37.5,0,0.1,0.2,1,20,2,0,24,15:00:00
ENG-Premier League,2021,Southampton,2020-12-29 Southampton-West Ham,2020-12-29,Matchweek 16,Tue,Home,D,0,0,West Ham,511,627,81.5,8263,2525,237,269,88.1,231,261,88.5,24,56,42.9,0,0.5,0.4,7,33,7,0,42,18:00:00
ENG-Premier League,2021,Southampton,2021-01-04 Southampton-Liverpool,2021-01-04,Matchweek 17,Mon,Home,W,1,0,Liverpool,247,380,65.0,4115,1828,129,157,82.2,75,102,73.5,27,81,33.3,1,0.4,0.1,7,13,2,0,13,20:00:00
ENG-Premier League,2021,Southampton,2021-01-16 Leicester City-Southampton,2021-01-16,Matchweek 19,Sat,Away,L,0,2,Leicester City,395,541,73.0,6353,2275,215,250,86.0,142,187,75.9,32,77,41.6,0,0.3,0.4,6,21,12,1,40,20:00:00
ENG-Premier League,2021,Southampton,2021-01-26 Southampton-Arsenal,2021-01-26,Matchweek 20,Tue,Home,L,1,3,Arsenal,454,542,83.8,7767,2650,211,233,90.6,214,238,89.9,27,57,47.4,1,0.5,0.6,9,26,8,6,39,20:15:00
ENG-Premier League,2021,Southampton,2021-01-30 Southampton-Aston Villa,2021-01-30,Matchweek 21,Sat,Home,L,0,1,Aston Villa,424,546,77.7,7207,2724,191,224,85.3,195,225,86.7,29,70,41.4,0,1.3,1.3,12,35,15,0,48,20:00:00
ENG-Premier League,2021,Southampton,2021-02-02 Manchester Utd-Southampton,2021-02-02,Matchweek 22,Tue,Away,L,0,9,Manchester Utd,146,231,63.2,2210,885,80,96,83.3,49,65,75.4,8,48,16.7,0,0.3,0.2,2,4,1,0,6,20:15:00
ENG-Premier League,2021,Southampton,2021-02-06 Newcastle Utd-Southampton,2021-02-06,Matchweek 23,Sat,Away,L,2,3,Newcastle Utd,539,668,80.7,8080,2893,315,344,91.6,177,213,83.1,30,63,47.6,1,0.7,0.7,9,47,9,1,65,15:00:00
ENG-Premier League,2021,Southampton,2021-02-14 Southampton-Wolves,2021-02-14,Matchweek 24,Sun,Home,L,1,2,Wolves,394,515,76.5,5565,2114,252,290,86.9,116,142,81.7,17,53,32.1,1,0.7,0.4,5,20,6,2,22,12:00:00
ENG-Premier League,2021,Southampton,2021-02-20 Southampton-Chelsea,2021-02-20,Matchweek 25,Sat,Home,D,1,1,Chelsea,213,329,64.7,3525,1630,98,125,78.4,83,114,72.8,17,58,29.3,1,0.5,0.3,2,12,0,0,19,12:30:00
ENG-Premier League,2021,Southampton,2021-02-23 Leeds United-Southampton,2021-02-23,Matchweek 18,Tue,Away,L,0,3,Leeds United,308,419,73.5,4897,2385,148,176,84.1,127,153,83.0,18,51,35.3,0,0.5,0.6,9,26,3,0,27,18:00:00
ENG-Premier League,2021,Southampton,2021-03-01 Everton-Southampton,2021-03-01,Matchweek 26,Mon,Away,L,0,1,Everton,380,509,74.7,5693,2193,215,253,85.0,133,157,84.7,20,62,32.3,0,0.3,0.2,2,13,4,0,27,20:00:00
ENG-Premier League,2021,Southampton,2021-03-06 Sheffield Utd-Southampton,2021-03-06,Matchweek 27,Sat,Away,W,2,0,Sheffield Utd,312,424,73.6,5371,2153,151,173,87.3,116,148,78.4,32,72,44.4,1,1.0,0.5,10,15,9,0,28,15:00:00
ENG-Premier League,2021,Southampton,2021-03-10 Manchester City-Southampton,2021-03-10,Matchweek 33,Wed,Away,L,2,5,Manchester City,421,513,82.1,6790,2126,216,235,91.9,156,171,91.2,36,71,50.7,0,0.3,0.3,6,25,5,0,21,18:00:00
ENG-Premier League,2021,Southampton,2021-03-14 Southampton-Brighton,2021-03-14,Matchweek 28,Sun,Home,L,1,2,Brighton,417,540,77.2,7256,2540,172,205,83.9,188,221,85.1,40,79,50.6,0,0.1,0.4,4,31,8,3,33,12:00:00
ENG-Premier League,2021,Southampton,2021-04-04 Southampton-Burnley,2021-04-04,Matchweek 30,Sun,Home,W,3,2,Burnley,343,465,73.8,5658,2267,176,209,84.2,137,168,81.5,22,67,32.8,3,1.6,0.7,15,23,16,2,45,12:00:00
ENG-Premier League,2021,Southampton,2021-04-12 West Brom-Southampton,2021-04-12,Matchweek 31,Mon,Away,L,0,3,West Brom,364,491,74.1,6162,2539,182,208,87.5,153,196,78.1,26,64,40.6,0,0.5,0.6,9,36,9,1,46,18:00:00
ENG-Premier League,2021,Southampton,2021-04-21 Tottenham-Southampton,2021-04-21,Matchweek 29,Wed,Away,L,1,2,Tottenham,298,404,73.8,4873,1866,149,180,82.8,105,120,87.5,25,64,39.1,1,0.3,0.4,5,13,6,2,18,18:00:00
ENG-Premier League,2021,Southampton,2021-04-30 Southampton-Leicester City,2021-04-30,Matchweek 34,Fri,Home,D,1,1,Leicester City,191,297,64.3,3581,1499,86,106,81.1,81,112,72.3,21,64,32.8,0,0.2,0.1,4,8,1,0,10,20:00:00
ENG-Premier League,2021,Southampton,2021-05-08 Liverpool-Southampton,2021-05-08,Matchweek 35,Sat,Away,L,0,2,Liverpool,426,522,81.6,7264,2520,203,224,90.6,157,176,89.2,49,81,60.5,0,0.9,0.7,9,21,9,2,29,20:15:00
ENG-Premier League,2021,Southampton,2021-05-11 Southampton-Crystal Palace,2021-05-11,Matchweek 32,Tue,Home,W,3,1,Crystal Palace,482,570,84.6,7153,2353,271,294,92.2,160,182,87.9,28,55,50.9,3,1.1,0.6,11,24,10,1,36,20:15:00
ENG-Premier League,2021,Southampton,2021-05-15 Southampton-Fulham,2021-05-15,Matchweek 36,Sat,Home,W,3,1,Fulham,433,514,84.2,6731,2230,219,241,90.9,134,148,90.5,44,68,64.7,3,1.5,0.9,10,22,8,1,30,15:00:00
ENG-Premier League,2021,Southampton,2021-05-18 Southampton-Leeds United,2021-05-18,Matchweek 37,Tue,Home,L,0,2,Leeds United,348,437,79.6,5447,2243,186,215,86.5,126,147,85.7,24,54,44.4,0,0.8,0.6,12,30,9,1,33,18:00:00
ENG-Premier League,2021,Southampton,2021-05-23 West Ham-Southampton,2021-05-23,Matchweek 38,Sun,Away,L,0,3,West Ham,459,573,80.1,6597,2307,264,295,89.5,147,168,87.5,26,65,40.0,0,1.5,1.0,16,28,10,1,37,16:00:00
ENG-Premier League,2021,Tottenham,2020-09-13 Tottenham-Everton,2020-09-13,Matchweek 1,Sun,Home,L,0,1,Everton,514,617,83.3,8938,2811,219,247,88.7,242,265,91.3,42,78,53.8,0,1.1,0.8,9,43,9,4,45,16:30:00
ENG-Premier League,2021,Tottenham,2020-09-20 Southampton-Tottenham,2020-09-20,Matchweek 2,Sun,Away,W,5,2,Southampton,326,464,70.3,5555,1881,149,188,79.3,125,156,80.1,33,69,47.8,4,1.4,0.2,8,20,3,0,27,12:00:00
ENG-Premier League,2021,Tottenham,2020-09-27 Tottenham-Newcastle Utd,2020-09-27,Matchweek 3,Sun,Home,D,1,1,Newcastle Utd,591,682,86.7,9747,2739,288,309,93.2,232,260,89.2,47,72,65.3,1,1.7,1.6,14,49,10,2,44,14:00:00
ENG-Premier League,2021,Tottenham,2020-10-04 Manchester Utd-Tottenham,2020-10-04,Matchweek 4,Sun,Away,W,6,1,Manchester Utd,626,699,89.6,10787,3015,276,293,94.2,264,280,94.3,57,78,73.1,4,2.0,0.7,17,29,7,0,44,16:30:00
ENG-Premier League,2021,Tottenham,2020-10-18 Tottenham-West Ham,2020-10-18,Matchweek 5,Sun,Home,D,3,3,West Ham,434,537,80.8,6975,2748,222,248,89.5,161,187,86.1,31,63,49.2,3,1.6,0.8,9,27,5,3,28,16:30:00
ENG-Premier League,2021,Tottenham,2020-10-26 Burnley-Tottenham,2020-10-26,Matchweek 6,Mon,Away,W,1,0,Burnley,534,646,82.7,8772,2903,255,280,91.1,203,233,87.1,48,88,54.5,1,0.6,0.6,8,41,8,0,43,20:00:00
ENG-Premier League,2021,Tottenham,2020-11-01 Tottenham-Brighton,2020-11-01,Matchweek 7,Sun,Home,W,2,1,Brighton,318,429,74.1,5131,1753,159,183,86.9,115,149,77.2,26,65,40.0,1,0.9,0.3,6,15,5,1,19,19:15:00
ENG-Premier League,2021,Tottenham,2020-11-08 West Brom-Tottenham,2020-11-08,Matchweek 8,Sun,Away,W,1,0,West Brom,421,551,76.4,7489,2469,173,209,82.8,190,232,81.9,41,77,53.2,1,1.2,0.7,14,27,6,4,43,12:00:00
ENG-Premier League,2021,Tottenham,2020-11-21 Tottenham-Manchester City,2020-11-21,Matchweek 9,Sat,Home,W,2,0,Manchester City,241,333,72.4,4182,1924,112,130,86.2,79,101,78.2,29,65,44.6,2,0.6,0.4,2,16,4,1,22,17:30:00
ENG-Premier League,2021,Tottenham,2020-11-29 Chelsea-Tottenham,2020-11-29,Matchweek 10,Sun,Away,D,0,0,Chelsea,375,472,79.4,6478,2285,174,198,87.9,138,164,84.1,43,76,56.6,0,0.1,0.3,3,19,6,0,21,16:30:00
ENG-Premier League,2021,Tottenham,2020-12-06 Tottenham-Arsenal,2020-12-06,Matchweek 11,Sun,Home,W,2,0,Arsenal,205,309,66.3,3446,1363,94,119,79.0,87,118,73.7,16,49,32.7,2,0.2,0.1,3,5,0,0,10,16:30:00
ENG-Premier League,2021,Tottenham,2020-12-13 Crystal Palace-Tottenham,2020-12-13,Matchweek 12,Sun,Away,D,1,1,Crystal Palace,389,505,77.0,6810,2191,155,191,81.2,153,186,82.3,47,82,57.3,1,0.4,0.7,7,34,6,1,37,14:15:00
ENG-Premier League,2021,Tottenham,2020-12-16 Liverpool-Tottenham,2020-12-16,Matchweek 13,Wed,Away,L,1,2,Liverpool,174,284,61.3,3077,1680,84,115,73.0,59,87,67.8,22,58,37.9,1,0.8,0.3,5,12,1,0,16,20:00:00
ENG-Premier League,2021,Tottenham,2020-12-20 Tottenham-Leicester City,2020-12-20,Matchweek 14,Sun,Home,L,0,2,Leicester City,439,571,76.9,7254,2464,160,195,82.1,182,223,81.6,45,80,56.3,0,0.6,1.0,6,40,12,4,55,14:15:00
ENG-Premier League,2021,Tottenham,2020-12-27 Wolves-Tottenham,2020-12-27,Matchweek 15,Sun,Away,D,1,1,Wolves,385,494,77.9,6356,2330,199,230,86.5,135,166,81.3,34,63,54.0,1,0.3,0.5,5,17,6,1,35,19:15:00
ENG-Premier League,2021,Tottenham,2021-01-02 Tottenham-Leeds United,2021-01-02,Matchweek 17,Sat,Home,W,3,0,Leeds United,284,379,74.9,4566,2244,164,189,86.8,80,101,79.2,30,69,43.5,2,1.5,0.6,13,27,8,1,34,12:30:00
ENG-Premier League,2021,Tottenham,2021-01-13 Tottenham-Fulham,2021-01-13,Matchweek 16,Wed,Home,D,1,1,Fulham,454,568,79.9,7657,2414,192,219,87.7,205,238,86.1,35,74,47.3,1,2.3,1.3,10,24,11,6,39,20:15:00
ENG-Premier League,2021,Tottenham,2021-01-17 Sheffield Utd-Tottenham,2021-01-17,Matchweek 19,Sun,Away,W,3,1,Sheffield Utd,512,625,81.9,8791,3034,218,246,88.6,234,264,88.6,38,74,51.4,3,0.9,0.7,11,25,8,0,34,14:00:00
ENG-Premier League,2021,Tottenham,2021-01-28 Tottenham-Liverpool,2021-01-28,Matchweek 20,Thu,Home,L,1,3,Liverpool,514,621,82.8,9158,2979,225,259,86.9,244,270,90.4,43,77,55.8,1,0.1,0.2,2,40,3,0,36,20:00:00
ENG-Premier League,2021,Tottenham,2021-01-31 Brighton-Tottenham,2021-01-31,Matchweek 21,Sun,Away,L,0,1,Brighton,484,603,80.3,8068,2525,232,264,87.9,203,233,87.1,37,71,52.1,0,0.3,0.5,7,32,7,2,37,19:15:00
ENG-Premier League,2021,Tottenham,2021-02-04 Tottenham-Chelsea,2021-02-04,Matchweek 22,Thu,Home,L,0,1,Chelsea,395,493,80.1,6435,2348,201,222,90.5,148,171,86.5,33,68,48.5,0,0.5,0.4,4,23,5,1,32,20:00:00
ENG-Premier League,2021,Tottenham,2021-02-07 Tottenham-West Brom,2021-02-07,Matchweek 23,Sun,Home,W,2,0,West Brom,529,635,83.3,7956,2620,255,281,90.7,209,238,87.8,29,57,50.9,2,1.0,0.7,9,40,8,0,52,12:00:00
ENG-Premier League,2021,Tottenham,2021-02-13 Manchester City-Tottenham,2021-02-13,Matchweek 24,Sat,Away,L,0,3,Manchester City,404,476,84.9,6510,2100,201,221,91.0,158,172,91.9,26,53,49.1,0,0.1,0.1,2,17,3,1,23,17:30:00
ENG-Premier League,2021,Tottenham,2021-02-21 West Ham-Tottenham,2021-02-21,Matchweek 25,Sun,Away,L,1,2,West Ham,493,616,80.0,8022,2618,228,258,88.4,208,245,84.9,33,67,49.3,1,0.8,0.7,15,37,9,3,42,12:00:00
ENG-Premier League,2021,Tottenham,2021-02-28 Tottenham-Burnley,2021-02-28,Matchweek 26,Sun,Home,W,4,0,Burnley,553,667,82.9,8983,2824,262,287,91.3,213,233,91.4,46,92,50.0,3,2.0,0.9,14,31,5,1,32,14:00:00
ENG-Premier League,2021,Tottenham,2021-03-04 Fulham-Tottenham,2021-03-04,Matchweek 33,Thu,Away,W,1,0,Fulham,293,408,71.8,5567,2335,122,155,78.7,119,141,84.4,42,84,50.0,0,1.5,0.9,6,20,5,0,32,18:00:00
ENG-Premier League,2021,Tottenham,2021-03-07 Tottenham-Crystal Palace,2021-03-07,Matchweek 27,Sun,Home,W,4,1,Crystal Palace,627,720,87.1,11468,3280,276,302,91.4,291,318,91.5,60,84,71.4,4,2.6,2.3,11,42,9,4,50,19:15:00
ENG-Premier League,2021,Tottenham,2021-03-14 Arsenal-Tottenham,2021-03-14,Matchweek 28,Sun,Away,L,1,2,Arsenal,421,520,81.0,8052,2386,172,189,91.0,179,211,84.8,58,92,63.0,1,0.2,0.3,3,16,4,0,27,16:30:00
ENG-Premier League,2021,Tottenham,2021-03-21 Aston Villa-Tottenham,2021-03-21,Matchweek 18,Sun,Away,W,2,0,Aston Villa,356,462,77.1,5453,2082,198,220,90.0,110,133,82.7,28,62,45.2,1,0.9,0.4,6,19,11,1,31,19:30:00
ENG-Premier League,2021,Tottenham,2021-04-04 Newcastle Utd-Tottenham,2021-04-04,Matchweek 30,Sun,Away,D,2,2,Newcastle Utd,446,555,80.4,7243,2497,229,260,88.1,186,216,86.1,24,59,40.7,1,1.1,0.9,5,27,8,2,36,14:05:00
ENG-Premier League,2021,Tottenham,2021-04-11 Tottenham-Manchester Utd,2021-04-11,Matchweek 31,Sun,Home,L,1,3,Manchester Utd,380,486,78.2,6872,2505,159,186,85.5,166,192,86.5,41,74,55.4,1,0.7,0.5,9,29,5,0,35,16:30:00
ENG-Premier League,2021,Tottenham,2021-04-16 Everton-Tottenham,2021-04-16,Matchweek 32,Fri,Away,D,2,2,Everton,368,490,75.1,5972,2369,177,209,84.7,143,174,82.2,27,64,42.2,0,0.6,0.2,10,20,3,1,24,20:00:00
ENG-Premier League,2021,Tottenham,2021-04-21 Tottenham-Southampton,2021-04-21,Matchweek 29,Wed,Home,W,2,1,Southampton,546,658,83.0,8329,2760,283,313,90.4,200,222,90.1,28,53,52.8,0,0.3,0.6,6,27,10,2,46,18:00:00
ENG-Premier League,2021,Tottenham,2021-05-02 Tottenham-Sheffield Utd,2021-05-02,Matchweek 34,Sun,Home,W,4,0,Sheffield Utd,673,754,89.3,9950,3143,375,402,93.3,235,258,91.1,39,56,69.6,4,1.6,0.8,15,36,9,0,46,19:15:00
ENG-Premier League,2021,Tottenham,2021-05-08 Leeds United-Tottenham,2021-05-08,Matchweek 35,Sat,Away,L,1,3,Leeds United,330,448,73.7,5149,2170,176,195,90.3,102,131,77.9,29,76,38.2,1,0.8,0.5,10,23,4,0,31,12:30:00
ENG-Premier League,2021,Tottenham,2021-05-16 Tottenham-Wolves,2021-05-16,Matchweek 36,Sun,Home,W,2,0,Wolves,537,631,85.1,8622,3069,290,312,92.9,179,202,88.6,47,74,63.5,1,1.5,0.9,17,35,13,2,45,14:05:00
ENG-Premier League,2021,Tottenham,2021-05-19 Tottenham-Aston Villa,2021-05-19,Matchweek 37,Wed,Home,L,1,2,Aston Villa,506,616,82.1,8062,2735,249,276,90.2,210,236,89.0,27,64,42.2,0,0.3,0.6,7,29,12,4,39,18:00:00
ENG-Premier League,2021,Tottenham,2021-05-23 Leicester City-Tottenham,2021-05-23,Matchweek 38,Sun,Away,W,4,2,Leicester City,431,547,78.8,7030,2505,198,228,86.8,174,197,88.3,32,65,49.2,1,0.4,1.1,8,22,9,2,38,16:00:00
ENG-Premier League,2021,West Brom,2020-09-13 West Brom-Leicester City,2020-09-13,Matchweek 1,Sun,Home,L,0,3,Leicester City,272,374,72.7,5538,2328,106,132,80.3,119,143,83.2,43,81,53.1,0,0.2,0.4,4,20,3,0,22,14:00:00
ENG-Premier League,2021,West Brom,2020-09-19 Everton-West Brom,2020-09-19,Matchweek 2,Sat,Away,L,2,5,Everton,268,345,77.7,4498,1843,147,166,88.6,90,103,87.4,27,59,45.8,1,0.2,0.2,4,17,4,1,27,12:30:00
ENG-Premier League,2021,West Brom,2020-09-26 West Brom-Chelsea,2020-09-26,Matchweek 3,Sat,Home,D,3,3,Chelsea,185,283,65.4,3302,1469,91,103,88.3,62,86,72.1,27,71,38.0,2,0.5,0.5,7,12,2,0,22,17:30:00
ENG-Premier League,2021,West Brom,2020-10-04 Southampton-West Brom,2020-10-04,Matchweek 4,Sun,Away,L,0,2,Southampton,244,360,67.8,4422,2044,115,144,79.9,89,125,71.2,35,73,47.9,0,0.1,0.2,3,14,1,0,21,12:00:00
ENG-Premier League,2021,West Brom,2020-10-19 West Brom-Burnley,2020-10-19,Matchweek 5,Mon,Home,D,0,0,Burnley,396,538,73.6,7216,2718,166,194,85.6,169,209,80.9,54,107,50.5,0,0.7,0.5,11,29,8,3,30,17:30:00
ENG-Premier League,2021,West Brom,2020-10-26 Brighton-West Brom,2020-10-26,Matchweek 6,Mon,Away,D,1,1,Brighton,425,524,81.1,7505,2765,192,214,89.7,175,204,85.8,49,86,57.0,0,0.2,0.7,5,42,10,3,38,17:30:00
ENG-Premier League,2021,West Brom,2020-11-02 Fulham-West Brom,2020-11-02,Matchweek 7,Mon,Away,L,0,2,Fulham,401,516,77.7,7501,2611,160,186,86.0,195,234,83.3,43,66,65.2,0,0.4,0.5,7,28,6,3,37,17:30:00
ENG-Premier League,2021,West Brom,2020-11-08 West Brom-Tottenham,2020-11-08,Matchweek 8,Sun,Home,L,0,1,Tottenham,251,394,63.7,4461,1954,115,149,77.2,89,131,67.9,31,76,40.8,0,0.6,0.5,9,18,10,1,31,12:00:00
ENG-Premier League,2021,West Brom,2020-11-21 Manchester Utd-West Brom,2020-11-21,Matchweek 9,Sat,Away,L,0,1,Manchester Utd,317,419,75.7,5691,2121,134,156,85.9,142,173,82.1,34,72,47.2,0,0.3,0.4,6,27,2,1,33,20:00:00
ENG-Premier League,2021,West Brom,2020-11-28 West Brom-Sheffield Utd,2020-11-28,Matchweek 10,Sat,Home,W,1,0,Sheffield Utd,324,431,75.2,5846,2545,176,196,89.8,98,126,77.8,41,82,50.0,0,0.7,1.0,13,24,5,0,36,20:00:00
ENG-Premier League,2021,West Brom,2020-12-06 West Brom-Crystal Palace,2020-12-06,Matchweek 11,Sun,Home,L,1,5,Crystal Palace,450,529,85.1,7120,2179,208,227,91.6,170,190,89.5,38,58,65.5,1,0.5,0.6,8,23,10,3,36,12:00:00
ENG-Premier League,2021,West Brom,2020-12-12 Newcastle Utd-West Brom,2020-12-12,Matchweek 12,Sat,Away,L,1,2,Newcastle Utd,420,538,78.1,6630,2428,223,258,86.4,147,181,81.2,34,62,54.8,1,0.5,0.3,9,39,6,1,43,15:00:00
ENG-Premier League,2021,West Brom,2020-12-15 Manchester City-West Brom,2020-12-15,Matchweek 13,Tue,Away,D,1,1,Manchester City,149,246,60.6,2644,1346,77,99,77.8,40,62,64.5,23,64,35.9,0,0.1,0.2,2,7,1,1,5,20:00:00
ENG-Premier League,2021,West Brom,2020-12-20 West Brom-Aston Villa,2020-12-20,Matchweek 14,Sun,Home,L,0,3,Aston Villa,196,307,63.8,3808,1720,82,95,86.3,91,122,74.6,20,78,25.6,0,0.0,0.1,0,20,1,1,22,19:15:00
ENG-Premier League,2021,West Brom,2020-12-27 Liverpool-West Brom,2020-12-27,Matchweek 15,Sun,Away,D,1,1,Liverpool,131,248,52.8,2652,1561,58,80,72.5,42,63,66.7,26,76,34.2,1,0.5,0.3,4,14,3,2,14,16:30:00
ENG-Premier League,2021,West Brom,2020-12-29 West Brom-Leeds United,2020-12-29,Matchweek 16,Tue,Home,L,0,5,Leeds United,171,277,61.7,3174,1610,85,102,83.3,61,91,67.0,23,70,32.9,0,0.0,0.1,1,16,1,0,16,18:00:00
ENG-Premier League,2021,West Brom,2021-01-02 West Brom-Arsenal,2021-01-02,Matchweek 17,Sat,Home,L,0,4,Arsenal,302,421,71.7,5402,2314,145,171,84.8,100,127,78.7,41,85,48.2,0,1.0,0.6,7,33,6,2,31,20:00:00
ENG-Premier League,2021,West Brom,2021-01-16 Wolves-West Brom,2021-01-16,Matchweek 19,Sat,Away,W,3,2,Wolves,197,304,64.8,3448,1704,88,112,78.6,73,100,73.0,21,62,33.9,1,0.7,0.3,7,18,6,0,29,12:30:00
ENG-Premier League,2021,West Brom,2021-01-19 West Ham-West Brom,2021-01-19,Matchweek 18,Tue,Away,L,1,2,West Ham,290,414,70.0,5702,2387,109,131,83.2,124,158,78.5,46,100,46.0,1,0.4,0.3,5,34,3,2,33,18:00:00
ENG-Premier League,2021,West Brom,2021-01-26 West Brom-Manchester City,2021-01-26,Matchweek 20,Tue,Home,L,0,5,Manchester City,179,277,64.6,3251,1348,87,106,82.1,61,85,71.8,22,66,33.3,0,0.2,0.1,2,10,3,0,13,20:15:00
ENG-Premier League,2021,West Brom,2021-01-30 West Brom-Fulham,2021-01-30,Matchweek 21,Sat,Home,D,2,2,Fulham,236,377,62.6,4702,1985,102,130,78.5,100,140,71.4,34,94,36.2,1,0.5,0.3,4,26,4,4,25,15:00:00
ENG-Premier League,2021,West Brom,2021-02-02 Sheffield Utd-West Brom,2021-02-02,Matchweek 22,Tue,Away,L,1,2,Sheffield Utd,196,310,63.2,3650,1666,86,108,79.6,67,98,68.4,30,78,38.5,0,0.5,0.4,4,18,6,2,23,18:00:00
ENG-Premier League,2021,West Brom,2021-02-07 Tottenham-West Brom,2021-02-07,Matchweek 23,Sun,Away,L,0,2,Tottenham,245,341,71.8,4642,1944,101,121,83.5,94,112,83.9,37,80,46.3,0,0.6,0.8,4,18,5,4,23,12:00:00
