,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
ENG-Premier League,2122,Brentford,2022-02-19 Arsenal-Brentford,2022-02-19,Matchweek 26,Sat,Away,L,1,2,Arsenal,234,326,71.8,3919,1842,125,148,84.5,78,103,75.7,24,58,41.4,1,0.6,0.3,4,16,4,1,18,15:00:00
ENG-Premier League,2122,Brentford,2022-02-26 Brentford-Newcastle Utd,2022-02-26,Matchweek 27,Sat,Home,L,0,2,Newcastle Utd,222,337,65.9,4601,2068,99,121,81.8,78,111,70.3,43,90,47.8,0,0.4,0.4,5,25,4,1,25,15:00:00
ENG-Premier League,2122,Brentford,2022-03-05 Norwich City-Brentford,2022-03-05,Matchweek 28,Sat,Away,W,3,1,Norwich City,238,344,69.2,4102,1791,112,141,79.4,82,106,77.4,29,60,48.3,1,0.3,0.3,5,25,5,1,26,15:00:00
ENG-Premier League,2122,Brentford,2022-03-12 Brentford-Burnley,2022-03-12,Matchweek 29,Sat,Home,W,2,0,Burnley,361,530,68.1,6497,2732,184,224,82.1,131,187,70.1,42,94,44.7,1,1.0,1.0,9,32,7,4,28,15:00:00
ENG-Premier League,2122,Brentford,2022-03-20 Leicester City-Brentford,2022-03-20,Matchweek 30,Sun,Away,L,1,2,Leicester City,401,502,79.9,7173,2681,192,217,88.5,159,185,85.9,43,74,58.1,1,1.2,1.7,11,33,10,2,51,14:00:00
ENG-Premier League,2122,Brentford,2022-04-02 Chelsea-Brentford,2022-04-02,Matchweek 31,Sat,Away,W,4,1,Chelsea,210,295,71.2,3778,1981,98,115,85.2,76,91,83.5,27,62,43.5,3,1.4,1.1,10,19,8,2,25,15:00:00
ENG-Premier League,2122,Brentford,2022-04-10 Brentford-West Ham,2022-04-10,Matchweek 32,Sun,Home,W,2,0,West Ham,422,525,80.4,7478,3044,181,199,91.0,182,217,83.9,45,78,57.7,2,1.4,1.9,13,28,12,3,40,14:00:00
ENG-Premier League,2122,Brentford,2022-04-16 Watford-Brentford,2022-04-16,Matchweek 33,Sat,Away,W,2,1,Watford,320,441,72.6,6076,2549,142,175,81.1,123,164,75.0,48,85,56.5,2,1.8,1.3,14,29,6,4,30,15:00:00
ENG-Premier League,2122,Brentford,2022-04-23 Brentford-Tottenham,2022-04-23,Matchweek 34,Sat,Home,D,0,0,Tottenham,321,440,73.0,6449,2458,128,158,81.0,135,166,81.3,50,88,56.8,0,0.6,1.1,11,27,4,3,30,17:30:00
ENG-Premier League,2122,Brentford,2022-05-02 Manchester Utd-Brentford,2022-05-02,Matchweek 35,Mon,Away,L,0,3,Manchester Utd,331,427,77.5,5736,2408,174,199,87.4,122,148,82.4,30,63,47.6,0,0.4,0.6,8,25,14,4,38,20:00:00
ENG-Premier League,2122,Brentford,2022-05-07 Brentford-Southampton,2022-05-07,Matchweek 36,Sat,Home,W,3,0,Southampton,252,358,70.4,4533,2322,116,139,83.5,83,118,70.3,37,72,51.4,3,2.4,1.8,14,29,9,1,34,15:00:00
ENG-Premier League,2122,Brentford,2022-05-15 Everton-Brentford,2022-05-15,Matchweek 37,Sun,Away,W,3,2,Everton,535,636,84.1,10612,3206,193,220,87.7,252,276,91.3,76,108,70.4,2,1.0,1.1,12,45,12,5,68,16:30:00
ENG-Premier League,2122,Brentford,2022-05-22 Brentford-Leeds United,2022-05-22,Matchweek 38,Sun,Home,L,1,2,Leeds United,345,452,76.3,6023,2478,151,175,86.3,158,192,82.3,31,65,47.7,1,0.8,0.5,12,19,6,1,30,16:00:00
ENG-Premier League,2122,Brighton,2021-08-14 Burnley-Brighton,2021-08-14,Matchweek 1,Sat,Away,W,2,1,Burnley,460,564,81.6,7882,2323,192,212,90.6,203,221,91.9,41,89,46.1,2,0.9,1.0,10,23,7,2,39,15:00:00
ENG-Premier League,2122,Brighton,2021-08-21 Brighton-Watford,2021-08-21,Matchweek 2,Sat,Home,W,2,0,Watford,522,624,83.7,8183,2626,268,289,92.7,202,231,87.4,29,59,49.2,2,0.7,0.4,10,26,6,0,43,17:30:00
ENG-Premier League,2122,Brighton,2021-08-28 Brighton-Everton,2021-08-28,Matchweek 3,Sat,Home,L,0,2,Everton,557,650,85.7,10416,3279,196,218,89.9,290,318,91.2,61,84,72.6,0,0.5,0.7,10,35,9,2,51,15:00:00
ENG-Premier League,2122,Brighton,2021-09-11 Brentford-Brighton,2021-09-11,Matchweek 4,Sat,Away,W,1,0,Brentford,422,542,77.9,7407,2320,191,211,90.5,161,193,83.4,51,97,52.6,1,0.3,0.4,4,30,7,0,40,15:00:00
ENG-Premier League,2122,Brighton,2021-09-19 Brighton-Leicester City,2021-09-19,Matchweek 5,Sun,Home,W,2,1,Leicester City,269,359,74.9,4868,1909,132,150,88.0,97,116,83.6,35,70,50.0,1,0.7,0.6,9,16,6,0,25,14:00:00
ENG-Premier League,2122,Brighton,2021-09-27 Crystal Palace-Brighton,2021-09-27,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,489,604,81.0,8283,2798,232,254,91.3,174,197,88.3,53,98,54.1,1,0.6,0.9,4,21,8,1,36,20:00:00
ENG-Premier League,2122,Brighton,2021-10-02 Brighton-Arsenal,2021-10-02,Matchweek 7,Sat,Home,D,0,0,Arsenal,444,543,81.8,7911,2825,205,229,89.5,171,198,86.4,49,81,60.5,0,1.0,1.0,18,33,12,2,48,17:30:00
ENG-Premier League,2122,Brighton,2021-10-16 Norwich City-Brighton,2021-10-16,Matchweek 8,Sat,Away,D,0,0,Norwich City,510,616,82.8,9101,3014,233,262,88.9,220,251,87.6,50,78,64.1,0,0.7,1.9,9,45,13,4,50,15:00:00
ENG-Premier League,2122,Brighton,2021-10-23 Brighton-Manchester City,2021-10-23,Matchweek 9,Sat,Home,L,1,4,Manchester City,453,549,82.5,8005,2708,178,199,89.4,219,241,90.9,43,73,58.9,0,0.5,0.7,8,18,7,1,31,17:30:00
ENG-Premier League,2122,Brighton,2021-10-30 Liverpool-Brighton,2021-10-30,Matchweek 10,Sat,Away,D,2,2,Liverpool,384,503,76.3,6912,2533,176,205,85.9,158,192,82.3,46,85,54.1,2,1.0,0.7,8,22,5,0,30,15:00:00
ENG-Premier League,2122,Brighton,2021-11-06 Brighton-Newcastle Utd,2021-11-06,Matchweek 11,Sat,Home,D,1,1,Newcastle Utd,624,699,89.3,11136,2769,277,293,94.5,291,308,94.5,53,80,66.3,0,0.7,0.7,12,47,8,2,47,17:30:00
ENG-Premier League,2122,Brighton,2021-11-20 Aston Villa-Brighton,2021-11-20,Matchweek 12,Sat,Away,L,0,2,Aston Villa,567,654,86.7,11205,3267,176,199,88.4,326,347,93.9,59,86,68.6,0,0.3,0.3,4,40,6,1,41,15:00:00
ENG-Premier League,2122,Brighton,2021-11-27 Brighton-Leeds United,2021-11-27,Matchweek 13,Sat,Home,D,0,0,Leeds United,408,539,75.7,7496,2789,152,184,82.6,205,247,83.0,40,72,55.6,0,1.9,1.1,15,36,15,2,63,17:30:00
ENG-Premier League,2122,Brighton,2021-12-01 West Ham-Brighton,2021-12-01,Matchweek 14,Wed,Away,D,1,1,West Ham,492,586,84.0,8294,2691,220,248,88.7,215,241,89.2,35,53,66.0,1,1.3,1.2,7,30,12,1,46,19:30:00
ENG-Premier League,2122,Brighton,2021-12-04 Southampton-Brighton,2021-12-04,Matchweek 15,Sat,Away,D,1,1,Southampton,321,461,69.6,5879,2117,138,173,79.8,131,171,76.6,39,84,46.4,1,1.4,0.5,8,18,5,1,30,15:00:00
ENG-Premier League,2122,Brighton,2021-12-15 Brighton-Wolves,2021-12-15,Matchweek 17,Wed,Home,L,0,1,Wolves,472,580,81.4,7264,2505,259,285,90.9,175,208,84.1,24,50,48.0,0,0.9,0.6,8,47,5,0,46,19:30:00
ENG-Premier League,2122,Brighton,2021-12-26 Brighton-Brentford,2021-12-26,Matchweek 19,Sun,Home,W,2,0,Brentford,396,506,78.3,6406,2462,199,226,88.1,145,168,86.3,33,68,48.5,2,0.5,0.7,9,39,9,2,47,20:00:00
ENG-Premier League,2122,Brighton,2021-12-29 Chelsea-Brighton,2021-12-29,Matchweek 20,Wed,Away,D,1,1,Chelsea,409,527,77.6,6803,2405,189,221,85.5,177,210,84.3,31,67,46.3,1,0.8,1.0,13,22,9,4,38,19:30:00
ENG-Premier League,2122,Brighton,2022-01-02 Everton-Brighton,2022-01-02,Matchweek 21,Sun,Away,W,3,2,Everton,327,456,71.7,5443,2173,164,195,84.1,129,161,80.1,24,76,31.6,3,1.6,0.8,7,20,9,2,38,14:00:00
ENG-Premier League,2122,Brighton,2022-01-14 Brighton-Crystal Palace,2022-01-14,Matchweek 22,Fri,Home,D,1,1,Crystal Palace,500,628,79.6,9711,2718,179,222,80.6,267,294,90.8,49,90,54.4,0,1.0,0.9,11,47,13,4,54,20:00:00
ENG-Premier League,2122,Brighton,2022-01-18 Brighton-Chelsea,2022-01-18,Matchweek 24,Tue,Home,D,1,1,Chelsea,388,490,79.2,6640,2571,178,201,88.6,155,194,79.9,40,69,58.0,1,0.6,1.1,8,35,15,2,43,20:00:00
ENG-Premier League,2122,Brighton,2022-01-23 Leicester City-Brighton,2022-01-23,Matchweek 23,Sun,Away,D,1,1,Leicester City,503,635,79.2,9031,2946,218,262,83.2,211,243,86.8,60,86,69.8,1,0.8,0.8,11,39,6,2,40,14:00:00
ENG-Premier League,2122,Brighton,2022-02-12 Watford-Brighton,2022-02-12,Matchweek 25,Sat,Away,W,2,0,Watford,499,641,77.8,8750,2895,226,262,86.3,231,269,85.9,38,80,47.5,1,1.1,0.8,7,39,7,4,43,15:00:00
ENG-Premier League,2122,Brighton,2022-02-15 Manchester Utd-Brighton,2022-02-15,Matchweek 18,Tue,Away,L,0,2,Manchester Utd,461,559,82.5,7767,2444,205,227,90.3,193,219,88.1,41,75,54.7,0,0.7,0.7,8,32,11,4,38,20:15:00
ENG-Premier League,2122,Brighton,2022-02-19 Brighton-Burnley,2022-02-19,Matchweek 26,Sat,Home,L,0,3,Burnley,522,640,81.6,9196,2482,223,257,86.8,217,245,88.6,56,89,62.9,0,0.5,0.5,8,38,8,3,43,15:00:00
ENG-Premier League,2122,Brighton,2022-02-26 Brighton-Aston Villa,2022-02-26,Matchweek 27,Sat,Home,L,0,2,Aston Villa,527,619,85.1,9889,2755,196,213,92.0,257,277,92.8,61,96,63.5,0,0.5,0.5,7,41,8,4,39,15:00:00
ENG-Premier League,2122,Brighton,2022-03-05 Newcastle Utd-Brighton,2022-03-05,Matchweek 28,Sat,Away,L,1,2,Newcastle Utd,554,694,79.8,10426,3358,225,255,88.2,255,298,85.6,63,102,61.8,1,1.4,1.2,12,67,14,2,77,15:00:00
ENG-Premier League,2122,Brighton,2022-03-12 Brighton-Liverpool,2022-03-12,Matchweek 29,Sat,Home,L,0,2,Liverpool,373,482,77.4,6577,2213,161,174,92.5,176,195,90.3,31,83,37.3,0,0.5,0.6,8,16,9,3,22,12:30:00
ENG-Premier League,2122,Brighton,2022-03-16 Brighton-Tottenham,2022-03-16,Matchweek 16,Wed,Home,L,0,2,Tottenham,447,543,82.3,7989,2191,184,204,90.2,215,233,92.3,40,82,48.8,0,0.5,0.6,10,31,9,2,46,19:30:00
ENG-Premier League,2122,Brighton,2022-04-02 Brighton-Norwich City,2022-04-02,Matchweek 31,Sat,Home,D,0,0,Norwich City,428,551,77.7,7087,2430,222,244,91.0,157,195,80.5,38,78,48.7,0,1.6,1.2,21,45,17,4,60,15:00:00
ENG-Premier League,2122,Brighton,2022-04-09 Arsenal-Brighton,2022-04-09,Matchweek 32,Sat,Away,W,2,1,Arsenal,217,316,68.7,3608,1260,100,117,85.5,92,108,85.2,14,58,24.1,2,0.5,0.3,6,6,5,0,20,15:00:00
ENG-Premier League,2122,Brighton,2022-04-16 Tottenham-Brighton,2022-04-16,Matchweek 33,Sat,Away,W,1,0,Tottenham,440,539,81.6,7298,2145,207,222,93.2,172,193,89.1,33,77,42.9,0,0.4,0.6,9,40,3,0,32,12:30:00
ENG-Premier League,2122,Brighton,2022-04-20 Manchester City-Brighton,2022-04-20,Matchweek 30,Wed,Away,L,0,3,Manchester City,276,385,71.7,5219,1914,109,134,81.3,128,155,82.6,30,67,44.8,0,0.1,0.2,1,15,3,0,24,20:00:00
ENG-Premier League,2122,Brighton,2022-04-24 Brighton-Southampton,2022-04-24,Matchweek 34,Sun,Home,D,2,2,Southampton,257,400,64.3,5037,1965,99,136,72.8,115,163,70.6,37,76,48.7,0,0.5,1.0,4,27,6,3,23,14:00:00
ENG-Premier League,2122,Brighton,2022-04-30 Wolves-Brighton,2022-04-30,Matchweek 35,Sat,Away,W,3,0,Wolves,423,518,81.7,6784,2210,206,232,88.8,149,172,86.6,39,68,57.4,1,1.0,0.7,13,19,4,1,27,15:00:00
ENG-Premier League,2122,Brighton,2022-05-07 Brighton-Manchester Utd,2022-05-07,Matchweek 36,Sat,Home,W,4,0,Manchester Utd,315,418,75.4,5512,2001,140,162,86.4,129,158,81.6,35,72,48.6,2,1.5,1.4,11,21,14,2,41,17:30:00
ENG-Premier League,2122,Brighton,2022-05-15 Leeds United-Brighton,2022-05-15,Matchweek 37,Sun,Away,D,1,1,Leeds United,328,441,74.4,6338,2863,129,162,79.6,149,172,86.6,45,89,50.6,1,1.8,1.7,13,33,14,3,40,14:00:00
ENG-Premier League,2122,Brighton,2022-05-22 Brighton-West Ham,2022-05-22,Matchweek 38,Sun,Home,W,3,1,West Ham,426,527,80.8,7074,2433,211,233,90.6,173,206,84.0,33,66,50.0,3,1.3,1.5,15,28,18,2,46,16:00:00
ENG-Premier League,2122,Burnley,2021-08-14 Burnley-Brighton,2021-08-14,Matchweek 1,Sat,Home,L,1,2,Brighton,213,327,65.1,3912,1881,107,137,78.1,69,90,76.7,31,79,39.2,1,1.0,0.7,9,22,6,3,33,15:00:00
ENG-Premier League,2122,Burnley,2021-08-21 Liverpool-Burnley,2021-08-21,Matchweek 2,Sat,Away,L,0,2,Liverpool,202,317,63.7,4352,2014,81,102,79.4,68,98,69.4,45,91,49.5,0,0.9,0.5,8,23,6,3,18,12:30:00
ENG-Premier League,2122,Burnley,2021-08-29 Burnley-Leeds United,2021-08-29,Matchweek 3,Sun,Home,D,1,1,Leeds United,214,332,64.5,4259,2239,96,117,82.1,74,112,66.1,37,83,44.6,1,1.0,0.4,10,25,3,1,19,14:00:00
ENG-Premier League,2122,Burnley,2021-09-13 Everton-Burnley,2021-09-13,Matchweek 4,Mon,Away,L,1,3,Everton,299,440,68.0,5788,2220,128,164,78.0,122,150,81.3,44,94,46.8,1,1.0,1.2,10,23,9,5,26,20:00:00
ENG-Premier League,2122,Burnley,2021-09-18 Burnley-Arsenal,2021-09-18,Matchweek 5,Sat,Home,L,0,1,Arsenal,326,472,69.1,6517,2688,137,163,84.0,129,166,77.7,54,106,50.9,0,0.5,1.1,11,31,12,7,37,15:00:00
ENG-Premier League,2122,Burnley,2021-09-25 Leicester City-Burnley,2021-09-25,Matchweek 6,Sat,Away,D,2,2,Leicester City,213,321,66.4,4176,2010,103,123,83.7,70,87,80.5,32,87,36.8,1,0.3,0.5,6,19,11,2,22,15:00:00
ENG-Premier League,2122,Burnley,2021-10-02 Burnley-Norwich City,2021-10-02,Matchweek 7,Sat,Home,D,0,0,Norwich City,378,517,73.1,6890,2723,191,215,88.8,120,163,73.6,57,109,52.3,0,1.1,1.3,11,37,13,5,46,15:00:00
ENG-Premier League,2122,Burnley,2021-10-16 Manchester City-Burnley,2021-10-16,Matchweek 8,Sat,Away,L,0,2,Manchester City,248,351,70.7,4822,2186,113,140,80.7,76,93,81.7,42,87,48.3,0,0.8,0.6,5,23,3,1,24,15:00:00
ENG-Premier League,2122,Burnley,2021-10-23 Southampton-Burnley,2021-10-23,Matchweek 9,Sat,Away,D,2,2,Southampton,199,331,60.1,3774,2175,99,135,73.3,54,91,59.3,34,79,43.0,2,0.7,0.4,8,23,5,1,19,15:00:00
ENG-Premier League,2122,Burnley,2021-10-30 Burnley-Brentford,2021-10-30,Matchweek 10,Sat,Home,W,3,1,Brentford,273,401,68.1,4865,2250,138,164,84.1,88,123,71.5,37,84,44.0,2,1.7,0.9,8,27,6,3,32,15:00:00
ENG-Premier League,2122,Burnley,2021-11-06 Chelsea-Burnley,2021-11-06,Matchweek 11,Sat,Away,D,1,1,Chelsea,211,309,68.3,4421,1974,83,111,74.8,87,100,87.0,38,75,50.7,1,0.7,0.6,5,23,6,3,21,15:00:00
ENG-Premier League,2122,Burnley,2021-11-20 Burnley-Crystal Palace,2021-11-20,Matchweek 12,Sat,Home,D,3,3,Crystal Palace,240,359,66.9,4385,1967,121,151,80.1,71,99,71.7,39,86,45.3,3,1.2,0.9,9,19,8,3,27,15:00:00
ENG-Premier League,2122,Burnley,2021-12-01 Wolves-Burnley,2021-12-01,Matchweek 14,Wed,Away,D,0,0,Wolves,215,346,62.1,3828,1782,108,135,80.0,66,107,61.7,31,72,43.1,0,0.2,0.7,5,23,5,1,29,19:30:00
ENG-Premier League,2122,Burnley,2021-12-04 Newcastle Utd-Burnley,2021-12-04,Matchweek 15,Sat,Away,L,0,1,Newcastle Utd,277,396,69.9,5294,2294,115,140,82.1,99,126,78.6,46,102,45.1,0,0.5,0.5,7,31,8,1,31,15:00:00
ENG-Premier League,2122,Burnley,2021-12-12 Burnley-West Ham,2021-12-12,Matchweek 16,Sun,Home,D,0,0,West Ham,216,349,61.9,4663,2246,81,105,77.1,93,131,71.0,40,102,39.2,0,0.8,1.1,7,26,6,3,27,14:00:00
ENG-Premier League,2122,Burnley,2021-12-30 Manchester Utd-Burnley,2021-12-30,Matchweek 20,Thu,Away,L,1,3,Manchester Utd,295,398,74.1,5665,2049,144,167,86.2,96,118,81.4,50,89,56.2,0,1.0,1.2,8,28,6,2,27,20:15:00
ENG-Premier League,2122,Burnley,2022-01-02 Leeds United-Burnley,2022-01-02,Matchweek 21,Sun,Away,L,1,3,Leeds United,211,345,61.2,4488,2716,103,143,72.0,67,102,65.7,38,83,45.8,0,0.9,0.5,6,33,5,3,25,14:00:00
ENG-Premier League,2122,Burnley,2022-01-23 Arsenal-Burnley,2022-01-23,Matchweek 23,Sun,Away,D,0,0,Arsenal,146,233,62.7,2870,1453,63,77,81.8,57,83,68.7,22,63,34.9,0,0.3,0.3,9,14,4,0,13,14:00:00
ENG-Premier League,2122,Burnley,2022-02-05 Burnley-Watford,2022-02-05,Matchweek 17,Sat,Home,D,0,0,Watford,299,455,65.7,5302,2192,120,147,81.6,116,170,68.2,40,90,44.4,0,0.4,0.3,7,22,7,3,20,18:00:00
ENG-Premier League,2122,Burnley,2022-02-08 Burnley-Manchester Utd,2022-02-08,Matchweek 24,Tue,Home,D,1,1,Manchester Utd,220,330,66.7,3624,1756,106,132,80.3,74,101,73.3,23,65,35.4,1,0.3,0.3,4,16,6,2,23,20:00:00
ENG-Premier League,2122,Burnley,2022-02-13 Burnley-Liverpool,2022-02-13,Matchweek 25,Sun,Home,L,0,1,Liverpool,224,353,63.5,3896,1808,114,137,83.2,73,98,74.5,26,80,32.5,0,1.5,0.3,8,14,3,1,14,14:00:00
ENG-Premier League,2122,Burnley,2022-02-19 Brighton-Burnley,2022-02-19,Matchweek 26,Sat,Away,W,3,0,Brighton,177,295,60.0,3139,1471,84,106,79.2,62,87,71.3,23,71,32.4,3,0.7,0.2,9,15,3,0,24,15:00:00
ENG-Premier League,2122,Burnley,2022-02-23 Burnley-Tottenham,2022-02-23,Matchweek 13,Wed,Home,W,1,0,Tottenham,277,366,75.7,5336,1959,123,144,85.4,107,123,87.0,42,78,53.8,1,0.9,0.6,13,30,7,2,21,19:30:00
ENG-Premier League,2122,Burnley,2022-02-26 Crystal Palace-Burnley,2022-02-26,Matchweek 27,Sat,Away,D,1,1,Crystal Palace,270,414,65.2,4654,2200,117,149,78.5,77,113,68.1,40,93,43.0,0,0.2,0.2,2,28,1,1,19,15:00:00
ENG-Premier League,2122,Burnley,2022-03-01 Burnley-Leicester City,2022-03-01,Matchweek 22,Tue,Home,L,0,2,Leicester City,259,406,63.8,5245,2439,99,132,75.0,104,147,70.7,45,91,49.5,0,0.5,0.9,5,20,5,2,23,19:45:00
ENG-Premier League,2122,Burnley,2022-03-05 Burnley-Chelsea,2022-03-05,Matchweek 28,Sat,Home,L,0,4,Chelsea,211,321,65.7,3449,1475,104,128,81.3,70,103,68.0,24,62,38.7,0,0.4,0.7,3,21,4,1,25,15:00:00
ENG-Premier League,2122,Burnley,2022-03-12 Brentford-Burnley,2022-03-12,Matchweek 29,Sat,Away,L,0,2,Brentford,253,427,59.3,4336,2002,125,162,77.2,86,132,65.2,29,104,27.9,0,0.3,0.5,3,16,7,1,32,15:00:00
ENG-Premier League,2122,Burnley,2022-04-02 Burnley-Manchester City,2022-04-02,Matchweek 31,Sat,Home,L,0,2,Manchester City,171,258,66.3,3547,1655,77,95,81.1,59,78,75.6,34,63,54.0,0,0.1,0.1,3,11,1,1,14,15:00:00
ENG-Premier League,2122,Burnley,2022-04-06 Burnley-Everton,2022-04-06,Matchweek 19,Wed,Home,W,3,2,Everton,257,402,63.9,4463,2206,135,184,73.4,79,109,72.5,33,81,40.7,3,1.8,1.6,8,19,4,0,17,19:30:00
ENG-Premier League,2122,Burnley,2022-04-10 Norwich City-Burnley,2022-04-10,Matchweek 32,Sun,Away,L,0,2,Norwich City,320,483,66.3,6485,2817,140,177,79.1,118,165,71.5,58,123,47.2,0,1.4,1.1,11,40,14,7,51,14:00:00
ENG-Premier League,2122,Burnley,2022-04-17 West Ham-Burnley,2022-04-17,Matchweek 33,Sun,Away,D,1,1,West Ham,256,362,70.7,4762,2177,114,131,87.0,92,121,76.0,36,78,46.2,0,0.6,0.9,4,26,6,1,25,14:15:00
ENG-Premier League,2122,Burnley,2022-04-21 Burnley-Southampton,2022-04-21,Matchweek 30,Thu,Home,W,2,0,Southampton,278,409,68.0,5341,2277,127,165,77.0,97,118,82.2,44,91,48.4,2,1.5,0.6,13,18,7,2,29,19:45:00
ENG-Premier League,2122,Burnley,2022-04-24 Burnley-Wolves,2022-04-24,Matchweek 34,Sun,Home,W,1,0,Wolves,261,363,71.9,4054,1834,135,153,88.2,84,110,76.4,22,61,36.1,1,1.4,1.2,12,21,7,2,28,14:00:00
ENG-Premier League,2122,Burnley,2022-04-30 Watford-Burnley,2022-04-30,Matchweek 35,Sat,Away,W,2,1,Watford,296,444,66.7,5680,2482,119,159,74.8,107,150,71.3,49,88,55.7,2,0.9,0.8,8,27,10,3,24,15:00:00
ENG-Premier League,2122,Burnley,2022-05-07 Burnley-Aston Villa,2022-05-07,Matchweek 36,Sat,Home,L,1,3,Aston Villa,358,466,76.8,6918,2661,153,176,86.9,142,174,81.6,53,87,60.9,1,1.5,0.6,11,25,5,1,39,15:00:00
ENG-Premier League,2122,Burnley,2022-05-15 Tottenham-Burnley,2022-05-15,Matchweek 37,Sun,Away,L,0,1,Tottenham,240,334,71.9,4815,1945,97,111,87.4,90,119,75.6,43,82,52.4,0,0.6,0.9,6,21,6,1,22,12:00:00
ENG-Premier League,2122,Burnley,2022-05-19 Aston Villa-Burnley,2022-05-19,Matchweek 18,Thu,Away,D,1,1,Aston Villa,176,265,66.4,3852,1822,74,93,79.6,59,80,73.8,41,77,53.2,0,0.8,1.2,6,14,6,2,16,20:00:00
ENG-Premier League,2122,Burnley,2022-05-22 Burnley-Newcastle Utd,2022-05-22,Matchweek 38,Sun,Home,L,1,2,Newcastle Utd,275,410,67.1,4924,2150,123,157,78.3,104,135,77.0,35,80,43.8,0,1.2,1.3,8,23,9,4,30,16:00:00
ENG-Premier League,2122,Chelsea,2021-08-14 Chelsea-Crystal Palace,2021-08-14,Matchweek 1,Sat,Home,W,3,0,Crystal Palace,646,719,89.8,11189,3129,294,315,93.3,283,301,94.0,55,76,72.4,1,0.2,1.1,6,70,20,3,61,15:00:00
ENG-Premier League,2122,Chelsea,2021-08-22 Arsenal-Chelsea,2021-08-22,Matchweek 2,Sun,Away,W,2,0,Arsenal,607,692,87.7,9081,3044,328,347,94.5,213,236,90.3,31,55,56.4,2,3.0,2.4,18,28,18,2,49,16:30:00
ENG-Premier League,2122,Chelsea,2021-08-28 Liverpool-Chelsea,2021-08-28,Matchweek 3,Sat,Away,D,1,1,Liverpool,293,410,71.5,5071,2279,137,164,83.5,117,144,81.3,30,69,43.5,1,0.6,0.3,6,9,3,0,18,17:30:00
ENG-Premier League,2122,Chelsea,2021-09-11 Chelsea-Aston Villa,2021-09-11,Matchweek 4,Sat,Home,W,3,0,Aston Villa,420,518,81.1,7243,2650,199,222,89.6,156,188,83.0,48,77,62.3,2,0.8,0.3,8,23,3,0,30,17:30:00
ENG-Premier League,2122,Chelsea,2021-09-19 Tottenham-Chelsea,2021-09-19,Matchweek 5,Sun,Away,W,3,0,Tottenham,484,573,84.5,8036,2957,221,250,88.4,190,217,87.6,47,66,71.2,3,2.1,2.3,17,35,12,2,51,16:30:00
ENG-Premier League,2122,Chelsea,2021-09-25 Chelsea-Manchester City,2021-09-25,Matchweek 6,Sat,Home,L,0,1,Manchester City,361,452,79.9,6449,2518,156,179,87.2,158,179,88.3,38,68,55.9,0,0.2,0.5,4,18,4,1,20,12:30:00
ENG-Premier League,2122,Chelsea,2021-10-02 Chelsea-Southampton,2021-10-02,Matchweek 7,Sat,Home,W,3,1,Southampton,502,597,84.1,8649,3007,241,266,90.6,196,228,86.0,51,73,69.9,2,3.1,1.6,15,28,14,1,52,15:00:00
ENG-Premier League,2122,Chelsea,2021-10-16 Brentford-Chelsea,2021-10-16,Matchweek 8,Sat,Away,W,1,0,Brentford,471,576,81.8,7073,2293,267,293,91.1,178,205,86.8,17,54,31.5,0,0.1,0.4,2,36,8,0,44,17:30:00
ENG-Premier League,2122,Chelsea,2021-10-23 Chelsea-Norwich City,2021-10-23,Matchweek 9,Sat,Home,W,7,0,Norwich City,582,654,89.0,8685,2891,295,314,93.9,212,234,90.6,37,59,62.7,5,2.6,1.5,21,38,10,0,55,12:30:00
ENG-Premier League,2122,Chelsea,2021-10-30 Newcastle Utd-Chelsea,2021-10-30,Matchweek 10,Sat,Away,W,3,0,Newcastle Utd,715,813,87.9,10256,2970,433,458,94.5,227,259,87.6,28,45,62.2,0,1.3,1.4,12,78,15,0,68,15:00:00
ENG-Premier League,2122,Chelsea,2021-11-06 Chelsea-Burnley,2021-11-06,Matchweek 11,Sat,Home,D,1,1,Burnley,604,708,85.3,10531,3734,272,297,91.6,265,303,87.5,54,76,71.1,1,1.7,1.8,22,50,26,4,72,15:00:00
ENG-Premier League,2122,Chelsea,2021-11-20 Leicester City-Chelsea,2021-11-20,Matchweek 12,Sat,Away,W,3,0,Leicester City,546,651,83.9,8831,3337,263,290,90.7,206,231,89.2,47,68,69.1,3,1.7,1.0,12,34,8,2,41,12:30:00
ENG-Premier League,2122,Chelsea,2021-11-28 Chelsea-Manchester Utd,2021-11-28,Matchweek 13,Sun,Home,D,1,1,Manchester Utd,537,647,83.0,8734,2800,277,299,92.6,189,222,85.1,47,80,58.8,0,0.9,1.0,13,33,12,3,55,16:30:00
ENG-Premier League,2122,Chelsea,2021-12-01 Watford-Chelsea,2021-12-01,Matchweek 14,Wed,Away,W,2,1,Watford,323,457,70.7,5619,2509,156,202,77.2,122,155,78.7,34,65,52.3,2,0.6,0.7,5,30,5,2,26,19:30:00
ENG-Premier League,2122,Chelsea,2021-12-04 West Ham-Chelsea,2021-12-04,Matchweek 15,Sat,Away,L,2,3,West Ham,534,643,83.0,8368,2544,269,303,88.8,204,230,88.7,36,64,56.3,2,0.8,1.1,15,37,14,3,58,12:30:00
