,league,season,team,game,date,round,day,venue,result,GF,GA,opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,time,teams_home_name,teams_home_logo,teams_away_name,teams_away_logo
162,ENG-Premier League,1819,Cardiff City,2018-11-03 Cardiff City-Leicester City,11/3/2018,Matchweek 11,Sat,Home,L,0,1,Leicester City,2,0,0,13,11,4,18,16,7,0,0,0,41,32,35,47.8,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
163,ENG-Premier League,1819,Cardiff City,2018-11-10 Cardiff City-Brighton,11/10/2018,Matchweek 12,Sat,Home,W,2,1,Brighton,2,0,0,7,19,0,20,9,7,0,0,0,65,30,38,44.1,12:30:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
164,ENG-Premier League,1819,Cardiff City,2018-11-24 Everton-Cardiff City,11/24/2018,Matchweek 13,Sat,Away,L,0,1,Everton,3,0,0,13,12,1,7,14,7,0,0,0,54,25,25,50.0,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Everton,https://media-4.api-sports.io/football/teams/45.png
165,ENG-Premier League,1819,Cardiff City,2018-11-30 Cardiff City-Wolves,11/30/2018,Matchweek 14,Fri,Home,W,2,1,Wolves,1,0,0,3,12,2,20,12,12,0,0,0,54,39,43,47.6,20:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
166,ENG-Premier League,1819,Cardiff City,2018-12-04 West Ham-Cardiff City,12/4/2018,Matchweek 15,Tue,Away,L,1,3,West Ham,2,0,0,10,10,5,12,14,7,1,0,0,45,25,24,51.0,19:45:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
167,ENG-Premier League,1819,Cardiff City,2018-12-08 Cardiff City-Southampton,12/8/2018,Matchweek 16,Sat,Home,W,1,0,Southampton,2,0,0,9,10,4,16,14,7,0,0,0,54,23,21,52.3,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
168,ENG-Premier League,1819,Cardiff City,2018-12-15 Watford-Cardiff City,12/15/2018,Matchweek 17,Sat,Away,L,2,3,Watford,0,0,0,5,7,1,13,12,11,0,0,0,60,13,21,38.2,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Watford,https://media-4.api-sports.io/football/teams/38.png
169,ENG-Premier League,1819,Cardiff City,2018-12-22 Cardiff City-Manchester Utd,12/22/2018,Matchweek 18,Sat,Home,L,1,5,Manchester Utd,2,0,0,13,12,3,16,13,11,0,1,0,43,11,22,33.3,17:30:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
170,ENG-Premier League,1819,Cardiff City,2018-12-26 Crystal Palace-Cardiff City,12/26/2018,Matchweek 19,Wed,Away,D,0,0,Crystal Palace,3,0,0,11,9,3,10,13,6,0,0,0,41,23,22,51.1,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
171,ENG-Premier League,1819,Cardiff City,2018-12-29 Leicester City-Cardiff City,12/29/2018,Matchweek 20,Sat,Away,W,1,0,Leicester City,2,0,0,16,13,1,16,17,8,0,1,0,50,22,31,41.5,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
172,ENG-Premier League,1819,Cardiff City,2019-01-01 Cardiff City-Tottenham,1/1/2019,Matchweek 21,Tue,Home,L,0,3,Tottenham,1,0,0,6,6,6,18,10,8,0,0,0,57,14,13,51.9,17:30:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
173,ENG-Premier League,1819,Cardiff City,2019-01-12 Cardiff City-Huddersfield,1/12/2019,Matchweek 22,Sat,Home,D,0,0,Huddersfield,3,0,0,12,12,3,15,19,4,0,0,0,54,30,45,40.0,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
174,ENG-Premier League,1819,Cardiff City,2019-01-19 Newcastle Utd-Cardiff City,1/19/2019,Matchweek 23,Sat,Away,L,0,3,Newcastle Utd,1,0,0,6,11,0,22,10,19,0,0,0,50,28,37,43.1,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
175,ENG-Premier League,1819,Cardiff City,2019-01-29 Arsenal-Cardiff City,1/29/2019,Matchweek 24,Tue,Away,L,1,2,Arsenal,3,0,0,12,10,1,16,11,9,0,1,0,51,20,9,69.0,19:45:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
176,ENG-Premier League,1819,Cardiff City,2019-02-02 Cardiff City-Bournemouth,2/2/2019,Matchweek 25,Sat,Home,W,2,0,Bournemouth,1,0,0,17,12,2,17,18,9,0,0,0,51,26,19,57.8,17:30:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
177,ENG-Premier League,1819,Cardiff City,2019-02-09 Southampton-Cardiff City,2/9/2019,Matchweek 26,Sat,Away,W,2,1,Southampton,3,0,0,12,15,3,14,9,10,0,0,0,58,35,20,63.6,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
178,ENG-Premier League,1819,Cardiff City,2019-02-22 Cardiff City-Watford,2/22/2019,Matchweek 27,Fri,Home,L,1,5,Watford,1,0,0,10,11,3,12,17,10,0,0,0,65,27,21,56.3,19:45:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Watford,https://media-4.api-sports.io/football/teams/38.png
179,ENG-Premier League,1819,Cardiff City,2019-02-26 Cardiff City-Everton,2/26/2019,Matchweek 28,Tue,Home,L,0,3,Everton,3,0,0,12,11,3,12,13,17,0,0,0,54,41,37,52.6,19:45:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Everton,https://media-4.api-sports.io/football/teams/45.png
180,ENG-Premier League,1819,Cardiff City,2019-03-02 Wolves-Cardiff City,3/2/2019,Matchweek 29,Sat,Away,L,0,2,Wolves,2,0,0,6,9,0,20,17,10,0,0,0,59,20,41,32.8,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
181,ENG-Premier League,1819,Cardiff City,2019-03-09 Cardiff City-West Ham,3/9/2019,Matchweek 30,Sat,Home,W,2,0,West Ham,2,0,0,7,11,2,16,16,9,0,0,0,65,16,17,48.5,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
182,ENG-Premier League,1819,Cardiff City,2019-03-31 Cardiff City-Chelsea,3/31/2019,Matchweek 32,Sun,Home,L,1,2,Chelsea,2,0,0,8,14,2,9,14,12,0,0,0,55,21,25,45.7,14:05:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
183,ENG-Premier League,1819,Cardiff City,2019-04-03 Manchester City-Cardiff City,4/3/2019,Matchweek 33,Wed,Away,L,0,2,Manchester City,3,0,0,7,1,1,6,10,11,0,0,0,32,14,13,51.9,19:45:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
184,ENG-Premier League,1819,Cardiff City,2019-04-13 Burnley-Cardiff City,4/13/2019,Matchweek 34,Sat,Away,L,0,2,Burnley,4,0,0,10,7,0,14,15,7,0,0,0,52,36,33,52.2,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
185,ENG-Premier League,1819,Cardiff City,2019-04-16 Brighton-Cardiff City,4/16/2019,Matchweek 31,Tue,Away,W,2,0,Brighton,1,0,0,13,11,0,7,24,17,0,0,0,55,34,40,45.9,19:45:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
186,ENG-Premier League,1819,Cardiff City,2019-04-21 Cardiff City-Liverpool,4/21/2019,Matchweek 35,Sun,Home,L,0,2,Liverpool,1,0,0,6,5,4,9,7,9,0,1,0,50,17,25,40.5,16:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
187,ENG-Premier League,1819,Cardiff City,2019-04-27 Fulham-Cardiff City,4/27/2019,Matchweek 36,Sat,Away,L,0,1,Fulham,0,0,0,8,9,3,19,9,18,0,0,0,57,19,18,51.4,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
188,ENG-Premier League,1819,Cardiff City,2019-05-04 Cardiff City-Crystal Palace,5/4/2019,Matchweek 37,Sat,Home,L,2,3,Crystal Palace,0,0,0,14,11,1,23,11,12,0,0,0,58,34,24,58.6,17:30:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
189,ENG-Premier League,1819,Cardiff City,2019-05-12 Manchester Utd-Cardiff City,5/12/2019,Matchweek 38,Sun,Away,W,2,0,Manchester Utd,3,0,0,6,8,0,5,15,9,1,0,0,50,14,19,42.4,15:00:00,Cardiff City,https://media-4.api-sports.io/football/teams/43.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
190,ENG-Premier League,1819,Chelsea,2018-08-11 Huddersfield-Chelsea,8/11/2018,Matchweek 1,Sat,Away,W,3,0,Huddersfield,1,0,0,8,8,1,11,9,6,1,0,0,55,16,21,43.2,15:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
191,ENG-Premier League,1819,Chelsea,2018-08-18 Chelsea-Arsenal,8/18/2018,Matchweek 2,Sat,Home,W,3,2,Arsenal,0,0,0,12,9,3,15,7,9,0,0,0,49,15,12,55.6,17:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
192,ENG-Premier League,1819,Chelsea,2018-08-26 Newcastle Utd-Chelsea,8/26/2018,Matchweek 3,Sun,Away,W,2,1,Newcastle Utd,1,0,0,8,16,2,23,5,8,1,0,0,53,13,11,54.2,16:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
193,ENG-Premier League,1819,Chelsea,2018-09-01 Chelsea-Bournemouth,9/1/2018,Matchweek 4,Sat,Home,W,2,0,Bournemouth,2,0,0,10,7,2,25,7,7,0,0,0,54,18,12,60.0,15:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
194,ENG-Premier League,1819,Chelsea,2018-09-15 Chelsea-Cardiff City,9/15/2018,Matchweek 5,Sat,Home,W,4,1,Cardiff City,0,0,0,8,10,0,15,7,9,1,0,0,55,18,23,43.9,15:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
195,ENG-Premier League,1819,Chelsea,2018-09-23 West Ham-Chelsea,9/23/2018,Matchweek 6,Sun,Away,D,0,0,West Ham,1,0,0,9,11,3,28,8,3,0,0,0,57,12,10,54.5,13:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
196,ENG-Premier League,1819,Chelsea,2018-09-29 Chelsea-Liverpool,9/29/2018,Matchweek 7,Sat,Home,D,1,1,Liverpool,0,0,0,7,9,2,12,12,9,0,0,0,56,11,13,45.8,17:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
197,ENG-Premier League,1819,Chelsea,2018-10-07 Southampton-Chelsea,10/7/2018,Matchweek 8,Sun,Away,W,3,0,Southampton,0,0,0,11,13,0,27,2,4,0,0,0,41,17,12,58.6,14:15:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
198,ENG-Premier League,1819,Chelsea,2018-10-20 Chelsea-Manchester Utd,10/20/2018,Matchweek 9,Sat,Home,D,2,2,Manchester Utd,2,0,0,9,15,2,18,9,8,0,0,0,62,11,14,44.0,12:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
199,ENG-Premier League,1819,Chelsea,2018-10-28 Burnley-Chelsea,10/28/2018,Matchweek 10,Sun,Away,W,4,0,Burnley,2,0,0,10,14,0,8,5,5,0,0,0,43,18,11,62.1,13:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
200,ENG-Premier League,1819,Chelsea,2018-11-04 Chelsea-Crystal Palace,11/4/2018,Matchweek 11,Sun,Home,W,3,1,Crystal Palace,0,0,0,6,13,6,17,2,12,0,0,0,69,11,12,47.8,16:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
201,ENG-Premier League,1819,Chelsea,2018-11-11 Chelsea-Everton,11/11/2018,Matchweek 12,Sun,Home,D,0,0,Everton,4,0,0,7,11,5,16,4,11,0,0,0,56,12,18,40.0,14:15:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Everton,https://media-4.api-sports.io/football/teams/45.png
202,ENG-Premier League,1819,Chelsea,2018-11-24 Tottenham-Chelsea,11/24/2018,Matchweek 13,Sat,Away,L,1,3,Tottenham,3,0,0,12,19,5,21,22,7,0,0,0,58,13,18,41.9,17:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
203,ENG-Premier League,1819,Chelsea,2018-12-02 Chelsea-Fulham,12/2/2018,Matchweek 14,Sun,Home,W,2,0,Fulham,2,0,0,8,17,0,14,11,12,0,0,0,49,15,14,51.7,12:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
204,ENG-Premier League,1819,Chelsea,2018-12-05 Wolves-Chelsea,12/5/2018,Matchweek 15,Wed,Away,L,1,2,Wolves,4,0,0,10,18,0,18,11,10,0,0,0,56,19,15,55.9,19:45:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
205,ENG-Premier League,1819,Chelsea,2018-12-08 Chelsea-Manchester City,12/8/2018,Matchweek 16,Sat,Home,W,2,0,Manchester City,2,0,0,12,11,1,6,19,14,0,0,0,47,18,7,72.0,17:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
206,ENG-Premier League,1819,Chelsea,2018-12-16 Brighton-Chelsea,12/16/2018,Matchweek 17,Sun,Away,W,2,1,Brighton,2,0,0,6,14,4,7,11,8,0,0,0,53,10,16,38.5,13:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
207,ENG-Premier League,1819,Chelsea,2018-12-22 Chelsea-Leicester City,12/22/2018,Matchweek 18,Sat,Home,L,0,1,Leicester City,0,0,0,10,9,3,36,9,12,0,0,0,68,12,19,38.7,15:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
208,ENG-Premier League,1819,Chelsea,2018-12-26 Watford-Chelsea,12/26/2018,Matchweek 19,Wed,Away,W,2,1,Watford,0,0,0,5,14,2,11,3,4,1,0,0,65,15,20,42.9,19:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Watford,https://media-4.api-sports.io/football/teams/38.png
209,ENG-Premier League,1819,Chelsea,2018-12-30 Crystal Palace-Chelsea,12/30/2018,Matchweek 20,Sun,Away,W,1,0,Crystal Palace,1,0,0,8,10,3,16,17,5,0,0,0,68,11,12,47.8,12:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
210,ENG-Premier League,1819,Chelsea,2019-01-02 Chelsea-Southampton,1/2/2019,Matchweek 21,Wed,Home,D,0,0,Southampton,1,0,0,8,11,5,23,4,8,0,0,0,68,14,17,45.2,19:45:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
211,ENG-Premier League,1819,Chelsea,2019-01-12 Chelsea-Newcastle Utd,1/12/2019,Matchweek 22,Sat,Home,W,2,1,Newcastle Utd,1,0,0,6,13,5,15,13,13,0,0,0,61,20,11,64.5,17:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
212,ENG-Premier League,1819,Chelsea,2019-01-19 Arsenal-Chelsea,1/19/2019,Matchweek 23,Sat,Away,L,0,2,Arsenal,2,0,0,15,13,0,24,14,8,0,0,0,67,15,11,57.7,17:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
213,ENG-Premier League,1819,Chelsea,2019-01-30 Bournemouth-Chelsea,1/30/2019,Matchweek 24,Wed,Away,L,0,4,Bournemouth,0,0,0,6,8,6,33,9,6,0,0,0,57,9,12,42.9,19:45:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
214,ENG-Premier League,1819,Chelsea,2019-02-02 Chelsea-Huddersfield,2/2/2019,Matchweek 25,Sat,Home,W,5,0,Huddersfield,0,0,0,8,5,2,18,9,21,1,0,0,70,8,7,53.3,15:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
215,ENG-Premier League,1819,Chelsea,2019-02-10 Manchester City-Chelsea,2/10/2019,Matchweek 26,Sun,Away,L,0,6,Manchester City,2,0,0,13,9,1,10,6,15,0,1,0,38,3,10,23.1,16:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
216,ENG-Premier League,1819,Chelsea,2019-02-27 Chelsea-Tottenham,2/27/2019,Matchweek 28,Wed,Home,W,2,0,Tottenham,1,0,0,7,13,1,12,13,17,0,0,0,71,13,10,56.5,20:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
217,ENG-Premier League,1819,Chelsea,2019-03-03 Fulham-Chelsea,3/3/2019,Matchweek 29,Sun,Away,W,2,1,Fulham,1,0,0,10,11,0,11,10,11,0,0,0,51,9,3,75.0,14:05:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
218,ENG-Premier League,1819,Chelsea,2019-03-10 Chelsea-Wolves,3/10/2019,Matchweek 30,Sun,Home,D,1,1,Wolves,1,0,0,8,13,1,38,5,11,0,0,0,57,8,12,40.0,14:05:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
219,ENG-Premier League,1819,Chelsea,2019-03-17 Everton-Chelsea,3/17/2019,Matchweek 31,Sun,Away,L,0,2,Everton,2,0,0,9,17,3,11,11,11,0,1,0,60,17,12,58.6,16:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Everton,https://media-4.api-sports.io/football/teams/45.png
220,ENG-Premier League,1819,Chelsea,2019-03-31 Cardiff City-Chelsea,3/31/2019,Matchweek 32,Sun,Away,W,2,1,Cardiff City,3,0,0,14,8,1,13,9,7,0,0,0,57,25,21,54.3,14:05:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
221,ENG-Premier League,1819,Chelsea,2019-04-03 Chelsea-Brighton,4/3/2019,Matchweek 27,Wed,Home,W,3,0,Brighton,0,0,0,5,9,0,20,8,10,0,0,0,56,17,15,53.1,19:45:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
222,ENG-Premier League,1819,Chelsea,2019-04-08 Chelsea-West Ham,4/8/2019,Matchweek 33,Mon,Home,W,2,0,West Ham,2,0,0,8,7,3,14,12,8,0,0,0,57,11,11,50.0,20:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
223,ENG-Premier League,1819,Chelsea,2019-04-14 Liverpool-Chelsea,4/14/2019,Matchweek 34,Sun,Away,L,0,2,Liverpool,1,0,0,9,5,2,8,10,15,0,0,0,59,7,13,35.0,16:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
224,ENG-Premier League,1819,Chelsea,2019-04-22 Chelsea-Burnley,4/22/2019,Matchweek 35,Mon,Home,D,2,2,Burnley,2,0,0,9,4,1,43,3,9,0,0,0,64,25,17,59.5,20:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
225,ENG-Premier League,1819,Chelsea,2019-04-28 Manchester Utd-Chelsea,4/28/2019,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,2,0,0,14,9,5,21,14,9,0,0,0,52,11,12,47.8,16:30:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
226,ENG-Premier League,1819,Chelsea,2019-05-05 Chelsea-Watford,5/5/2019,Matchweek 37,Sun,Home,W,3,0,Watford,0,0,0,6,12,1,20,13,13,0,0,0,57,17,16,51.5,14:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Watford,https://media-4.api-sports.io/football/teams/38.png
227,ENG-Premier League,1819,Chelsea,2019-05-12 Leicester City-Chelsea,5/12/2019,Matchweek 38,Sun,Away,D,0,0,Leicester City,1,0,0,8,9,2,14,10,10,0,0,0,55,9,4,69.2,15:00:00,Chelsea,https://media-4.api-sports.io/football/teams/49.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
228,ENG-Premier League,1819,Crystal Palace,2018-08-11 Fulham-Crystal Palace,8/11/2018,Matchweek 1,Sat,Away,W,2,0,Fulham,2,0,0,11,9,3,12,14,15,0,0,0,57,20,10,66.7,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
229,ENG-Premier League,1819,Crystal Palace,2018-08-20 Crystal Palace-Liverpool,8/20/2018,Matchweek 2,Mon,Home,L,0,2,Liverpool,1,1,0,6,13,2,16,14,9,0,1,0,39,19,13,59.4,20:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
230,ENG-Premier League,1819,Crystal Palace,2018-08-26 Watford-Crystal Palace,8/26/2018,Matchweek 3,Sun,Away,L,1,2,Watford,2,0,0,11,12,3,9,5,12,0,0,0,49,23,24,48.9,13:30:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Watford,https://media-4.api-sports.io/football/teams/38.png
231,ENG-Premier League,1819,Crystal Palace,2018-09-01 Crystal Palace-Southampton,9/1/2018,Matchweek 4,Sat,Home,L,0,2,Southampton,1,0,0,11,12,0,24,12,11,0,1,0,49,33,20,62.3,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
232,ENG-Premier League,1819,Crystal Palace,2018-09-15 Huddersfield-Crystal Palace,9/15/2018,Matchweek 5,Sat,Away,W,1,0,Huddersfield,2,0,0,17,11,2,10,9,9,0,0,0,42,17,23,42.5,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
233,ENG-Premier League,1819,Crystal Palace,2018-09-22 Crystal Palace-Newcastle Utd,9/22/2018,Matchweek 6,Sat,Home,D,0,0,Newcastle Utd,1,0,0,8,11,2,21,8,25,0,0,0,52,17,14,54.8,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
234,ENG-Premier League,1819,Crystal Palace,2018-10-01 Bournemouth-Crystal Palace,10/1/2018,Matchweek 7,Mon,Away,L,1,2,Bournemouth,4,0,0,12,9,2,16,12,10,0,1,0,59,9,14,39.1,20:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
235,ENG-Premier League,1819,Crystal Palace,2018-10-06 Crystal Palace-Wolves,10/6/2018,Matchweek 8,Sat,Home,L,0,1,Wolves,3,0,0,11,13,1,20,10,13,0,0,0,54,17,19,47.2,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
236,ENG-Premier League,1819,Crystal Palace,2018-10-21 Everton-Crystal Palace,10/21/2018,Matchweek 9,Sun,Away,L,0,2,Everton,1,0,0,17,13,0,13,13,17,1,0,0,57,16,22,42.1,16:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Everton,https://media-4.api-sports.io/football/teams/45.png
237,ENG-Premier League,1819,Crystal Palace,2018-10-28 Crystal Palace-Arsenal,10/28/2018,Matchweek 10,Sun,Home,D,2,2,Arsenal,1,0,0,10,15,2,15,14,11,2,0,0,62,13,17,43.3,13:30:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
238,ENG-Premier League,1819,Crystal Palace,2018-11-04 Chelsea-Crystal Palace,11/4/2018,Matchweek 11,Sun,Away,L,1,3,Chelsea,1,0,0,13,5,1,5,19,8,0,0,0,57,12,11,52.2,16:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
239,ENG-Premier League,1819,Crystal Palace,2018-11-10 Crystal Palace-Tottenham,11/10/2018,Matchweek 12,Sat,Home,L,0,1,Tottenham,1,0,0,12,8,4,24,18,12,0,0,0,62,19,10,65.5,17:30:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
240,ENG-Premier League,1819,Crystal Palace,2018-11-24 Manchester Utd-Crystal Palace,11/24/2018,Matchweek 13,Sat,Away,D,0,0,Manchester Utd,2,0,0,12,11,3,8,13,11,0,0,0,44,13,18,41.9,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
241,ENG-Premier League,1819,Crystal Palace,2018-12-01 Crystal Palace-Burnley,12/1/2018,Matchweek 14,Sat,Home,W,2,0,Burnley,1,0,0,9,8,1,15,10,6,0,0,0,61,20,23,46.5,15:00:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
242,ENG-Premier League,1819,Crystal Palace,2018-12-04 Brighton-Crystal Palace,12/4/2018,Matchweek 15,Tue,Away,L,1,3,Brighton,3,0,0,12,13,0,17,5,11,1,1,0,47,16,14,53.3,19:45:00,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
