,league,season,team,game,date,round,day,venue,result,GF,GA,opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,time,teams_home_name,teams_home_logo,teams_away_name,teams_away_logo
560,ENG-Premier League,1819,Newcastle Utd,2019-03-02 West Ham-Newcastle Utd,3/2/2019,Matchweek 29,Sat,Away,L,0,2,West Ham,4,0,0,14,7,3,18,9,14,0,1,0,58,5,16,23.8,17:30:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
561,ENG-Premier League,1819,Newcastle Utd,2019-03-09 Newcastle Utd-Everton,3/9/2019,Matchweek 30,Sat,Home,W,3,2,Everton,3,0,0,13,9,2,26,10,14,1,0,0,55,18,28,39.1,15:00:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Everton,https://media-4.api-sports.io/football/teams/45.png
562,ENG-Premier League,1819,Newcastle Utd,2019-03-16 Bournemouth-Newcastle Utd,3/16/2019,Matchweek 31,Sat,Away,D,2,2,Bournemouth,2,0,0,12,9,1,25,8,16,0,1,0,54,15,21,41.7,15:00:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
563,ENG-Premier League,1819,Newcastle Utd,2019-04-01 Arsenal-Newcastle Utd,4/1/2019,Matchweek 32,Mon,Away,L,0,2,Arsenal,0,0,0,10,11,2,10,18,9,0,0,0,57,15,20,42.9,20:00:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
564,ENG-Premier League,1819,Newcastle Utd,2019-04-06 Newcastle Utd-Crystal Palace,4/6/2019,Matchweek 33,Sat,Home,L,0,1,Crystal Palace,1,0,0,12,12,2,39,15,10,0,1,0,43,18,28,39.1,15:00:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
565,ENG-Premier League,1819,Newcastle Utd,2019-04-12 Leicester City-Newcastle Utd,4/12/2019,Matchweek 34,Fri,Away,W,1,0,Leicester City,3,0,0,10,6,4,12,22,13,0,0,0,68,19,28,40.4,20:00:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
566,ENG-Premier League,1819,Newcastle Utd,2019-04-20 Newcastle Utd-Southampton,4/20/2019,Matchweek 35,Sat,Home,W,3,1,Southampton,0,0,0,5,10,0,16,14,13,0,0,0,49,36,19,65.5,17:30:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
567,ENG-Premier League,1819,Newcastle Utd,2019-04-27 Brighton-Newcastle Utd,4/27/2019,Matchweek 36,Sat,Away,D,1,1,Brighton,3,0,0,10,7,0,10,7,16,0,0,0,47,15,30,33.3,17:30:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
568,ENG-Premier League,1819,Newcastle Utd,2019-05-04 Newcastle Utd-Liverpool,5/4/2019,Matchweek 37,Sat,Home,L,2,3,Liverpool,1,0,0,10,4,4,18,11,8,0,0,0,55,20,26,43.5,19:45:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
569,ENG-Premier League,1819,Newcastle Utd,2019-05-12 Fulham-Newcastle Utd,5/12/2019,Matchweek 38,Sun,Away,W,4,0,Fulham,0,0,0,8,5,1,9,12,8,0,0,0,52,12,17,41.4,15:00:00,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
570,ENG-Premier League,1819,Southampton,2018-08-12 Southampton-Burnley,8/12/2018,Matchweek 1,Sun,Home,D,0,0,Burnley,0,0,0,10,8,2,22,4,7,0,0,0,42,27,29,48.2,13:30:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
571,ENG-Premier League,1819,Southampton,2018-08-18 Everton-Southampton,8/18/2018,Matchweek 2,Sat,Away,L,1,2,Everton,5,0,0,20,8,3,16,13,5,0,0,0,54,31,22,58.5,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Everton,https://media-4.api-sports.io/football/teams/45.png
572,ENG-Premier League,1819,Southampton,2018-08-25 Southampton-Leicester City,8/25/2018,Matchweek 3,Sat,Home,L,1,2,Leicester City,3,1,1,13,11,1,28,14,11,0,0,0,34,22,20,52.4,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
573,ENG-Premier League,1819,Southampton,2018-09-01 Crystal Palace-Southampton,9/1/2018,Matchweek 4,Sat,Away,W,2,0,Crystal Palace,1,0,0,12,10,1,22,9,8,0,0,0,58,20,33,37.7,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
574,ENG-Premier League,1819,Southampton,2018-09-17 Southampton-Brighton,9/17/2018,Matchweek 5,Mon,Home,D,2,2,Brighton,2,0,0,10,13,2,13,20,10,1,1,0,52,17,25,40.5,20:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
575,ENG-Premier League,1819,Southampton,2018-09-22 Liverpool-Southampton,9/22/2018,Matchweek 6,Sat,Away,L,0,3,Liverpool,2,0,0,10,7,1,14,16,10,0,0,1,55,16,7,69.6,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
576,ENG-Premier League,1819,Southampton,2018-09-29 Wolves-Southampton,9/29/2018,Matchweek 7,Sat,Away,L,0,2,Wolves,1,0,0,7,11,2,18,13,19,0,0,0,58,13,18,41.9,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
577,ENG-Premier League,1819,Southampton,2018-10-07 Southampton-Chelsea,10/7/2018,Matchweek 8,Sun,Home,L,0,3,Chelsea,6,0,0,13,11,0,11,15,14,0,0,0,42,12,17,41.4,14:15:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
578,ENG-Premier League,1819,Southampton,2018-10-20 Bournemouth-Southampton,10/20/2018,Matchweek 9,Sat,Away,D,0,0,Bournemouth,2,0,0,14,11,4,18,14,11,0,0,0,58,26,24,52.0,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
579,ENG-Premier League,1819,Southampton,2018-10-27 Southampton-Newcastle Utd,10/27/2018,Matchweek 10,Sat,Home,D,0,0,Newcastle Utd,0,0,0,9,11,1,31,19,4,0,0,0,65,28,20,58.3,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
580,ENG-Premier League,1819,Southampton,2018-11-04 Manchester City-Southampton,11/4/2018,Matchweek 11,Sun,Away,L,1,6,Manchester City,1,0,0,9,12,1,20,14,6,1,0,1,40,11,16,40.7,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
581,ENG-Premier League,1819,Southampton,2018-11-10 Southampton-Watford,11/10/2018,Matchweek 12,Sat,Home,D,1,1,Watford,3,0,0,13,13,4,17,19,11,0,0,0,52,23,20,53.5,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Watford,https://media-4.api-sports.io/football/teams/38.png
582,ENG-Premier League,1819,Southampton,2018-11-24 Fulham-Southampton,11/24/2018,Matchweek 13,Sat,Away,L,2,3,Fulham,3,0,0,6,10,1,33,7,13,0,0,0,49,17,21,44.7,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
583,ENG-Premier League,1819,Southampton,2018-12-01 Southampton-Manchester Utd,12/1/2018,Matchweek 14,Sat,Home,D,2,2,Manchester Utd,4,0,0,12,13,0,13,16,14,0,0,0,49,9,26,25.7,17:30:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
584,ENG-Premier League,1819,Southampton,2018-12-05 Tottenham-Southampton,12/5/2018,Matchweek 15,Wed,Away,L,1,3,Tottenham,0,0,0,5,7,2,26,9,10,0,0,0,49,10,23,30.3,20:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
585,ENG-Premier League,1819,Southampton,2018-12-08 Cardiff City-Southampton,12/8/2018,Matchweek 16,Sat,Away,L,0,1,Cardiff City,2,0,0,10,7,0,16,15,11,0,0,0,49,21,23,47.7,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
586,ENG-Premier League,1819,Southampton,2018-12-16 Southampton-Arsenal,12/16/2018,Matchweek 17,Sun,Home,W,3,2,Arsenal,3,0,0,12,9,2,14,15,13,0,0,0,56,8,8,50.0,13:30:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
587,ENG-Premier League,1819,Southampton,2018-12-22 Huddersfield-Southampton,12/22/2018,Matchweek 18,Sat,Away,W,3,1,Huddersfield,3,0,0,9,11,1,5,12,9,1,0,0,56,17,34,33.3,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
588,ENG-Premier League,1819,Southampton,2018-12-27 Southampton-West Ham,12/27/2018,Matchweek 19,Thu,Home,L,1,2,West Ham,2,0,0,10,3,4,17,12,16,0,0,0,69,16,18,47.1,19:45:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
589,ENG-Premier League,1819,Southampton,2018-12-30 Southampton-Manchester City,12/30/2018,Matchweek 20,Sun,Home,L,1,3,Manchester City,2,1,0,11,10,0,10,13,17,0,0,1,45,16,16,50.0,14:15:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
590,ENG-Premier League,1819,Southampton,2019-01-02 Chelsea-Southampton,1/2/2019,Matchweek 21,Wed,Away,D,0,0,Chelsea,2,0,0,11,8,3,12,26,13,0,0,0,64,17,14,54.8,19:45:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
591,ENG-Premier League,1819,Southampton,2019-01-12 Leicester City-Southampton,1/12/2019,Matchweek 22,Sat,Away,W,2,1,Leicester City,3,1,1,9,7,4,7,20,14,1,0,0,42,29,23,55.8,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
592,ENG-Premier League,1819,Southampton,2019-01-19 Southampton-Everton,1/19/2019,Matchweek 23,Sat,Home,W,2,1,Everton,2,0,0,12,11,3,20,21,15,0,0,0,67,39,30,56.5,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Everton,https://media-4.api-sports.io/football/teams/45.png
593,ENG-Premier League,1819,Southampton,2019-01-30 Southampton-Crystal Palace,1/30/2019,Matchweek 24,Wed,Home,D,1,1,Crystal Palace,2,0,0,11,8,2,21,9,15,0,0,0,59,23,22,51.1,19:45:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
594,ENG-Premier League,1819,Southampton,2019-02-02 Burnley-Southampton,2/2/2019,Matchweek 25,Sat,Away,D,1,1,Burnley,1,0,0,9,9,0,8,7,12,0,1,0,65,34,42,44.7,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
595,ENG-Premier League,1819,Southampton,2019-02-09 Southampton-Cardiff City,2/9/2019,Matchweek 26,Sat,Home,L,1,2,Cardiff City,3,0,0,15,11,0,20,7,15,0,0,0,57,20,35,36.4,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
596,ENG-Premier League,1819,Southampton,2019-02-24 Arsenal-Southampton,2/24/2019,Matchweek 27,Sun,Away,L,0,2,Arsenal,0,0,0,14,7,1,21,19,11,0,0,0,46,11,17,39.3,14:05:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
597,ENG-Premier League,1819,Southampton,2019-02-27 Southampton-Fulham,2/27/2019,Matchweek 28,Wed,Home,W,2,0,Fulham,0,0,0,15,13,2,19,10,15,0,0,0,60,25,29,46.3,19:45:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
598,ENG-Premier League,1819,Southampton,2019-03-02 Manchester Utd-Southampton,3/2/2019,Matchweek 29,Sat,Away,L,2,3,Manchester Utd,1,0,0,10,7,0,19,13,11,0,1,0,46,13,27,32.5,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
599,ENG-Premier League,1819,Southampton,2019-03-09 Southampton-Tottenham,3/9/2019,Matchweek 30,Sat,Home,W,2,1,Tottenham,4,0,0,16,9,2,18,21,8,0,0,0,58,15,16,48.4,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
600,ENG-Premier League,1819,Southampton,2019-03-30 Brighton-Southampton,3/30/2019,Matchweek 32,Sat,Away,W,1,0,Brighton,2,0,0,10,8,0,14,17,3,0,0,0,50,21,36,36.8,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
601,ENG-Premier League,1819,Southampton,2019-04-05 Southampton-Liverpool,4/5/2019,Matchweek 33,Fri,Home,L,1,3,Liverpool,2,0,0,8,7,3,20,12,8,0,0,0,56,30,22,57.7,20:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
602,ENG-Premier League,1819,Southampton,2019-04-13 Southampton-Wolves,4/13/2019,Matchweek 34,Sat,Home,W,3,1,Wolves,1,0,0,13,8,0,5,14,13,0,0,0,57,21,26,44.7,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
603,ENG-Premier League,1819,Southampton,2019-04-20 Newcastle Utd-Southampton,4/20/2019,Matchweek 35,Sat,Away,L,1,3,Newcastle Utd,2,0,0,11,5,2,22,14,9,0,0,0,54,19,36,34.5,17:30:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
604,ENG-Premier League,1819,Southampton,2019-04-23 Watford-Southampton,4/23/2019,Matchweek 31,Tue,Away,D,1,1,Watford,2,0,0,14,10,5,12,23,11,0,0,0,66,16,15,51.6,19:45:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Watford,https://media-4.api-sports.io/football/teams/38.png
605,ENG-Premier League,1819,Southampton,2019-04-27 Southampton-Bournemouth,4/27/2019,Matchweek 36,Sat,Home,D,3,3,Bournemouth,2,0,0,8,9,0,27,20,16,0,0,0,64,21,13,61.8,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
606,ENG-Premier League,1819,Southampton,2019-05-04 West Ham-Southampton,5/4/2019,Matchweek 37,Sat,Away,L,0,3,West Ham,1,0,0,11,2,1,22,18,12,0,0,0,55,13,26,33.3,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
607,ENG-Premier League,1819,Southampton,2019-05-12 Southampton-Huddersfield,5/12/2019,Matchweek 38,Sun,Home,D,1,1,Huddersfield,0,0,0,8,6,1,15,9,8,0,0,0,55,40,24,62.5,15:00:00,Southampton,https://media-4.api-sports.io/football/teams/41.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
608,ENG-Premier League,1819,Tottenham,2018-08-11 Newcastle Utd-Tottenham,8/11/2018,Matchweek 1,Sat,Away,W,2,1,Newcastle Utd,2,0,0,12,10,0,17,10,16,0,0,0,52,21,32,39.6,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
609,ENG-Premier League,1819,Tottenham,2018-08-18 Tottenham-Fulham,8/18/2018,Matchweek 2,Sat,Home,W,3,1,Fulham,0,0,0,9,5,1,27,12,8,0,0,0,46,14,7,66.7,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
610,ENG-Premier League,1819,Tottenham,2018-08-27 Manchester Utd-Tottenham,8/27/2018,Matchweek 3,Mon,Away,W,3,0,Manchester Utd,3,0,0,16,10,1,6,21,16,0,0,0,61,13,24,35.1,20:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
611,ENG-Premier League,1819,Tottenham,2018-09-02 Watford-Tottenham,9/2/2018,Matchweek 4,Sun,Away,L,1,2,Watford,1,0,0,8,9,2,32,8,15,0,0,0,60,15,26,36.6,16:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Watford,https://media-4.api-sports.io/football/teams/38.png
612,ENG-Premier League,1819,Tottenham,2018-09-15 Tottenham-Liverpool,9/15/2018,Matchweek 5,Sat,Home,L,1,2,Liverpool,0,0,0,17,12,3,12,6,4,0,0,0,58,14,8,63.6,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
613,ENG-Premier League,1819,Tottenham,2018-09-22 Brighton-Tottenham,9/22/2018,Matchweek 6,Sat,Away,W,2,1,Brighton,1,0,0,9,12,0,15,14,14,0,0,0,42,9,13,40.9,17:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
614,ENG-Premier League,1819,Tottenham,2018-09-29 Huddersfield-Tottenham,9/29/2018,Matchweek 7,Sat,Away,W,2,0,Huddersfield,2,0,0,16,17,1,8,12,12,1,0,0,73,31,21,59.6,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
615,ENG-Premier League,1819,Tottenham,2018-10-06 Tottenham-Cardiff City,10/6/2018,Matchweek 8,Sat,Home,W,1,0,Cardiff City,3,0,0,7,11,0,17,5,10,0,0,0,42,9,16,36.0,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
616,ENG-Premier League,1819,Tottenham,2018-10-20 West Ham-Tottenham,10/20/2018,Matchweek 9,Sat,Away,W,1,0,West Ham,0,0,0,10,8,2,15,7,7,0,0,0,56,3,22,12.0,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
617,ENG-Premier League,1819,Tottenham,2018-10-29 Tottenham-Manchester City,10/29/2018,Matchweek 10,Mon,Home,L,0,1,Manchester City,2,0,0,13,12,4,13,7,7,0,0,0,47,12,11,52.2,20:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
618,ENG-Premier League,1819,Tottenham,2018-11-03 Wolves-Tottenham,11/3/2018,Matchweek 11,Sat,Away,W,3,2,Wolves,2,0,0,8,9,3,7,7,12,0,2,0,53,7,11,38.9,19:45:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
619,ENG-Premier League,1819,Tottenham,2018-11-10 Crystal Palace-Tottenham,11/10/2018,Matchweek 12,Sat,Away,W,1,0,Crystal Palace,1,0,0,9,11,1,23,11,10,0,0,0,52,10,19,34.5,17:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
620,ENG-Premier League,1819,Tottenham,2018-11-24 Tottenham-Chelsea,11/24/2018,Matchweek 13,Sat,Home,W,3,1,Chelsea,0,0,0,19,12,3,9,10,7,0,0,0,61,18,13,58.1,17:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
621,ENG-Premier League,1819,Tottenham,2018-12-02 Arsenal-Tottenham,12/2/2018,Matchweek 14,Sun,Away,L,2,4,Arsenal,5,1,1,17,13,2,11,10,9,1,1,0,62,15,12,55.6,14:05:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
622,ENG-Premier League,1819,Tottenham,2018-12-05 Tottenham-Southampton,12/5/2018,Matchweek 15,Wed,Home,W,3,1,Southampton,0,0,0,7,5,4,15,7,6,0,0,0,49,23,10,69.7,20:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
623,ENG-Premier League,1819,Tottenham,2018-12-08 Leicester City-Tottenham,12/8/2018,Matchweek 16,Sat,Away,W,2,0,Leicester City,1,0,0,7,11,1,14,15,13,0,0,0,66,17,8,68.0,19:45:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
624,ENG-Premier League,1819,Tottenham,2018-12-15 Tottenham-Burnley,12/15/2018,Matchweek 17,Sat,Home,W,1,0,Burnley,0,0,0,7,8,2,26,6,3,0,0,0,61,20,27,42.6,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
625,ENG-Premier League,1819,Tottenham,2018-12-23 Everton-Tottenham,12/23/2018,Matchweek 18,Sun,Away,W,6,2,Everton,2,0,0,9,13,2,3,10,6,0,0,0,53,21,13,61.8,16:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Everton,https://media-4.api-sports.io/football/teams/45.png
626,ENG-Premier League,1819,Tottenham,2018-12-26 Tottenham-Bournemouth,12/26/2018,Matchweek 19,Wed,Home,W,5,0,Bournemouth,2,0,0,5,8,1,10,12,8,0,0,0,51,8,15,34.8,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
627,ENG-Premier League,1819,Tottenham,2018-12-29 Tottenham-Wolves,12/29/2018,Matchweek 20,Sat,Home,L,1,3,Wolves,3,0,0,7,6,0,14,4,7,0,0,0,55,12,15,44.4,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
628,ENG-Premier League,1819,Tottenham,2019-01-01 Cardiff City-Tottenham,1/1/2019,Matchweek 21,Tue,Away,W,3,0,Cardiff City,0,0,0,6,6,2,8,4,4,0,0,0,49,13,14,48.1,17:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
629,ENG-Premier League,1819,Tottenham,2019-01-13 Tottenham-Manchester Utd,1/13/2019,Matchweek 22,Sun,Home,L,0,1,Manchester Utd,1,0,0,8,8,4,21,6,11,0,0,0,59,10,13,43.5,16:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
630,ENG-Premier League,1819,Tottenham,2019-01-20 Fulham-Tottenham,1/20/2019,Matchweek 23,Sun,Away,W,2,1,Fulham,3,0,0,8,10,1,32,8,10,0,0,1,51,26,20,56.5,16:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
631,ENG-Premier League,1819,Tottenham,2019-01-30 Tottenham-Watford,1/30/2019,Matchweek 24,Wed,Home,W,2,1,Watford,0,0,0,6,9,1,42,5,10,0,0,0,60,17,18,48.6,20:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Watford,https://media-4.api-sports.io/football/teams/38.png
632,ENG-Premier League,1819,Tottenham,2019-02-02 Tottenham-Newcastle Utd,2/2/2019,Matchweek 25,Sat,Home,W,1,0,Newcastle Utd,0,0,0,6,5,2,38,7,5,0,0,0,71,20,18,52.6,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
633,ENG-Premier League,1819,Tottenham,2019-02-10 Tottenham-Leicester City,2/10/2019,Matchweek 26,Sun,Home,W,3,1,Leicester City,3,0,0,11,4,7,16,12,8,0,1,0,51,15,22,40.5,13:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
634,ENG-Premier League,1819,Tottenham,2019-02-23 Burnley-Tottenham,2/23/2019,Matchweek 27,Sat,Away,L,1,2,Burnley,3,0,0,12,9,0,26,5,10,0,0,0,44,22,26,45.8,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
635,ENG-Premier League,1819,Tottenham,2019-02-27 Chelsea-Tottenham,2/27/2019,Matchweek 28,Wed,Away,L,0,2,Chelsea,1,0,0,14,7,1,17,11,13,0,0,1,64,10,13,43.5,20:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
636,ENG-Premier League,1819,Tottenham,2019-03-02 Tottenham-Arsenal,3/2/2019,Matchweek 29,Sat,Home,D,1,1,Arsenal,3,0,0,15,14,5,15,8,12,1,1,0,64,18,12,60.0,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
637,ENG-Premier League,1819,Tottenham,2019-03-09 Southampton-Tottenham,3/9/2019,Matchweek 30,Sat,Away,L,1,2,Southampton,2,0,0,9,14,1,17,6,9,0,0,0,54,16,15,51.6,15:00:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
638,ENG-Premier League,1819,Tottenham,2019-03-31 Liverpool-Tottenham,3/31/2019,Matchweek 32,Sun,Away,L,1,2,Liverpool,1,0,0,8,5,2,13,8,10,0,0,1,52,10,13,43.5,16:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
639,ENG-Premier League,1819,Tottenham,2019-04-03 Tottenham-Crystal Palace,4/3/2019,Matchweek 31,Wed,Home,W,2,0,Crystal Palace,1,0,0,8,5,0,24,7,11,0,0,0,68,21,12,63.6,19:45:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
640,ENG-Premier League,1819,Tottenham,2019-04-13 Tottenham-Huddersfield,4/13/2019,Matchweek 34,Sat,Home,W,4,0,Huddersfield,2,0,0,10,11,1,12,4,11,0,0,0,58,20,13,60.6,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
641,ENG-Premier League,1819,Tottenham,2019-04-20 Manchester City-Tottenham,4/20/2019,Matchweek 35,Sat,Away,L,0,1,Manchester City,2,0,0,11,11,2,7,11,14,0,0,0,42,14,16,46.7,12:30:00,Tottenham,https://media-4.api-sports.io/football/teams/47.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
