,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
ENG-Premier League,1819,Brighton,2019-02-09 Brighton-Burnley,2019-02-09,Matchweek 26,Sat,Home,L,1,3,Burnley,455,602,75.6,8747,3049,184,211,87.2,202,244,82.8,60,114,52.6,1,0.9,1.0,12,41,10,6,63,17:30:00
ENG-Premier League,1819,Brighton,2019-02-26 Leicester City-Brighton,2019-02-26,Matchweek 28,Tue,Away,L,1,2,Leicester City,387,507,76.3,7312,2778,184,205,89.8,135,165,81.8,63,113,55.8,0,0.9,1.0,8,38,5,1,55,19:45:00
ENG-Premier League,1819,Brighton,2019-03-02 Brighton-Huddersfield,2019-03-02,Matchweek 29,Sat,Home,W,1,0,Huddersfield,412,519,79.4,7675,2953,166,189,87.8,194,226,85.8,48,76,63.2,1,1.1,1.0,13,43,10,1,53,15:00:00
ENG-Premier League,1819,Brighton,2019-03-09 Crystal Palace-Brighton,2019-03-09,Matchweek 30,Sat,Away,W,2,1,Crystal Palace,276,386,71.5,4633,2151,148,175,84.6,77,102,75.5,32,70,45.7,2,0.2,0.2,4,18,4,2,22,12:30:00
ENG-Premier League,1819,Brighton,2019-03-30 Brighton-Southampton,2019-03-30,Matchweek 32,Sat,Home,L,0,1,Southampton,425,589,72.2,8189,2850,173,225,76.9,150,189,79.4,78,118,66.1,0,0.6,1.1,11,34,8,2,45,15:00:00
ENG-Premier League,1819,Brighton,2019-04-03 Chelsea-Brighton,2019-04-03,Matchweek 27,Wed,Away,L,0,3,Chelsea,293,377,77.7,6156,2569,114,131,87.0,112,133,84.2,55,85,64.7,0,0.4,0.4,3,19,2,1,17,19:45:00
ENG-Premier League,1819,Brighton,2019-04-13 Brighton-Bournemouth,2019-04-13,Matchweek 34,Sat,Home,L,0,5,Bournemouth,393,516,76.2,6791,2320,195,217,89.9,139,177,78.5,49,92,53.3,0,0.2,0.6,5,38,8,1,47,15:00:00
ENG-Premier League,1819,Brighton,2019-04-16 Brighton-Cardiff City,2019-04-16,Matchweek 31,Tue,Home,L,0,2,Cardiff City,436,575,75.8,8191,3171,175,209,83.7,206,251,82.1,49,92,53.3,0,0.4,0.8,11,36,11,1,48,19:45:00
ENG-Premier League,1819,Brighton,2019-04-20 Wolves-Brighton,2019-04-20,Matchweek 35,Sat,Away,D,0,0,Wolves,228,325,70.2,4659,1806,101,114,88.6,82,101,81.2,42,88,47.7,0,0.2,0.1,4,18,1,1,17,15:00:00
ENG-Premier League,1819,Brighton,2019-04-23 Tottenham-Brighton,2019-04-23,Matchweek 33,Tue,Away,L,0,1,Tottenham,118,224,52.7,2611,1466,47,74,63.5,39,58,67.2,26,73,35.6,0,0.3,0.1,6,12,2,1,10,19:45:00
ENG-Premier League,1819,Brighton,2019-04-27 Brighton-Newcastle Utd,2019-04-27,Matchweek 36,Sat,Home,D,1,1,Newcastle Utd,410,526,77.9,7225,2531,200,217,92.2,147,177,83.1,50,94,53.2,1,1.2,1.3,7,36,10,5,44,17:30:00
ENG-Premier League,1819,Brighton,2019-05-05 Arsenal-Brighton,2019-05-05,Matchweek 37,Sun,Away,D,1,1,Arsenal,189,277,68.2,3667,1770,86,100,86.0,69,94,73.4,29,63,46.0,0,0.7,1.0,8,10,6,1,20,16:30:00
ENG-Premier League,1819,Brighton,2019-05-12 Brighton-Manchester City,2019-05-12,Matchweek 38,Sun,Home,L,1,4,Manchester City,192,272,70.6,3663,1605,94,110,85.5,65,86,75.6,28,64,43.8,1,0.4,0.3,4,14,1,1,9,15:00:00
ENG-Premier League,1819,Burnley,2018-08-12 Southampton-Burnley,2018-08-12,Matchweek 1,Sun,Away,D,0,0,Southampton,329,447,73.6,6476,2554,140,163,85.9,122,154,79.2,50,92,54.3,0,0.6,0.6,10,34,8,1,32,13:30:00
ENG-Premier League,1819,Burnley,2018-08-19 Burnley-Watford,2018-08-19,Matchweek 2,Sun,Home,L,1,3,Watford,373,522,71.5,7327,2751,163,193,84.5,145,186,78.0,60,122,49.2,1,0.5,0.6,5,29,7,1,34,13:30:00
ENG-Premier League,1819,Burnley,2018-08-26 Fulham-Burnley,2018-08-26,Matchweek 3,Sun,Away,L,2,4,Fulham,251,362,69.3,5777,2924,80,100,80.0,109,138,79.0,57,105,54.3,1,0.8,0.5,8,36,9,3,43,16:00:00
ENG-Premier League,1819,Burnley,2018-09-02 Burnley-Manchester Utd,2018-09-02,Matchweek 4,Sun,Home,L,0,2,Manchester Utd,376,484,77.7,6515,2663,182,204,89.2,144,170,84.7,40,88,45.5,0,0.8,1.0,8,37,8,5,40,16:00:00
ENG-Premier League,1819,Burnley,2018-09-16 Wolves-Burnley,2018-09-16,Matchweek 5,Sun,Away,L,0,1,Wolves,313,424,73.8,5849,2478,145,170,85.3,112,132,84.8,45,101,44.6,0,0.1,0.2,4,17,4,0,30,13:30:00
ENG-Premier League,1819,Burnley,2018-09-22 Burnley-Bournemouth,2018-09-22,Matchweek 6,Sat,Home,W,4,0,Bournemouth,266,400,66.5,5560,2198,111,146,76.0,91,128,71.1,54,104,51.9,2,0.8,0.7,8,21,12,4,36,15:00:00
ENG-Premier League,1819,Burnley,2018-09-30 Cardiff City-Burnley,2018-09-30,Matchweek 7,Sun,Away,W,2,1,Cardiff City,186,324,57.4,3183,1407,92,121,76.0,54,90,60.0,27,79,34.2,2,0.3,0.6,3,12,6,1,16,16:00:00
ENG-Premier League,1819,Burnley,2018-10-06 Burnley-Huddersfield,2018-10-06,Matchweek 8,Sat,Home,D,1,1,Huddersfield,197,317,62.1,3727,1763,93,120,77.5,58,84,69.0,38,87,43.7,1,0.4,0.4,6,19,5,5,19,15:00:00
ENG-Premier League,1819,Burnley,2018-10-20 Manchester City-Burnley,2018-10-20,Matchweek 9,Sat,Away,L,0,5,Manchester City,246,329,74.8,4705,2014,111,130,85.4,85,104,81.7,40,76,52.6,0,0.3,0.3,3,15,3,1,15,15:00:00
ENG-Premier League,1819,Burnley,2018-10-28 Burnley-Chelsea,2018-10-28,Matchweek 10,Sun,Home,L,0,4,Chelsea,289,374,77.3,5606,2094,119,138,86.2,114,127,89.8,44,77,57.1,0,0.2,0.2,3,22,2,1,22,13:30:00
ENG-Premier League,1819,Burnley,2018-11-03 West Ham-Burnley,2018-11-03,Matchweek 11,Sat,Away,L,2,4,West Ham,223,348,64.1,4164,2028,110,140,78.6,59,86,68.6,42,93,45.2,2,1.0,0.6,5,21,2,0,17,15:00:00
ENG-Premier League,1819,Burnley,2018-11-10 Leicester City-Burnley,2018-11-10,Matchweek 12,Sat,Away,D,0,0,Leicester City,220,339,64.9,4086,2038,104,142,73.2,70,94,74.5,35,80,43.8,0,0.2,0.2,3,18,3,2,11,15:00:00
ENG-Premier League,1819,Burnley,2018-11-26 Burnley-Newcastle Utd,2018-11-26,Matchweek 13,Mon,Home,L,1,2,Newcastle Utd,517,639,80.9,9542,3114,239,266,89.8,190,222,85.6,77,123,62.6,1,1.7,1.3,11,39,10,4,44,20:30:00
ENG-Premier League,1819,Burnley,2018-12-01 Crystal Palace-Burnley,2018-12-01,Matchweek 14,Sat,Away,L,0,2,Crystal Palace,296,407,72.7,6061,2797,114,141,80.9,118,149,79.2,51,91,56.0,0,0.7,0.4,4,25,4,2,23,15:00:00
ENG-Premier League,1819,Burnley,2018-12-05 Burnley-Liverpool,2018-12-05,Matchweek 15,Wed,Home,L,1,3,Liverpool,156,270,57.8,2856,1429,73,97,75.3,50,69,72.5,22,71,31.0,0,0.2,0.5,6,20,6,1,20,19:45:00
ENG-Premier League,1819,Burnley,2018-12-08 Burnley-Brighton,2018-12-08,Matchweek 16,Sat,Home,W,1,0,Brighton,221,351,63.0,4219,2062,98,135,72.6,92,115,80.0,29,84,34.5,1,1.4,0.9,9,20,8,3,33,15:00:00
ENG-Premier League,1819,Burnley,2018-12-15 Tottenham-Burnley,2018-12-15,Matchweek 17,Sat,Away,L,0,1,Tottenham,180,294,61.2,3866,2100,80,102,78.4,62,87,71.3,35,84,41.7,0,0.5,0.4,4,16,5,2,17,15:00:00
ENG-Premier League,1819,Burnley,2018-12-22 Arsenal-Burnley,2018-12-22,Matchweek 18,Sat,Away,L,1,3,Arsenal,290,391,74.2,5832,2532,122,138,88.4,120,151,79.5,44,78,56.4,1,1.1,0.4,4,25,4,1,23,12:30:00
ENG-Premier League,1819,Burnley,2018-12-26 Burnley-Everton,2018-12-26,Matchweek 19,Wed,Home,L,1,5,Everton,301,445,67.6,5730,2366,136,161,84.5,118,151,78.1,42,106,39.6,0,1.2,0.9,6,22,7,2,30,15:00:00
ENG-Premier League,1819,Burnley,2018-12-30 Burnley-West Ham,2018-12-30,Matchweek 20,Sun,Home,W,2,0,West Ham,278,387,71.8,5347,2666,137,159,86.2,85,115,73.9,50,90,55.6,2,2.6,1.7,14,18,13,6,27,14:15:00
ENG-Premier League,1819,Burnley,2019-01-02 Huddersfield-Burnley,2019-01-02,Matchweek 21,Wed,Away,W,2,1,Huddersfield,408,535,76.3,7414,2709,195,223,87.4,159,198,80.3,51,97,52.6,2,2.0,1.3,12,38,7,3,34,19:45:00
ENG-Premier League,1819,Burnley,2019-01-12 Burnley-Fulham,2019-01-12,Matchweek 22,Sat,Home,W,2,1,Fulham,306,459,66.7,5201,2179,154,191,80.6,100,138,72.5,38,87,43.7,1,0.8,0.7,8,19,5,2,25,15:00:00
ENG-Premier League,1819,Burnley,2019-01-19 Watford-Burnley,2019-01-19,Matchweek 23,Sat,Away,D,0,0,Watford,238,387,61.5,4527,2165,101,131,77.1,87,133,65.4,37,93,39.8,0,1.2,0.7,8,18,10,4,28,15:00:00
ENG-Premier League,1819,Burnley,2019-01-29 Manchester Utd-Burnley,2019-01-29,Matchweek 24,Tue,Away,D,2,2,Manchester Utd,156,258,60.5,3109,1502,79,102,77.5,51,68,75.0,25,76,32.9,2,0.8,0.5,6,11,3,1,13,20:00:00
ENG-Premier League,1819,Burnley,2019-02-02 Burnley-Southampton,2019-02-02,Matchweek 25,Sat,Home,D,1,1,Southampton,356,527,67.6,6523,2775,167,190,87.9,123,177,69.5,50,109,45.9,0,0.9,0.9,11,32,10,4,41,15:00:00
ENG-Premier League,1819,Burnley,2019-02-09 Brighton-Burnley,2019-02-09,Matchweek 26,Sat,Away,W,3,1,Brighton,168,287,58.5,3195,1559,75,94,79.8,60,92,65.2,26,81,32.1,2,0.7,0.8,5,13,4,0,21,17:30:00
ENG-Premier League,1819,Burnley,2019-02-23 Burnley-Tottenham,2019-02-23,Matchweek 27,Sat,Home,W,2,1,Tottenham,158,269,58.7,3272,1945,69,84,82.1,41,72,56.9,34,82,41.5,2,1.2,0.3,7,20,2,0,22,12:30:00
ENG-Premier League,1819,Burnley,2019-02-26 Newcastle Utd-Burnley,2019-02-26,Matchweek 28,Tue,Away,L,0,2,Newcastle Utd,280,425,65.9,5153,2089,123,161,76.4,98,131,74.8,44,97,45.4,0,0.7,0.8,7,25,6,1,24,20:00:00
ENG-Premier League,1819,Burnley,2019-03-02 Burnley-Crystal Palace,2019-03-02,Matchweek 29,Sat,Home,L,1,3,Crystal Palace,366,504,72.6,6731,2625,177,214,82.7,119,147,81.0,57,116,49.1,1,1.9,1.6,15,37,13,5,48,15:00:00
ENG-Premier League,1819,Burnley,2019-03-10 Liverpool-Burnley,2019-03-10,Matchweek 30,Sun,Away,L,2,4,Liverpool,201,340,59.1,3517,1730,97,126,77.0,67,109,61.5,22,71,31.0,1,0.4,0.6,2,15,3,2,25,12:00:00
ENG-Premier League,1819,Burnley,2019-03-16 Burnley-Leicester City,2019-03-16,Matchweek 31,Sat,Home,L,1,2,Leicester City,415,547,75.9,7789,2817,160,185,86.5,195,227,85.9,48,97,49.5,1,0.8,1.3,8,38,12,3,58,15:00:00
ENG-Premier League,1819,Burnley,2019-03-30 Burnley-Wolves,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Wolves,225,359,62.7,4305,1912,96,129,74.4,77,113,68.1,37,83,44.6,1,0.4,0.3,3,17,1,0,13,15:00:00
ENG-Premier League,1819,Burnley,2019-04-06 Bournemouth-Burnley,2019-04-06,Matchweek 33,Sat,Away,W,3,1,Bournemouth,222,342,64.9,4801,2341,91,109,83.5,69,100,69.0,51,109,46.8,2,1.1,0.9,7,26,5,2,30,15:00:00
ENG-Premier League,1819,Burnley,2019-04-13 Burnley-Cardiff City,2019-04-13,Matchweek 34,Sat,Home,W,2,0,Cardiff City,208,346,60.1,3688,2009,93,124,75.0,75,114,65.8,28,74,37.8,1,1.4,1.2,9,17,5,2,27,15:00:00
ENG-Premier League,1819,Burnley,2019-04-22 Chelsea-Burnley,2019-04-22,Matchweek 35,Mon,Away,D,2,2,Chelsea,151,246,61.4,3531,1985,53,63,84.1,65,82,79.3,31,81,38.3,1,0.6,0.3,4,15,4,1,14,20:00:00
ENG-Premier League,1819,Burnley,2019-04-28 Burnley-Manchester City,2019-04-28,Matchweek 36,Sun,Home,L,0,1,Manchester City,178,304,58.6,3380,1693,85,112,75.9,51,71,71.8,32,90,35.6,0,0.1,0.1,2,16,4,1,19,14:05:00
ENG-Premier League,1819,Burnley,2019-05-03 Everton-Burnley,2019-05-03,Matchweek 37,Fri,Away,L,0,2,Everton,295,413,71.4,5504,2592,152,177,85.9,91,125,72.8,49,90,54.4,0,0.3,0.8,4,29,10,3,39,20:00:00
ENG-Premier League,1819,Burnley,2019-05-12 Burnley-Arsenal,2019-05-12,Matchweek 38,Sun,Home,L,1,3,Arsenal,295,391,75.4,6011,2409,121,139,87.1,117,141,83.0,53,99,53.5,1,1.2,2.1,12,27,9,3,19,15:00:00
ENG-Premier League,1819,Cardiff City,2018-08-11 Bournemouth-Cardiff City,2018-08-11,Matchweek 1,Sat,Away,L,0,2,Bournemouth,191,327,58.4,4015,1807,69,95,72.6,79,114,69.3,33,91,36.3,0,1.5,1.2,8,25,4,1,27,15:00:00
ENG-Premier League,1819,Cardiff City,2018-08-18 Cardiff City-Newcastle Utd,2018-08-18,Matchweek 2,Sat,Home,D,0,0,Newcastle Utd,225,369,61.0,4196,1735,100,131,76.3,71,111,64.0,43,96,44.8,0,0.7,1.0,9,22,9,4,30,12:30:00
ENG-Premier League,1819,Cardiff City,2018-08-25 Huddersfield-Cardiff City,2018-08-25,Matchweek 3,Sat,Away,D,0,0,Huddersfield,222,344,64.5,4394,2017,89,115,77.4,85,115,73.9,43,93,46.2,0,0.8,0.9,12,27,5,1,26,15:00:00
ENG-Premier League,1819,Cardiff City,2018-09-02 Cardiff City-Arsenal,2018-09-02,Matchweek 4,Sun,Home,L,2,3,Arsenal,162,263,61.6,3069,1488,81,104,77.9,49,71,69.0,27,70,38.6,2,0.6,1.0,8,17,4,2,29,13:30:00
ENG-Premier League,1819,Cardiff City,2018-09-15 Chelsea-Cardiff City,2018-09-15,Matchweek 5,Sat,Away,L,1,4,Chelsea,144,254,56.7,3483,1852,52,79,65.8,50,69,72.5,36,84,42.9,1,0.7,0.5,5,20,4,1,16,15:00:00
ENG-Premier League,1819,Cardiff City,2018-09-22 Cardiff City-Manchester City,2018-09-22,Matchweek 6,Sat,Home,L,0,5,Manchester City,159,243,65.4,3035,1415,67,82,81.7,67,92,72.8,20,57,35.1,0,0.1,0.1,2,14,3,1,11,15:00:00
ENG-Premier League,1819,Cardiff City,2018-09-30 Cardiff City-Burnley,2018-09-30,Matchweek 7,Sun,Home,L,1,2,Burnley,226,386,58.5,4730,2358,91,125,72.8,79,121,65.3,48,106,45.3,1,1.0,1.3,14,33,11,2,46,16:00:00
ENG-Premier League,1819,Cardiff City,2018-10-06 Tottenham-Cardiff City,2018-10-06,Matchweek 8,Sat,Away,L,0,1,Tottenham,155,253,61.3,3388,1618,59,83,71.1,57,79,72.2,32,68,47.1,0,0.7,0.3,5,24,3,0,22,15:00:00
ENG-Premier League,1819,Cardiff City,2018-10-20 Cardiff City-Fulham,2018-10-20,Matchweek 9,Sat,Home,W,4,2,Fulham,224,356,62.9,4091,1873,114,141,80.9,60,100,60.0,35,89,39.3,3,1.1,1.5,18,25,9,6,25,15:00:00
ENG-Premier League,1819,Cardiff City,2018-10-27 Liverpool-Cardiff City,2018-10-27,Matchweek 10,Sat,Away,L,1,4,Liverpool,136,243,56.0,2258,1160,71,89,79.8,41,65,63.1,15,60,25.0,0,0.0,0.0,1,12,1,0,13,15:00:00
ENG-Premier League,1819,Cardiff City,2018-11-03 Cardiff City-Leicester City,2018-11-03,Matchweek 11,Sat,Home,L,0,1,Leicester City,184,319,57.7,3332,1486,82,105,78.1,64,102,62.7,27,80,33.8,0,0.5,0.6,8,13,6,2,24,15:00:00
ENG-Premier League,1819,Cardiff City,2018-11-10 Cardiff City-Brighton,2018-11-10,Matchweek 12,Sat,Home,W,2,1,Brighton,380,516,73.6,6597,2085,178,213,83.6,165,197,83.8,31,92,33.7,0,0.7,0.5,12,44,3,0,45,12:30:00
ENG-Premier League,1819,Cardiff City,2018-11-24 Everton-Cardiff City,2018-11-24,Matchweek 13,Sat,Away,L,0,1,Everton,128,249,51.4,2802,1672,49,83,59.0,49,75,65.3,26,73,35.6,0,0.9,0.6,6,11,0,0,13,15:00:00
ENG-Premier League,1819,Cardiff City,2018-11-30 Cardiff City-Wolves,2018-11-30,Matchweek 14,Fri,Home,W,2,1,Wolves,217,368,59.0,4333,2132,87,115,75.7,87,119,73.1,34,102,33.3,1,0.8,1.1,7,19,7,2,30,20:00:00
ENG-Premier League,1819,Cardiff City,2018-12-04 West Ham-Cardiff City,2018-12-04,Matchweek 15,Tue,Away,L,1,3,West Ham,220,338,65.1,3788,1789,114,140,81.4,70,97,72.2,27,64,42.2,0,0.2,0.2,5,19,3,2,21,19:45:00
ENG-Premier League,1819,Cardiff City,2018-12-08 Cardiff City-Southampton,2018-12-08,Matchweek 16,Sat,Home,W,1,0,Southampton,167,295,56.6,3236,1624,75,102,73.5,58,95,61.1,27,77,35.1,0,0.9,1.2,10,16,7,2,26,15:00:00
ENG-Premier League,1819,Cardiff City,2018-12-15 Watford-Cardiff City,2018-12-15,Matchweek 17,Sat,Away,L,2,3,Watford,170,287,59.2,3304,1691,78,101,77.2,57,89,64.0,27,71,38.0,1,0.3,0.3,6,19,3,1,22,15:00:00
ENG-Premier League,1819,Cardiff City,2018-12-22 Cardiff City-Manchester Utd,2018-12-22,Matchweek 18,Sat,Home,L,1,5,Manchester Utd,152,250,60.8,2838,1196,65,83,78.3,63,92,68.5,20,58,34.5,0,0.5,0.4,6,11,4,2,11,17:30:00
ENG-Premier League,1819,Cardiff City,2018-12-26 Crystal Palace-Cardiff City,2018-12-26,Matchweek 19,Wed,Away,D,0,0,Crystal Palace,222,337,65.9,4209,1965,108,133,81.2,77,101,76.2,30,76,39.5,0,0.5,0.6,7,22,6,2,25,15:00:00
ENG-Premier League,1819,Cardiff City,2018-12-29 Leicester City-Cardiff City,2018-12-29,Matchweek 20,Sat,Away,W,1,0,Leicester City,197,311,63.3,3621,1826,99,120,82.5,59,91,64.8,27,74,36.5,1,0.3,0.5,6,19,4,2,27,15:00:00
ENG-Premier League,1819,Cardiff City,2019-01-01 Cardiff City-Tottenham,2019-01-01,Matchweek 21,Tue,Home,L,0,3,Tottenham,229,326,70.2,4134,1684,117,140,83.6,64,84,76.2,36,71,50.7,0,0.8,0.7,4,16,4,2,21,17:30:00
ENG-Premier League,1819,Cardiff City,2019-01-12 Cardiff City-Huddersfield,2019-01-12,Matchweek 22,Sat,Home,D,0,0,Huddersfield,172,311,55.3,3540,1978,73,112,65.2,69,99,69.7,29,80,36.3,0,0.1,0.4,2,23,4,2,33,15:00:00
ENG-Premier League,1819,Cardiff City,2019-01-19 Newcastle Utd-Cardiff City,2019-01-19,Matchweek 23,Sat,Away,L,0,3,Newcastle Utd,242,381,63.5,4605,2105,102,138,73.9,85,117,72.6,40,83,48.2,0,0.2,0.5,6,24,8,0,32,15:00:00
ENG-Premier League,1819,Cardiff City,2019-01-29 Arsenal-Cardiff City,2019-01-29,Matchweek 24,Tue,Away,L,1,2,Arsenal,179,270,66.3,3925,2105,63,85,74.1,70,93,75.3,38,74,51.4,1,0.6,0.4,14,16,5,3,21,19:45:00
ENG-Premier League,1819,Cardiff City,2019-02-02 Cardiff City-Bournemouth,2019-02-02,Matchweek 25,Sat,Home,W,2,0,Bournemouth,141,247,57.1,3068,1771,58,76,76.3,43,66,65.2,33,80,41.3,1,1.2,0.7,9,18,3,0,16,17:30:00
ENG-Premier League,1819,Cardiff City,2019-02-09 Southampton-Cardiff City,2019-02-09,Matchweek 26,Sat,Away,W,2,1,Southampton,178,307,58.0,3450,1828,81,106,76.4,62,89,69.7,32,83,38.6,2,0.8,0.5,4,16,5,2,21,15:00:00
ENG-Premier League,1819,Cardiff City,2019-02-22 Cardiff City-Watford,2019-02-22,Matchweek 27,Fri,Home,L,1,5,Watford,226,352,64.2,4145,1969,98,125,78.4,79,112,70.5,33,78,42.3,0,0.8,0.8,8,26,6,1,32,19:45:00
ENG-Premier League,1819,Cardiff City,2019-02-26 Cardiff City-Everton,2019-02-26,Matchweek 28,Tue,Home,L,0,3,Everton,164,301,54.5,3244,1702,69,103,67.0,65,98,66.3,22,72,30.6,0,0.3,0.3,4,15,5,2,16,19:45:00
ENG-Premier League,1819,Cardiff City,2019-03-02 Wolves-Cardiff City,2019-03-02,Matchweek 29,Sat,Away,L,0,2,Wolves,266,405,65.7,4852,2046,116,139,83.5,110,139,79.1,29,79,36.7,0,0.5,0.8,8,32,8,3,40,15:00:00
ENG-Premier League,1819,Cardiff City,2019-03-09 Cardiff City-West Ham,2019-03-09,Matchweek 30,Sat,Home,W,2,0,West Ham,161,262,61.5,2958,1375,59,78,75.6,76,94,80.9,19,72,26.4,1,3.1,1.6,10,21,7,2,29,15:00:00
ENG-Premier League,1819,Cardiff City,2019-03-31 Cardiff City-Chelsea,2019-03-31,Matchweek 32,Sun,Home,L,1,2,Chelsea,144,270,53.3,2881,1487,58,84,69.0,59,91,64.8,23,80,28.8,1,0.4,0.4,6,22,3,1,21,14:05:00
ENG-Premier League,1819,Cardiff City,2019-04-03 Manchester City-Cardiff City,2019-04-03,Matchweek 33,Wed,Away,L,0,2,Manchester City,129,198,65.2,2892,1593,57,64,89.1,36,49,73.5,30,66,45.5,0,0.1,0.1,3,9,2,0,17,19:45:00
ENG-Premier League,1819,Cardiff City,2019-04-13 Burnley-Cardiff City,2019-04-13,Matchweek 34,Sat,Away,L,0,2,Burnley,247,387,63.8,4574,1821,102,130,78.5,93,129,72.1,38,90,42.2,0,0.7,0.6,10,31,4,0,28,15:00:00
ENG-Premier League,1819,Cardiff City,2019-04-16 Brighton-Cardiff City,2019-04-16,Matchweek 31,Tue,Away,W,2,0,Brighton,198,328,60.4,3156,1578,103,132,78.0,62,90,68.9,19,79,24.1,2,0.9,0.6,9,16,0,0,17,19:45:00
ENG-Premier League,1819,Cardiff City,2019-04-21 Cardiff City-Liverpool,2019-04-21,Matchweek 35,Sun,Home,L,0,2,Liverpool,117,220,53.2,2270,1227,48,65,73.8,39,58,67.2,22,68,32.4,0,1.1,0.4,6,12,1,1,15,16:00:00
ENG-Premier League,1819,Cardiff City,2019-04-27 Fulham-Cardiff City,2019-04-27,Matchweek 36,Sat,Away,L,0,1,Fulham,161,268,60.1,3393,1920,71,92,77.2,47,70,67.1,35,79,44.3,0,0.9,0.6,12,26,4,3,29,15:00:00
ENG-Premier League,1819,Cardiff City,2019-05-04 Cardiff City-Crystal Palace,2019-05-04,Matchweek 37,Sat,Home,L,2,3,Crystal Palace,193,323,59.8,3824,2163,89,124,71.8,44,72,61.1,46,89,51.7,1,1.8,1.3,16,20,7,2,25,17:30:00
ENG-Premier League,1819,Cardiff City,2019-05-12 Manchester Utd-Cardiff City,2019-05-12,Matchweek 38,Sun,Away,W,2,0,Manchester Utd,142,251,56.6,2870,1800,51,65,78.5,50,77,64.9,28,83,33.7,1,0.7,0.7,8,13,3,0,16,15:00:00
ENG-Premier League,1819,Chelsea,2018-08-11 Huddersfield-Chelsea,2018-08-11,Matchweek 1,Sat,Away,W,3,0,Huddersfield,615,701,87.7,9605,3105,330,358,92.2,212,228,93.0,44,72,61.1,2,0.9,0.5,9,34,5,2,32,15:00:00
ENG-Premier League,1819,Chelsea,2018-08-18 Chelsea-Arsenal,2018-08-18,Matchweek 2,Sat,Home,W,3,2,Arsenal,665,762,87.3,10516,3181,361,383,94.3,234,268,87.3,47,73,64.4,3,1.4,1.4,19,55,9,1,48,17:30:00
ENG-Premier League,1819,Chelsea,2018-08-26 Newcastle Utd-Chelsea,2018-08-26,Matchweek 3,Sun,Away,W,2,1,Newcastle Utd,863,961,89.8,11951,3050,542,570,95.1,251,285,88.1,38,49,77.6,0,0.4,1.6,9,71,12,0,66,16:00:00
ENG-Premier League,1819,Chelsea,2018-09-01 Chelsea-Bournemouth,2018-09-01,Matchweek 4,Sat,Home,W,2,0,Bournemouth,642,754,85.1,10318,3080,312,336,92.9,266,297,89.6,40,73,54.8,2,0.8,1.1,19,36,13,1,61,15:00:00
ENG-Premier League,1819,Chelsea,2018-09-15 Chelsea-Cardiff City,2018-09-15,Matchweek 5,Sat,Home,W,4,1,Cardiff City,693,801,86.5,11242,3602,351,386,90.9,225,257,87.5,73,92,79.3,2,1.6,1.2,14,59,13,3,60,15:00:00
ENG-Premier League,1819,Chelsea,2018-09-23 West Ham-Chelsea,2018-09-23,Matchweek 6,Sun,Away,D,0,0,West Ham,695,814,85.4,10686,3489,396,430,92.1,235,277,84.8,47,66,71.2,0,1.3,1.7,15,83,17,4,88,13:30:00
ENG-Premier League,1819,Chelsea,2018-09-29 Chelsea-Liverpool,2018-09-29,Matchweek 7,Sat,Home,D,1,1,Liverpool,483,588,82.1,7854,2948,248,277,89.5,182,214,85.0,41,65,63.1,1,1.0,1.2,8,22,3,1,25,17:30:00
ENG-Premier League,1819,Chelsea,2018-10-07 Southampton-Chelsea,2018-10-07,Matchweek 8,Sun,Away,W,3,0,Southampton,607,706,86.0,9107,3182,326,348,93.7,200,227,88.1,42,62,67.7,3,2.7,1.4,16,35,14,1,58,14:15:00
ENG-Premier League,1819,Chelsea,2018-10-20 Chelsea-Manchester Utd,2018-10-20,Matchweek 9,Sat,Home,D,2,2,Manchester Utd,574,659,87.1,8341,3061,307,332,92.5,192,220,87.3,30,52,57.7,1,0.8,1.4,17,47,9,3,48,12:30:00
ENG-Premier League,1819,Chelsea,2018-10-28 Burnley-Chelsea,2018-10-28,Matchweek 10,Sun,Away,W,4,0,Burnley,741,824,89.9,10915,3353,451,477,94.5,238,260,91.5,42,64,65.6,3,2.1,1.0,18,32,8,2,39,13:30:00
ENG-Premier League,1819,Chelsea,2018-11-04 Chelsea-Crystal Palace,2018-11-04,Matchweek 11,Sun,Home,W,3,1,Crystal Palace,831,933,89.1,13262,3972,443,475,93.3,291,314,92.7,68,88,77.3,3,1.7,1.4,15,62,11,2,74,16:00:00
ENG-Premier League,1819,Chelsea,2018-11-11 Chelsea-Everton,2018-11-11,Matchweek 12,Sun,Home,D,0,0,Everton,645,736,87.6,10100,3330,330,356,92.7,247,266,92.9,40,71,56.3,0,1.0,1.5,12,49,10,2,70,14:15:00
ENG-Premier League,1819,Chelsea,2018-11-24 Tottenham-Chelsea,2018-11-24,Matchweek 13,Sat,Away,L,1,3,Tottenham,496,600,82.7,8275,3180,262,292,89.7,159,190,83.7,55,77,71.4,1,0.9,0.9,11,30,11,4,50,17:30:00
