,,,,date,round,day,venue,result,GF,GA,opponent,Poss,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,time
ENG-Premier League,1819,Newcastle Utd,2018-08-26 Newcastle Utd-Chelsea,2018-08-26,Matchweek 3,Sun,Home,L,1,2,Chelsea,20,368,64,160,122,89,14,368,8,2,25.0,6,75.0,148,758,371,6,6,0,12,11,152,17,16:00:00
ENG-Premier League,1819,Newcastle Utd,2018-09-01 Manchester City-Newcastle Utd,2018-09-01,Matchweek 4,Sat,Away,L,1,2,Manchester City,22,367,87,188,131,51,8,367,9,7,77.8,2,22.2,130,805,378,6,7,2,12,7,143,11,17:30:00
ENG-Premier League,1819,Newcastle Utd,2018-09-15 Newcastle Utd-Arsenal,2018-09-15,Matchweek 5,Sat,Home,L,1,2,Arsenal,37,464,47,137,229,103,18,464,6,3,50.0,3,50.0,184,1020,545,14,14,2,8,12,239,28,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-09-22 Crystal Palace-Newcastle Utd,2018-09-22,Matchweek 6,Sat,Away,D,0,0,Crystal Palace,39,494,66,192,201,106,10,494,10,2,20.0,8,80.0,173,1057,314,6,11,1,15,21,234,19,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-09-29 Newcastle Utd-Leicester City,2018-09-29,Matchweek 7,Sat,Home,L,0,2,Leicester City,41,536,48,170,285,83,10,536,10,4,40.0,6,60.0,212,1214,558,12,17,3,19,15,294,23,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-10-06 Manchester Utd-Newcastle Utd,2018-10-06,Matchweek 8,Sat,Away,L,2,3,Manchester Utd,28,421,73,193,136,97,22,421,8,4,50.0,4,50.0,150,1269,811,10,7,3,8,7,152,21,17:30:00
ENG-Premier League,1819,Newcastle Utd,2018-10-20 Newcastle Utd-Brighton,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Brighton,67,704,42,143,323,241,31,704,20,10,50.0,10,50.0,385,2124,1054,17,12,6,16,8,448,48,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-10-27 Southampton-Newcastle Utd,2018-10-27,Matchweek 10,Sat,Away,D,0,0,Southampton,50,602,80,236,255,115,11,602,11,3,27.3,8,72.7,257,1252,549,11,6,0,8,5,329,25,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-11-03 Newcastle Utd-Watford,2018-11-03,Matchweek 11,Sat,Home,W,1,0,Watford,42,502,56,184,229,96,18,502,8,8,100.0,0,0.0,196,1055,452,15,13,3,23,8,241,23,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-11-10 Newcastle Utd-Bournemouth,2018-11-10,Matchweek 12,Sat,Home,W,2,1,Bournemouth,40,517,67,164,217,147,23,517,17,8,47.1,9,52.9,223,1060,508,13,10,7,20,9,242,25,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-11-26 Burnley-Newcastle Utd,2018-11-26,Matchweek 13,Mon,Away,W,2,1,Burnley,43,621,73,232,271,125,16,621,12,7,58.3,5,41.7,287,1576,852,19,15,3,13,10,380,26,20:30:00
ENG-Premier League,1819,Newcastle Utd,2018-12-01 Newcastle Utd-West Ham,2018-12-01,Matchweek 14,Sat,Home,L,0,3,West Ham,59,665,47,166,314,200,19,665,16,8,50.0,8,50.0,341,2070,1096,21,24,2,17,18,439,45,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-12-05 Everton-Newcastle Utd,2018-12-05,Matchweek 15,Wed,Away,D,1,1,Everton,25,415,97,234,126,60,11,415,7,5,71.4,2,28.6,138,850,467,12,11,1,19,12,150,16,19:45:00
ENG-Premier League,1819,Newcastle Utd,2018-12-09 Newcastle Utd-Wolves,2018-12-09,Matchweek 16,Sun,Home,L,1,2,Wolves,51,575,60,190,273,117,16,575,14,8,57.1,6,42.9,299,1468,784,14,13,3,17,7,360,28,16:00:00
ENG-Premier League,1819,Newcastle Utd,2018-12-15 Huddersfield-Newcastle Utd,2018-12-15,Matchweek 17,Sat,Away,W,1,0,Huddersfield,28,442,90,225,156,64,8,442,14,5,35.7,9,64.3,146,683,343,6,8,0,26,10,148,10,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-12-22 Newcastle Utd-Fulham,2018-12-22,Matchweek 18,Sat,Home,D,0,0,Fulham,53,671,50,176,307,191,24,671,7,5,71.4,2,28.6,323,1516,747,13,14,2,21,7,438,39,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-12-26 Liverpool-Newcastle Utd,2018-12-26,Matchweek 19,Wed,Away,L,0,4,Liverpool,26,402,88,180,156,72,5,402,12,8,66.7,4,33.3,175,820,381,6,8,0,13,4,164,14,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-12-29 Watford-Newcastle Utd,2018-12-29,Matchweek 20,Sat,Away,D,1,1,Watford,37,490,69,167,204,124,13,490,12,8,66.7,4,33.3,208,1100,635,10,12,0,13,3,247,23,15:00:00
ENG-Premier League,1819,Newcastle Utd,2019-01-02 Newcastle Utd-Manchester Utd,2019-01-02,Matchweek 21,Wed,Home,L,0,2,Manchester Utd,36,527,57,196,213,124,21,527,15,9,60.0,6,40.0,233,1047,614,14,13,3,20,9,278,30,20:00:00
ENG-Premier League,1819,Newcastle Utd,2019-01-12 Chelsea-Newcastle Utd,2019-01-12,Matchweek 22,Sat,Away,L,1,2,Chelsea,35,527,59,197,220,113,12,527,12,7,58.3,5,41.7,231,1058,414,8,8,1,16,13,290,27,17:30:00
ENG-Premier League,1819,Newcastle Utd,2019-01-19 Newcastle Utd-Cardiff City,2019-01-19,Matchweek 23,Sat,Home,W,3,0,Cardiff City,54,578,60,192,235,158,24,578,5,1,20.0,4,80.0,263,1480,768,17,14,6,19,21,325,34,15:00:00
ENG-Premier League,1819,Newcastle Utd,2019-01-29 Newcastle Utd-Manchester City,2019-01-29,Matchweek 24,Tue,Home,W,2,1,Manchester City,25,385,72,177,152,61,7,384,9,4,44.4,5,55.6,142,693,330,7,5,1,13,17,169,21,20:00:00
ENG-Premier League,1819,Newcastle Utd,2019-02-02 Tottenham-Newcastle Utd,2019-02-02,Matchweek 25,Sat,Away,L,0,1,Tottenham,29,472,97,215,190,72,11,472,13,8,61.5,5,38.5,177,1003,527,7,9,1,14,5,218,16,12:30:00
ENG-Premier League,1819,Newcastle Utd,2019-02-11 Wolves-Newcastle Utd,2019-02-11,Matchweek 26,Mon,Away,D,1,1,Wolves,41,600,76,197,305,103,12,600,13,7,53.8,6,46.2,263,1351,702,16,15,5,18,9,339,26,20:00:00
ENG-Premier League,1819,Newcastle Utd,2019-02-23 Newcastle Utd-Huddersfield,2019-02-23,Matchweek 27,Sat,Home,W,2,0,Huddersfield,54,722,33,155,359,212,47,722,8,3,37.5,5,62.5,344,1550,831,16,11,2,14,5,486,56,15:00:00
ENG-Premier League,1819,Newcastle Utd,2019-02-26 Newcastle Utd-Burnley,2019-02-26,Matchweek 28,Tue,Home,W,2,0,Burnley,54,628,63,185,324,123,13,628,13,5,38.5,8,61.5,289,1479,717,11,10,1,11,17,361,28,20:00:00
ENG-Premier League,1819,Newcastle Utd,2019-03-02 West Ham-Newcastle Utd,2019-03-02,Matchweek 29,Sat,Away,L,0,2,West Ham,44,577,43,140,305,140,16,577,19,7,36.8,12,63.2,260,1462,846,14,12,2,11,14,351,37,17:30:00
ENG-Premier League,1819,Newcastle Utd,2019-03-09 Newcastle Utd-Everton,2019-03-09,Matchweek 30,Sat,Home,W,3,2,Everton,45,565,63,185,243,144,25,564,15,7,46.7,7,46.7,239,1489,834,17,9,4,18,12,280,31,15:00:00
ENG-Premier League,1819,Newcastle Utd,2019-03-16 Bournemouth-Newcastle Utd,2019-03-16,Matchweek 31,Sat,Away,D,2,2,Bournemouth,51,577,43,189,255,139,17,577,9,7,77.8,2,22.2,279,1465,800,20,12,3,13,9,341,32,15:00:00
ENG-Premier League,1819,Newcastle Utd,2019-04-01 Arsenal-Newcastle Utd,2019-04-01,Matchweek 32,Mon,Away,L,0,2,Arsenal,30,437,61,179,184,77,6,437,8,5,62.5,3,37.5,178,994,446,10,7,1,17,10,206,14,20:00:00
ENG-Premier League,1819,Newcastle Utd,2019-04-06 Newcastle Utd-Crystal Palace,2019-04-06,Matchweek 33,Sat,Home,L,0,1,Crystal Palace,53,607,34,139,273,202,26,607,12,6,50.0,6,50.0,296,1310,678,16,11,2,13,10,388,41,15:00:00
ENG-Premier League,1819,Newcastle Utd,2019-04-12 Leicester City-Newcastle Utd,2019-04-12,Matchweek 34,Fri,Away,W,1,0,Leicester City,29,478,60,188,210,88,17,478,14,8,57.1,6,42.9,180,1242,634,16,7,4,19,7,208,16,20:00:00
ENG-Premier League,1819,Newcastle Utd,2019-04-20 Newcastle Utd-Southampton,2019-04-20,Matchweek 35,Sat,Home,W,3,1,Southampton,44,492,57,187,205,103,20,492,13,11,84.6,2,15.4,179,1020,503,15,6,6,18,12,225,14,17:30:00
ENG-Premier League,1819,Newcastle Utd,2019-04-27 Brighton-Newcastle Utd,2019-04-27,Matchweek 36,Sat,Away,D,1,1,Brighton,50,634,49,188,331,123,16,634,13,9,69.2,4,30.8,401,1931,1051,16,21,4,10,7,414,26,17:30:00
ENG-Premier League,1819,Newcastle Utd,2019-05-04 Newcastle Utd-Liverpool,2019-05-04,Matchweek 37,Sat,Home,L,2,3,Liverpool,31,444,51,166,183,100,19,444,8,5,62.5,3,37.5,175,916,408,9,6,3,14,10,220,13,19:45:00
ENG-Premier League,1819,Newcastle Utd,2019-05-12 Fulham-Newcastle Utd,2019-05-12,Matchweek 38,Sun,Away,W,4,0,Fulham,33,509,77,235,198,78,18,509,8,4,50.0,4,50.0,229,1419,842,15,13,4,14,8,303,25,15:00:00
ENG-Premier League,1819,Southampton,2018-08-12 Southampton-Burnley,2018-08-12,Matchweek 1,Sun,Home,D,0,0,Burnley,48,536,57,159,235,147,21,536,15,8,53.3,7,46.7,246,1568,971,23,19,4,14,3,305,33,13:30:00
ENG-Premier League,1819,Southampton,2018-08-18 Everton-Southampton,2018-08-18,Matchweek 2,Sat,Away,L,1,2,Everton,43,447,61,167,192,93,17,447,7,4,57.1,3,42.9,169,1054,595,9,5,2,11,15,214,24,15:00:00
ENG-Premier League,1819,Southampton,2018-08-25 Southampton-Leicester City,2018-08-25,Matchweek 3,Sat,Home,L,1,2,Leicester City,52,597,42,112,296,191,22,597,18,11,61.1,7,38.9,288,1656,887,19,19,3,15,7,390,39,15:00:00
ENG-Premier League,1819,Southampton,2018-09-01 Crystal Palace-Southampton,2018-09-01,Matchweek 4,Sat,Away,W,2,0,Crystal Palace,50,608,68,174,286,158,23,607,13,7,53.8,6,46.2,353,1822,1019,21,21,4,8,10,356,37,15:00:00
ENG-Premier League,1819,Southampton,2018-09-17 Southampton-Brighton,2018-09-17,Matchweek 5,Mon,Home,D,2,2,Brighton,51,616,42,177,322,119,16,615,13,9,69.2,4,30.8,309,1579,883,16,13,3,11,10,389,29,20:00:00
ENG-Premier League,1819,Southampton,2018-09-22 Liverpool-Southampton,2018-09-22,Matchweek 6,Sat,Away,L,0,3,Liverpool,39,619,77,199,300,121,15,619,7,2,28.6,5,71.4,303,1431,761,12,3,3,9,12,406,41,15:00:00
ENG-Premier League,1819,Southampton,2018-09-29 Wolves-Southampton,2018-09-29,Matchweek 7,Sat,Away,L,0,2,Wolves,51,602,39,140,327,140,23,602,16,7,43.8,9,56.3,315,1676,880,16,14,3,13,10,378,49,15:00:00
ENG-Premier League,1819,Southampton,2018-10-07 Southampton-Chelsea,2018-10-07,Matchweek 8,Sun,Home,L,0,3,Chelsea,35,515,76,182,249,91,14,515,9,2,22.2,7,77.8,217,1076,493,11,4,2,9,6,297,37,14:15:00
ENG-Premier League,1819,Southampton,2018-10-20 Bournemouth-Southampton,2018-10-20,Matchweek 9,Sat,Away,D,0,0,Bournemouth,42,500,48,141,253,114,11,500,8,3,37.5,5,62.5,205,1147,542,11,8,2,19,4,258,25,15:00:00
ENG-Premier League,1819,Southampton,2018-10-27 Southampton-Newcastle Utd,2018-10-27,Matchweek 10,Sat,Home,D,0,0,Newcastle Utd,50,600,45,134,279,194,27,600,17,9,52.9,8,47.1,235,1486,774,19,14,2,10,8,323,48,15:00:00
ENG-Premier League,1819,Southampton,2018-11-04 Manchester City-Southampton,2018-11-04,Matchweek 11,Sun,Away,L,1,6,Manchester City,34,495,60,164,213,119,18,494,13,6,46.2,7,53.8,210,1151,643,12,9,4,13,5,296,23,15:00:00
ENG-Premier League,1819,Southampton,2018-11-10 Southampton-Watford,2018-11-10,Matchweek 12,Sat,Home,D,1,1,Watford,42,487,52,166,211,114,18,487,14,9,64.3,5,35.7,180,1116,539,12,14,4,10,6,231,33,15:00:00
ENG-Premier League,1819,Southampton,2018-11-24 Fulham-Southampton,2018-11-24,Matchweek 13,Sat,Away,L,2,3,Fulham,62,778,52,205,383,197,28,778,17,10,58.8,7,41.2,382,1906,1023,23,16,5,9,13,520,51,15:00:00
ENG-Premier League,1819,Southampton,2018-12-01 Southampton-Manchester Utd,2018-12-01,Matchweek 14,Sat,Home,D,2,2,Manchester Utd,40,513,51,131,238,151,20,513,20,9,45.0,11,55.0,237,1445,772,20,19,8,15,13,292,26,17:30:00
ENG-Premier League,1819,Southampton,2018-12-05 Tottenham-Southampton,2018-12-05,Matchweek 15,Wed,Away,L,1,3,Tottenham,48,632,42,132,324,184,30,632,12,7,58.3,5,41.7,353,1881,862,19,13,5,12,4,404,30,20:00:00
ENG-Premier League,1819,Southampton,2018-12-08 Cardiff City-Southampton,2018-12-08,Matchweek 16,Sat,Away,L,0,1,Cardiff City,63,624,48,168,312,149,18,624,10,4,40.0,6,60.0,290,1585,758,15,12,4,16,7,364,40,15:00:00
ENG-Premier League,1819,Southampton,2018-12-16 Southampton-Arsenal,2018-12-16,Matchweek 17,Sun,Home,W,3,2,Arsenal,34,487,43,148,231,117,15,487,8,4,50.0,4,50.0,250,1397,656,13,9,3,17,11,260,31,13:30:00
ENG-Premier League,1819,Southampton,2018-12-22 Huddersfield-Southampton,2018-12-22,Matchweek 18,Sat,Away,W,3,1,Huddersfield,38,514,68,167,250,101,20,513,17,13,76.5,4,23.5,207,1185,639,14,9,4,12,12,234,30,15:00:00
ENG-Premier League,1819,Southampton,2018-12-27 Southampton-West Ham,2018-12-27,Matchweek 19,Thu,Home,L,1,2,West Ham,46,601,54,205,261,144,20,601,26,17,65.4,9,34.6,243,1391,735,18,12,2,17,11,335,50,19:45:00
ENG-Premier League,1819,Southampton,2018-12-30 Southampton-Manchester City,2018-12-30,Matchweek 20,Sun,Home,L,1,3,Manchester City,24,384,72,192,141,57,8,384,9,4,44.4,5,55.6,134,811,364,9,10,2,15,7,169,19,14:15:00
ENG-Premier League,1819,Southampton,2019-01-02 Chelsea-Southampton,2019-01-02,Matchweek 21,Wed,Away,D,0,0,Chelsea,29,493,73,187,195,112,6,493,15,7,46.7,8,53.3,213,1241,513,11,8,0,18,10,210,27,19:45:00
ENG-Premier League,1819,Southampton,2019-01-12 Leicester City-Southampton,2019-01-12,Matchweek 22,Sat,Away,W,2,1,Leicester City,29,431,99,205,170,58,16,430,5,4,80.0,1,20.0,124,715,347,8,4,2,14,9,139,19,15:00:00
ENG-Premier League,1819,Southampton,2019-01-19 Southampton-Everton,2019-01-19,Matchweek 23,Sat,Home,W,2,1,Everton,39,504,51,168,228,117,16,504,11,6,54.5,5,45.5,196,1156,526,12,6,3,19,16,222,35,15:00:00
ENG-Premier League,1819,Southampton,2019-01-30 Southampton-Crystal Palace,2019-01-30,Matchweek 24,Wed,Home,D,1,1,Crystal Palace,58,710,49,150,388,179,16,710,13,4,30.8,9,69.2,404,2455,1391,23,12,3,18,14,463,63,19:45:00
ENG-Premier League,1819,Southampton,2019-02-02 Burnley-Southampton,2019-02-02,Matchweek 25,Sat,Away,D,1,1,Burnley,45,562,82,175,285,107,17,562,10,9,90.0,1,10.0,272,1585,774,17,12,5,15,10,286,38,15:00:00
ENG-Premier League,1819,Southampton,2019-02-09 Southampton-Cardiff City,2019-02-09,Matchweek 26,Sat,Home,L,1,2,Cardiff City,66,702,41,152,384,178,26,702,23,14,60.9,9,39.1,393,2501,1443,34,21,10,14,8,451,43,15:00:00
ENG-Premier League,1819,Southampton,2019-02-24 Arsenal-Southampton,2019-02-24,Matchweek 27,Sun,Away,L,0,2,Arsenal,38,538,64,119,265,156,18,538,12,5,41.7,7,58.3,255,1412,643,16,13,7,15,7,274,28,14:05:00
ENG-Premier League,1819,Southampton,2019-02-27 Southampton-Fulham,2019-02-27,Matchweek 28,Wed,Home,W,2,0,Fulham,41,557,40,126,272,165,20,557,11,6,54.5,5,45.5,275,1759,945,24,12,8,16,10,305,43,19:45:00
ENG-Premier League,1819,Southampton,2019-03-02 Manchester Utd-Southampton,2019-03-02,Matchweek 29,Sat,Away,L,2,3,Manchester Utd,36,443,59,145,168,135,15,443,8,6,75.0,2,25.0,180,1251,593,20,11,3,11,7,201,25,15:00:00
ENG-Premier League,1819,Southampton,2019-03-09 Southampton-Tottenham,2019-03-09,Matchweek 30,Sat,Home,W,2,1,Tottenham,37,479,74,172,178,131,14,479,13,8,61.5,5,38.5,250,1189,513,12,11,3,14,12,222,18,15:00:00
ENG-Premier League,1819,Southampton,2019-03-30 Brighton-Southampton,2019-03-30,Matchweek 32,Sat,Away,W,1,0,Brighton,40,515,59,152,247,124,18,515,15,7,46.7,8,53.3,216,1251,588,13,8,6,9,12,238,43,15:00:00
ENG-Premier League,1819,Southampton,2019-04-05 Southampton-Liverpool,2019-04-05,Matchweek 33,Fri,Home,L,1,3,Liverpool,33,436,68,157,171,113,15,436,8,5,62.5,3,37.5,160,925,463,10,11,2,14,8,191,25,20:00:00
ENG-Premier League,1819,Southampton,2019-04-13 Southampton-Wolves,2019-04-13,Matchweek 34,Sat,Home,W,3,1,Wolves,31,452,59,151,224,81,17,452,14,11,78.6,3,21.4,166,1065,448,9,6,4,11,14,188,18,15:00:00
ENG-Premier League,1819,Southampton,2019-04-20 Newcastle Utd-Southampton,2019-04-20,Matchweek 35,Sat,Away,L,1,3,Newcastle Utd,56,597,44,127,328,145,22,597,14,10,71.4,4,28.6,322,1672,826,15,14,4,26,18,343,37,17:30:00
ENG-Premier League,1819,Southampton,2019-04-23 Watford-Southampton,2019-04-23,Matchweek 31,Tue,Away,D,1,1,Watford,38,526,62,179,233,121,14,526,12,9,75.0,3,25.0,263,1411,562,13,16,7,17,11,259,28,19:45:00
ENG-Premier League,1819,Southampton,2019-04-27 Southampton-Bournemouth,2019-04-27,Matchweek 36,Sat,Home,D,3,3,Bournemouth,44,547,38,96,285,172,32,547,15,10,66.7,5,33.3,251,1350,657,20,15,7,18,14,277,34,15:00:00
ENG-Premier League,1819,Southampton,2019-05-04 West Ham-Southampton,2019-05-04,Matchweek 37,Sat,Away,L,0,3,West Ham,44,548,46,122,291,143,23,548,17,8,47.1,9,52.9,292,1583,753,15,14,4,14,9,315,49,15:00:00
ENG-Premier League,1819,Southampton,2019-05-12 Southampton-Huddersfield,2019-05-12,Matchweek 38,Sun,Home,D,1,1,Huddersfield,53,617,45,138,334,149,20,617,23,13,56.5,10,43.5,295,1544,774,19,7,8,21,17,349,45,15:00:00
ENG-Premier League,1819,Tottenham,2018-08-11 Newcastle Utd-Tottenham,2018-08-11,Matchweek 1,Sat,Away,W,2,1,Newcastle Utd,58,776,76,203,431,146,22,776,9,4,44.4,5,55.6,308,1695,735,12,11,5,28,9,498,42,12:30:00
ENG-Premier League,1819,Tottenham,2018-08-18 Tottenham-Fulham,2018-08-18,Matchweek 2,Sat,Home,W,3,1,Fulham,60,780,48,149,404,228,44,780,12,6,50.0,6,50.0,523,2395,1215,21,14,5,13,7,592,72,15:00:00
ENG-Premier League,1819,Tottenham,2018-08-27 Manchester Utd-Tottenham,2018-08-27,Matchweek 3,Mon,Away,W,3,0,Manchester Utd,43,543,70,195,273,78,16,543,11,5,45.5,6,54.5,283,1252,579,9,8,5,20,5,283,22,20:00:00
ENG-Premier League,1819,Tottenham,2018-09-02 Watford-Tottenham,2018-09-02,Matchweek 4,Sun,Away,L,1,2,Watford,66,713,48,155,373,192,24,713,18,10,55.6,8,44.4,433,2021,1113,18,11,3,21,7,457,70,16:00:00
ENG-Premier League,1819,Tottenham,2018-09-15 Tottenham-Liverpool,2018-09-15,Matchweek 5,Sat,Home,L,1,2,Liverpool,60,682,71,210,377,102,19,682,15,7,46.7,8,53.3,435,2012,1089,10,9,5,12,9,470,34,12:30:00
ENG-Premier League,1819,Tottenham,2018-09-22 Brighton-Tottenham,2018-09-22,Matchweek 6,Sat,Away,W,2,1,Brighton,70,787,52,183,426,181,25,786,14,6,42.9,8,57.1,497,2365,1270,23,19,9,14,5,607,58,17:30:00
ENG-Premier League,1819,Tottenham,2018-09-29 Huddersfield-Tottenham,2018-09-29,Matchweek 7,Sat,Away,W,2,0,Huddersfield,47,566,64,217,262,96,23,565,16,7,43.8,9,56.3,287,1525,661,15,13,7,19,14,299,21,15:00:00
ENG-Premier League,1819,Tottenham,2018-10-06 Tottenham-Cardiff City,2018-10-06,Matchweek 8,Sat,Home,W,1,0,Cardiff City,75,867,64,261,337,276,39,867,17,12,70.6,5,29.4,541,2635,1473,33,25,9,15,11,631,58,15:00:00
ENG-Premier League,1819,Tottenham,2018-10-20 West Ham-Tottenham,2018-10-20,Matchweek 9,Sat,Away,W,1,0,West Ham,56,663,66,185,362,121,20,663,26,14,53.8,12,46.2,438,2422,1274,31,21,10,5,19,457,35,15:00:00
ENG-Premier League,1819,Tottenham,2018-10-29 Tottenham-Manchester City,2018-10-29,Matchweek 10,Mon,Home,L,0,1,Manchester City,49,609,86,237,273,105,12,609,10,7,70.0,3,30.0,380,1782,766,17,13,3,15,9,402,40,20:00:00
ENG-Premier League,1819,Tottenham,2018-11-03 Wolves-Tottenham,2018-11-03,Matchweek 11,Sat,Away,W,3,2,Wolves,51,650,75,207,343,107,18,650,21,11,52.4,10,47.6,414,1983,939,21,9,5,11,12,442,33,19:45:00
ENG-Premier League,1819,Tottenham,2018-11-10 Crystal Palace-Tottenham,2018-11-10,Matchweek 12,Sat,Away,W,1,0,Crystal Palace,64,763,80,212,389,169,14,763,19,8,42.1,11,57.9,514,2480,1217,17,16,2,19,9,512,50,17:30:00
ENG-Premier League,1819,Tottenham,2018-11-24 Tottenham-Chelsea,2018-11-24,Matchweek 13,Sat,Home,W,3,1,Chelsea,40,527,66,179,209,148,20,527,17,12,70.6,5,29.4,199,1270,627,15,13,5,17,10,297,34,17:30:00
ENG-Premier League,1819,Tottenham,2018-12-02 Arsenal-Tottenham,2018-12-02,Matchweek 14,Sun,Away,L,2,4,Arsenal,41,490,68,180,219,98,10,489,22,7,31.8,15,68.2,253,1177,505,15,13,5,13,12,255,25,14:05:00
ENG-Premier League,1819,Tottenham,2018-12-05 Tottenham-Southampton,2018-12-05,Matchweek 15,Wed,Home,W,3,1,Southampton,52,681,73,249,308,129,20,681,10,4,40.0,6,60.0,422,2003,1051,18,10,6,15,9,457,46,20:00:00
ENG-Premier League,1819,Tottenham,2018-12-08 Leicester City-Tottenham,2018-12-08,Matchweek 16,Sat,Away,W,2,0,Leicester City,57,723,70,217,390,127,21,723,18,12,66.7,6,33.3,472,2330,1186,21,26,4,17,14,489,41,19:45:00
ENG-Premier League,1819,Tottenham,2018-12-15 Tottenham-Burnley,2018-12-15,Matchweek 17,Sat,Home,W,1,0,Burnley,70,778,46,163,396,225,33,778,19,5,26.3,14,73.7,558,3092,1857,34,19,6,12,9,556,70,15:00:00
ENG-Premier League,1819,Tottenham,2018-12-23 Everton-Tottenham,2018-12-23,Matchweek 18,Sun,Away,W,6,2,Everton,58,755,96,310,364,87,19,755,11,8,72.7,3,27.3,487,2119,948,15,11,5,15,8,519,39,16:00:00
ENG-Premier League,1819,Tottenham,2018-12-26 Tottenham-Bournemouth,2018-12-26,Matchweek 19,Wed,Home,W,5,0,Bournemouth,56,729,75,220,417,100,14,729,20,12,60.0,8,40.0,532,2738,1326,31,17,2,13,8,537,35,15:00:00
ENG-Premier League,1819,Tottenham,2018-12-29 Tottenham-Wolves,2018-12-29,Matchweek 20,Sat,Home,L,1,3,Wolves,60,812,60,197,451,170,9,812,17,9,52.9,8,47.1,575,2746,1336,25,25,2,18,10,608,38,15:00:00
ENG-Premier League,1819,Tottenham,2019-01-01 Cardiff City-Tottenham,2019-01-01,Matchweek 21,Tue,Away,W,3,0,Cardiff City,72,953,74,287,544,129,25,953,16,9,56.3,7,43.8,687,3022,1571,27,11,10,18,7,770,43,17:30:00
ENG-Premier League,1819,Tottenham,2019-01-13 Tottenham-Manchester Utd,2019-01-13,Matchweek 22,Sun,Home,L,0,1,Manchester Utd,61,736,55,204,332,206,39,736,15,8,53.3,7,46.7,501,2485,1468,29,25,9,16,8,510,49,16:30:00
ENG-Premier League,1819,Tottenham,2019-01-20 Fulham-Tottenham,2019-01-20,Matchweek 23,Sun,Away,W,2,1,Fulham,72,851,62,188,418,254,23,851,11,6,54.5,5,45.5,560,2640,1306,25,24,3,18,8,614,58,16:00:00
ENG-Premier League,1819,Tottenham,2019-01-30 Tottenham-Watford,2019-01-30,Matchweek 24,Wed,Home,W,2,1,Watford,68,762,58,169,359,240,32,762,23,15,65.2,8,34.8,492,2502,1312,23,24,4,12,10,521,54,20:00:00
ENG-Premier League,1819,Tottenham,2019-02-02 Tottenham-Newcastle Utd,2019-02-02,Matchweek 25,Sat,Home,W,1,0,Newcastle Utd,71,927,42,154,434,346,46,927,18,9,50.0,9,50.0,543,3223,1585,37,34,5,16,8,679,62,12:30:00
ENG-Premier League,1819,Tottenham,2019-02-10 Tottenham-Leicester City,2019-02-10,Matchweek 26,Sun,Home,W,3,1,Leicester City,53,636,77,196,324,124,13,636,11,8,72.7,3,27.3,395,1913,1125,14,20,0,15,9,435,48,13:30:00
ENG-Premier League,1819,Tottenham,2019-02-23 Burnley-Tottenham,2019-02-23,Matchweek 27,Sat,Away,L,1,2,Burnley,68,684,64,199,295,198,29,684,20,15,75.0,5,25.0,429,2281,1306,23,23,6,19,7,434,33,12:30:00
ENG-Premier League,1819,Tottenham,2019-02-27 Chelsea-Tottenham,2019-02-27,Matchweek 28,Wed,Away,L,0,2,Chelsea,54,726,70,209,348,181,17,726,26,10,38.5,16,61.5,498,2263,1053,19,20,5,19,11,497,53,20:00:00
ENG-Premier League,1819,Tottenham,2019-03-02 Tottenham-Arsenal,2019-03-02,Matchweek 29,Sat,Home,D,1,1,Arsenal,60,671,63,225,306,153,24,670,28,12,42.9,16,57.1,440,2225,1106,23,20,5,21,7,419,40,12:30:00
ENG-Premier League,1819,Tottenham,2019-03-09 Southampton-Tottenham,2019-03-09,Matchweek 30,Sat,Away,L,1,2,Southampton,63,661,54,192,312,159,27,661,25,16,64.0,9,36.0,395,1932,951,16,12,5,18,6,420,40,15:00:00
ENG-Premier League,1819,Tottenham,2019-03-31 Liverpool-Tottenham,2019-03-31,Matchweek 32,Sun,Away,L,1,2,Liverpool,52,637,98,269,265,112,17,637,19,9,47.4,10,52.6,378,1841,929,26,19,5,10,8,415,28,16:30:00
ENG-Premier League,1819,Tottenham,2019-04-03 Tottenham-Crystal Palace,2019-04-03,Matchweek 31,Wed,Home,W,2,0,Crystal Palace,65,856,48,180,426,257,32,856,23,17,73.9,6,26.1,542,2859,1657,47,30,9,19,11,628,72,19:45:00
ENG-Premier League,1819,Tottenham,2019-04-13 Tottenham-Huddersfield,2019-04-13,Matchweek 34,Sat,Home,W,4,0,Huddersfield,69,864,39,133,532,202,30,864,19,14,73.7,5,26.3,610,2817,1687,32,23,5,9,8,667,67,12:30:00
