,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,1819,Liverpool,2019-01-03 Manchester City-Liverpool,2019-01-03,Matchweek 21,Thu,Away,L,1,2,Manchester City,1,7,4,57.1,0.14,0.25,11.3,0,0,0,1.5,1.5,0.21,-0.5,-0.5,20:00:00
ENG-Premier League,1819,Liverpool,2019-01-12 Brighton-Liverpool,2019-01-12,Matchweek 22,Sat,Away,W,1,0,Brighton,1,9,2,22.2,0.0,0.0,15.1,0,1,1,2.0,1.2,0.13,-1.0,-1.2,15:00:00
ENG-Premier League,1819,Liverpool,2019-01-19 Liverpool-Crystal Palace,2019-01-19,Matchweek 23,Sat,Home,W,4,3,Crystal Palace,4,19,9,47.4,0.21,0.44,15.7,0,0,0,2.6,2.6,0.14,1.4,1.4,15:00:00
ENG-Premier League,1819,Liverpool,2019-01-30 Liverpool-Leicester City,2019-01-30,Matchweek 24,Wed,Home,D,1,1,Leicester City,1,10,3,30.0,0.1,0.33,16.8,1,0,0,0.6,0.6,0.06,0.4,0.4,20:00:00
ENG-Premier League,1819,Liverpool,2019-02-04 West Ham-Liverpool,2019-02-04,Matchweek 25,Mon,Away,D,1,1,West Ham,1,11,6,54.5,0.09,0.17,17.3,0,0,0,1.1,1.1,0.1,-0.1,-0.1,20:00:00
ENG-Premier League,1819,Liverpool,2019-02-09 Liverpool-Bournemouth,2019-02-09,Matchweek 26,Sat,Home,W,3,0,Bournemouth,3,20,9,45.0,0.15,0.33,16.3,0,0,0,2.0,2.0,0.1,1.0,1.0,15:00:00
ENG-Premier League,1819,Liverpool,2019-02-24 Manchester Utd-Liverpool,2019-02-24,Matchweek 27,Sun,Away,D,0,0,Manchester Utd,0,7,1,14.3,0.0,0.0,17.5,1,0,0,0.5,0.5,0.07,-0.5,-0.5,14:05:00
ENG-Premier League,1819,Liverpool,2019-02-27 Liverpool-Watford,2019-02-27,Matchweek 28,Wed,Home,W,5,0,Watford,5,19,10,52.6,0.26,0.5,16.6,0,0,0,1.9,1.9,0.1,3.1,3.1,20:00:00
ENG-Premier League,1819,Liverpool,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Away,D,0,0,Everton,0,10,3,30.0,0.0,0.0,17.3,1,0,0,1.1,1.1,0.12,-1.1,-1.1,16:15:00
ENG-Premier League,1819,Liverpool,2019-03-10 Liverpool-Burnley,2019-03-10,Matchweek 30,Sun,Home,W,4,2,Burnley,4,23,5,21.7,0.17,0.8,18.3,1,0,0,4.0,4.0,0.18,0.0,0.0,12:00:00
ENG-Premier League,1819,Liverpool,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Away,W,2,1,Fulham,2,15,5,33.3,0.07,0.2,15.5,0,1,1,2.6,1.8,0.12,-0.6,-0.8,14:15:00
ENG-Premier League,1819,Liverpool,2019-03-31 Liverpool-Tottenham,2019-03-31,Matchweek 32,Sun,Home,W,2,1,Tottenham,1,14,3,21.4,0.07,0.33,17.9,1,0,0,1.0,1.0,0.08,0.0,0.0,16:30:00
ENG-Premier League,1819,Liverpool,2019-04-05 Southampton-Liverpool,2019-04-05,Matchweek 33,Fri,Away,W,3,1,Southampton,3,17,5,29.4,0.18,0.6,15.4,0,0,0,1.9,1.9,0.11,1.1,1.1,20:00:00
ENG-Premier League,1819,Liverpool,2019-04-14 Liverpool-Chelsea,2019-04-14,Matchweek 34,Sun,Home,W,2,0,Chelsea,2,15,7,46.7,0.13,0.29,17.9,0,0,0,1.2,1.2,0.08,0.8,0.8,16:30:00
ENG-Premier League,1819,Liverpool,2019-04-21 Cardiff City-Liverpool,2019-04-21,Matchweek 35,Sun,Away,W,2,0,Cardiff City,2,16,5,31.3,0.06,0.2,18.0,1,1,1,3.0,2.2,0.14,-1.0,-1.2,16:00:00
ENG-Premier League,1819,Liverpool,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Home,W,5,0,Huddersfield,5,21,7,33.3,0.24,0.71,16.6,0,0,0,3.1,3.1,0.15,1.9,1.9,20:00:00
ENG-Premier League,1819,Liverpool,2019-05-04 Newcastle Utd-Liverpool,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Newcastle Utd,3,11,4,36.4,0.27,0.75,12.8,0,0,0,1.2,1.2,0.11,1.8,1.8,19:45:00
ENG-Premier League,1819,Liverpool,2019-05-12 Liverpool-Wolves,2019-05-12,Matchweek 38,Sun,Home,W,2,0,Wolves,2,13,5,38.5,0.15,0.4,15.8,1,0,0,1.6,1.6,0.12,0.4,0.4,15:00:00
ENG-Premier League,1819,Manchester City,2018-08-12 Arsenal-Manchester City,2018-08-12,Matchweek 1,Sun,Away,W,2,0,Arsenal,2,17,8,47.1,0.12,0.25,18.2,1,0,0,1.7,1.7,0.1,0.3,0.3,16:00:00
ENG-Premier League,1819,Manchester City,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Home,W,6,1,Huddersfield,5,32,14,43.8,0.16,0.36,18.0,1,0,0,4.2,4.2,0.14,0.8,0.8,13:30:00
ENG-Premier League,1819,Manchester City,2018-08-25 Wolves-Manchester City,2018-08-25,Matchweek 3,Sat,Away,D,1,1,Wolves,1,18,6,33.3,0.06,0.17,18.6,1,0,0,1.6,1.6,0.09,-0.6,-0.6,12:30:00
ENG-Premier League,1819,Manchester City,2018-09-01 Manchester City-Newcastle Utd,2018-09-01,Matchweek 4,Sat,Home,W,2,1,Newcastle Utd,2,24,8,33.3,0.08,0.25,17.5,3,0,0,2.0,2.0,0.09,0.0,0.0,17:30:00
ENG-Premier League,1819,Manchester City,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Home,W,3,0,Fulham,3,28,9,32.1,0.11,0.33,16.6,1,0,0,4.8,4.8,0.18,-1.8,-1.8,15:00:00
ENG-Premier League,1819,Manchester City,2018-09-22 Cardiff City-Manchester City,2018-09-22,Matchweek 6,Sat,Away,W,5,0,Cardiff City,5,21,10,47.6,0.24,0.5,13.9,1,0,0,2.5,2.5,0.12,2.5,2.5,15:00:00
ENG-Premier League,1819,Manchester City,2018-09-29 Manchester City-Brighton,2018-09-29,Matchweek 7,Sat,Home,W,2,0,Brighton,2,28,8,28.6,0.07,0.25,15.9,0,0,0,2.7,2.7,0.1,-0.7,-0.7,15:00:00
ENG-Premier League,1819,Manchester City,2018-10-07 Liverpool-Manchester City,2018-10-07,Matchweek 8,Sun,Away,D,0,0,Liverpool,0,5,2,40.0,0.0,0.0,19.1,0,0,1,1.0,0.3,0.05,-1.0,-0.3,16:30:00
ENG-Premier League,1819,Manchester City,2018-10-20 Manchester City-Burnley,2018-10-20,Matchweek 9,Sat,Home,W,5,0,Burnley,5,24,10,41.7,0.21,0.5,12.7,0,0,0,4.0,4.0,0.17,1.0,1.0,15:00:00
ENG-Premier League,1819,Manchester City,2018-10-29 Tottenham-Manchester City,2018-10-29,Matchweek 10,Mon,Away,W,1,0,Tottenham,1,13,5,38.5,0.08,0.2,15.7,1,0,0,1.6,1.6,0.12,-0.6,-0.6,20:00:00
ENG-Premier League,1819,Manchester City,2018-11-04 Manchester City-Southampton,2018-11-04,Matchweek 11,Sun,Home,W,6,1,Southampton,5,18,8,44.4,0.28,0.63,15.7,1,0,0,2.2,2.2,0.12,2.8,2.8,15:00:00
ENG-Premier League,1819,Manchester City,2018-11-11 Manchester City-Manchester Utd,2018-11-11,Matchweek 12,Sun,Home,W,3,1,Manchester Utd,3,17,5,29.4,0.18,0.6,18.8,0,0,0,1.9,1.9,0.11,1.1,1.1,16:30:00
ENG-Premier League,1819,Manchester City,2018-11-24 West Ham-Manchester City,2018-11-24,Matchweek 13,Sat,Away,W,4,0,West Ham,4,9,6,66.7,0.44,0.67,10.5,0,0,0,2.7,2.7,0.3,1.3,1.3,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-01 Manchester City-Bournemouth,2018-12-01,Matchweek 14,Sat,Home,W,3,1,Bournemouth,3,16,6,37.5,0.19,0.5,14.7,0,0,0,2.6,2.6,0.16,0.4,0.4,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-04 Watford-Manchester City,2018-12-04,Matchweek 15,Tue,Away,W,2,1,Watford,2,15,7,46.7,0.13,0.29,14.8,0,0,0,2.5,2.5,0.17,-0.5,-0.5,20:00:00
ENG-Premier League,1819,Manchester City,2018-12-08 Chelsea-Manchester City,2018-12-08,Matchweek 16,Sat,Away,L,0,2,Chelsea,0,14,4,28.6,0.0,0.0,19.7,1,0,0,0.9,0.9,0.06,-0.9,-0.9,17:30:00
ENG-Premier League,1819,Manchester City,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Home,W,3,1,Everton,3,13,5,38.5,0.23,0.6,16.5,0,0,0,1.7,1.7,0.13,1.3,1.3,12:30:00
ENG-Premier League,1819,Manchester City,2018-12-22 Manchester City-Crystal Palace,2018-12-22,Matchweek 18,Sat,Home,L,2,3,Crystal Palace,2,19,5,26.3,0.11,0.4,18.5,1,0,0,1.5,1.5,0.08,0.5,0.5,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-26 Leicester City-Manchester City,2018-12-26,Matchweek 19,Wed,Away,L,1,2,Leicester City,1,11,4,36.4,0.09,0.25,18.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-30 Southampton-Manchester City,2018-12-30,Matchweek 20,Sun,Away,W,3,1,Southampton,2,14,6,42.9,0.14,0.33,12.8,0,0,0,2.5,2.5,0.18,-0.5,-0.5,14:15:00
ENG-Premier League,1819,Manchester City,2019-01-03 Manchester City-Liverpool,2019-01-03,Matchweek 21,Thu,Home,W,2,1,Liverpool,2,9,4,44.4,0.22,0.5,21.8,0,0,0,1.1,1.1,0.12,0.9,0.9,20:00:00
ENG-Premier League,1819,Manchester City,2019-01-14 Manchester City-Wolves,2019-01-14,Matchweek 22,Mon,Home,W,3,0,Wolves,2,23,8,34.8,0.04,0.13,20.3,0,1,1,2.8,2.1,0.09,-0.8,-1.1,20:00:00
ENG-Premier League,1819,Manchester City,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Away,W,3,0,Huddersfield,3,12,4,33.3,0.25,0.75,13.8,0,0,0,2.0,2.0,0.16,1.0,1.0,13:30:00
ENG-Premier League,1819,Manchester City,2019-01-29 Newcastle Utd-Manchester City,2019-01-29,Matchweek 24,Tue,Away,L,1,2,Newcastle Utd,1,12,3,25.0,0.08,0.33,16.2,1,0,0,1.4,1.4,0.12,-0.4,-0.4,20:00:00
ENG-Premier League,1819,Manchester City,2019-02-03 Manchester City-Arsenal,2019-02-03,Matchweek 25,Sun,Home,W,3,1,Arsenal,3,19,12,63.2,0.16,0.25,17.5,1,0,0,2.7,2.7,0.14,0.3,0.3,16:30:00
ENG-Premier League,1819,Manchester City,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Away,W,2,0,Everton,2,15,4,26.7,0.13,0.5,13.3,0,0,0,2.2,2.2,0.17,-0.2,-0.2,19:45:00
ENG-Premier League,1819,Manchester City,2019-02-10 Manchester City-Chelsea,2019-02-10,Matchweek 26,Sun,Home,W,6,0,Chelsea,6,14,8,57.1,0.36,0.63,16.5,1,1,1,3.0,2.2,0.16,3.0,2.8,16:00:00
ENG-Premier League,1819,Manchester City,2019-02-27 Manchester City-West Ham,2019-02-27,Matchweek 28,Wed,Home,W,1,0,West Ham,1,19,5,26.3,0.0,0.0,15.8,0,1,1,3.5,2.7,0.16,-2.5,-2.7,20:00:00
ENG-Premier League,1819,Manchester City,2019-03-02 Bournemouth-Manchester City,2019-03-02,Matchweek 29,Sat,Away,W,1,0,Bournemouth,1,23,7,30.4,0.04,0.14,17.9,0,0,0,1.2,1.2,0.05,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Manchester City,2019-03-09 Manchester City-Watford,2019-03-09,Matchweek 30,Sat,Home,W,3,1,Watford,3,19,8,42.1,0.16,0.38,15.8,1,0,0,3.4,3.4,0.19,-0.4,-0.4,17:30:00
ENG-Premier League,1819,Manchester City,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Away,W,2,0,Fulham,2,24,7,29.2,0.08,0.29,18.3,1,0,0,1.8,1.8,0.08,0.2,0.2,12:30:00
ENG-Premier League,1819,Manchester City,2019-04-03 Manchester City-Cardiff City,2019-04-03,Matchweek 33,Wed,Home,W,2,0,Cardiff City,2,27,11,40.7,0.07,0.18,18.1,2,0,0,3.2,3.2,0.12,-1.2,-1.2,19:45:00
ENG-Premier League,1819,Manchester City,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Away,W,3,1,Crystal Palace,3,20,6,30.0,0.15,0.5,19.9,0,0,0,2.5,2.5,0.13,0.5,0.5,14:05:00
ENG-Premier League,1819,Manchester City,2019-04-20 Manchester City-Tottenham,2019-04-20,Matchweek 35,Sat,Home,W,1,0,Tottenham,1,15,4,26.7,0.07,0.25,16.2,0,0,0,1.9,1.9,0.13,-0.9,-0.9,12:30:00
ENG-Premier League,1819,Manchester City,2019-04-24 Manchester Utd-Manchester City,2019-04-24,Matchweek 31,Wed,Away,W,2,0,Manchester Utd,2,8,5,62.5,0.25,0.4,18.6,0,0,0,0.5,0.5,0.06,1.5,1.5,20:00:00
ENG-Premier League,1819,Manchester City,2019-04-28 Burnley-Manchester City,2019-04-28,Matchweek 36,Sun,Away,W,1,0,Burnley,1,25,6,24.0,0.04,0.17,15.4,0,0,0,2.5,2.5,0.11,-1.5,-1.5,14:05:00
ENG-Premier League,1819,Manchester City,2019-05-06 Manchester City-Leicester City,2019-05-06,Matchweek 37,Mon,Home,W,1,0,Leicester City,1,19,5,26.3,0.05,0.2,20.2,0,0,0,1.0,1.0,0.05,0.0,0.0,20:00:00
ENG-Premier League,1819,Manchester City,2019-05-12 Brighton-Manchester City,2019-05-12,Matchweek 38,Sun,Away,W,4,1,Brighton,4,20,9,45.0,0.2,0.44,18.9,2,0,0,1.6,1.6,0.08,2.4,2.4,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Home,W,2,1,Leicester City,2,7,5,71.4,0.14,0.2,20.8,0,1,1,1.5,0.7,0.1,0.5,0.3,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-19 Brighton-Manchester Utd,2018-08-19,Matchweek 2,Sun,Away,L,2,3,Brighton,2,8,2,25.0,0.13,0.5,20.8,0,1,1,1.4,0.6,0.08,0.6,0.4,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-27 Manchester Utd-Tottenham,2018-08-27,Matchweek 3,Mon,Home,L,0,3,Tottenham,0,23,5,21.7,0.0,0.0,18.2,1,0,0,1.5,1.5,0.06,-1.5,-1.5,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-02 Burnley-Manchester Utd,2018-09-02,Matchweek 4,Sun,Away,W,2,0,Burnley,2,20,8,40.0,0.1,0.25,18.4,0,0,1,2.5,1.7,0.09,-0.5,0.3,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-15 Watford-Manchester Utd,2018-09-15,Matchweek 5,Sat,Away,W,2,1,Watford,2,9,6,66.7,0.22,0.33,15.0,0,0,0,1.9,1.9,0.21,0.1,0.1,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-09-22 Manchester Utd-Wolves,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Wolves,1,15,6,40.0,0.07,0.17,24.2,3,0,0,0.6,0.6,0.04,0.4,0.4,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-29 West Ham-Manchester Utd,2018-09-29,Matchweek 7,Sat,Away,L,1,3,West Ham,1,9,4,44.4,0.11,0.25,19.4,1,0,0,0.7,0.7,0.07,0.3,0.3,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-06 Manchester Utd-Newcastle Utd,2018-10-06,Matchweek 8,Sat,Home,W,3,2,Newcastle Utd,3,18,10,55.6,0.17,0.3,17.2,1,0,0,1.9,1.9,0.1,1.1,1.1,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-20 Chelsea-Manchester Utd,2018-10-20,Matchweek 9,Sat,Away,D,2,2,Chelsea,2,7,4,57.1,0.29,0.5,15.7,0,0,0,0.8,0.8,0.12,1.2,1.2,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Home,W,2,1,Everton,2,13,9,69.2,0.15,0.22,19.8,0,0,1,2.3,1.4,0.11,-0.3,0.6,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-11-03 Bournemouth-Manchester Utd,2018-11-03,Matchweek 11,Sat,Away,W,2,1,Bournemouth,2,18,6,33.3,0.11,0.33,16.1,1,0,0,3.0,3.0,0.18,-1.0,-1.0,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-11-11 Manchester City-Manchester Utd,2018-11-11,Matchweek 12,Sun,Away,L,1,3,Manchester City,1,5,0,0.0,0.0,,19.5,0,1,1,1.1,0.3,0.06,-0.1,-0.3,16:30:00
ENG-Premier League,1819,Manchester Utd,2018-11-24 Manchester Utd-Crystal Palace,2018-11-24,Matchweek 13,Sat,Home,D,0,0,Crystal Palace,0,12,5,41.7,0.0,0.0,16.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-01 Southampton-Manchester Utd,2018-12-01,Matchweek 14,Sat,Away,D,2,2,Southampton,2,11,5,45.5,0.18,0.4,17.9,0,0,0,1.1,1.1,0.1,0.9,0.9,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-12-05 Manchester Utd-Arsenal,2018-12-05,Matchweek 15,Wed,Home,D,2,2,Arsenal,2,10,7,70.0,0.2,0.29,20.7,1,0,0,1.1,1.1,0.11,0.9,0.9,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Home,W,4,1,Fulham,4,20,11,55.0,0.2,0.36,17.3,1,0,0,2.3,2.3,0.12,1.7,1.7,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-16 Liverpool-Manchester Utd,2018-12-16,Matchweek 17,Sun,Away,L,1,3,Liverpool,1,6,2,33.3,0.17,0.5,21.4,0,0,0,0.7,0.7,0.12,0.3,0.3,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-22 Cardiff City-Manchester Utd,2018-12-22,Matchweek 18,Sat,Away,W,5,1,Cardiff City,5,16,8,50.0,0.25,0.5,20.0,1,1,1,2.8,2.0,0.12,2.2,2.0,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-12-26 Manchester Utd-Huddersfield,2018-12-26,Matchweek 19,Wed,Home,W,3,1,Huddersfield,3,16,10,62.5,0.19,0.3,20.1,2,0,0,1.5,1.5,0.1,1.5,1.5,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-30 Manchester Utd-Bournemouth,2018-12-30,Matchweek 20,Sun,Home,W,4,1,Bournemouth,4,11,8,72.7,0.36,0.5,13.5,0,0,0,2.9,2.9,0.27,1.1,1.1,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-01-02 Newcastle Utd-Manchester Utd,2019-01-02,Matchweek 21,Wed,Away,W,2,0,Newcastle Utd,2,16,7,43.8,0.13,0.29,18.6,3,0,0,2.6,2.6,0.16,-0.6,-0.6,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-01-13 Tottenham-Manchester Utd,2019-01-13,Matchweek 22,Sun,Away,W,1,0,Tottenham,1,13,8,61.5,0.08,0.13,18.6,0,0,0,0.8,0.8,0.06,0.2,0.2,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-01-19 Manchester Utd-Brighton,2019-01-19,Matchweek 23,Sat,Home,W,2,1,Brighton,2,19,4,21.1,0.05,0.25,18.5,2,1,1,2.4,1.7,0.09,-0.4,-0.7,15:00:00
ENG-Premier League,1819,Manchester Utd,2019-01-29 Manchester Utd-Burnley,2019-01-29,Matchweek 24,Tue,Home,D,2,2,Burnley,2,27,8,29.6,0.04,0.13,17.4,1,1,1,3.1,2.3,0.09,-1.1,-1.3,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-02-03 Leicester City-Manchester Utd,2019-02-03,Matchweek 25,Sun,Away,W,1,0,Leicester City,1,10,6,60.0,0.1,0.17,16.0,0,0,0,1.3,1.3,0.13,-0.3,-0.3,14:05:00
ENG-Premier League,1819,Manchester Utd,2019-02-09 Fulham-Manchester Utd,2019-02-09,Matchweek 26,Sat,Away,W,3,0,Fulham,3,14,6,42.9,0.14,0.33,18.1,0,1,1,1.9,1.1,0.08,1.1,0.9,12:30:00
ENG-Premier League,1819,Manchester Utd,2019-02-24 Manchester Utd-Liverpool,2019-02-24,Matchweek 27,Sun,Home,D,0,0,Liverpool,0,6,3,50.0,0.0,0.0,15.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,14:05:00
ENG-Premier League,1819,Manchester Utd,2019-02-27 Crystal Palace-Manchester Utd,2019-02-27,Matchweek 28,Wed,Away,W,3,1,Crystal Palace,3,13,4,30.8,0.23,0.75,16.9,2,0,0,1.0,1.0,0.08,2.0,2.0,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-03-02 Manchester Utd-Southampton,2019-03-02,Matchweek 29,Sat,Home,W,3,2,Southampton,3,15,5,33.3,0.2,0.6,19.0,0,0,1,2.2,1.4,0.1,0.8,1.6,15:00:00
ENG-Premier League,1819,Manchester Utd,2019-03-10 Arsenal-Manchester Utd,2019-03-10,Matchweek 30,Sun,Away,L,0,2,Arsenal,0,14,4,28.6,0.0,0.0,18.0,1,0,0,2.3,2.3,0.18,-2.3,-2.3,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-03-30 Manchester Utd-Watford,2019-03-30,Matchweek 32,Sat,Home,W,2,1,Watford,2,8,5,62.5,0.25,0.4,16.5,0,0,0,1.6,1.6,0.28,0.4,0.4,15:00:00
ENG-Premier League,1819,Manchester Utd,2019-04-02 Wolves-Manchester Utd,2019-04-02,Matchweek 33,Tue,Away,L,1,2,Wolves,1,18,4,22.2,0.06,0.25,20.9,0,0,0,1.8,1.8,0.1,-0.8,-0.8,19:45:00
ENG-Premier League,1819,Manchester Utd,2019-04-13 Manchester Utd-West Ham,2019-04-13,Matchweek 34,Sat,Home,W,2,1,West Ham,2,12,2,16.7,0.0,0.0,21.1,0,2,2,2.5,0.9,0.08,-0.5,-0.9,17:30:00
ENG-Premier League,1819,Manchester Utd,2019-04-21 Everton-Manchester Utd,2019-04-21,Matchweek 35,Sun,Away,L,0,4,Everton,0,7,1,14.3,0.0,0.0,22.2,1,0,0,0.3,0.3,0.05,-0.3,-0.3,13:30:00
ENG-Premier League,1819,Manchester Utd,2019-04-24 Manchester Utd-Manchester City,2019-04-24,Matchweek 31,Wed,Home,L,0,2,Manchester City,0,12,1,8.3,0.0,0.0,25.5,1,0,0,0.5,0.5,0.04,-0.5,-0.5,20:00:00
ENG-Premier League,1819,Manchester Utd,2019-04-28 Manchester Utd-Chelsea,2019-04-28,Matchweek 36,Sun,Home,D,1,1,Chelsea,1,7,4,57.1,0.14,0.25,13.6,1,0,0,1.1,1.1,0.16,-0.1,-0.1,16:30:00
ENG-Premier League,1819,Manchester Utd,2019-05-05 Huddersfield-Manchester Utd,2019-05-05,Matchweek 37,Sun,Away,D,1,1,Huddersfield,1,23,7,30.4,0.04,0.14,19.0,2,0,0,1.8,1.8,0.08,-0.8,-0.8,14:00:00
ENG-Premier League,1819,Manchester Utd,2019-05-12 Manchester Utd-Cardiff City,2019-05-12,Matchweek 38,Sun,Home,L,0,2,Cardiff City,0,26,10,38.5,0.0,0.0,19.6,1,0,0,1.5,1.5,0.06,-1.5,-1.5,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-08-11 Newcastle Utd-Tottenham,2018-08-11,Matchweek 1,Sat,Home,L,1,2,Tottenham,1,15,2,13.3,0.07,0.5,17.7,0,0,0,1.0,1.0,0.07,0.0,0.0,12:30:00
ENG-Premier League,1819,Newcastle Utd,2018-08-18 Cardiff City-Newcastle Utd,2018-08-18,Matchweek 2,Sat,Away,D,0,0,Cardiff City,0,11,5,45.5,0.0,0.0,18.1,2,0,1,1.6,0.8,0.07,-1.6,-0.8,12:30:00
ENG-Premier League,1819,Newcastle Utd,2018-08-26 Newcastle Utd-Chelsea,2018-08-26,Matchweek 3,Sun,Home,L,1,2,Chelsea,1,6,2,33.3,0.17,0.5,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8,16:00:00
ENG-Premier League,1819,Newcastle Utd,2018-09-01 Manchester City-Newcastle Utd,2018-09-01,Matchweek 4,Sat,Away,L,1,2,Manchester City,1,3,2,66.7,0.33,0.5,18.4,0,0,0,0.5,0.5,0.16,0.5,0.5,17:30:00
ENG-Premier League,1819,Newcastle Utd,2018-09-15 Newcastle Utd-Arsenal,2018-09-15,Matchweek 5,Sat,Home,L,1,2,Arsenal,1,4,2,50.0,0.25,0.5,11.1,0,0,0,0.4,0.4,0.1,0.6,0.6,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-09-22 Crystal Palace-Newcastle Utd,2018-09-22,Matchweek 6,Sat,Away,D,0,0,Crystal Palace,0,6,3,50.0,0.0,0.0,17.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-09-29 Newcastle Utd-Leicester City,2018-09-29,Matchweek 7,Sat,Home,L,0,2,Leicester City,0,6,1,16.7,0.0,0.0,25.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-10-06 Manchester Utd-Newcastle Utd,2018-10-06,Matchweek 8,Sat,Away,L,2,3,Manchester Utd,2,13,8,61.5,0.15,0.25,17.5,0,0,0,1.6,1.6,0.12,0.4,0.4,17:30:00
ENG-Premier League,1819,Newcastle Utd,2018-10-20 Newcastle Utd-Brighton,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Brighton,0,27,6,22.2,0.0,0.0,19.6,1,0,0,1.8,1.8,0.07,-1.8,-1.8,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-10-27 Southampton-Newcastle Utd,2018-10-27,Matchweek 10,Sat,Away,D,0,0,Southampton,0,6,0,0.0,0.0,,19.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-11-03 Newcastle Utd-Watford,2018-11-03,Matchweek 11,Sat,Home,W,1,0,Watford,1,10,2,20.0,0.1,0.5,21.6,2,0,0,0.5,0.5,0.05,0.5,0.5,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-11-10 Newcastle Utd-Bournemouth,2018-11-10,Matchweek 12,Sat,Home,W,2,1,Bournemouth,2,18,6,33.3,0.11,0.33,16.5,0,0,0,2.2,2.2,0.13,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Newcastle Utd,2018-11-26 Burnley-Newcastle Utd,2018-11-26,Matchweek 13,Mon,Away,W,2,1,Burnley,1,17,2,11.8,0.06,0.5,21.0,0,0,0,1.6,1.6,0.11,-0.6,-0.6,20:30:00
ENG-Premier League,1819,Newcastle Utd,2018-12-01 Newcastle Utd-West Ham,2018-12-01,Matchweek 14,Sat,Home,L,0,3,West Ham,0,16,4,25.0,0.0,0.0,20.0,2,0,0,1.0,1.0,0.07,-1.0,-1.0,15:00:00
