fixture_id,fixture_referee,fixture_date,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,home_rank,home_elo,away_rank,away_elo
197323,,2013-12-21,,Stadio Armando Picchi (Livorno),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,868,Livorno,https://media-4.api-sports.io/football/teams/868.png,False,494,Udinese,https://media-4.api-sports.io/football/teams/494.png,True,1,2,1,1,1,2,96,1504.18579102,56,1649.83227539
197324,,2013-12-21,,Stadio Sant'Elia (Cagliari),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,490,Cagliari,https://media-4.api-sports.io/football/teams/490.png,0,492,Napoli,https://media-4.api-sports.io/football/teams/492.png,0,1,1,1,1,1,1,73,1600.5814209,19,1786.61645508
197325,,2013-12-22,,Stadio Renato Dall'Ara (Bologna),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,500,Bologna,https://media-4.api-sports.io/football/teams/500.png,True,495,Genoa,https://media-4.api-sports.io/football/teams/495.png,False,1,0,0,0,1,0,79,1576.2088623,78,1578.56298828
197326,,2013-12-22,,Stadio Atleti Azzurri d'Italia (Bergamo),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,499,Atalanta,https://media-4.api-sports.io/football/teams/499.png,False,496,Juventus,https://media-4.api-sports.io/football/teams/496.png,True,1,4,1,1,1,4,86,1559.72998047,10,1865.9420166
197327,,2013-12-22,,Stadio Marc'Antonio Bentegodi (Verona),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,504,Verona,https://media-4.api-sports.io/football/teams/504.png,True,487,Lazio,https://media-4.api-sports.io/football/teams/487.png,False,4,1,2,1,4,1,74,1600.19030762,58,1646.41503906
197329,,2013-12-22,,Stadio Comunale Luigi Ferraris (Genova),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,498,Sampdoria,https://media-4.api-sports.io/football/teams/498.png,0,523,Parma,https://media-4.api-sports.io/football/teams/523.png,0,1,1,1,0,1,1,85,1560.76574707,65,1625.1036377
197330,,2013-12-22,,Stadio Città del Tricolore (Reggio Emilia),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,488,Sassuolo,https://media-4.api-sports.io/football/teams/488.png,False,502,Fiorentina,https://media-4.api-sports.io/football/teams/502.png,True,0,1,0,0,0,1,94,1526.66821289,23,1759.62915039
197331,,2013-12-22,,Stadio Olimpico di Torino (Torino),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 17,503,Torino,https://media-4.api-sports.io/football/teams/503.png,True,491,Chievo,https://media-4.api-sports.io/football/teams/491.png,False,4,1,1,1,4,1,71,1613.49829102,82,1564.05871582
197333,,2014-01-05,,Stadio Marc'Antonio Bentegodi (Verona),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,491,Chievo,https://media-4.api-sports.io/football/teams/491.png,0,490,Cagliari,https://media-4.api-sports.io/football/teams/490.png,0,0,0,0,0,0,0,83,1563.39526367,73,1601.24487305
197334,,2014-01-05,,Stadio Artemio Franchi (Firenze),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,502,Fiorentina,https://media-4.api-sports.io/football/teams/502.png,True,868,Livorno,https://media-4.api-sports.io/football/teams/868.png,False,1,0,0,0,1,0,23,1761.52746582,96,1502.28747559
