,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,1920,Manchester City,2019-09-21 Manchester City-Watford,2019-09-21,Matchweek 6,Sat,Home,W,8,0,Watford,778,741,35,8,1,7,23,20,5,2,1,0,689,2,7,15:00:00
ENG-Premier League,1920,Manchester City,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Away,W,3,1,Everton,662,628,29,5,4,11,13,16,2,0,1,0,592,5,5,17:30:00
ENG-Premier League,1920,Manchester City,2019-10-06 Manchester City-Wolves,2019-10-06,Matchweek 8,Sun,Home,L,0,2,Wolves,779,724,54,14,0,3,36,26,9,2,0,0,669,1,8,14:00:00
ENG-Premier League,1920,Manchester City,2019-10-19 Crystal Palace-Manchester City,2019-10-19,Matchweek 9,Sat,Away,W,2,0,Crystal Palace,736,687,47,11,2,5,29,22,8,6,0,1,626,2,14,17:30:00
ENG-Premier League,1920,Manchester City,2019-10-26 Manchester City-Aston Villa,2019-10-26,Matchweek 10,Sat,Home,W,3,0,Aston Villa,642,600,41,7,2,5,23,16,13,2,4,2,554,1,8,12:30:00
ENG-Premier League,1920,Manchester City,2019-11-02 Manchester City-Southampton,2019-11-02,Matchweek 11,Sat,Home,W,2,1,Southampton,740,674,63,8,0,10,62,34,17,5,0,0,608,3,12,15:00:00
ENG-Premier League,1920,Manchester City,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Away,L,1,3,Liverpool,562,505,52,12,0,7,31,17,13,4,2,0,445,5,4,16:30:00
ENG-Premier League,1920,Manchester City,2019-11-23 Manchester City-Chelsea,2019-11-23,Matchweek 13,Sat,Home,W,2,1,Chelsea,603,547,53,13,0,8,19,20,8,3,0,0,503,3,8,17:30:00
ENG-Premier League,1920,Manchester City,2019-11-30 Newcastle Utd-Manchester City,2019-11-30,Matchweek 14,Sat,Away,D,2,2,Newcastle Utd,828,779,46,7,5,8,38,21,10,5,3,1,708,3,5,12:30:00
ENG-Premier League,1920,Manchester City,2019-12-03 Burnley-Manchester City,2019-12-03,Matchweek 15,Tue,Away,W,4,1,Burnley,831,786,43,9,1,6,28,21,6,1,1,0,717,2,10,20:15:00
ENG-Premier League,1920,Manchester City,2019-12-07 Manchester City-Manchester Utd,2019-12-07,Matchweek 16,Sat,Home,L,1,2,Manchester Utd,735,679,56,8,1,3,49,25,16,3,4,1,624,0,15,17:30:00
ENG-Premier League,1920,Manchester City,2019-12-15 Arsenal-Manchester City,2019-12-15,Matchweek 17,Sun,Away,W,3,0,Arsenal,708,669,38,11,4,6,10,19,3,1,1,0,633,1,6,16:30:00
ENG-Premier League,1920,Manchester City,2019-12-21 Manchester City-Leicester City,2019-12-21,Matchweek 18,Sat,Home,W,3,1,Leicester City,730,685,44,9,1,9,14,19,6,6,0,0,647,1,9,17:30:00
ENG-Premier League,1920,Manchester City,2019-12-27 Wolves-Manchester City,2019-12-27,Matchweek 19,Fri,Away,L,2,3,Wolves,382,348,33,5,1,1,2,12,1,0,1,0,301,1,7,19:45:00
ENG-Premier League,1920,Manchester City,2019-12-29 Manchester City-Sheffield Utd,2019-12-29,Matchweek 20,Sun,Home,W,2,0,Sheffield Utd,906,864,41,8,2,5,14,16,8,4,0,0,811,1,9,18:00:00
ENG-Premier League,1920,Manchester City,2020-01-01 Manchester City-Everton,2020-01-01,Matchweek 21,Wed,Home,W,2,1,Everton,807,770,34,12,2,8,11,13,3,0,2,0,719,3,6,17:30:00
ENG-Premier League,1920,Manchester City,2020-01-12 Aston Villa-Manchester City,2020-01-12,Matchweek 22,Sun,Away,W,6,1,Aston Villa,909,883,26,5,4,3,16,12,4,2,0,0,829,0,8,16:30:00
ENG-Premier League,1920,Manchester City,2020-01-18 Manchester City-Crystal Palace,2020-01-18,Matchweek 23,Sat,Home,D,2,2,Crystal Palace,750,701,49,7,3,4,58,20,14,3,8,0,640,0,8,15:00:00
ENG-Premier League,1920,Manchester City,2020-01-21 Sheffield Utd-Manchester City,2020-01-21,Matchweek 24,Tue,Away,W,1,0,Sheffield Utd,656,601,54,14,1,8,27,23,13,7,2,0,554,1,9,19:30:00
ENG-Premier League,1920,Manchester City,2020-02-02 Tottenham-Manchester City,2020-02-02,Matchweek 25,Sun,Away,L,0,2,Tottenham,739,702,37,9,2,7,24,18,6,3,2,0,634,0,11,16:30:00
ENG-Premier League,1920,Manchester City,2020-02-19 Manchester City-West Ham,2020-02-19,Matchweek 26,Wed,Home,W,2,0,West Ham,949,910,38,10,7,2,35,16,6,4,0,0,842,1,9,19:30:00
ENG-Premier League,1920,Manchester City,2020-02-22 Leicester City-Manchester City,2020-02-22,Matchweek 27,Sat,Away,W,1,0,Leicester City,724,679,44,12,4,8,20,20,7,7,0,0,631,1,11,17:30:00
ENG-Premier League,1920,Manchester City,2020-03-08 Manchester Utd-Manchester City,2020-03-08,Matchweek 29,Sun,Away,L,0,2,Manchester Utd,825,768,55,12,2,7,31,27,11,6,0,0,708,2,13,16:30:00
ENG-Premier League,1920,Manchester City,2020-06-17 Manchester City-Arsenal,2020-06-17,Matchweek 28,Wed,Home,W,3,0,Arsenal,724,685,38,9,5,8,9,18,5,1,0,0,664,1,8,20:15:00
ENG-Premier League,1920,Manchester City,2020-06-22 Manchester City-Burnley,2020-06-22,Matchweek 30,Mon,Home,W,5,0,Burnley,848,816,31,7,1,10,9,17,3,0,0,0,771,1,7,20:00:00
ENG-Premier League,1920,Manchester City,2020-06-25 Chelsea-Manchester City,2020-06-25,Matchweek 31,Thu,Away,L,1,2,Chelsea,755,709,45,15,0,6,20,16,7,6,0,0,674,1,9,20:15:00
ENG-Premier League,1920,Manchester City,2020-07-02 Manchester City-Liverpool,2020-07-02,Matchweek 32,Thu,Home,W,4,0,Liverpool,537,493,41,8,0,4,11,23,3,1,2,0,445,3,8,20:15:00
ENG-Premier League,1920,Manchester City,2020-07-05 Southampton-Manchester City,2020-07-05,Matchweek 33,Sun,Away,L,0,1,Southampton,882,831,48,8,0,8,42,23,13,2,4,0,757,3,11,19:00:00
ENG-Premier League,1920,Manchester City,2020-07-08 Manchester City-Newcastle Utd,2020-07-08,Matchweek 34,Wed,Home,W,5,0,Newcastle Utd,878,851,25,6,3,10,21,10,8,2,2,0,804,2,10,18:00:00
ENG-Premier League,1920,Manchester City,2020-07-11 Brighton-Manchester City,2020-07-11,Matchweek 35,Sat,Away,W,5,0,Brighton,846,801,44,12,2,10,21,20,7,3,2,0,754,1,9,20:00:00
ENG-Premier League,1920,Manchester City,2020-07-15 Manchester City-Bournemouth,2020-07-15,Matchweek 36,Wed,Home,W,2,1,Bournemouth,787,754,31,11,0,1,14,5,3,2,0,0,685,2,6,18:00:00
ENG-Premier League,1920,Manchester City,2020-07-21 Watford-Manchester City,2020-07-21,Matchweek 37,Tue,Away,W,4,0,Watford,803,759,41,16,2,12,25,9,8,5,2,0,703,3,9,18:00:00
ENG-Premier League,1920,Manchester City,2020-07-26 Manchester City-Norwich City,2020-07-26,Matchweek 38,Sun,Home,W,5,0,Norwich City,770,733,37,6,2,2,24,17,9,4,1,0,691,0,7,16:00:00
ENG-Premier League,1920,Manchester Utd,2019-08-11 Manchester Utd-Chelsea,2019-08-11,Matchweek 1,Sun,Home,W,4,0,Chelsea,486,445,39,12,2,5,14,16,3,0,2,0,386,2,15,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-08-19 Wolves-Manchester Utd,2019-08-19,Matchweek 2,Mon,Away,D,1,1,Wolves,711,666,44,16,0,9,17,17,6,5,0,0,606,1,11,20:00:00
ENG-Premier League,1920,Manchester Utd,2019-08-24 Manchester Utd-Crystal Palace,2019-08-24,Matchweek 3,Sat,Home,L,1,2,Crystal Palace,613,562,51,14,2,3,27,21,8,5,2,1,512,0,10,15:00:00
ENG-Premier League,1920,Manchester Utd,2019-08-31 Southampton-Manchester Utd,2019-08-31,Matchweek 4,Sat,Away,D,1,1,Southampton,603,532,70,17,1,6,22,38,3,1,1,0,467,1,16,12:30:00
ENG-Premier League,1920,Manchester Utd,2019-09-14 Manchester Utd-Leicester City,2019-09-14,Matchweek 5,Sat,Home,W,1,0,Leicester City,384,332,52,13,1,2,9,28,3,1,0,2,288,0,13,15:00:00
ENG-Premier League,1920,Manchester Utd,2019-09-22 West Ham-Manchester Utd,2019-09-22,Matchweek 6,Sun,Away,L,0,2,West Ham,526,474,51,10,0,5,20,21,7,3,1,2,425,1,10,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-09-30 Manchester Utd-Arsenal,2019-09-30,Matchweek 7,Mon,Home,D,1,1,Arsenal,490,434,54,14,1,4,19,22,8,2,1,3,381,2,12,20:00:00
ENG-Premier League,1920,Manchester Utd,2019-10-06 Newcastle Utd-Manchester Utd,2019-10-06,Matchweek 8,Sun,Away,L,0,1,Newcastle Utd,653,596,55,12,0,7,25,27,6,3,2,1,549,2,8,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-10-20 Manchester Utd-Liverpool,2019-10-20,Matchweek 9,Sun,Home,D,1,1,Liverpool,358,294,60,14,0,8,15,33,3,2,1,0,231,4,11,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-10-27 Norwich City-Manchester Utd,2019-10-27,Matchweek 10,Sun,Away,W,3,1,Norwich City,522,472,50,11,0,3,19,22,10,4,6,0,428,0,11,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-11-02 Bournemouth-Manchester Utd,2019-11-02,Matchweek 11,Sat,Away,L,0,1,Bournemouth,545,480,61,15,2,1,23,27,10,5,3,1,411,4,13,12:30:00
ENG-Premier League,1920,Manchester Utd,2019-11-10 Manchester Utd-Brighton,2019-11-10,Matchweek 12,Sun,Home,W,3,1,Brighton,393,349,44,16,3,2,17,15,5,3,2,0,304,0,11,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-11-24 Sheffield Utd-Manchester Utd,2019-11-24,Matchweek 13,Sun,Away,D,3,3,Sheffield Utd,632,575,56,16,0,9,11,26,3,2,0,0,508,1,6,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-01 Manchester Utd-Aston Villa,2019-12-01,Matchweek 14,Sun,Home,D,2,2,Aston Villa,582,527,54,12,3,0,29,23,9,5,1,1,480,1,11,16:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-04 Manchester Utd-Tottenham,2019-12-04,Matchweek 15,Wed,Home,W,2,1,Tottenham,486,438,47,8,2,2,10,28,4,2,2,0,362,1,8,19:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-07 Manchester City-Manchester Utd,2019-12-07,Matchweek 16,Sat,Away,W,2,1,Manchester City,292,250,42,9,0,0,9,14,3,0,1,0,211,0,9,17:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-15 Manchester Utd-Everton,2019-12-15,Matchweek 17,Sun,Home,D,1,1,Everton,595,534,59,13,5,3,31,30,6,2,4,0,490,2,6,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-12-22 Watford-Manchester Utd,2019-12-22,Matchweek 18,Sun,Away,L,0,2,Watford,602,550,48,19,7,2,14,17,5,2,1,0,497,4,8,14:00:00
ENG-Premier League,1920,Manchester Utd,2019-12-26 Manchester Utd-Newcastle Utd,2019-12-26,Matchweek 19,Thu,Home,W,4,1,Newcastle Utd,851,812,38,6,2,6,16,18,5,0,3,0,755,1,8,17:30:00
ENG-Premier League,1920,Manchester Utd,2019-12-28 Burnley-Manchester Utd,2019-12-28,Matchweek 20,Sat,Away,W,2,0,Burnley,537,481,54,19,4,4,8,21,4,0,1,0,429,2,9,19:45:00
ENG-Premier League,1920,Manchester Utd,2020-01-01 Arsenal-Manchester Utd,2020-01-01,Matchweek 21,Wed,Away,L,0,2,Arsenal,590,540,50,10,2,2,16,27,4,3,0,0,493,0,14,20:00:00
ENG-Premier League,1920,Manchester Utd,2020-01-11 Manchester Utd-Norwich City,2020-01-11,Matchweek 22,Sat,Home,W,4,0,Norwich City,692,653,37,6,2,10,16,23,4,1,0,0,583,2,12,15:00:00
ENG-Premier League,1920,Manchester Utd,2020-01-19 Liverpool-Manchester Utd,2020-01-19,Matchweek 23,Sun,Away,L,0,2,Liverpool,502,451,48,9,0,0,18,22,5,2,2,0,381,3,8,16:30:00
ENG-Premier League,1920,Manchester Utd,2020-01-22 Manchester Utd-Burnley,2020-01-22,Matchweek 24,Wed,Home,L,0,2,Burnley,759,705,52,8,0,5,24,34,5,1,1,0,632,2,13,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-02-01 Manchester Utd-Wolves,2020-02-01,Matchweek 25,Sat,Home,D,0,0,Wolves,685,633,52,15,0,4,23,26,4,2,0,0,592,0,10,17:30:00
ENG-Premier League,1920,Manchester Utd,2020-02-17 Chelsea-Manchester Utd,2020-02-17,Matchweek 26,Mon,Away,W,2,0,Chelsea,415,371,44,12,0,3,16,16,8,5,1,0,324,0,9,20:00:00
ENG-Premier League,1920,Manchester Utd,2020-02-23 Manchester Utd-Watford,2020-02-23,Matchweek 27,Sun,Home,W,3,0,Watford,626,588,37,15,2,9,10,13,3,3,0,0,499,1,9,14:00:00
ENG-Premier League,1920,Manchester Utd,2020-03-01 Everton-Manchester Utd,2020-03-01,Matchweek 28,Sun,Away,D,1,1,Everton,481,425,55,14,2,2,21,25,8,4,3,0,359,1,13,14:00:00
ENG-Premier League,1920,Manchester Utd,2020-03-08 Manchester Utd-Manchester City,2020-03-08,Matchweek 29,Sun,Home,W,2,0,Manchester City,320,285,34,10,4,1,9,14,2,0,2,0,231,1,3,16:30:00
ENG-Premier League,1920,Manchester Utd,2020-06-19 Tottenham-Manchester Utd,2020-06-19,Matchweek 30,Fri,Away,D,1,1,Tottenham,629,573,53,16,0,4,17,21,6,0,6,0,510,3,7,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-06-24 Manchester Utd-Sheffield Utd,2020-06-24,Matchweek 31,Wed,Home,W,3,0,Sheffield Utd,780,742,37,7,5,10,17,12,10,1,4,0,698,1,9,18:00:00
ENG-Premier League,1920,Manchester Utd,2020-06-30 Brighton-Manchester Utd,2020-06-30,Matchweek 32,Tue,Away,W,3,0,Brighton,673,619,52,11,1,12,12,26,5,2,1,0,584,2,13,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-07-04 Manchester Utd-Bournemouth,2020-07-04,Matchweek 33,Sat,Home,W,5,2,Bournemouth,689,644,41,12,3,4,21,13,8,3,4,0,596,4,6,15:00:00
ENG-Premier League,1920,Manchester Utd,2020-07-09 Aston Villa-Manchester Utd,2020-07-09,Matchweek 34,Thu,Away,W,3,0,Aston Villa,677,635,41,7,4,5,17,19,5,3,0,0,590,1,10,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-07-13 Manchester Utd-Southampton,2020-07-13,Matchweek 35,Mon,Home,D,2,2,Southampton,505,454,50,15,0,1,13,23,4,1,1,0,395,1,10,20:00:00
ENG-Premier League,1920,Manchester Utd,2020-07-16 Crystal Palace-Manchester Utd,2020-07-16,Matchweek 36,Thu,Away,W,2,0,Crystal Palace,658,618,40,10,0,5,15,14,7,4,3,0,567,0,10,20:15:00
ENG-Premier League,1920,Manchester Utd,2020-07-22 Manchester Utd-West Ham,2020-07-22,Matchweek 37,Wed,Home,D,1,1,West Ham,636,596,37,10,1,5,8,13,2,1,1,0,543,3,11,18:00:00
ENG-Premier League,1920,Manchester Utd,2020-07-26 Leicester City-Manchester Utd,2020-07-26,Matchweek 38,Sun,Away,W,2,0,Leicester City,547,501,44,13,3,8,7,17,3,3,0,0,447,2,8,16:00:00
ENG-Premier League,1920,Newcastle Utd,2019-08-11 Newcastle Utd-Arsenal,2019-08-11,Matchweek 1,Sun,Home,L,0,1,Arsenal,418,369,48,10,0,6,15,23,5,3,1,0,312,1,6,14:00:00
ENG-Premier League,1920,Newcastle Utd,2019-08-17 Norwich City-Newcastle Utd,2019-08-17,Matchweek 2,Sat,Away,L,1,3,Norwich City,376,335,40,11,1,4,21,14,5,4,1,0,293,1,5,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-08-25 Tottenham-Newcastle Utd,2019-08-25,Matchweek 3,Sun,Away,W,1,0,Tottenham,219,174,41,11,1,5,8,16,6,1,3,0,160,4,4,16:30:00
ENG-Premier League,1920,Newcastle Utd,2019-08-31 Newcastle Utd-Watford,2019-08-31,Matchweek 4,Sat,Home,D,1,1,Watford,515,463,46,10,0,3,23,16,6,1,3,0,379,6,10,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-09-14 Liverpool-Newcastle Utd,2019-09-14,Matchweek 5,Sat,Away,L,1,3,Liverpool,313,265,40,7,0,2,5,15,1,0,0,1,219,8,5,12:30:00
ENG-Premier League,1920,Newcastle Utd,2019-09-21 Newcastle Utd-Brighton,2019-09-21,Matchweek 6,Sat,Home,D,0,0,Brighton,320,275,45,11,1,2,19,18,5,3,2,0,218,0,12,17:30:00
ENG-Premier League,1920,Newcastle Utd,2019-09-29 Leicester City-Newcastle Utd,2019-09-29,Matchweek 7,Sun,Away,L,0,5,Leicester City,363,314,48,12,0,1,8,22,0,0,0,0,275,1,13,16:30:00
ENG-Premier League,1920,Newcastle Utd,2019-10-06 Newcastle Utd-Manchester Utd,2019-10-06,Matchweek 8,Sun,Home,W,1,0,Manchester Utd,312,266,45,11,1,6,9,19,4,3,1,0,219,1,5,16:30:00
ENG-Premier League,1920,Newcastle Utd,2019-10-19 Chelsea-Newcastle Utd,2019-10-19,Matchweek 9,Sat,Away,L,0,1,Chelsea,287,249,37,9,0,5,10,15,0,0,0,0,188,1,7,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-10-27 Newcastle Utd-Wolves,2019-10-27,Matchweek 10,Sun,Home,D,1,1,Wolves,450,397,52,17,0,2,22,21,3,2,0,0,343,1,7,14:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-02 West Ham-Newcastle Utd,2019-11-02,Matchweek 11,Sat,Away,W,3,2,West Ham,285,245,36,10,2,2,11,8,3,0,2,0,185,4,4,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-09 Newcastle Utd-Bournemouth,2019-11-09,Matchweek 12,Sat,Home,W,2,1,Bournemouth,329,284,41,6,0,1,18,21,5,3,1,0,219,4,4,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-25 Aston Villa-Newcastle Utd,2019-11-25,Matchweek 13,Mon,Away,L,0,2,Aston Villa,350,295,53,10,1,3,21,24,6,2,4,0,260,2,10,20:00:00
ENG-Premier League,1920,Newcastle Utd,2019-11-30 Newcastle Utd-Manchester City,2019-11-30,Matchweek 14,Sat,Home,D,2,2,Manchester City,274,229,42,5,0,0,10,23,1,0,1,0,165,3,5,12:30:00
ENG-Premier League,1920,Newcastle Utd,2019-12-05 Sheffield Utd-Newcastle Utd,2019-12-05,Matchweek 15,Thu,Away,W,2,0,Sheffield Utd,288,241,45,12,0,2,8,21,1,0,1,0,185,2,7,19:30:00
ENG-Premier League,1920,Newcastle Utd,2019-12-08 Newcastle Utd-Southampton,2019-12-08,Matchweek 16,Sun,Home,W,2,1,Southampton,393,328,65,18,0,4,15,31,3,0,2,0,261,0,12,14:00:00
ENG-Premier League,1920,Newcastle Utd,2019-12-14 Burnley-Newcastle Utd,2019-12-14,Matchweek 17,Sat,Away,L,0,1,Burnley,442,393,48,18,0,5,24,18,3,1,0,0,312,1,11,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-12-21 Newcastle Utd-Crystal Palace,2019-12-21,Matchweek 18,Sat,Home,W,1,0,Crystal Palace,412,364,46,11,1,11,22,20,4,2,0,1,303,2,5,15:00:00
ENG-Premier League,1920,Newcastle Utd,2019-12-26 Manchester Utd-Newcastle Utd,2019-12-26,Matchweek 19,Thu,Away,L,1,4,Manchester Utd,323,275,47,11,1,4,5,19,0,0,0,0,232,1,10,17:30:00
ENG-Premier League,1920,Newcastle Utd,2019-12-28 Newcastle Utd-Everton,2019-12-28,Matchweek 20,Sat,Home,L,1,2,Everton,373,322,48,14,2,5,28,20,5,1,1,3,261,3,4,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-01-01 Newcastle Utd-Leicester City,2020-01-01,Matchweek 21,Wed,Home,L,0,3,Leicester City,281,226,55,15,1,2,13,22,4,2,2,0,186,0,9,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-01-11 Wolves-Newcastle Utd,2020-01-11,Matchweek 22,Sat,Away,D,1,1,Wolves,345,296,48,13,0,1,11,22,2,0,1,0,247,1,5,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-01-18 Newcastle Utd-Chelsea,2020-01-18,Matchweek 23,Sat,Home,W,1,0,Chelsea,326,269,56,16,1,3,11,27,1,0,1,0,215,1,8,17:30:00
ENG-Premier League,1920,Newcastle Utd,2020-01-21 Everton-Newcastle Utd,2020-01-21,Matchweek 24,Tue,Away,D,2,2,Everton,504,458,46,14,0,2,18,20,4,2,1,1,390,0,19,19:30:00
ENG-Premier League,1920,Newcastle Utd,2020-02-01 Newcastle Utd-Norwich City,2020-02-01,Matchweek 25,Sat,Home,D,0,0,Norwich City,412,363,46,13,0,4,27,14,8,3,4,0,309,3,5,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-02-16 Arsenal-Newcastle Utd,2020-02-16,Matchweek 26,Sun,Away,L,0,4,Arsenal,324,273,47,14,0,1,15,9,6,0,5,0,250,4,3,16:30:00
ENG-Premier League,1920,Newcastle Utd,2020-02-22 Crystal Palace-Newcastle Utd,2020-02-22,Matchweek 27,Sat,Away,L,0,1,Crystal Palace,494,440,51,15,0,5,17,18,5,3,2,0,373,3,11,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-02-29 Newcastle Utd-Burnley,2020-02-29,Matchweek 28,Sat,Home,D,0,0,Burnley,437,378,57,10,0,4,27,29,11,6,1,0,281,2,10,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-03-07 Southampton-Newcastle Utd,2020-03-07,Matchweek 29,Sat,Away,W,1,0,Southampton,544,492,50,12,0,3,20,21,8,6,0,0,425,2,17,15:00:00
ENG-Premier League,1920,Newcastle Utd,2020-06-21 Newcastle Utd-Sheffield Utd,2020-06-21,Matchweek 30,Sun,Home,W,3,0,Sheffield Utd,482,435,44,9,2,8,13,21,2,2,0,0,385,3,9,14:00:00
ENG-Premier League,1920,Newcastle Utd,2020-06-24 Newcastle Utd-Aston Villa,2020-06-24,Matchweek 31,Wed,Home,D,1,1,Aston Villa,461,411,49,13,0,5,18,17,6,2,0,2,346,1,6,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-01 Bournemouth-Newcastle Utd,2020-07-01,Matchweek 32,Wed,Away,W,4,1,Bournemouth,442,399,42,13,1,4,7,14,3,0,1,2,344,1,3,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-05 Newcastle Utd-West Ham,2020-07-05,Matchweek 33,Sun,Home,D,2,2,West Ham,561,520,40,11,0,6,19,16,6,3,1,2,445,1,13,14:15:00
ENG-Premier League,1920,Newcastle Utd,2020-07-08 Manchester City-Newcastle Utd,2020-07-08,Matchweek 34,Wed,Away,L,0,5,Manchester City,324,280,44,15,0,5,10,13,1,0,0,1,234,0,7,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-11 Watford-Newcastle Utd,2020-07-11,Matchweek 35,Sat,Away,L,1,2,Watford,387,332,52,24,0,5,12,17,4,4,0,0,270,3,9,12:30:00
ENG-Premier League,1920,Newcastle Utd,2020-07-15 Newcastle Utd-Tottenham,2020-07-15,Matchweek 36,Wed,Home,L,1,3,Tottenham,537,499,38,13,1,12,20,11,5,2,3,0,456,0,5,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-20 Brighton-Newcastle Utd,2020-07-20,Matchweek 37,Mon,Away,D,0,0,Brighton,366,316,49,13,0,7,24,22,7,6,0,0,268,1,12,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-26 Newcastle Utd-Liverpool,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Liverpool,297,256,38,6,1,1,7,18,2,1,0,0,193,3,7,16:00:00
ENG-Premier League,1920,Norwich City,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Away,L,1,4,Liverpool,404,342,57,7,2,6,2,28,2,1,0,0,307,5,10,20:00:00
ENG-Premier League,1920,Norwich City,2019-08-17 Norwich City-Newcastle Utd,2019-08-17,Matchweek 2,Sat,Home,W,3,1,Newcastle Utd,640,595,43,12,2,4,15,15,7,2,5,0,553,2,13,15:00:00
ENG-Premier League,1920,Norwich City,2019-08-24 Norwich City-Chelsea,2019-08-24,Matchweek 3,Sat,Home,L,2,3,Chelsea,515,469,46,9,1,2,7,22,1,1,0,0,417,0,7,12:30:00
ENG-Premier League,1920,Norwich City,2019-08-31 West Ham-Norwich City,2019-08-31,Matchweek 4,Sat,Away,L,0,2,West Ham,547,493,51,17,1,6,14,23,2,1,1,0,462,3,5,15:00:00
ENG-Premier League,1920,Norwich City,2019-09-14 Norwich City-Manchester City,2019-09-14,Matchweek 5,Sat,Home,W,3,2,Manchester City,346,306,39,6,0,3,6,15,3,1,2,0,257,1,12,17:30:00
ENG-Premier League,1920,Norwich City,2019-09-21 Burnley-Norwich City,2019-09-21,Matchweek 6,Sat,Away,L,0,2,Burnley,566,521,45,12,3,5,10,20,3,2,0,1,462,0,16,15:00:00
ENG-Premier League,1920,Norwich City,2019-09-28 Crystal Palace-Norwich City,2019-09-28,Matchweek 7,Sat,Away,L,0,2,Crystal Palace,566,511,54,16,1,2,13,22,5,3,2,0,466,1,12,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-05 Norwich City-Aston Villa,2019-10-05,Matchweek 8,Sat,Home,L,1,5,Aston Villa,513,456,57,18,1,4,20,14,10,7,3,0,405,0,12,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-19 Bournemouth-Norwich City,2019-10-19,Matchweek 9,Sat,Away,D,0,0,Bournemouth,509,456,51,10,0,0,14,22,7,6,1,0,404,2,10,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-27 Norwich City-Manchester Utd,2019-10-27,Matchweek 10,Sun,Home,L,1,3,Manchester Utd,447,404,42,10,1,1,6,19,1,0,1,0,353,1,11,16:30:00
ENG-Premier League,1920,Norwich City,2019-11-02 Brighton-Norwich City,2019-11-02,Matchweek 11,Sat,Away,L,0,2,Brighton,418,365,52,13,2,0,4,18,3,2,1,0,327,1,6,15:00:00
ENG-Premier League,1920,Norwich City,2019-11-08 Norwich City-Watford,2019-11-08,Matchweek 12,Fri,Home,L,0,2,Watford,653,595,57,12,0,4,28,23,10,4,3,0,552,1,10,20:00:00
ENG-Premier League,1920,Norwich City,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Everton,353,299,54,12,1,4,15,23,7,2,5,0,248,0,7,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-01 Norwich City-Arsenal,2019-12-01,Matchweek 14,Sun,Home,D,2,2,Arsenal,400,362,37,10,0,1,16,14,7,5,2,0,313,1,5,14:00:00
ENG-Premier League,1920,Norwich City,2019-12-04 Southampton-Norwich City,2019-12-04,Matchweek 15,Wed,Away,L,1,2,Southampton,620,555,64,15,1,4,7,40,1,0,1,0,492,1,11,19:30:00
ENG-Premier League,1920,Norwich City,2019-12-08 Norwich City-Sheffield Utd,2019-12-08,Matchweek 16,Sun,Home,L,1,2,Sheffield Utd,634,574,59,14,2,2,21,22,9,2,6,0,489,1,14,14:00:00
